[INFO] | 2024-11-10 07:37:49 AM | analyzer.0xc7bd5dac314a67a375a0347d72797c2ea1f1a672 | Analysis started at: 2024-11-10 07:37:49 AM
[INFO] | 2024-11-10 07:37:50 AM | analyzer.0xc7bd5dac314a67a375a0347d72797c2ea1f1a672 | Generating return summary for getGasClaimAmount
[INFO] | 2024-11-10 07:37:50 AM | analyzer.0xc7bd5dac314a67a375a0347d72797c2ea1f1a672 | Return summary generated for getGasClaimAmount
[INFO] | 2024-11-10 07:37:50 AM | analyzer.0xc7bd5dac314a67a375a0347d72797c2ea1f1a672 | State variable assignement do not exist
[INFO] | 2024-11-10 07:37:50 AM | analyzer.0xc7bd5dac314a67a375a0347d72797c2ea1f1a672 | Processed function getGasClaimAmount
[INFO] | 2024-11-10 07:37:50 AM | analyzer.0xc7bd5dac314a67a375a0347d72797c2ea1f1a672 | Generating return summary for slitherConstructorVariables
[INFO] | 2024-11-10 07:37:50 AM | analyzer.0xc7bd5dac314a67a375a0347d72797c2ea1f1a672 | Return summary generated for slitherConstructorVariables
[INFO] | 2024-11-10 07:37:50 AM | analyzer.0xc7bd5dac314a67a375a0347d72797c2ea1f1a672 | Range graph generated
[INFO] | 2024-11-10 07:37:50 AM | analyzer.0xc7bd5dac314a67a375a0347d72797c2ea1f1a672 | Processed function slitherConstructorVariables
[INFO] | 2024-11-10 07:37:50 AM | analyzer.0xc7bd5dac314a67a375a0347d72797c2ea1f1a672 | Generating return summary for onlyOwner
[INFO] | 2024-11-10 07:37:50 AM | analyzer.0xc7bd5dac314a67a375a0347d72797c2ea1f1a672 | Return summary generated for onlyOwner
[INFO] | 2024-11-10 07:37:50 AM | analyzer.0xc7bd5dac314a67a375a0347d72797c2ea1f1a672 | State variable assignement do not exist
[INFO] | 2024-11-10 07:37:50 AM | analyzer.0xc7bd5dac314a67a375a0347d72797c2ea1f1a672 | Processed function onlyOwner
[INFO] | 2024-11-10 07:37:50 AM | analyzer.0xc7bd5dac314a67a375a0347d72797c2ea1f1a672 | Generating return summary for setCurrentToken
[INFO] | 2024-11-10 07:37:50 AM | analyzer.0xc7bd5dac314a67a375a0347d72797c2ea1f1a672 | Return summary generated for setCurrentToken
[INFO] | 2024-11-10 07:37:50 AM | analyzer.0xc7bd5dac314a67a375a0347d72797c2ea1f1a672 | Range graph generated
[INFO] | 2024-11-10 07:37:50 AM | analyzer.0xc7bd5dac314a67a375a0347d72797c2ea1f1a672 | Processed function setCurrentToken
[INFO] | 2024-11-10 07:37:50 AM | analyzer.0xc7bd5dac314a67a375a0347d72797c2ea1f1a672 | Generating return summary for claimGasDrop
[INFO] | 2024-11-10 07:37:50 AM | analyzer.0xc7bd5dac314a67a375a0347d72797c2ea1f1a672 | Return summary generated for claimGasDrop
[INFO] | 2024-11-10 07:37:50 AM | analyzer.0xc7bd5dac314a67a375a0347d72797c2ea1f1a672 | Range graph generated
[INFO] | 2024-11-10 07:37:50 AM | analyzer.0xc7bd5dac314a67a375a0347d72797c2ea1f1a672 | Processed function claimGasDrop
[INFO] | 2024-11-10 07:37:50 AM | analyzer.0xc7bd5dac314a67a375a0347d72797c2ea1f1a672 | Generating return summary for deposit
[INFO] | 2024-11-10 07:37:50 AM | analyzer.0xc7bd5dac314a67a375a0347d72797c2ea1f1a672 | Return summary generated for deposit
[INFO] | 2024-11-10 07:37:50 AM | analyzer.0xc7bd5dac314a67a375a0347d72797c2ea1f1a672 | Range graph generated
[INFO] | 2024-11-10 07:37:50 AM | analyzer.0xc7bd5dac314a67a375a0347d72797c2ea1f1a672 | Processed function deposit
[INFO] | 2024-11-10 07:37:50 AM | analyzer.0xc7bd5dac314a67a375a0347d72797c2ea1f1a672 | Generating return summary for setGasClaim
[INFO] | 2024-11-10 07:37:50 AM | analyzer.0xc7bd5dac314a67a375a0347d72797c2ea1f1a672 | Return summary generated for setGasClaim
[INFO] | 2024-11-10 07:37:50 AM | analyzer.0xc7bd5dac314a67a375a0347d72797c2ea1f1a672 | Range graph generated
[INFO] | 2024-11-10 07:37:50 AM | analyzer.0xc7bd5dac314a67a375a0347d72797c2ea1f1a672 | Processed function setGasClaim
[INFO] | 2024-11-10 07:37:50 AM | analyzer.0xc7bd5dac314a67a375a0347d72797c2ea1f1a672 | Value Range Analysis took 0.080561 seconds
[INFO] | 2024-11-10 07:37:50 AM | analyzer.0xc7bd5dac314a67a375a0347d72797c2ea1f1a672 | Value Range Analysis finished
[INFO] | 2024-11-10 07:37:50 AM | analyzer.0xc7bd5dac314a67a375a0347d72797c2ea1f1a672 | Storage dependency graph compostion started!
[INFO] | 2024-11-10 07:37:50 AM | analyzer.0xc7bd5dac314a67a375a0347d72797c2ea1f1a672 | Storage dependency graph compostion finished!
[INFO] | 2024-11-10 07:37:50 AM | analyzer.0xc7bd5dac314a67a375a0347d72797c2ea1f1a672 | Dependency detection started!
[INFO] | 2024-11-10 07:37:50 AM | analyzer.0xc7bd5dac314a67a375a0347d72797c2ea1f1a672 | Dependency detection finished!
[INFO] | 2024-11-10 07:37:50 AM | analyzer.0xc7bd5dac314a67a375a0347d72797c2ea1f1a672 | Static Analysis took 1.426951 seconds
[INFO] | 2024-11-10 07:37:50 AM | analyzer.0xc7bd5dac314a67a375a0347d72797c2ea1f1a672 | Dependency does not exist
[INFO] | 2024-11-10 07:37:50 AM | analyzer.0xc7bd5dac314a67a375a0347d72797c2ea1f1a672 | Symbolic execution is not needed!
[INFO] | 2024-11-10 07:37:50 AM | analyzer.0xc7bd5dac314a67a375a0347d72797c2ea1f1a672 | Analysis finished!
[INFO] | 2024-11-10 07:37:50 AM | analyzer.0xc7bd5dac314a67a375a0347d72797c2ea1f1a672 | Analysis took 1.427207 seconds
[INFO] | 2024-11-10 07:37:50 AM | analyzer.0xc7bd5dac314a67a375a0347d72797c2ea1f1a672 | Analysis finished at: 2024-11-10 07:37:50 AM
