[INFO] | 2024-11-10 07:37:44 AM | analyzer.0x675c807fe3cf4fcc51b5c739b4bb910b0009ccb1 | Analysis started at: 2024-11-10 07:37:44 AM
[INFO] | 2024-11-10 07:37:45 AM | analyzer.0x675c807fe3cf4fcc51b5c739b4bb910b0009ccb1 | Generating return summary for sub
[INFO] | 2024-11-10 07:37:45 AM | analyzer.0x675c807fe3cf4fcc51b5c739b4bb910b0009ccb1 | Return summary generated for sub
[INFO] | 2024-11-10 07:37:45 AM | analyzer.0x675c807fe3cf4fcc51b5c739b4bb910b0009ccb1 | State variable assignement do not exist
[INFO] | 2024-11-10 07:37:45 AM | analyzer.0x675c807fe3cf4fcc51b5c739b4bb910b0009ccb1 | Processed function sub
[INFO] | 2024-11-10 07:37:45 AM | analyzer.0x675c807fe3cf4fcc51b5c739b4bb910b0009ccb1 | Generating return summary for add
[INFO] | 2024-11-10 07:37:45 AM | analyzer.0x675c807fe3cf4fcc51b5c739b4bb910b0009ccb1 | Return summary generated for add
[INFO] | 2024-11-10 07:37:45 AM | analyzer.0x675c807fe3cf4fcc51b5c739b4bb910b0009ccb1 | State variable assignement do not exist
[INFO] | 2024-11-10 07:37:45 AM | analyzer.0x675c807fe3cf4fcc51b5c739b4bb910b0009ccb1 | Processed function add
[INFO] | 2024-11-10 07:37:45 AM | analyzer.0x675c807fe3cf4fcc51b5c739b4bb910b0009ccb1 | Generating return summary for initOwner
[INFO] | 2024-11-10 07:37:45 AM | analyzer.0x675c807fe3cf4fcc51b5c739b4bb910b0009ccb1 | Return summary generated for initOwner
[INFO] | 2024-11-10 07:37:45 AM | analyzer.0x675c807fe3cf4fcc51b5c739b4bb910b0009ccb1 | Range graph generated
[INFO] | 2024-11-10 07:37:45 AM | analyzer.0x675c807fe3cf4fcc51b5c739b4bb910b0009ccb1 | Processed function initOwner
[INFO] | 2024-11-10 07:37:45 AM | analyzer.0x675c807fe3cf4fcc51b5c739b4bb910b0009ccb1 | Generating return summary for initOwner1
[INFO] | 2024-11-10 07:37:45 AM | analyzer.0x675c807fe3cf4fcc51b5c739b4bb910b0009ccb1 | Return summary generated for initOwner1
[INFO] | 2024-11-10 07:37:45 AM | analyzer.0x675c807fe3cf4fcc51b5c739b4bb910b0009ccb1 | Range graph generated
[INFO] | 2024-11-10 07:37:45 AM | analyzer.0x675c807fe3cf4fcc51b5c739b4bb910b0009ccb1 | Processed function initOwner1
[INFO] | 2024-11-10 07:37:45 AM | analyzer.0x675c807fe3cf4fcc51b5c739b4bb910b0009ccb1 | Generating return summary for fallback
[INFO] | 2024-11-10 07:37:45 AM | analyzer.0x675c807fe3cf4fcc51b5c739b4bb910b0009ccb1 | Return summary generated for fallback
[INFO] | 2024-11-10 07:37:45 AM | analyzer.0x675c807fe3cf4fcc51b5c739b4bb910b0009ccb1 | Range graph generated
[INFO] | 2024-11-10 07:37:45 AM | analyzer.0x675c807fe3cf4fcc51b5c739b4bb910b0009ccb1 | Processed function fallback
[INFO] | 2024-11-10 07:37:45 AM | analyzer.0x675c807fe3cf4fcc51b5c739b4bb910b0009ccb1 | Generating return summary for deposit
[INFO] | 2024-11-10 07:37:45 AM | analyzer.0x675c807fe3cf4fcc51b5c739b4bb910b0009ccb1 | Return summary generated for deposit
[INFO] | 2024-11-10 07:37:45 AM | analyzer.0x675c807fe3cf4fcc51b5c739b4bb910b0009ccb1 | Range graph generated
[INFO] | 2024-11-10 07:37:45 AM | analyzer.0x675c807fe3cf4fcc51b5c739b4bb910b0009ccb1 | Processed function deposit
[INFO] | 2024-11-10 07:37:45 AM | analyzer.0x675c807fe3cf4fcc51b5c739b4bb910b0009ccb1 | Generating return summary for calculateInterest
[INFO] | 2024-11-10 07:37:45 AM | analyzer.0x675c807fe3cf4fcc51b5c739b4bb910b0009ccb1 | Return summary generated for calculateInterest
[INFO] | 2024-11-10 07:37:45 AM | analyzer.0x675c807fe3cf4fcc51b5c739b4bb910b0009ccb1 | State variable assignement do not exist
[INFO] | 2024-11-10 07:37:45 AM | analyzer.0x675c807fe3cf4fcc51b5c739b4bb910b0009ccb1 | Processed function calculateInterest
[INFO] | 2024-11-10 07:37:45 AM | analyzer.0x675c807fe3cf4fcc51b5c739b4bb910b0009ccb1 | Generating return summary for payout
[INFO] | 2024-11-10 07:37:45 AM | analyzer.0x675c807fe3cf4fcc51b5c739b4bb910b0009ccb1 | Return summary generated for payout
[INFO] | 2024-11-10 07:37:45 AM | analyzer.0x675c807fe3cf4fcc51b5c739b4bb910b0009ccb1 | State variable assignement do not exist
[INFO] | 2024-11-10 07:37:45 AM | analyzer.0x675c807fe3cf4fcc51b5c739b4bb910b0009ccb1 | Processed function payout
[INFO] | 2024-11-10 07:37:45 AM | analyzer.0x675c807fe3cf4fcc51b5c739b4bb910b0009ccb1 | Generating return summary for currentBalance
[INFO] | 2024-11-10 07:37:45 AM | analyzer.0x675c807fe3cf4fcc51b5c739b4bb910b0009ccb1 | Return summary generated for currentBalance
[INFO] | 2024-11-10 07:37:45 AM | analyzer.0x675c807fe3cf4fcc51b5c739b4bb910b0009ccb1 | State variable assignement do not exist
[INFO] | 2024-11-10 07:37:45 AM | analyzer.0x675c807fe3cf4fcc51b5c739b4bb910b0009ccb1 | Processed function currentBalance
[INFO] | 2024-11-10 07:37:45 AM | analyzer.0x675c807fe3cf4fcc51b5c739b4bb910b0009ccb1 | Generating return summary for slitherConstructorVariables
[INFO] | 2024-11-10 07:37:45 AM | analyzer.0x675c807fe3cf4fcc51b5c739b4bb910b0009ccb1 | Return summary generated for slitherConstructorVariables
[INFO] | 2024-11-10 07:37:45 AM | analyzer.0x675c807fe3cf4fcc51b5c739b4bb910b0009ccb1 | Range graph generated
[INFO] | 2024-11-10 07:37:45 AM | analyzer.0x675c807fe3cf4fcc51b5c739b4bb910b0009ccb1 | Processed function slitherConstructorVariables
[INFO] | 2024-11-10 07:37:45 AM | analyzer.0x675c807fe3cf4fcc51b5c739b4bb910b0009ccb1 | Generating return summary for OurBank
[INFO] | 2024-11-10 07:37:45 AM | analyzer.0x675c807fe3cf4fcc51b5c739b4bb910b0009ccb1 | Return summary generated for OurBank
[INFO] | 2024-11-10 07:37:45 AM | analyzer.0x675c807fe3cf4fcc51b5c739b4bb910b0009ccb1 | Range graph generated
[INFO] | 2024-11-10 07:37:45 AM | analyzer.0x675c807fe3cf4fcc51b5c739b4bb910b0009ccb1 | Processed function OurBank
[INFO] | 2024-11-10 07:37:45 AM | analyzer.0x675c807fe3cf4fcc51b5c739b4bb910b0009ccb1 | Generating return summary for payInterest
[INFO] | 2024-11-10 07:37:45 AM | analyzer.0x675c807fe3cf4fcc51b5c739b4bb910b0009ccb1 | Return summary generated for payInterest
[INFO] | 2024-11-10 07:37:45 AM | analyzer.0x675c807fe3cf4fcc51b5c739b4bb910b0009ccb1 | Range graph generated
[INFO] | 2024-11-10 07:37:45 AM | analyzer.0x675c807fe3cf4fcc51b5c739b4bb910b0009ccb1 | Processed function payInterest
[INFO] | 2024-11-10 07:37:45 AM | analyzer.0x675c807fe3cf4fcc51b5c739b4bb910b0009ccb1 | Value Range Analysis took 0.008029 seconds
[INFO] | 2024-11-10 07:37:45 AM | analyzer.0x675c807fe3cf4fcc51b5c739b4bb910b0009ccb1 | Value Range Analysis finished
[INFO] | 2024-11-10 07:37:45 AM | analyzer.0x675c807fe3cf4fcc51b5c739b4bb910b0009ccb1 | Storage dependency graph compostion started!
[INFO] | 2024-11-10 07:37:45 AM | analyzer.0x675c807fe3cf4fcc51b5c739b4bb910b0009ccb1 | Storage dependency graph compostion finished!
[INFO] | 2024-11-10 07:37:45 AM | analyzer.0x675c807fe3cf4fcc51b5c739b4bb910b0009ccb1 | Dependency detection started!
[INFO] | 2024-11-10 07:37:45 AM | analyzer.0x675c807fe3cf4fcc51b5c739b4bb910b0009ccb1 | Dependency detection finished!
[INFO] | 2024-11-10 07:37:45 AM | analyzer.0x675c807fe3cf4fcc51b5c739b4bb910b0009ccb1 | Static Analysis took 1.619235 seconds
[INFO] | 2024-11-10 07:37:45 AM | analyzer.0x675c807fe3cf4fcc51b5c739b4bb910b0009ccb1 | Dependency does not exist
[INFO] | 2024-11-10 07:37:45 AM | analyzer.0x675c807fe3cf4fcc51b5c739b4bb910b0009ccb1 | Symbolic execution is not needed!
[INFO] | 2024-11-10 07:37:45 AM | analyzer.0x675c807fe3cf4fcc51b5c739b4bb910b0009ccb1 | Analysis finished!
[INFO] | 2024-11-10 07:37:45 AM | analyzer.0x675c807fe3cf4fcc51b5c739b4bb910b0009ccb1 | Analysis took 1.619507 seconds
[INFO] | 2024-11-10 07:37:45 AM | analyzer.0x675c807fe3cf4fcc51b5c739b4bb910b0009ccb1 | Analysis finished at: 2024-11-10 07:37:45 AM
