[INFO] | 2024-11-10 07:37:51 AM | analyzer.0x1b6df88f60b6b7c2b7f9b6beec4a6b3841a10d6c | Analysis started at: 2024-11-10 07:37:51 AM
[INFO] | 2024-11-10 07:37:53 AM | analyzer.0x1b6df88f60b6b7c2b7f9b6beec4a6b3841a10d6c | Generating return summary for constructor
[INFO] | 2024-11-10 07:37:53 AM | analyzer.0x1b6df88f60b6b7c2b7f9b6beec4a6b3841a10d6c | Return summary generated for constructor
[INFO] | 2024-11-10 07:37:53 AM | analyzer.0x1b6df88f60b6b7c2b7f9b6beec4a6b3841a10d6c | Range graph generated
[INFO] | 2024-11-10 07:37:53 AM | analyzer.0x1b6df88f60b6b7c2b7f9b6beec4a6b3841a10d6c | Processed function constructor
[INFO] | 2024-11-10 07:37:53 AM | analyzer.0x1b6df88f60b6b7c2b7f9b6beec4a6b3841a10d6c | Generating return summary for _transferOwnership
[INFO] | 2024-11-10 07:37:53 AM | analyzer.0x1b6df88f60b6b7c2b7f9b6beec4a6b3841a10d6c | Return summary generated for _transferOwnership
[INFO] | 2024-11-10 07:37:53 AM | analyzer.0x1b6df88f60b6b7c2b7f9b6beec4a6b3841a10d6c | Range graph generated
[INFO] | 2024-11-10 07:37:53 AM | analyzer.0x1b6df88f60b6b7c2b7f9b6beec4a6b3841a10d6c | Processed function _transferOwnership
[INFO] | 2024-11-10 07:37:53 AM | analyzer.0x1b6df88f60b6b7c2b7f9b6beec4a6b3841a10d6c | Generating return summary for constructor
[INFO] | 2024-11-10 07:37:53 AM | analyzer.0x1b6df88f60b6b7c2b7f9b6beec4a6b3841a10d6c | Return summary generated for constructor
[INFO] | 2024-11-10 07:37:53 AM | analyzer.0x1b6df88f60b6b7c2b7f9b6beec4a6b3841a10d6c | Range graph generated
[INFO] | 2024-11-10 07:37:53 AM | analyzer.0x1b6df88f60b6b7c2b7f9b6beec4a6b3841a10d6c | Processed function constructor
[INFO] | 2024-11-10 07:37:53 AM | analyzer.0x1b6df88f60b6b7c2b7f9b6beec4a6b3841a10d6c | Generating return summary for slitherConstructorVariables
[INFO] | 2024-11-10 07:37:53 AM | analyzer.0x1b6df88f60b6b7c2b7f9b6beec4a6b3841a10d6c | Return summary generated for slitherConstructorVariables
[INFO] | 2024-11-10 07:37:53 AM | analyzer.0x1b6df88f60b6b7c2b7f9b6beec4a6b3841a10d6c | Range graph generated
[INFO] | 2024-11-10 07:37:53 AM | analyzer.0x1b6df88f60b6b7c2b7f9b6beec4a6b3841a10d6c | Processed function slitherConstructorVariables
[INFO] | 2024-11-10 07:37:53 AM | analyzer.0x1b6df88f60b6b7c2b7f9b6beec4a6b3841a10d6c | Generating return summary for onlyOwner
[INFO] | 2024-11-10 07:37:53 AM | analyzer.0x1b6df88f60b6b7c2b7f9b6beec4a6b3841a10d6c | Return summary generated for onlyOwner
[INFO] | 2024-11-10 07:37:53 AM | analyzer.0x1b6df88f60b6b7c2b7f9b6beec4a6b3841a10d6c | State variable assignement do not exist
[INFO] | 2024-11-10 07:37:53 AM | analyzer.0x1b6df88f60b6b7c2b7f9b6beec4a6b3841a10d6c | Processed function onlyOwner
[INFO] | 2024-11-10 07:37:53 AM | analyzer.0x1b6df88f60b6b7c2b7f9b6beec4a6b3841a10d6c | Generating return summary for transferOwnership
[INFO] | 2024-11-10 07:37:53 AM | analyzer.0x1b6df88f60b6b7c2b7f9b6beec4a6b3841a10d6c | Return summary generated for transferOwnership
[INFO] | 2024-11-10 07:37:53 AM | analyzer.0x1b6df88f60b6b7c2b7f9b6beec4a6b3841a10d6c | Range graph generated
[INFO] | 2024-11-10 07:37:53 AM | analyzer.0x1b6df88f60b6b7c2b7f9b6beec4a6b3841a10d6c | Processed function transferOwnership
[INFO] | 2024-11-10 07:37:53 AM | analyzer.0x1b6df88f60b6b7c2b7f9b6beec4a6b3841a10d6c | Generating return summary for renounceOwnership
[INFO] | 2024-11-10 07:37:53 AM | analyzer.0x1b6df88f60b6b7c2b7f9b6beec4a6b3841a10d6c | Return summary generated for renounceOwnership
[INFO] | 2024-11-10 07:37:53 AM | analyzer.0x1b6df88f60b6b7c2b7f9b6beec4a6b3841a10d6c | Range graph generated
[INFO] | 2024-11-10 07:37:53 AM | analyzer.0x1b6df88f60b6b7c2b7f9b6beec4a6b3841a10d6c | Processed function renounceOwnership
[INFO] | 2024-11-10 07:37:53 AM | analyzer.0x1b6df88f60b6b7c2b7f9b6beec4a6b3841a10d6c | Generating return summary for fallback
[INFO] | 2024-11-10 07:37:53 AM | analyzer.0x1b6df88f60b6b7c2b7f9b6beec4a6b3841a10d6c | Return summary generated for fallback
[INFO] | 2024-11-10 07:37:53 AM | analyzer.0x1b6df88f60b6b7c2b7f9b6beec4a6b3841a10d6c | Range graph generated
[INFO] | 2024-11-10 07:37:53 AM | analyzer.0x1b6df88f60b6b7c2b7f9b6beec4a6b3841a10d6c | Processed function fallback
[INFO] | 2024-11-10 07:37:53 AM | analyzer.0x1b6df88f60b6b7c2b7f9b6beec4a6b3841a10d6c | Generating return summary for withdraw
[INFO] | 2024-11-10 07:37:53 AM | analyzer.0x1b6df88f60b6b7c2b7f9b6beec4a6b3841a10d6c | Return summary generated for withdraw
[INFO] | 2024-11-10 07:37:53 AM | analyzer.0x1b6df88f60b6b7c2b7f9b6beec4a6b3841a10d6c | State variable assignement do not exist
[INFO] | 2024-11-10 07:37:53 AM | analyzer.0x1b6df88f60b6b7c2b7f9b6beec4a6b3841a10d6c | Processed function withdraw
[INFO] | 2024-11-10 07:37:53 AM | analyzer.0x1b6df88f60b6b7c2b7f9b6beec4a6b3841a10d6c | Generating return summary for transferOwnership
[INFO] | 2024-11-10 07:37:53 AM | analyzer.0x1b6df88f60b6b7c2b7f9b6beec4a6b3841a10d6c | Return summary generated for transferOwnership
[INFO] | 2024-11-10 07:37:53 AM | analyzer.0x1b6df88f60b6b7c2b7f9b6beec4a6b3841a10d6c | Range graph generated
[INFO] | 2024-11-10 07:37:53 AM | analyzer.0x1b6df88f60b6b7c2b7f9b6beec4a6b3841a10d6c | Processed function transferOwnership
[INFO] | 2024-11-10 07:37:53 AM | analyzer.0x1b6df88f60b6b7c2b7f9b6beec4a6b3841a10d6c | Generating return summary for renounceOwnership
[INFO] | 2024-11-10 07:37:53 AM | analyzer.0x1b6df88f60b6b7c2b7f9b6beec4a6b3841a10d6c | Return summary generated for renounceOwnership
[INFO] | 2024-11-10 07:37:53 AM | analyzer.0x1b6df88f60b6b7c2b7f9b6beec4a6b3841a10d6c | Range graph generated
[INFO] | 2024-11-10 07:37:53 AM | analyzer.0x1b6df88f60b6b7c2b7f9b6beec4a6b3841a10d6c | Processed function renounceOwnership
[INFO] | 2024-11-10 07:37:53 AM | analyzer.0x1b6df88f60b6b7c2b7f9b6beec4a6b3841a10d6c | Generating return summary for changeAllowance
[INFO] | 2024-11-10 07:37:53 AM | analyzer.0x1b6df88f60b6b7c2b7f9b6beec4a6b3841a10d6c | Return summary generated for changeAllowance
[INFO] | 2024-11-10 07:37:53 AM | analyzer.0x1b6df88f60b6b7c2b7f9b6beec4a6b3841a10d6c | Range graph generated
[INFO] | 2024-11-10 07:37:53 AM | analyzer.0x1b6df88f60b6b7c2b7f9b6beec4a6b3841a10d6c | Processed function changeAllowance
[INFO] | 2024-11-10 07:37:53 AM | analyzer.0x1b6df88f60b6b7c2b7f9b6beec4a6b3841a10d6c | Generating return summary for setWalletAddress
[INFO] | 2024-11-10 07:37:53 AM | analyzer.0x1b6df88f60b6b7c2b7f9b6beec4a6b3841a10d6c | Return summary generated for setWalletAddress
[INFO] | 2024-11-10 07:37:53 AM | analyzer.0x1b6df88f60b6b7c2b7f9b6beec4a6b3841a10d6c | Range graph generated
[INFO] | 2024-11-10 07:37:53 AM | analyzer.0x1b6df88f60b6b7c2b7f9b6beec4a6b3841a10d6c | Processed function setWalletAddress
[INFO] | 2024-11-10 07:37:53 AM | analyzer.0x1b6df88f60b6b7c2b7f9b6beec4a6b3841a10d6c | Generating return summary for setContributionInWei
[INFO] | 2024-11-10 07:37:53 AM | analyzer.0x1b6df88f60b6b7c2b7f9b6beec4a6b3841a10d6c | Return summary generated for setContributionInWei
[INFO] | 2024-11-10 07:37:53 AM | analyzer.0x1b6df88f60b6b7c2b7f9b6beec4a6b3841a10d6c | Range graph generated
[INFO] | 2024-11-10 07:37:53 AM | analyzer.0x1b6df88f60b6b7c2b7f9b6beec4a6b3841a10d6c | Processed function setContributionInWei
[INFO] | 2024-11-10 07:37:53 AM | analyzer.0x1b6df88f60b6b7c2b7f9b6beec4a6b3841a10d6c | Value Range Analysis took 0.008706 seconds
[INFO] | 2024-11-10 07:37:53 AM | analyzer.0x1b6df88f60b6b7c2b7f9b6beec4a6b3841a10d6c | Value Range Analysis finished
[INFO] | 2024-11-10 07:37:53 AM | analyzer.0x1b6df88f60b6b7c2b7f9b6beec4a6b3841a10d6c | Storage dependency graph compostion started!
[INFO] | 2024-11-10 07:37:53 AM | analyzer.0x1b6df88f60b6b7c2b7f9b6beec4a6b3841a10d6c | Storage dependency graph compostion finished!
[INFO] | 2024-11-10 07:37:53 AM | analyzer.0x1b6df88f60b6b7c2b7f9b6beec4a6b3841a10d6c | Dependency detection started!
[INFO] | 2024-11-10 07:37:53 AM | analyzer.0x1b6df88f60b6b7c2b7f9b6beec4a6b3841a10d6c | Dependency detection finished!
[INFO] | 2024-11-10 07:37:53 AM | analyzer.0x1b6df88f60b6b7c2b7f9b6beec4a6b3841a10d6c | Static Analysis took 1.551808 seconds
[INFO] | 2024-11-10 07:37:53 AM | analyzer.0x1b6df88f60b6b7c2b7f9b6beec4a6b3841a10d6c | Dependency does not exist
[INFO] | 2024-11-10 07:37:53 AM | analyzer.0x1b6df88f60b6b7c2b7f9b6beec4a6b3841a10d6c | Symbolic execution is not needed!
[INFO] | 2024-11-10 07:37:53 AM | analyzer.0x1b6df88f60b6b7c2b7f9b6beec4a6b3841a10d6c | Analysis finished!
[INFO] | 2024-11-10 07:37:53 AM | analyzer.0x1b6df88f60b6b7c2b7f9b6beec4a6b3841a10d6c | Analysis took 1.552087 seconds
[INFO] | 2024-11-10 07:37:53 AM | analyzer.0x1b6df88f60b6b7c2b7f9b6beec4a6b3841a10d6c | Analysis finished at: 2024-11-10 07:37:53 AM
