[INFO] | 2024-11-10 07:38:58 AM | analyzer.0x40da24a66f729d0bd0453681c5a6506bdc2a7a6a | Analysis started at: 2024-11-10 07:38:58 AM
[INFO] | 2024-11-10 07:39:03 AM | analyzer.0x40da24a66f729d0bd0453681c5a6506bdc2a7a6a | Processed function transfer
[INFO] | 2024-11-10 07:39:03 AM | analyzer.0x40da24a66f729d0bd0453681c5a6506bdc2a7a6a | Generating return summary for balanceOf
[INFO] | 2024-11-10 07:39:03 AM | analyzer.0x40da24a66f729d0bd0453681c5a6506bdc2a7a6a | Return summary generated for balanceOf
[INFO] | 2024-11-10 07:39:03 AM | analyzer.0x40da24a66f729d0bd0453681c5a6506bdc2a7a6a | State variable assignement do not exist
[INFO] | 2024-11-10 07:39:03 AM | analyzer.0x40da24a66f729d0bd0453681c5a6506bdc2a7a6a | Processed function balanceOf
[INFO] | 2024-11-10 07:39:03 AM | analyzer.0x40da24a66f729d0bd0453681c5a6506bdc2a7a6a | Generating return summary for transfer
[INFO] | 2024-11-10 07:39:03 AM | analyzer.0x40da24a66f729d0bd0453681c5a6506bdc2a7a6a | Return summary generated for transfer
[INFO] | 2024-11-10 07:39:03 AM | analyzer.0x40da24a66f729d0bd0453681c5a6506bdc2a7a6a | State variable assignement do not exist
[INFO] | 2024-11-10 07:39:03 AM | analyzer.0x40da24a66f729d0bd0453681c5a6506bdc2a7a6a | Processed function transfer
[INFO] | 2024-11-10 07:39:03 AM | analyzer.0x40da24a66f729d0bd0453681c5a6506bdc2a7a6a | Generating return summary for allowance
[INFO] | 2024-11-10 07:39:03 AM | analyzer.0x40da24a66f729d0bd0453681c5a6506bdc2a7a6a | Return summary generated for allowance
[INFO] | 2024-11-10 07:39:03 AM | analyzer.0x40da24a66f729d0bd0453681c5a6506bdc2a7a6a | State variable assignement do not exist
[INFO] | 2024-11-10 07:39:03 AM | analyzer.0x40da24a66f729d0bd0453681c5a6506bdc2a7a6a | Processed function allowance
[INFO] | 2024-11-10 07:39:03 AM | analyzer.0x40da24a66f729d0bd0453681c5a6506bdc2a7a6a | Generating return summary for transferFrom
[INFO] | 2024-11-10 07:39:03 AM | analyzer.0x40da24a66f729d0bd0453681c5a6506bdc2a7a6a | Return summary generated for transferFrom
[INFO] | 2024-11-10 07:39:03 AM | analyzer.0x40da24a66f729d0bd0453681c5a6506bdc2a7a6a | State variable assignement do not exist
[INFO] | 2024-11-10 07:39:03 AM | analyzer.0x40da24a66f729d0bd0453681c5a6506bdc2a7a6a | Processed function transferFrom
[INFO] | 2024-11-10 07:39:03 AM | analyzer.0x40da24a66f729d0bd0453681c5a6506bdc2a7a6a | Generating return summary for approve
[INFO] | 2024-11-10 07:39:03 AM | analyzer.0x40da24a66f729d0bd0453681c5a6506bdc2a7a6a | Return summary generated for approve
[INFO] | 2024-11-10 07:39:03 AM | analyzer.0x40da24a66f729d0bd0453681c5a6506bdc2a7a6a | State variable assignement do not exist
[INFO] | 2024-11-10 07:39:03 AM | analyzer.0x40da24a66f729d0bd0453681c5a6506bdc2a7a6a | Processed function approve
[INFO] | 2024-11-10 07:39:03 AM | analyzer.0x40da24a66f729d0bd0453681c5a6506bdc2a7a6a | Generating return summary for balanceOf
[INFO] | 2024-11-10 07:39:03 AM | analyzer.0x40da24a66f729d0bd0453681c5a6506bdc2a7a6a | Return summary generated for balanceOf
[INFO] | 2024-11-10 07:39:03 AM | analyzer.0x40da24a66f729d0bd0453681c5a6506bdc2a7a6a | State variable assignement do not exist
[INFO] | 2024-11-10 07:39:03 AM | analyzer.0x40da24a66f729d0bd0453681c5a6506bdc2a7a6a | Processed function balanceOf
[INFO] | 2024-11-10 07:39:03 AM | analyzer.0x40da24a66f729d0bd0453681c5a6506bdc2a7a6a | Generating return summary for transfer
[INFO] | 2024-11-10 07:39:03 AM | analyzer.0x40da24a66f729d0bd0453681c5a6506bdc2a7a6a | Return summary generated for transfer
[INFO] | 2024-11-10 07:39:03 AM | analyzer.0x40da24a66f729d0bd0453681c5a6506bdc2a7a6a | State variable assignement do not exist
[INFO] | 2024-11-10 07:39:03 AM | analyzer.0x40da24a66f729d0bd0453681c5a6506bdc2a7a6a | Processed function transfer
[INFO] | 2024-11-10 07:39:03 AM | analyzer.0x40da24a66f729d0bd0453681c5a6506bdc2a7a6a | Generating return summary for balanceOf
[INFO] | 2024-11-10 07:39:03 AM | analyzer.0x40da24a66f729d0bd0453681c5a6506bdc2a7a6a | Return summary generated for balanceOf
[INFO] | 2024-11-10 07:39:03 AM | analyzer.0x40da24a66f729d0bd0453681c5a6506bdc2a7a6a | State variable assignement do not exist
[INFO] | 2024-11-10 07:39:03 AM | analyzer.0x40da24a66f729d0bd0453681c5a6506bdc2a7a6a | Processed function balanceOf
[INFO] | 2024-11-10 07:39:03 AM | analyzer.0x40da24a66f729d0bd0453681c5a6506bdc2a7a6a | Generating return summary for balanceOf
[INFO] | 2024-11-10 07:39:03 AM | analyzer.0x40da24a66f729d0bd0453681c5a6506bdc2a7a6a | Return summary generated for balanceOf
[INFO] | 2024-11-10 07:39:03 AM | analyzer.0x40da24a66f729d0bd0453681c5a6506bdc2a7a6a | State variable assignement do not exist
[INFO] | 2024-11-10 07:39:03 AM | analyzer.0x40da24a66f729d0bd0453681c5a6506bdc2a7a6a | Processed function balanceOf
[INFO] | 2024-11-10 07:39:03 AM | analyzer.0x40da24a66f729d0bd0453681c5a6506bdc2a7a6a | Generating return summary for transfer
[INFO] | 2024-11-10 07:39:03 AM | analyzer.0x40da24a66f729d0bd0453681c5a6506bdc2a7a6a | Return summary generated for transfer
[INFO] | 2024-11-10 07:39:03 AM | analyzer.0x40da24a66f729d0bd0453681c5a6506bdc2a7a6a | State variable assignement do not exist
[INFO] | 2024-11-10 07:39:03 AM | analyzer.0x40da24a66f729d0bd0453681c5a6506bdc2a7a6a | Processed function transfer
[INFO] | 2024-11-10 07:39:03 AM | analyzer.0x40da24a66f729d0bd0453681c5a6506bdc2a7a6a | Generating return summary for balanceOf
[INFO] | 2024-11-10 07:39:03 AM | analyzer.0x40da24a66f729d0bd0453681c5a6506bdc2a7a6a | Return summary generated for balanceOf
[INFO] | 2024-11-10 07:39:03 AM | analyzer.0x40da24a66f729d0bd0453681c5a6506bdc2a7a6a | State variable assignement do not exist
[INFO] | 2024-11-10 07:39:03 AM | analyzer.0x40da24a66f729d0bd0453681c5a6506bdc2a7a6a | Processed function balanceOf
[INFO] | 2024-11-10 07:39:03 AM | analyzer.0x40da24a66f729d0bd0453681c5a6506bdc2a7a6a | Generating return summary for allowance
[INFO] | 2024-11-10 07:39:03 AM | analyzer.0x40da24a66f729d0bd0453681c5a6506bdc2a7a6a | Return summary generated for allowance
[INFO] | 2024-11-10 07:39:03 AM | analyzer.0x40da24a66f729d0bd0453681c5a6506bdc2a7a6a | State variable assignement do not exist
[INFO] | 2024-11-10 07:39:03 AM | analyzer.0x40da24a66f729d0bd0453681c5a6506bdc2a7a6a | Processed function allowance
[INFO] | 2024-11-10 07:39:03 AM | analyzer.0x40da24a66f729d0bd0453681c5a6506bdc2a7a6a | Generating return summary for transferFrom
[INFO] | 2024-11-10 07:39:03 AM | analyzer.0x40da24a66f729d0bd0453681c5a6506bdc2a7a6a | Return summary generated for transferFrom
[INFO] | 2024-11-10 07:39:03 AM | analyzer.0x40da24a66f729d0bd0453681c5a6506bdc2a7a6a | State variable assignement do not exist
[INFO] | 2024-11-10 07:39:03 AM | analyzer.0x40da24a66f729d0bd0453681c5a6506bdc2a7a6a | Processed function transferFrom
[INFO] | 2024-11-10 07:39:03 AM | analyzer.0x40da24a66f729d0bd0453681c5a6506bdc2a7a6a | Generating return summary for approve
[INFO] | 2024-11-10 07:39:03 AM | analyzer.0x40da24a66f729d0bd0453681c5a6506bdc2a7a6a | Return summary generated for approve
[INFO] | 2024-11-10 07:39:03 AM | analyzer.0x40da24a66f729d0bd0453681c5a6506bdc2a7a6a | State variable assignement do not exist
[INFO] | 2024-11-10 07:39:03 AM | analyzer.0x40da24a66f729d0bd0453681c5a6506bdc2a7a6a | Processed function approve
[INFO] | 2024-11-10 07:39:03 AM | analyzer.0x40da24a66f729d0bd0453681c5a6506bdc2a7a6a | Generating return summary for approve
[INFO] | 2024-11-10 07:39:03 AM | analyzer.0x40da24a66f729d0bd0453681c5a6506bdc2a7a6a | Return summary generated for approve
[INFO] | 2024-11-10 07:39:03 AM | analyzer.0x40da24a66f729d0bd0453681c5a6506bdc2a7a6a | Range graph generated
[INFO] | 2024-11-10 07:39:03 AM | analyzer.0x40da24a66f729d0bd0453681c5a6506bdc2a7a6a | Processed function approve
[INFO] | 2024-11-10 07:39:03 AM | analyzer.0x40da24a66f729d0bd0453681c5a6506bdc2a7a6a | Generating return summary for allowance
[INFO] | 2024-11-10 07:39:03 AM | analyzer.0x40da24a66f729d0bd0453681c5a6506bdc2a7a6a | Return summary generated for allowance
[INFO] | 2024-11-10 07:39:03 AM | analyzer.0x40da24a66f729d0bd0453681c5a6506bdc2a7a6a | State variable assignement do not exist
[INFO] | 2024-11-10 07:39:03 AM | analyzer.0x40da24a66f729d0bd0453681c5a6506bdc2a7a6a | Processed function allowance
[INFO] | 2024-11-10 07:39:03 AM | analyzer.0x40da24a66f729d0bd0453681c5a6506bdc2a7a6a | Generating return summary for balanceOf
[INFO] | 2024-11-10 07:39:03 AM | analyzer.0x40da24a66f729d0bd0453681c5a6506bdc2a7a6a | Return summary generated for balanceOf
[INFO] | 2024-11-10 07:39:03 AM | analyzer.0x40da24a66f729d0bd0453681c5a6506bdc2a7a6a | State variable assignement do not exist
[INFO] | 2024-11-10 07:39:03 AM | analyzer.0x40da24a66f729d0bd0453681c5a6506bdc2a7a6a | Processed function balanceOf
[INFO] | 2024-11-10 07:39:03 AM | analyzer.0x40da24a66f729d0bd0453681c5a6506bdc2a7a6a | Generating return summary for transfer
[INFO] | 2024-11-10 07:39:03 AM | analyzer.0x40da24a66f729d0bd0453681c5a6506bdc2a7a6a | Return summary generated for transfer
[INFO] | 2024-11-10 07:39:03 AM | analyzer.0x40da24a66f729d0bd0453681c5a6506bdc2a7a6a | State variable assignement do not exist
[INFO] | 2024-11-10 07:39:03 AM | analyzer.0x40da24a66f729d0bd0453681c5a6506bdc2a7a6a | Processed function transfer
[INFO] | 2024-11-10 07:39:03 AM | analyzer.0x40da24a66f729d0bd0453681c5a6506bdc2a7a6a | Generating return summary for balanceOf
[INFO] | 2024-11-10 07:39:03 AM | analyzer.0x40da24a66f729d0bd0453681c5a6506bdc2a7a6a | Return summary generated for balanceOf
[INFO] | 2024-11-10 07:39:03 AM | analyzer.0x40da24a66f729d0bd0453681c5a6506bdc2a7a6a | State variable assignement do not exist
[INFO] | 2024-11-10 07:39:03 AM | analyzer.0x40da24a66f729d0bd0453681c5a6506bdc2a7a6a | Processed function balanceOf
[INFO] | 2024-11-10 07:39:03 AM | analyzer.0x40da24a66f729d0bd0453681c5a6506bdc2a7a6a | Generating return summary for allowance
[INFO] | 2024-11-10 07:39:03 AM | analyzer.0x40da24a66f729d0bd0453681c5a6506bdc2a7a6a | Return summary generated for allowance
[INFO] | 2024-11-10 07:39:03 AM | analyzer.0x40da24a66f729d0bd0453681c5a6506bdc2a7a6a | State variable assignement do not exist
[INFO] | 2024-11-10 07:39:03 AM | analyzer.0x40da24a66f729d0bd0453681c5a6506bdc2a7a6a | Processed function allowance
[INFO] | 2024-11-10 07:39:03 AM | analyzer.0x40da24a66f729d0bd0453681c5a6506bdc2a7a6a | Generating return summary for transferFrom
[INFO] | 2024-11-10 07:39:03 AM | analyzer.0x40da24a66f729d0bd0453681c5a6506bdc2a7a6a | Return summary generated for transferFrom
[INFO] | 2024-11-10 07:39:03 AM | analyzer.0x40da24a66f729d0bd0453681c5a6506bdc2a7a6a | State variable assignement do not exist
[INFO] | 2024-11-10 07:39:03 AM | analyzer.0x40da24a66f729d0bd0453681c5a6506bdc2a7a6a | Processed function transferFrom
[INFO] | 2024-11-10 07:39:03 AM | analyzer.0x40da24a66f729d0bd0453681c5a6506bdc2a7a6a | Generating return summary for approve
[INFO] | 2024-11-10 07:39:03 AM | analyzer.0x40da24a66f729d0bd0453681c5a6506bdc2a7a6a | Return summary generated for approve
[INFO] | 2024-11-10 07:39:03 AM | analyzer.0x40da24a66f729d0bd0453681c5a6506bdc2a7a6a | State variable assignement do not exist
[INFO] | 2024-11-10 07:39:03 AM | analyzer.0x40da24a66f729d0bd0453681c5a6506bdc2a7a6a | Processed function approve
[INFO] | 2024-11-10 07:39:03 AM | analyzer.0x40da24a66f729d0bd0453681c5a6506bdc2a7a6a | Generating return summary for approve
[INFO] | 2024-11-10 07:39:03 AM | analyzer.0x40da24a66f729d0bd0453681c5a6506bdc2a7a6a | Return summary generated for approve
[INFO] | 2024-11-10 07:39:03 AM | analyzer.0x40da24a66f729d0bd0453681c5a6506bdc2a7a6a | Range graph generated
[INFO] | 2024-11-10 07:39:03 AM | analyzer.0x40da24a66f729d0bd0453681c5a6506bdc2a7a6a | Processed function approve
[INFO] | 2024-11-10 07:39:03 AM | analyzer.0x40da24a66f729d0bd0453681c5a6506bdc2a7a6a | Generating return summary for allowance
[INFO] | 2024-11-10 07:39:03 AM | analyzer.0x40da24a66f729d0bd0453681c5a6506bdc2a7a6a | Return summary generated for allowance
[INFO] | 2024-11-10 07:39:03 AM | analyzer.0x40da24a66f729d0bd0453681c5a6506bdc2a7a6a | State variable assignement do not exist
[INFO] | 2024-11-10 07:39:03 AM | analyzer.0x40da24a66f729d0bd0453681c5a6506bdc2a7a6a | Processed function allowance
[INFO] | 2024-11-10 07:39:03 AM | analyzer.0x40da24a66f729d0bd0453681c5a6506bdc2a7a6a | Generating return summary for getPhaseBonus
[INFO] | 2024-11-10 07:39:03 AM | analyzer.0x40da24a66f729d0bd0453681c5a6506bdc2a7a6a | Return summary generated for getPhaseBonus
[INFO] | 2024-11-10 07:39:03 AM | analyzer.0x40da24a66f729d0bd0453681c5a6506bdc2a7a6a | State variable assignement do not exist
[INFO] | 2024-11-10 07:39:03 AM | analyzer.0x40da24a66f729d0bd0453681c5a6506bdc2a7a6a | Processed function getPhaseBonus
[INFO] | 2024-11-10 07:39:03 AM | analyzer.0x40da24a66f729d0bd0453681c5a6506bdc2a7a6a | Generating return summary for moveToState
[INFO] | 2024-11-10 07:39:03 AM | analyzer.0x40da24a66f729d0bd0453681c5a6506bdc2a7a6a | Return summary generated for moveToState
[INFO] | 2024-11-10 07:39:03 AM | analyzer.0x40da24a66f729d0bd0453681c5a6506bdc2a7a6a | Range graph generated
[INFO] | 2024-11-10 07:39:03 AM | analyzer.0x40da24a66f729d0bd0453681c5a6506bdc2a7a6a | Processed function moveToState
[INFO] | 2024-11-10 07:39:03 AM | analyzer.0x40da24a66f729d0bd0453681c5a6506bdc2a7a6a | Generating return summary for balanceOf
[INFO] | 2024-11-10 07:39:03 AM | analyzer.0x40da24a66f729d0bd0453681c5a6506bdc2a7a6a | Return summary generated for balanceOf
[INFO] | 2024-11-10 07:39:03 AM | analyzer.0x40da24a66f729d0bd0453681c5a6506bdc2a7a6a | State variable assignement do not exist
[INFO] | 2024-11-10 07:39:03 AM | analyzer.0x40da24a66f729d0bd0453681c5a6506bdc2a7a6a | Processed function balanceOf
[INFO] | 2024-11-10 07:39:03 AM | analyzer.0x40da24a66f729d0bd0453681c5a6506bdc2a7a6a | Generating return summary for slitherConstructorVariables
[INFO] | 2024-11-10 07:39:03 AM | analyzer.0x40da24a66f729d0bd0453681c5a6506bdc2a7a6a | Return summary generated for slitherConstructorVariables
[INFO] | 2024-11-10 07:39:03 AM | analyzer.0x40da24a66f729d0bd0453681c5a6506bdc2a7a6a | Range graph generated
[INFO] | 2024-11-10 07:39:03 AM | analyzer.0x40da24a66f729d0bd0453681c5a6506bdc2a7a6a | Processed function slitherConstructorVariables
[INFO] | 2024-11-10 07:39:03 AM | analyzer.0x40da24a66f729d0bd0453681c5a6506bdc2a7a6a | Generating return summary for requireState
[INFO] | 2024-11-10 07:39:03 AM | analyzer.0x40da24a66f729d0bd0453681c5a6506bdc2a7a6a | Return summary generated for requireState
[INFO] | 2024-11-10 07:39:03 AM | analyzer.0x40da24a66f729d0bd0453681c5a6506bdc2a7a6a | State variable assignement do not exist
[INFO] | 2024-11-10 07:39:03 AM | analyzer.0x40da24a66f729d0bd0453681c5a6506bdc2a7a6a | Processed function requireState
[INFO] | 2024-11-10 07:39:03 AM | analyzer.0x40da24a66f729d0bd0453681c5a6506bdc2a7a6a | Generating return summary for onlyStateControl
[INFO] | 2024-11-10 07:39:03 AM | analyzer.0x40da24a66f729d0bd0453681c5a6506bdc2a7a6a | Return summary generated for onlyStateControl
[INFO] | 2024-11-10 07:39:03 AM | analyzer.0x40da24a66f729d0bd0453681c5a6506bdc2a7a6a | State variable assignement do not exist
[INFO] | 2024-11-10 07:39:03 AM | analyzer.0x40da24a66f729d0bd0453681c5a6506bdc2a7a6a | Processed function onlyStateControl
[INFO] | 2024-11-10 07:39:03 AM | analyzer.0x40da24a66f729d0bd0453681c5a6506bdc2a7a6a | Generating return summary for onlyTokenAssignmentControl
[INFO] | 2024-11-10 07:39:03 AM | analyzer.0x40da24a66f729d0bd0453681c5a6506bdc2a7a6a | Return summary generated for onlyTokenAssignmentControl
[INFO] | 2024-11-10 07:39:03 AM | analyzer.0x40da24a66f729d0bd0453681c5a6506bdc2a7a6a | State variable assignement do not exist
[INFO] | 2024-11-10 07:39:03 AM | analyzer.0x40da24a66f729d0bd0453681c5a6506bdc2a7a6a | Processed function onlyTokenAssignmentControl
[INFO] | 2024-11-10 07:39:03 AM | analyzer.0x40da24a66f729d0bd0453681c5a6506bdc2a7a6a | Generating return summary for onlyWhitelist
[INFO] | 2024-11-10 07:39:03 AM | analyzer.0x40da24a66f729d0bd0453681c5a6506bdc2a7a6a | Return summary generated for onlyWhitelist
[INFO] | 2024-11-10 07:39:03 AM | analyzer.0x40da24a66f729d0bd0453681c5a6506bdc2a7a6a | State variable assignement do not exist
[INFO] | 2024-11-10 07:39:03 AM | analyzer.0x40da24a66f729d0bd0453681c5a6506bdc2a7a6a | Processed function onlyWhitelist
[INFO] | 2024-11-10 07:39:03 AM | analyzer.0x40da24a66f729d0bd0453681c5a6506bdc2a7a6a | Generating return summary for onlyWithdraw
[INFO] | 2024-11-10 07:39:03 AM | analyzer.0x40da24a66f729d0bd0453681c5a6506bdc2a7a6a | Return summary generated for onlyWithdraw
[INFO] | 2024-11-10 07:39:03 AM | analyzer.0x40da24a66f729d0bd0453681c5a6506bdc2a7a6a | State variable assignement do not exist
[INFO] | 2024-11-10 07:39:03 AM | analyzer.0x40da24a66f729d0bd0453681c5a6506bdc2a7a6a | Processed function onlyWithdraw
[INFO] | 2024-11-10 07:39:03 AM | analyzer.0x40da24a66f729d0bd0453681c5a6506bdc2a7a6a | Generating return summary for CrwdTimelock
[INFO] | 2024-11-10 07:39:03 AM | analyzer.0x40da24a66f729d0bd0453681c5a6506bdc2a7a6a | Return summary generated for CrwdTimelock
[INFO] | 2024-11-10 07:39:03 AM | analyzer.0x40da24a66f729d0bd0453681c5a6506bdc2a7a6a | Range graph generated
[INFO] | 2024-11-10 07:39:03 AM | analyzer.0x40da24a66f729d0bd0453681c5a6506bdc2a7a6a | Processed function CrwdTimelock
[INFO] | 2024-11-10 07:39:03 AM | analyzer.0x40da24a66f729d0bd0453681c5a6506bdc2a7a6a | Generating return summary for addBonus
[INFO] | 2024-11-10 07:39:03 AM | analyzer.0x40da24a66f729d0bd0453681c5a6506bdc2a7a6a | Return summary generated for addBonus
[INFO] | 2024-11-10 07:39:03 AM | analyzer.0x40da24a66f729d0bd0453681c5a6506bdc2a7a6a | State variable assignement do not exist
[INFO] | 2024-11-10 07:39:03 AM | analyzer.0x40da24a66f729d0bd0453681c5a6506bdc2a7a6a | Processed function addBonus
[INFO] | 2024-11-10 07:39:03 AM | analyzer.0x40da24a66f729d0bd0453681c5a6506bdc2a7a6a | Generating return summary for issueTokensToUser
[INFO] | 2024-11-10 07:39:03 AM | analyzer.0x40da24a66f729d0bd0453681c5a6506bdc2a7a6a | Return summary generated for issueTokensToUser
[INFO] | 2024-11-10 07:39:03 AM | analyzer.0x40da24a66f729d0bd0453681c5a6506bdc2a7a6a | Range graph generated
[INFO] | 2024-11-10 07:39:03 AM | analyzer.0x40da24a66f729d0bd0453681c5a6506bdc2a7a6a | Processed function issueTokensToUser
[INFO] | 2024-11-10 07:39:03 AM | analyzer.0x40da24a66f729d0bd0453681c5a6506bdc2a7a6a | Generating return summary for issuePercentToReserve
[INFO] | 2024-11-10 07:39:03 AM | analyzer.0x40da24a66f729d0bd0453681c5a6506bdc2a7a6a | Return summary generated for issuePercentToReserve
[INFO] | 2024-11-10 07:39:03 AM | analyzer.0x40da24a66f729d0bd0453681c5a6506bdc2a7a6a | Range graph generated
[INFO] | 2024-11-10 07:39:03 AM | analyzer.0x40da24a66f729d0bd0453681c5a6506bdc2a7a6a | Processed function issuePercentToReserve
[INFO] | 2024-11-10 07:39:03 AM | analyzer.0x40da24a66f729d0bd0453681c5a6506bdc2a7a6a | Generating return summary for updateEthICOThresholds
[INFO] | 2024-11-10 07:39:03 AM | analyzer.0x40da24a66f729d0bd0453681c5a6506bdc2a7a6a | Return summary generated for updateEthICOThresholds
