[INFO] | 2024-11-10 07:37:22 AM | analyzer.0xc64fd3ff188c4f1f1e34bbff54f67d8c88175696 | Analysis started at: 2024-11-10 07:37:22 AM
[INFO] | 2024-11-10 07:37:29 AM | analyzer.0xc64fd3ff188c4f1f1e34bbff54f67d8c88175696 | Processed function add
[INFO] | 2024-11-10 07:37:29 AM | analyzer.0xc64fd3ff188c4f1f1e34bbff54f67d8c88175696 | Generating return summary for totalSupply
[INFO] | 2024-11-10 07:37:29 AM | analyzer.0xc64fd3ff188c4f1f1e34bbff54f67d8c88175696 | Return summary generated for totalSupply
[INFO] | 2024-11-10 07:37:29 AM | analyzer.0xc64fd3ff188c4f1f1e34bbff54f67d8c88175696 | State variable assignement do not exist
[INFO] | 2024-11-10 07:37:29 AM | analyzer.0xc64fd3ff188c4f1f1e34bbff54f67d8c88175696 | Processed function totalSupply
[INFO] | 2024-11-10 07:37:29 AM | analyzer.0xc64fd3ff188c4f1f1e34bbff54f67d8c88175696 | Generating return summary for balanceOf
[INFO] | 2024-11-10 07:37:29 AM | analyzer.0xc64fd3ff188c4f1f1e34bbff54f67d8c88175696 | Return summary generated for balanceOf
[INFO] | 2024-11-10 07:37:29 AM | analyzer.0xc64fd3ff188c4f1f1e34bbff54f67d8c88175696 | State variable assignement do not exist
[INFO] | 2024-11-10 07:37:29 AM | analyzer.0xc64fd3ff188c4f1f1e34bbff54f67d8c88175696 | Processed function balanceOf
[INFO] | 2024-11-10 07:37:29 AM | analyzer.0xc64fd3ff188c4f1f1e34bbff54f67d8c88175696 | Generating return summary for transfer
[INFO] | 2024-11-10 07:37:29 AM | analyzer.0xc64fd3ff188c4f1f1e34bbff54f67d8c88175696 | Return summary generated for transfer
[INFO] | 2024-11-10 07:37:29 AM | analyzer.0xc64fd3ff188c4f1f1e34bbff54f67d8c88175696 | State variable assignement do not exist
[INFO] | 2024-11-10 07:37:29 AM | analyzer.0xc64fd3ff188c4f1f1e34bbff54f67d8c88175696 | Processed function transfer
[INFO] | 2024-11-10 07:37:29 AM | analyzer.0xc64fd3ff188c4f1f1e34bbff54f67d8c88175696 | Generating return summary for totalSupply
[INFO] | 2024-11-10 07:37:29 AM | analyzer.0xc64fd3ff188c4f1f1e34bbff54f67d8c88175696 | Return summary generated for totalSupply
[INFO] | 2024-11-10 07:37:29 AM | analyzer.0xc64fd3ff188c4f1f1e34bbff54f67d8c88175696 | State variable assignement do not exist
[INFO] | 2024-11-10 07:37:29 AM | analyzer.0xc64fd3ff188c4f1f1e34bbff54f67d8c88175696 | Processed function totalSupply
[INFO] | 2024-11-10 07:37:29 AM | analyzer.0xc64fd3ff188c4f1f1e34bbff54f67d8c88175696 | Generating return summary for balanceOf
[INFO] | 2024-11-10 07:37:29 AM | analyzer.0xc64fd3ff188c4f1f1e34bbff54f67d8c88175696 | Return summary generated for balanceOf
[INFO] | 2024-11-10 07:37:29 AM | analyzer.0xc64fd3ff188c4f1f1e34bbff54f67d8c88175696 | State variable assignement do not exist
[INFO] | 2024-11-10 07:37:29 AM | analyzer.0xc64fd3ff188c4f1f1e34bbff54f67d8c88175696 | Processed function balanceOf
[INFO] | 2024-11-10 07:37:29 AM | analyzer.0xc64fd3ff188c4f1f1e34bbff54f67d8c88175696 | Generating return summary for totalSupply
[INFO] | 2024-11-10 07:37:29 AM | analyzer.0xc64fd3ff188c4f1f1e34bbff54f67d8c88175696 | Return summary generated for totalSupply
[INFO] | 2024-11-10 07:37:29 AM | analyzer.0xc64fd3ff188c4f1f1e34bbff54f67d8c88175696 | State variable assignement do not exist
[INFO] | 2024-11-10 07:37:29 AM | analyzer.0xc64fd3ff188c4f1f1e34bbff54f67d8c88175696 | Processed function totalSupply
[INFO] | 2024-11-10 07:37:29 AM | analyzer.0xc64fd3ff188c4f1f1e34bbff54f67d8c88175696 | Generating return summary for balanceOf
[INFO] | 2024-11-10 07:37:29 AM | analyzer.0xc64fd3ff188c4f1f1e34bbff54f67d8c88175696 | Return summary generated for balanceOf
[INFO] | 2024-11-10 07:37:29 AM | analyzer.0xc64fd3ff188c4f1f1e34bbff54f67d8c88175696 | State variable assignement do not exist
[INFO] | 2024-11-10 07:37:29 AM | analyzer.0xc64fd3ff188c4f1f1e34bbff54f67d8c88175696 | Processed function balanceOf
[INFO] | 2024-11-10 07:37:29 AM | analyzer.0xc64fd3ff188c4f1f1e34bbff54f67d8c88175696 | Generating return summary for transfer
[INFO] | 2024-11-10 07:37:29 AM | analyzer.0xc64fd3ff188c4f1f1e34bbff54f67d8c88175696 | Return summary generated for transfer
[INFO] | 2024-11-10 07:37:29 AM | analyzer.0xc64fd3ff188c4f1f1e34bbff54f67d8c88175696 | State variable assignement do not exist
[INFO] | 2024-11-10 07:37:29 AM | analyzer.0xc64fd3ff188c4f1f1e34bbff54f67d8c88175696 | Processed function transfer
[INFO] | 2024-11-10 07:37:29 AM | analyzer.0xc64fd3ff188c4f1f1e34bbff54f67d8c88175696 | Generating return summary for allowance
[INFO] | 2024-11-10 07:37:29 AM | analyzer.0xc64fd3ff188c4f1f1e34bbff54f67d8c88175696 | Return summary generated for allowance
[INFO] | 2024-11-10 07:37:29 AM | analyzer.0xc64fd3ff188c4f1f1e34bbff54f67d8c88175696 | State variable assignement do not exist
[INFO] | 2024-11-10 07:37:29 AM | analyzer.0xc64fd3ff188c4f1f1e34bbff54f67d8c88175696 | Processed function allowance
[INFO] | 2024-11-10 07:37:29 AM | analyzer.0xc64fd3ff188c4f1f1e34bbff54f67d8c88175696 | Generating return summary for transferFrom
[INFO] | 2024-11-10 07:37:29 AM | analyzer.0xc64fd3ff188c4f1f1e34bbff54f67d8c88175696 | Return summary generated for transferFrom
[INFO] | 2024-11-10 07:37:29 AM | analyzer.0xc64fd3ff188c4f1f1e34bbff54f67d8c88175696 | State variable assignement do not exist
[INFO] | 2024-11-10 07:37:29 AM | analyzer.0xc64fd3ff188c4f1f1e34bbff54f67d8c88175696 | Processed function transferFrom
[INFO] | 2024-11-10 07:37:29 AM | analyzer.0xc64fd3ff188c4f1f1e34bbff54f67d8c88175696 | Generating return summary for approve
[INFO] | 2024-11-10 07:37:29 AM | analyzer.0xc64fd3ff188c4f1f1e34bbff54f67d8c88175696 | Return summary generated for approve
[INFO] | 2024-11-10 07:37:29 AM | analyzer.0xc64fd3ff188c4f1f1e34bbff54f67d8c88175696 | State variable assignement do not exist
[INFO] | 2024-11-10 07:37:29 AM | analyzer.0xc64fd3ff188c4f1f1e34bbff54f67d8c88175696 | Processed function approve
[INFO] | 2024-11-10 07:37:29 AM | analyzer.0xc64fd3ff188c4f1f1e34bbff54f67d8c88175696 | Generating return summary for totalSupply
[INFO] | 2024-11-10 07:37:29 AM | analyzer.0xc64fd3ff188c4f1f1e34bbff54f67d8c88175696 | Return summary generated for totalSupply
[INFO] | 2024-11-10 07:37:29 AM | analyzer.0xc64fd3ff188c4f1f1e34bbff54f67d8c88175696 | State variable assignement do not exist
[INFO] | 2024-11-10 07:37:29 AM | analyzer.0xc64fd3ff188c4f1f1e34bbff54f67d8c88175696 | Processed function totalSupply
[INFO] | 2024-11-10 07:37:29 AM | analyzer.0xc64fd3ff188c4f1f1e34bbff54f67d8c88175696 | Generating return summary for balanceOf
[INFO] | 2024-11-10 07:37:29 AM | analyzer.0xc64fd3ff188c4f1f1e34bbff54f67d8c88175696 | Return summary generated for balanceOf
[INFO] | 2024-11-10 07:37:29 AM | analyzer.0xc64fd3ff188c4f1f1e34bbff54f67d8c88175696 | State variable assignement do not exist
[INFO] | 2024-11-10 07:37:29 AM | analyzer.0xc64fd3ff188c4f1f1e34bbff54f67d8c88175696 | Processed function balanceOf
[INFO] | 2024-11-10 07:37:29 AM | analyzer.0xc64fd3ff188c4f1f1e34bbff54f67d8c88175696 | Generating return summary for transfer
[INFO] | 2024-11-10 07:37:29 AM | analyzer.0xc64fd3ff188c4f1f1e34bbff54f67d8c88175696 | Return summary generated for transfer
[INFO] | 2024-11-10 07:37:29 AM | analyzer.0xc64fd3ff188c4f1f1e34bbff54f67d8c88175696 | State variable assignement do not exist
[INFO] | 2024-11-10 07:37:29 AM | analyzer.0xc64fd3ff188c4f1f1e34bbff54f67d8c88175696 | Processed function transfer
[INFO] | 2024-11-10 07:37:29 AM | analyzer.0xc64fd3ff188c4f1f1e34bbff54f67d8c88175696 | Generating return summary for totalSupply
[INFO] | 2024-11-10 07:37:29 AM | analyzer.0xc64fd3ff188c4f1f1e34bbff54f67d8c88175696 | Return summary generated for totalSupply
[INFO] | 2024-11-10 07:37:29 AM | analyzer.0xc64fd3ff188c4f1f1e34bbff54f67d8c88175696 | State variable assignement do not exist
[INFO] | 2024-11-10 07:37:29 AM | analyzer.0xc64fd3ff188c4f1f1e34bbff54f67d8c88175696 | Processed function totalSupply
[INFO] | 2024-11-10 07:37:29 AM | analyzer.0xc64fd3ff188c4f1f1e34bbff54f67d8c88175696 | Generating return summary for balanceOf
[INFO] | 2024-11-10 07:37:29 AM | analyzer.0xc64fd3ff188c4f1f1e34bbff54f67d8c88175696 | Return summary generated for balanceOf
[INFO] | 2024-11-10 07:37:29 AM | analyzer.0xc64fd3ff188c4f1f1e34bbff54f67d8c88175696 | State variable assignement do not exist
[INFO] | 2024-11-10 07:37:29 AM | analyzer.0xc64fd3ff188c4f1f1e34bbff54f67d8c88175696 | Processed function balanceOf
[INFO] | 2024-11-10 07:37:29 AM | analyzer.0xc64fd3ff188c4f1f1e34bbff54f67d8c88175696 | Generating return summary for allowance
[INFO] | 2024-11-10 07:37:29 AM | analyzer.0xc64fd3ff188c4f1f1e34bbff54f67d8c88175696 | Return summary generated for allowance
[INFO] | 2024-11-10 07:37:29 AM | analyzer.0xc64fd3ff188c4f1f1e34bbff54f67d8c88175696 | State variable assignement do not exist
[INFO] | 2024-11-10 07:37:29 AM | analyzer.0xc64fd3ff188c4f1f1e34bbff54f67d8c88175696 | Processed function allowance
[INFO] | 2024-11-10 07:37:29 AM | analyzer.0xc64fd3ff188c4f1f1e34bbff54f67d8c88175696 | Generating return summary for transferFrom
[INFO] | 2024-11-10 07:37:29 AM | analyzer.0xc64fd3ff188c4f1f1e34bbff54f67d8c88175696 | Return summary generated for transferFrom
[INFO] | 2024-11-10 07:37:29 AM | analyzer.0xc64fd3ff188c4f1f1e34bbff54f67d8c88175696 | State variable assignement do not exist
[INFO] | 2024-11-10 07:37:29 AM | analyzer.0xc64fd3ff188c4f1f1e34bbff54f67d8c88175696 | Processed function transferFrom
[INFO] | 2024-11-10 07:37:29 AM | analyzer.0xc64fd3ff188c4f1f1e34bbff54f67d8c88175696 | Generating return summary for approve
[INFO] | 2024-11-10 07:37:29 AM | analyzer.0xc64fd3ff188c4f1f1e34bbff54f67d8c88175696 | Return summary generated for approve
[INFO] | 2024-11-10 07:37:29 AM | analyzer.0xc64fd3ff188c4f1f1e34bbff54f67d8c88175696 | State variable assignement do not exist
[INFO] | 2024-11-10 07:37:29 AM | analyzer.0xc64fd3ff188c4f1f1e34bbff54f67d8c88175696 | Processed function approve
[INFO] | 2024-11-10 07:37:29 AM | analyzer.0xc64fd3ff188c4f1f1e34bbff54f67d8c88175696 | Generating return summary for approve
[INFO] | 2024-11-10 07:37:29 AM | analyzer.0xc64fd3ff188c4f1f1e34bbff54f67d8c88175696 | Return summary generated for approve
[INFO] | 2024-11-10 07:37:29 AM | analyzer.0xc64fd3ff188c4f1f1e34bbff54f67d8c88175696 | Range graph generated
[INFO] | 2024-11-10 07:37:29 AM | analyzer.0xc64fd3ff188c4f1f1e34bbff54f67d8c88175696 | Processed function approve
[INFO] | 2024-11-10 07:37:29 AM | analyzer.0xc64fd3ff188c4f1f1e34bbff54f67d8c88175696 | Generating return summary for allowance
[INFO] | 2024-11-10 07:37:29 AM | analyzer.0xc64fd3ff188c4f1f1e34bbff54f67d8c88175696 | Return summary generated for allowance
[INFO] | 2024-11-10 07:37:29 AM | analyzer.0xc64fd3ff188c4f1f1e34bbff54f67d8c88175696 | State variable assignement do not exist
[INFO] | 2024-11-10 07:37:29 AM | analyzer.0xc64fd3ff188c4f1f1e34bbff54f67d8c88175696 | Processed function allowance
[INFO] | 2024-11-10 07:37:29 AM | analyzer.0xc64fd3ff188c4f1f1e34bbff54f67d8c88175696 | Generating return summary for Ownable
[INFO] | 2024-11-10 07:37:29 AM | analyzer.0xc64fd3ff188c4f1f1e34bbff54f67d8c88175696 | Return summary generated for Ownable
[INFO] | 2024-11-10 07:37:29 AM | analyzer.0xc64fd3ff188c4f1f1e34bbff54f67d8c88175696 | Range graph generated
[INFO] | 2024-11-10 07:37:29 AM | analyzer.0xc64fd3ff188c4f1f1e34bbff54f67d8c88175696 | Processed function Ownable
[INFO] | 2024-11-10 07:37:29 AM | analyzer.0xc64fd3ff188c4f1f1e34bbff54f67d8c88175696 | Generating return summary for onlyOwner
[INFO] | 2024-11-10 07:37:29 AM | analyzer.0xc64fd3ff188c4f1f1e34bbff54f67d8c88175696 | Return summary generated for onlyOwner
[INFO] | 2024-11-10 07:37:29 AM | analyzer.0xc64fd3ff188c4f1f1e34bbff54f67d8c88175696 | State variable assignement do not exist
[INFO] | 2024-11-10 07:37:29 AM | analyzer.0xc64fd3ff188c4f1f1e34bbff54f67d8c88175696 | Processed function onlyOwner
[INFO] | 2024-11-10 07:37:29 AM | analyzer.0xc64fd3ff188c4f1f1e34bbff54f67d8c88175696 | Generating return summary for Ownable
[INFO] | 2024-11-10 07:37:29 AM | analyzer.0xc64fd3ff188c4f1f1e34bbff54f67d8c88175696 | Return summary generated for Ownable
[INFO] | 2024-11-10 07:37:29 AM | analyzer.0xc64fd3ff188c4f1f1e34bbff54f67d8c88175696 | Range graph generated
[INFO] | 2024-11-10 07:37:29 AM | analyzer.0xc64fd3ff188c4f1f1e34bbff54f67d8c88175696 | Processed function Ownable
[INFO] | 2024-11-10 07:37:29 AM | analyzer.0xc64fd3ff188c4f1f1e34bbff54f67d8c88175696 | Generating return summary for isWhitelisted
[INFO] | 2024-11-10 07:37:29 AM | analyzer.0xc64fd3ff188c4f1f1e34bbff54f67d8c88175696 | Return summary generated for isWhitelisted
[INFO] | 2024-11-10 07:37:29 AM | analyzer.0xc64fd3ff188c4f1f1e34bbff54f67d8c88175696 | State variable assignement do not exist
[INFO] | 2024-11-10 07:37:29 AM | analyzer.0xc64fd3ff188c4f1f1e34bbff54f67d8c88175696 | Processed function isWhitelisted
[INFO] | 2024-11-10 07:37:29 AM | analyzer.0xc64fd3ff188c4f1f1e34bbff54f67d8c88175696 | Generating return summary for onlyOwner
[INFO] | 2024-11-10 07:37:29 AM | analyzer.0xc64fd3ff188c4f1f1e34bbff54f67d8c88175696 | Return summary generated for onlyOwner
[INFO] | 2024-11-10 07:37:29 AM | analyzer.0xc64fd3ff188c4f1f1e34bbff54f67d8c88175696 | State variable assignement do not exist
[INFO] | 2024-11-10 07:37:29 AM | analyzer.0xc64fd3ff188c4f1f1e34bbff54f67d8c88175696 | Processed function onlyOwner
[INFO] | 2024-11-10 07:37:29 AM | analyzer.0xc64fd3ff188c4f1f1e34bbff54f67d8c88175696 | Generating return summary for Ownable
[INFO] | 2024-11-10 07:37:29 AM | analyzer.0xc64fd3ff188c4f1f1e34bbff54f67d8c88175696 | Return summary generated for Ownable
[INFO] | 2024-11-10 07:37:29 AM | analyzer.0xc64fd3ff188c4f1f1e34bbff54f67d8c88175696 | Range graph generated
[INFO] | 2024-11-10 07:37:29 AM | analyzer.0xc64fd3ff188c4f1f1e34bbff54f67d8c88175696 | Processed function Ownable
[INFO] | 2024-11-10 07:37:29 AM | analyzer.0xc64fd3ff188c4f1f1e34bbff54f67d8c88175696 | Generating return summary for isLocked
[INFO] | 2024-11-10 07:37:29 AM | analyzer.0xc64fd3ff188c4f1f1e34bbff54f67d8c88175696 | Return summary generated for isLocked
[INFO] | 2024-11-10 07:37:29 AM | analyzer.0xc64fd3ff188c4f1f1e34bbff54f67d8c88175696 | State variable assignement do not exist
[INFO] | 2024-11-10 07:37:29 AM | analyzer.0xc64fd3ff188c4f1f1e34bbff54f67d8c88175696 | Processed function isLocked
[INFO] | 2024-11-10 07:37:29 AM | analyzer.0xc64fd3ff188c4f1f1e34bbff54f67d8c88175696 | Generating return summary for LockingContract
[INFO] | 2024-11-10 07:37:29 AM | analyzer.0xc64fd3ff188c4f1f1e34bbff54f67d8c88175696 | Return summary generated for LockingContract
[INFO] | 2024-11-10 07:37:29 AM | analyzer.0xc64fd3ff188c4f1f1e34bbff54f67d8c88175696 | Range graph generated
[INFO] | 2024-11-10 07:37:29 AM | analyzer.0xc64fd3ff188c4f1f1e34bbff54f67d8c88175696 | Processed function LockingContract
[INFO] | 2024-11-10 07:37:29 AM | analyzer.0xc64fd3ff188c4f1f1e34bbff54f67d8c88175696 | Generating return summary for balanceOf
[INFO] | 2024-11-10 07:37:29 AM | analyzer.0xc64fd3ff188c4f1f1e34bbff54f67d8c88175696 | Return summary generated for balanceOf
[INFO] | 2024-11-10 07:37:29 AM | analyzer.0xc64fd3ff188c4f1f1e34bbff54f67d8c88175696 | State variable assignement do not exist
[INFO] | 2024-11-10 07:37:29 AM | analyzer.0xc64fd3ff188c4f1f1e34bbff54f67d8c88175696 | Processed function balanceOf
[INFO] | 2024-11-10 07:37:29 AM | analyzer.0xc64fd3ff188c4f1f1e34bbff54f67d8c88175696 | Generating return summary for onlyOwner
[INFO] | 2024-11-10 07:37:29 AM | analyzer.0xc64fd3ff188c4f1f1e34bbff54f67d8c88175696 | Return summary generated for onlyOwner
[INFO] | 2024-11-10 07:37:29 AM | analyzer.0xc64fd3ff188c4f1f1e34bbff54f67d8c88175696 | State variable assignement do not exist
[INFO] | 2024-11-10 07:37:29 AM | analyzer.0xc64fd3ff188c4f1f1e34bbff54f67d8c88175696 | Processed function onlyOwner
[INFO] | 2024-11-10 07:37:29 AM | analyzer.0xc64fd3ff188c4f1f1e34bbff54f67d8c88175696 | Generating return summary for onlyWhenLocked
[INFO] | 2024-11-10 07:37:29 AM | analyzer.0xc64fd3ff188c4f1f1e34bbff54f67d8c88175696 | Return summary generated for onlyWhenLocked
[INFO] | 2024-11-10 07:37:29 AM | analyzer.0xc64fd3ff188c4f1f1e34bbff54f67d8c88175696 | State variable assignement do not exist
[INFO] | 2024-11-10 07:37:29 AM | analyzer.0xc64fd3ff188c4f1f1e34bbff54f67d8c88175696 | Processed function onlyWhenLocked
[INFO] | 2024-11-10 07:37:29 AM | analyzer.0xc64fd3ff188c4f1f1e34bbff54f67d8c88175696 | Generating return summary for onlyWhenUnlocked
[INFO] | 2024-11-10 07:37:29 AM | analyzer.0xc64fd3ff188c4f1f1e34bbff54f67d8c88175696 | Return summary generated for onlyWhenUnlocked
[INFO] | 2024-11-10 07:37:29 AM | analyzer.0xc64fd3ff188c4f1f1e34bbff54f67d8c88175696 | State variable assignement do not exist
[INFO] | 2024-11-10 07:37:29 AM | analyzer.0xc64fd3ff188c4f1f1e34bbff54f67d8c88175696 | Processed function onlyWhenUnlocked
[INFO] | 2024-11-10 07:37:29 AM | analyzer.0xc64fd3ff188c4f1f1e34bbff54f67d8c88175696 | Generating return summary for Ownable
[INFO] | 2024-11-10 07:37:29 AM | analyzer.0xc64fd3ff188c4f1f1e34bbff54f67d8c88175696 | Return summary generated for Ownable
[INFO] | 2024-11-10 07:37:29 AM | analyzer.0xc64fd3ff188c4f1f1e34bbff54f67d8c88175696 | Range graph generated
[INFO] | 2024-11-10 07:37:29 AM | analyzer.0xc64fd3ff188c4f1f1e34bbff54f67d8c88175696 | Processed function Ownable
[INFO] | 2024-11-10 07:37:29 AM | analyzer.0xc64fd3ff188c4f1f1e34bbff54f67d8c88175696 | Generating return summary for totalSupply
[INFO] | 2024-11-10 07:37:29 AM | analyzer.0xc64fd3ff188c4f1f1e34bbff54f67d8c88175696 | Return summary generated for totalSupply
[INFO] | 2024-11-10 07:37:29 AM | analyzer.0xc64fd3ff188c4f1f1e34bbff54f67d8c88175696 | State variable assignement do not exist
[INFO] | 2024-11-10 07:37:29 AM | analyzer.0xc64fd3ff188c4f1f1e34bbff54f67d8c88175696 | Processed function totalSupply
[INFO] | 2024-11-10 07:37:29 AM | analyzer.0xc64fd3ff188c4f1f1e34bbff54f67d8c88175696 | Generating return summary for balanceOf
[INFO] | 2024-11-10 07:37:29 AM | analyzer.0xc64fd3ff188c4f1f1e34bbff54f67d8c88175696 | Return summary generated for balanceOf
[INFO] | 2024-11-10 07:37:29 AM | analyzer.0xc64fd3ff188c4f1f1e34bbff54f67d8c88175696 | State variable assignement do not exist
[INFO] | 2024-11-10 07:37:29 AM | analyzer.0xc64fd3ff188c4f1f1e34bbff54f67d8c88175696 | Processed function balanceOf
[INFO] | 2024-11-10 07:37:29 AM | analyzer.0xc64fd3ff188c4f1f1e34bbff54f67d8c88175696 | Generating return summary for transfer
[INFO] | 2024-11-10 07:37:29 AM | analyzer.0xc64fd3ff188c4f1f1e34bbff54f67d8c88175696 | Return summary generated for transfer
[INFO] | 2024-11-10 07:37:29 AM | analyzer.0xc64fd3ff188c4f1f1e34bbff54f67d8c88175696 | State variable assignement do not exist
[INFO] | 2024-11-10 07:37:29 AM | analyzer.0xc64fd3ff188c4f1f1e34bbff54f67d8c88175696 | Processed function transfer
[INFO] | 2024-11-10 07:37:29 AM | analyzer.0xc64fd3ff188c4f1f1e34bbff54f67d8c88175696 | Generating return summary for totalSupply
[INFO] | 2024-11-10 07:37:29 AM | analyzer.0xc64fd3ff188c4f1f1e34bbff54f67d8c88175696 | Return summary generated for totalSupply
[INFO] | 2024-11-10 07:37:29 AM | analyzer.0xc64fd3ff188c4f1f1e34bbff54f67d8c88175696 | State variable assignement do not exist
[INFO] | 2024-11-10 07:37:29 AM | analyzer.0xc64fd3ff188c4f1f1e34bbff54f67d8c88175696 | Processed function totalSupply
[INFO] | 2024-11-10 07:37:29 AM | analyzer.0xc64fd3ff188c4f1f1e34bbff54f67d8c88175696 | Generating return summary for balanceOf
[INFO] | 2024-11-10 07:37:29 AM | analyzer.0xc64fd3ff188c4f1f1e34bbff54f67d8c88175696 | Return summary generated for balanceOf
[INFO] | 2024-11-10 07:37:29 AM | analyzer.0xc64fd3ff188c4f1f1e34bbff54f67d8c88175696 | State variable assignement do not exist
[INFO] | 2024-11-10 07:37:29 AM | analyzer.0xc64fd3ff188c4f1f1e34bbff54f67d8c88175696 | Processed function balanceOf
[INFO] | 2024-11-10 07:37:29 AM | analyzer.0xc64fd3ff188c4f1f1e34bbff54f67d8c88175696 | Generating return summary for allowance
