[INFO] | 2024-11-10 07:41:39 AM | analyzer.0x06ef66ab59919e1c3b25ad4732a002f644fe0f8e | Analysis started at: 2024-11-10 07:41:39 AM
[INFO] | 2024-11-10 07:41:57 AM | analyzer.0x06ef66ab59919e1c3b25ad4732a002f644fe0f8e | Return summary generated for slitherConstructorConstantVariables
[INFO] | 2024-11-10 07:41:57 AM | analyzer.0x06ef66ab59919e1c3b25ad4732a002f644fe0f8e | Range graph generated
[INFO] | 2024-11-10 07:41:57 AM | analyzer.0x06ef66ab59919e1c3b25ad4732a002f644fe0f8e | Processed function slitherConstructorConstantVariables
[INFO] | 2024-11-10 07:41:57 AM | analyzer.0x06ef66ab59919e1c3b25ad4732a002f644fe0f8e | Generating return summary for getCurrentRoundInfo
[INFO] | 2024-11-10 07:41:57 AM | analyzer.0x06ef66ab59919e1c3b25ad4732a002f644fe0f8e | Return summary generated for getCurrentRoundInfo
[INFO] | 2024-11-10 07:41:57 AM | analyzer.0x06ef66ab59919e1c3b25ad4732a002f644fe0f8e | State variable assignement do not exist
[INFO] | 2024-11-10 07:41:57 AM | analyzer.0x06ef66ab59919e1c3b25ad4732a002f644fe0f8e | Processed function getCurrentRoundInfo
[INFO] | 2024-11-10 07:41:57 AM | analyzer.0x06ef66ab59919e1c3b25ad4732a002f644fe0f8e | Generating return summary for receivePlayerInfo
[INFO] | 2024-11-10 07:41:57 AM | analyzer.0x06ef66ab59919e1c3b25ad4732a002f644fe0f8e | Return summary generated for receivePlayerInfo
[INFO] | 2024-11-10 07:41:57 AM | analyzer.0x06ef66ab59919e1c3b25ad4732a002f644fe0f8e | Range graph generated
[INFO] | 2024-11-10 07:41:57 AM | analyzer.0x06ef66ab59919e1c3b25ad4732a002f644fe0f8e | Processed function receivePlayerInfo
[INFO] | 2024-11-10 07:41:57 AM | analyzer.0x06ef66ab59919e1c3b25ad4732a002f644fe0f8e | Generating return summary for receivePlayerNameList
[INFO] | 2024-11-10 07:41:57 AM | analyzer.0x06ef66ab59919e1c3b25ad4732a002f644fe0f8e | Return summary generated for receivePlayerNameList
[INFO] | 2024-11-10 07:41:57 AM | analyzer.0x06ef66ab59919e1c3b25ad4732a002f644fe0f8e | Range graph generated
[INFO] | 2024-11-10 07:41:57 AM | analyzer.0x06ef66ab59919e1c3b25ad4732a002f644fe0f8e | Processed function receivePlayerNameList
[INFO] | 2024-11-10 07:41:57 AM | analyzer.0x06ef66ab59919e1c3b25ad4732a002f644fe0f8e | Generating return summary for managePlayer
[INFO] | 2024-11-10 07:41:57 AM | analyzer.0x06ef66ab59919e1c3b25ad4732a002f644fe0f8e | Return summary generated for managePlayer
[INFO] | 2024-11-10 07:41:57 AM | analyzer.0x06ef66ab59919e1c3b25ad4732a002f644fe0f8e | State variable assignement do not exist
[INFO] | 2024-11-10 07:41:57 AM | analyzer.0x06ef66ab59919e1c3b25ad4732a002f644fe0f8e | Processed function managePlayer
[INFO] | 2024-11-10 07:41:57 AM | analyzer.0x06ef66ab59919e1c3b25ad4732a002f644fe0f8e | Generating return summary for endTx
[INFO] | 2024-11-10 07:41:57 AM | analyzer.0x06ef66ab59919e1c3b25ad4732a002f644fe0f8e | Return summary generated for endTx
[INFO] | 2024-11-10 07:41:57 AM | analyzer.0x06ef66ab59919e1c3b25ad4732a002f644fe0f8e | State variable assignement do not exist
[INFO] | 2024-11-10 07:41:57 AM | analyzer.0x06ef66ab59919e1c3b25ad4732a002f644fe0f8e | Processed function endTx
[INFO] | 2024-11-10 07:41:57 AM | analyzer.0x06ef66ab59919e1c3b25ad4732a002f644fe0f8e | Generating return summary for activate
[INFO] | 2024-11-10 07:41:57 AM | analyzer.0x06ef66ab59919e1c3b25ad4732a002f644fe0f8e | Return summary generated for activate
[INFO] | 2024-11-10 07:41:57 AM | analyzer.0x06ef66ab59919e1c3b25ad4732a002f644fe0f8e | Range graph generated
[INFO] | 2024-11-10 07:41:57 AM | analyzer.0x06ef66ab59919e1c3b25ad4732a002f644fe0f8e | Processed function activate
[INFO] | 2024-11-10 07:41:57 AM | analyzer.0x06ef66ab59919e1c3b25ad4732a002f644fe0f8e | Generating return summary for slitherConstructorVariables
[INFO] | 2024-11-10 07:41:57 AM | analyzer.0x06ef66ab59919e1c3b25ad4732a002f644fe0f8e | Return summary generated for slitherConstructorVariables
[INFO] | 2024-11-10 07:41:57 AM | analyzer.0x06ef66ab59919e1c3b25ad4732a002f644fe0f8e | Range graph generated
[INFO] | 2024-11-10 07:41:57 AM | analyzer.0x06ef66ab59919e1c3b25ad4732a002f644fe0f8e | Processed function slitherConstructorVariables
[INFO] | 2024-11-10 07:41:57 AM | analyzer.0x06ef66ab59919e1c3b25ad4732a002f644fe0f8e | Generating return summary for isActivated
[INFO] | 2024-11-10 07:41:57 AM | analyzer.0x06ef66ab59919e1c3b25ad4732a002f644fe0f8e | Return summary generated for isActivated
[INFO] | 2024-11-10 07:41:57 AM | analyzer.0x06ef66ab59919e1c3b25ad4732a002f644fe0f8e | State variable assignement do not exist
[INFO] | 2024-11-10 07:41:57 AM | analyzer.0x06ef66ab59919e1c3b25ad4732a002f644fe0f8e | Processed function isActivated
[INFO] | 2024-11-10 07:41:57 AM | analyzer.0x06ef66ab59919e1c3b25ad4732a002f644fe0f8e | Generating return summary for isHuman
[INFO] | 2024-11-10 07:41:57 AM | analyzer.0x06ef66ab59919e1c3b25ad4732a002f644fe0f8e | Return summary generated for isHuman
[INFO] | 2024-11-10 07:41:57 AM | analyzer.0x06ef66ab59919e1c3b25ad4732a002f644fe0f8e | State variable assignement do not exist
[INFO] | 2024-11-10 07:41:57 AM | analyzer.0x06ef66ab59919e1c3b25ad4732a002f644fe0f8e | Processed function isHuman
[INFO] | 2024-11-10 07:41:57 AM | analyzer.0x06ef66ab59919e1c3b25ad4732a002f644fe0f8e | Generating return summary for isWithinLimits
[INFO] | 2024-11-10 07:41:57 AM | analyzer.0x06ef66ab59919e1c3b25ad4732a002f644fe0f8e | Return summary generated for isWithinLimits
[INFO] | 2024-11-10 07:41:57 AM | analyzer.0x06ef66ab59919e1c3b25ad4732a002f644fe0f8e | State variable assignement do not exist
[INFO] | 2024-11-10 07:41:57 AM | analyzer.0x06ef66ab59919e1c3b25ad4732a002f644fe0f8e | Processed function isWithinLimits
[INFO] | 2024-11-10 07:41:57 AM | analyzer.0x06ef66ab59919e1c3b25ad4732a002f644fe0f8e | Generating return summary for nameFilter
[INFO] | 2024-11-10 07:41:57 AM | analyzer.0x06ef66ab59919e1c3b25ad4732a002f644fe0f8e | We should not consider this kind of return values!
[INFO] | 2024-11-10 07:41:57 AM | analyzer.0x06ef66ab59919e1c3b25ad4732a002f644fe0f8e | Return summary generated for nameFilter
[INFO] | 2024-11-10 07:41:57 AM | analyzer.0x06ef66ab59919e1c3b25ad4732a002f644fe0f8e | State variable assignement do not exist
[INFO] | 2024-11-10 07:41:57 AM | analyzer.0x06ef66ab59919e1c3b25ad4732a002f644fe0f8e | Processed function nameFilter
[INFO] | 2024-11-10 07:41:57 AM | analyzer.0x06ef66ab59919e1c3b25ad4732a002f644fe0f8e | Generating return summary for registerNameXIDFromDapp
[INFO] | 2024-11-10 07:41:57 AM | analyzer.0x06ef66ab59919e1c3b25ad4732a002f644fe0f8e | Return summary generated for registerNameXIDFromDapp
[INFO] | 2024-11-10 07:41:57 AM | analyzer.0x06ef66ab59919e1c3b25ad4732a002f644fe0f8e | State variable assignement do not exist
[INFO] | 2024-11-10 07:41:57 AM | analyzer.0x06ef66ab59919e1c3b25ad4732a002f644fe0f8e | Processed function registerNameXIDFromDapp
[INFO] | 2024-11-10 07:41:57 AM | analyzer.0x06ef66ab59919e1c3b25ad4732a002f644fe0f8e | Generating return summary for registerNameXaddrFromDapp
[INFO] | 2024-11-10 07:41:57 AM | analyzer.0x06ef66ab59919e1c3b25ad4732a002f644fe0f8e | Return summary generated for registerNameXaddrFromDapp
[INFO] | 2024-11-10 07:41:57 AM | analyzer.0x06ef66ab59919e1c3b25ad4732a002f644fe0f8e | State variable assignement do not exist
[INFO] | 2024-11-10 07:41:57 AM | analyzer.0x06ef66ab59919e1c3b25ad4732a002f644fe0f8e | Processed function registerNameXaddrFromDapp
[INFO] | 2024-11-10 07:41:57 AM | analyzer.0x06ef66ab59919e1c3b25ad4732a002f644fe0f8e | Generating return summary for registerNameXnameFromDapp
[INFO] | 2024-11-10 07:41:57 AM | analyzer.0x06ef66ab59919e1c3b25ad4732a002f644fe0f8e | Return summary generated for registerNameXnameFromDapp
[INFO] | 2024-11-10 07:41:57 AM | analyzer.0x06ef66ab59919e1c3b25ad4732a002f644fe0f8e | State variable assignement do not exist
[INFO] | 2024-11-10 07:41:57 AM | analyzer.0x06ef66ab59919e1c3b25ad4732a002f644fe0f8e | Processed function registerNameXnameFromDapp
[INFO] | 2024-11-10 07:41:57 AM | analyzer.0x06ef66ab59919e1c3b25ad4732a002f644fe0f8e | Generating return summary for add
[INFO] | 2024-11-10 07:41:57 AM | analyzer.0x06ef66ab59919e1c3b25ad4732a002f644fe0f8e | Return summary generated for add
[INFO] | 2024-11-10 07:41:57 AM | analyzer.0x06ef66ab59919e1c3b25ad4732a002f644fe0f8e | State variable assignement do not exist
[INFO] | 2024-11-10 07:41:57 AM | analyzer.0x06ef66ab59919e1c3b25ad4732a002f644fe0f8e | Processed function add
[INFO] | 2024-11-10 07:41:57 AM | analyzer.0x06ef66ab59919e1c3b25ad4732a002f644fe0f8e | Generating return summary for sub
[INFO] | 2024-11-10 07:41:57 AM | analyzer.0x06ef66ab59919e1c3b25ad4732a002f644fe0f8e | Return summary generated for sub
[INFO] | 2024-11-10 07:41:57 AM | analyzer.0x06ef66ab59919e1c3b25ad4732a002f644fe0f8e | State variable assignement do not exist
[INFO] | 2024-11-10 07:41:57 AM | analyzer.0x06ef66ab59919e1c3b25ad4732a002f644fe0f8e | Processed function sub
[INFO] | 2024-11-10 07:41:57 AM | analyzer.0x06ef66ab59919e1c3b25ad4732a002f644fe0f8e | Generating return summary for mul
[INFO] | 2024-11-10 07:41:57 AM | analyzer.0x06ef66ab59919e1c3b25ad4732a002f644fe0f8e | Return summary generated for mul
[INFO] | 2024-11-10 07:41:57 AM | analyzer.0x06ef66ab59919e1c3b25ad4732a002f644fe0f8e | State variable assignement do not exist
[INFO] | 2024-11-10 07:41:57 AM | analyzer.0x06ef66ab59919e1c3b25ad4732a002f644fe0f8e | Processed function mul
[INFO] | 2024-11-10 07:41:57 AM | analyzer.0x06ef66ab59919e1c3b25ad4732a002f644fe0f8e | Generating return summary for getPlayerID
[INFO] | 2024-11-10 07:41:57 AM | analyzer.0x06ef66ab59919e1c3b25ad4732a002f644fe0f8e | Return summary generated for getPlayerID
[INFO] | 2024-11-10 07:41:57 AM | analyzer.0x06ef66ab59919e1c3b25ad4732a002f644fe0f8e | State variable assignement do not exist
[INFO] | 2024-11-10 07:41:57 AM | analyzer.0x06ef66ab59919e1c3b25ad4732a002f644fe0f8e | Processed function getPlayerID
[INFO] | 2024-11-10 07:41:57 AM | analyzer.0x06ef66ab59919e1c3b25ad4732a002f644fe0f8e | Generating return summary for getPlayerName
[INFO] | 2024-11-10 07:41:57 AM | analyzer.0x06ef66ab59919e1c3b25ad4732a002f644fe0f8e | Return summary generated for getPlayerName
[INFO] | 2024-11-10 07:41:57 AM | analyzer.0x06ef66ab59919e1c3b25ad4732a002f644fe0f8e | State variable assignement do not exist
[INFO] | 2024-11-10 07:41:57 AM | analyzer.0x06ef66ab59919e1c3b25ad4732a002f644fe0f8e | Processed function getPlayerName
[INFO] | 2024-11-10 07:41:57 AM | analyzer.0x06ef66ab59919e1c3b25ad4732a002f644fe0f8e | Generating return summary for getPlayerLAff
[INFO] | 2024-11-10 07:41:57 AM | analyzer.0x06ef66ab59919e1c3b25ad4732a002f644fe0f8e | Return summary generated for getPlayerLAff
[INFO] | 2024-11-10 07:41:57 AM | analyzer.0x06ef66ab59919e1c3b25ad4732a002f644fe0f8e | State variable assignement do not exist
[INFO] | 2024-11-10 07:41:57 AM | analyzer.0x06ef66ab59919e1c3b25ad4732a002f644fe0f8e | Processed function getPlayerLAff
[INFO] | 2024-11-10 07:41:57 AM | analyzer.0x06ef66ab59919e1c3b25ad4732a002f644fe0f8e | Generating return summary for deposit
[INFO] | 2024-11-10 07:41:57 AM | analyzer.0x06ef66ab59919e1c3b25ad4732a002f644fe0f8e | Return summary generated for deposit
[INFO] | 2024-11-10 07:41:57 AM | analyzer.0x06ef66ab59919e1c3b25ad4732a002f644fe0f8e | State variable assignement do not exist
[INFO] | 2024-11-10 07:41:57 AM | analyzer.0x06ef66ab59919e1c3b25ad4732a002f644fe0f8e | Processed function deposit
[INFO] | 2024-11-10 07:41:57 AM | analyzer.0x06ef66ab59919e1c3b25ad4732a002f644fe0f8e | Generating return summary for getPlayerAddr
[INFO] | 2024-11-10 07:41:57 AM | analyzer.0x06ef66ab59919e1c3b25ad4732a002f644fe0f8e | Return summary generated for getPlayerAddr
[INFO] | 2024-11-10 07:41:57 AM | analyzer.0x06ef66ab59919e1c3b25ad4732a002f644fe0f8e | State variable assignement do not exist
[INFO] | 2024-11-10 07:41:57 AM | analyzer.0x06ef66ab59919e1c3b25ad4732a002f644fe0f8e | Processed function getPlayerAddr
[INFO] | 2024-11-10 07:41:57 AM | analyzer.0x06ef66ab59919e1c3b25ad4732a002f644fe0f8e | Generating return summary for getNameFee
[INFO] | 2024-11-10 07:41:57 AM | analyzer.0x06ef66ab59919e1c3b25ad4732a002f644fe0f8e | Return summary generated for getNameFee
[INFO] | 2024-11-10 07:41:57 AM | analyzer.0x06ef66ab59919e1c3b25ad4732a002f644fe0f8e | State variable assignement do not exist
[INFO] | 2024-11-10 07:41:57 AM | analyzer.0x06ef66ab59919e1c3b25ad4732a002f644fe0f8e | Processed function getNameFee
[INFO] | 2024-11-10 07:41:57 AM | analyzer.0x06ef66ab59919e1c3b25ad4732a002f644fe0f8e | Generating return summary for registerNameXID
[INFO] | 2024-11-10 07:41:57 AM | analyzer.0x06ef66ab59919e1c3b25ad4732a002f644fe0f8e | Return summary generated for registerNameXID
[WARNING] | 2024-11-10 07:41:57 AM | analyzer.0x06ef66ab59919e1c3b25ad4732a002f644fe0f8e | Other types of right variable exists!
[WARNING] | 2024-11-10 07:41:57 AM | analyzer.0x06ef66ab59919e1c3b25ad4732a002f644fe0f8e | Other types of right variable exists!
[INFO] | 2024-11-10 07:41:57 AM | analyzer.0x06ef66ab59919e1c3b25ad4732a002f644fe0f8e | State variable assignement do not exist
[INFO] | 2024-11-10 07:41:57 AM | analyzer.0x06ef66ab59919e1c3b25ad4732a002f644fe0f8e | Processed function registerNameXID
[INFO] | 2024-11-10 07:41:57 AM | analyzer.0x06ef66ab59919e1c3b25ad4732a002f644fe0f8e | Generating return summary for registerNameXaddr
[INFO] | 2024-11-10 07:41:57 AM | analyzer.0x06ef66ab59919e1c3b25ad4732a002f644fe0f8e | Return summary generated for registerNameXaddr
[WARNING] | 2024-11-10 07:41:57 AM | analyzer.0x06ef66ab59919e1c3b25ad4732a002f644fe0f8e | Other types of right variable exists!
[WARNING] | 2024-11-10 07:41:57 AM | analyzer.0x06ef66ab59919e1c3b25ad4732a002f644fe0f8e | Other types of right variable exists!
[INFO] | 2024-11-10 07:41:57 AM | analyzer.0x06ef66ab59919e1c3b25ad4732a002f644fe0f8e | State variable assignement do not exist
[INFO] | 2024-11-10 07:41:57 AM | analyzer.0x06ef66ab59919e1c3b25ad4732a002f644fe0f8e | Processed function registerNameXaddr
[INFO] | 2024-11-10 07:41:57 AM | analyzer.0x06ef66ab59919e1c3b25ad4732a002f644fe0f8e | Generating return summary for registerNameXname
[INFO] | 2024-11-10 07:41:57 AM | analyzer.0x06ef66ab59919e1c3b25ad4732a002f644fe0f8e | Return summary generated for registerNameXname
[WARNING] | 2024-11-10 07:41:57 AM | analyzer.0x06ef66ab59919e1c3b25ad4732a002f644fe0f8e | Other types of right variable exists!
[WARNING] | 2024-11-10 07:41:57 AM | analyzer.0x06ef66ab59919e1c3b25ad4732a002f644fe0f8e | Other types of right variable exists!
[INFO] | 2024-11-10 07:41:57 AM | analyzer.0x06ef66ab59919e1c3b25ad4732a002f644fe0f8e | State variable assignement do not exist
[INFO] | 2024-11-10 07:41:57 AM | analyzer.0x06ef66ab59919e1c3b25ad4732a002f644fe0f8e | Processed function registerNameXname
[INFO] | 2024-11-10 07:41:57 AM | analyzer.0x06ef66ab59919e1c3b25ad4732a002f644fe0f8e | Generating return summary for getPlayerVaultsHelper
[INFO] | 2024-11-10 07:41:57 AM | analyzer.0x06ef66ab59919e1c3b25ad4732a002f644fe0f8e | Return summary generated for getPlayerVaultsHelper
[INFO] | 2024-11-10 07:41:57 AM | analyzer.0x06ef66ab59919e1c3b25ad4732a002f644fe0f8e | State variable assignement do not exist
[INFO] | 2024-11-10 07:41:57 AM | analyzer.0x06ef66ab59919e1c3b25ad4732a002f644fe0f8e | Processed function getPlayerVaultsHelper
[INFO] | 2024-11-10 07:41:57 AM | analyzer.0x06ef66ab59919e1c3b25ad4732a002f644fe0f8e | Generating return summary for endRound
[INFO] | 2024-11-10 07:41:57 AM | analyzer.0x06ef66ab59919e1c3b25ad4732a002f644fe0f8e | Return summary generated for endRound
[INFO] | 2024-11-10 07:41:57 AM | analyzer.0x06ef66ab59919e1c3b25ad4732a002f644fe0f8e | Range graph generated
[INFO] | 2024-11-10 07:41:57 AM | analyzer.0x06ef66ab59919e1c3b25ad4732a002f644fe0f8e | Processed function endRound
[INFO] | 2024-11-10 07:41:57 AM | analyzer.0x06ef66ab59919e1c3b25ad4732a002f644fe0f8e | Generating return summary for updateTimer
[INFO] | 2024-11-10 07:41:57 AM | analyzer.0x06ef66ab59919e1c3b25ad4732a002f644fe0f8e | Return summary generated for updateTimer
[INFO] | 2024-11-10 07:41:57 AM | analyzer.0x06ef66ab59919e1c3b25ad4732a002f644fe0f8e | Range graph generated
[INFO] | 2024-11-10 07:41:57 AM | analyzer.0x06ef66ab59919e1c3b25ad4732a002f644fe0f8e | Processed function updateTimer
[INFO] | 2024-11-10 07:41:57 AM | analyzer.0x06ef66ab59919e1c3b25ad4732a002f644fe0f8e | Generating return summary for airdrop
[INFO] | 2024-11-10 07:41:57 AM | analyzer.0x06ef66ab59919e1c3b25ad4732a002f644fe0f8e | Return summary generated for airdrop
[INFO] | 2024-11-10 07:41:57 AM | analyzer.0x06ef66ab59919e1c3b25ad4732a002f644fe0f8e | State variable assignement do not exist
[INFO] | 2024-11-10 07:41:57 AM | analyzer.0x06ef66ab59919e1c3b25ad4732a002f644fe0f8e | Processed function airdrop
[INFO] | 2024-11-10 07:41:57 AM | analyzer.0x06ef66ab59919e1c3b25ad4732a002f644fe0f8e | Generating return summary for distributeExternal
[INFO] | 2024-11-10 07:41:57 AM | analyzer.0x06ef66ab59919e1c3b25ad4732a002f644fe0f8e | Return summary generated for distributeExternal
[INFO] | 2024-11-10 07:41:57 AM | analyzer.0x06ef66ab59919e1c3b25ad4732a002f644fe0f8e | Range graph generated
[INFO] | 2024-11-10 07:41:57 AM | analyzer.0x06ef66ab59919e1c3b25ad4732a002f644fe0f8e | Processed function distributeExternal
[INFO] | 2024-11-10 07:41:57 AM | analyzer.0x06ef66ab59919e1c3b25ad4732a002f644fe0f8e | Generating return summary for updateMasks
[INFO] | 2024-11-10 07:41:57 AM | analyzer.0x06ef66ab59919e1c3b25ad4732a002f644fe0f8e | Return summary generated for updateMasks
[INFO] | 2024-11-10 07:41:57 AM | analyzer.0x06ef66ab59919e1c3b25ad4732a002f644fe0f8e | Range graph generated
[INFO] | 2024-11-10 07:41:57 AM | analyzer.0x06ef66ab59919e1c3b25ad4732a002f644fe0f8e | Processed function updateMasks
[INFO] | 2024-11-10 07:41:57 AM | analyzer.0x06ef66ab59919e1c3b25ad4732a002f644fe0f8e | Generating return summary for sqrt
[INFO] | 2024-11-10 07:41:57 AM | analyzer.0x06ef66ab59919e1c3b25ad4732a002f644fe0f8e | Return summary generated for sqrt
[INFO] | 2024-11-10 07:41:57 AM | analyzer.0x06ef66ab59919e1c3b25ad4732a002f644fe0f8e | State variable assignement do not exist
[INFO] | 2024-11-10 07:41:57 AM | analyzer.0x06ef66ab59919e1c3b25ad4732a002f644fe0f8e | Processed function sqrt
[INFO] | 2024-11-10 07:41:57 AM | analyzer.0x06ef66ab59919e1c3b25ad4732a002f644fe0f8e | Generating return summary for getTimeLeft
[INFO] | 2024-11-10 07:41:57 AM | analyzer.0x06ef66ab59919e1c3b25ad4732a002f644fe0f8e | Return summary generated for getTimeLeft
[INFO] | 2024-11-10 07:41:57 AM | analyzer.0x06ef66ab59919e1c3b25ad4732a002f644fe0f8e | State variable assignement do not exist
[INFO] | 2024-11-10 07:41:57 AM | analyzer.0x06ef66ab59919e1c3b25ad4732a002f644fe0f8e | Processed function getTimeLeft
[INFO] | 2024-11-10 07:41:57 AM | analyzer.0x06ef66ab59919e1c3b25ad4732a002f644fe0f8e | Generating return summary for calcUnMaskedEarnings
[INFO] | 2024-11-10 07:41:57 AM | analyzer.0x06ef66ab59919e1c3b25ad4732a002f644fe0f8e | Return summary generated for calcUnMaskedEarnings
[INFO] | 2024-11-10 07:41:57 AM | analyzer.0x06ef66ab59919e1c3b25ad4732a002f644fe0f8e | State variable assignement do not exist
[INFO] | 2024-11-10 07:41:57 AM | analyzer.0x06ef66ab59919e1c3b25ad4732a002f644fe0f8e | Processed function calcUnMaskedEarnings
[INFO] | 2024-11-10 07:41:57 AM | analyzer.0x06ef66ab59919e1c3b25ad4732a002f644fe0f8e | Generating return summary for sq
[INFO] | 2024-11-10 07:41:57 AM | analyzer.0x06ef66ab59919e1c3b25ad4732a002f644fe0f8e | Return summary generated for sq
[INFO] | 2024-11-10 07:41:57 AM | analyzer.0x06ef66ab59919e1c3b25ad4732a002f644fe0f8e | State variable assignement do not exist
[INFO] | 2024-11-10 07:41:57 AM | analyzer.0x06ef66ab59919e1c3b25ad4732a002f644fe0f8e | Processed function sq
[INFO] | 2024-11-10 07:41:57 AM | analyzer.0x06ef66ab59919e1c3b25ad4732a002f644fe0f8e | Generating return summary for determinePID
[INFO] | 2024-11-10 07:41:57 AM | analyzer.0x06ef66ab59919e1c3b25ad4732a002f644fe0f8e | Return summary generated for determinePID
[INFO] | 2024-11-10 07:41:57 AM | analyzer.0x06ef66ab59919e1c3b25ad4732a002f644fe0f8e | Range graph generated
[INFO] | 2024-11-10 07:41:57 AM | analyzer.0x06ef66ab59919e1c3b25ad4732a002f644fe0f8e | Processed function determinePID
[INFO] | 2024-11-10 07:41:57 AM | analyzer.0x06ef66ab59919e1c3b25ad4732a002f644fe0f8e | Generating return summary for distributeInternal
[INFO] | 2024-11-10 07:41:57 AM | analyzer.0x06ef66ab59919e1c3b25ad4732a002f644fe0f8e | Return summary generated for distributeInternal
[INFO] | 2024-11-10 07:41:57 AM | analyzer.0x06ef66ab59919e1c3b25ad4732a002f644fe0f8e | Range graph generated
[INFO] | 2024-11-10 07:41:57 AM | analyzer.0x06ef66ab59919e1c3b25ad4732a002f644fe0f8e | Processed function distributeInternal
[INFO] | 2024-11-10 07:41:57 AM | analyzer.0x06ef66ab59919e1c3b25ad4732a002f644fe0f8e | Generating return summary for keys
[INFO] | 2024-11-10 07:41:57 AM | analyzer.0x06ef66ab59919e1c3b25ad4732a002f644fe0f8e | Return summary generated for keys
[INFO] | 2024-11-10 07:41:57 AM | analyzer.0x06ef66ab59919e1c3b25ad4732a002f644fe0f8e | State variable assignement do not exist
[INFO] | 2024-11-10 07:41:57 AM | analyzer.0x06ef66ab59919e1c3b25ad4732a002f644fe0f8e | Processed function keys
[INFO] | 2024-11-10 07:41:57 AM | analyzer.0x06ef66ab59919e1c3b25ad4732a002f644fe0f8e | Generating return summary for getPlayerVaults
