[INFO] | 2024-11-10 07:37:08 AM | analyzer.0x84cd9cf60bcb44f7bab8b75e6f03614c2c3b22b7 | Analysis started at: 2024-11-10 07:37:08 AM
[INFO] | 2024-11-10 07:37:11 AM | analyzer.0x84cd9cf60bcb44f7bab8b75e6f03614c2c3b22b7 | Generating return summary for getCurrentStageByTime
[INFO] | 2024-11-10 07:37:11 AM | analyzer.0x84cd9cf60bcb44f7bab8b75e6f03614c2c3b22b7 | Return summary generated for getCurrentStageByTime
[INFO] | 2024-11-10 07:37:11 AM | analyzer.0x84cd9cf60bcb44f7bab8b75e6f03614c2c3b22b7 | State variable assignement do not exist
[INFO] | 2024-11-10 07:37:11 AM | analyzer.0x84cd9cf60bcb44f7bab8b75e6f03614c2c3b22b7 | Processed function getCurrentStageByTime
[INFO] | 2024-11-10 07:37:11 AM | analyzer.0x84cd9cf60bcb44f7bab8b75e6f03614c2c3b22b7 | Generating return summary for getStageStartTime
[INFO] | 2024-11-10 07:37:11 AM | analyzer.0x84cd9cf60bcb44f7bab8b75e6f03614c2c3b22b7 | Return summary generated for getStageStartTime
[INFO] | 2024-11-10 07:37:11 AM | analyzer.0x84cd9cf60bcb44f7bab8b75e6f03614c2c3b22b7 | State variable assignement do not exist
[INFO] | 2024-11-10 07:37:11 AM | analyzer.0x84cd9cf60bcb44f7bab8b75e6f03614c2c3b22b7 | Processed function getStageStartTime
[INFO] | 2024-11-10 07:37:11 AM | analyzer.0x84cd9cf60bcb44f7bab8b75e6f03614c2c3b22b7 | Generating return summary for slitherConstructorVariables
[INFO] | 2024-11-10 07:37:11 AM | analyzer.0x84cd9cf60bcb44f7bab8b75e6f03614c2c3b22b7 | Return summary generated for slitherConstructorVariables
[INFO] | 2024-11-10 07:37:11 AM | analyzer.0x84cd9cf60bcb44f7bab8b75e6f03614c2c3b22b7 | Range graph generated
[INFO] | 2024-11-10 07:37:11 AM | analyzer.0x84cd9cf60bcb44f7bab8b75e6f03614c2c3b22b7 | Processed function slitherConstructorVariables
[INFO] | 2024-11-10 07:37:11 AM | analyzer.0x84cd9cf60bcb44f7bab8b75e6f03614c2c3b22b7 | Generating return summary for addDeposit
[INFO] | 2024-11-10 07:37:11 AM | analyzer.0x84cd9cf60bcb44f7bab8b75e6f03614c2c3b22b7 | Return summary generated for addDeposit
[INFO] | 2024-11-10 07:37:11 AM | analyzer.0x84cd9cf60bcb44f7bab8b75e6f03614c2c3b22b7 | Range graph generated
[INFO] | 2024-11-10 07:37:11 AM | analyzer.0x84cd9cf60bcb44f7bab8b75e6f03614c2c3b22b7 | Processed function addDeposit
[INFO] | 2024-11-10 07:37:11 AM | analyzer.0x84cd9cf60bcb44f7bab8b75e6f03614c2c3b22b7 | Generating return summary for getDeposits
[INFO] | 2024-11-10 07:37:11 AM | analyzer.0x84cd9cf60bcb44f7bab8b75e6f03614c2c3b22b7 | Return summary generated for getDeposits
[INFO] | 2024-11-10 07:37:11 AM | analyzer.0x84cd9cf60bcb44f7bab8b75e6f03614c2c3b22b7 | State variable assignement do not exist
[INFO] | 2024-11-10 07:37:11 AM | analyzer.0x84cd9cf60bcb44f7bab8b75e6f03614c2c3b22b7 | Processed function getDeposits
[INFO] | 2024-11-10 07:37:11 AM | analyzer.0x84cd9cf60bcb44f7bab8b75e6f03614c2c3b22b7 | Generating return summary for withdrawPrize
[INFO] | 2024-11-10 07:37:11 AM | analyzer.0x84cd9cf60bcb44f7bab8b75e6f03614c2c3b22b7 | Return summary generated for withdrawPrize
[INFO] | 2024-11-10 07:37:11 AM | analyzer.0x84cd9cf60bcb44f7bab8b75e6f03614c2c3b22b7 | Range graph generated
[INFO] | 2024-11-10 07:37:11 AM | analyzer.0x84cd9cf60bcb44f7bab8b75e6f03614c2c3b22b7 | Processed function withdrawPrize
[INFO] | 2024-11-10 07:37:11 AM | analyzer.0x84cd9cf60bcb44f7bab8b75e6f03614c2c3b22b7 | Generating return summary for getStartTime
[INFO] | 2024-11-10 07:37:11 AM | analyzer.0x84cd9cf60bcb44f7bab8b75e6f03614c2c3b22b7 | Return summary generated for getStartTime
[INFO] | 2024-11-10 07:37:11 AM | analyzer.0x84cd9cf60bcb44f7bab8b75e6f03614c2c3b22b7 | State variable assignement do not exist
[INFO] | 2024-11-10 07:37:11 AM | analyzer.0x84cd9cf60bcb44f7bab8b75e6f03614c2c3b22b7 | Processed function getStartTime
[INFO] | 2024-11-10 07:37:11 AM | analyzer.0x84cd9cf60bcb44f7bab8b75e6f03614c2c3b22b7 | Generating return summary for proceedToNewStage
[INFO] | 2024-11-10 07:37:11 AM | analyzer.0x84cd9cf60bcb44f7bab8b75e6f03614c2c3b22b7 | Return summary generated for proceedToNewStage
[INFO] | 2024-11-10 07:37:11 AM | analyzer.0x84cd9cf60bcb44f7bab8b75e6f03614c2c3b22b7 | Range graph generated
[INFO] | 2024-11-10 07:37:11 AM | analyzer.0x84cd9cf60bcb44f7bab8b75e6f03614c2c3b22b7 | Processed function proceedToNewStage
[INFO] | 2024-11-10 07:37:11 AM | analyzer.0x84cd9cf60bcb44f7bab8b75e6f03614c2c3b22b7 | Generating return summary for checkAndUpdateStage
[INFO] | 2024-11-10 07:37:11 AM | analyzer.0x84cd9cf60bcb44f7bab8b75e6f03614c2c3b22b7 | Return summary generated for checkAndUpdateStage
[INFO] | 2024-11-10 07:37:11 AM | analyzer.0x84cd9cf60bcb44f7bab8b75e6f03614c2c3b22b7 | Range graph generated
[INFO] | 2024-11-10 07:37:11 AM | analyzer.0x84cd9cf60bcb44f7bab8b75e6f03614c2c3b22b7 | Processed function checkAndUpdateStage
[INFO] | 2024-11-10 07:37:11 AM | analyzer.0x84cd9cf60bcb44f7bab8b75e6f03614c2c3b22b7 | Generating return summary for fallback
[INFO] | 2024-11-10 07:37:11 AM | analyzer.0x84cd9cf60bcb44f7bab8b75e6f03614c2c3b22b7 | Return summary generated for fallback
[INFO] | 2024-11-10 07:37:11 AM | analyzer.0x84cd9cf60bcb44f7bab8b75e6f03614c2c3b22b7 | Range graph generated
[INFO] | 2024-11-10 07:37:11 AM | analyzer.0x84cd9cf60bcb44f7bab8b75e6f03614c2c3b22b7 | Processed function fallback
[INFO] | 2024-11-10 07:37:11 AM | analyzer.0x84cd9cf60bcb44f7bab8b75e6f03614c2c3b22b7 | Value Range Analysis took 0.017165 seconds
[INFO] | 2024-11-10 07:37:11 AM | analyzer.0x84cd9cf60bcb44f7bab8b75e6f03614c2c3b22b7 | Value Range Analysis finished
[INFO] | 2024-11-10 07:37:11 AM | analyzer.0x84cd9cf60bcb44f7bab8b75e6f03614c2c3b22b7 | Storage dependency graph compostion started!
[INFO] | 2024-11-10 07:37:11 AM | analyzer.0x84cd9cf60bcb44f7bab8b75e6f03614c2c3b22b7 | Storage dependency graph compostion finished!
[INFO] | 2024-11-10 07:37:11 AM | analyzer.0x84cd9cf60bcb44f7bab8b75e6f03614c2c3b22b7 | Dependency detection started!
[INFO] | 2024-11-10 07:37:11 AM | analyzer.0x84cd9cf60bcb44f7bab8b75e6f03614c2c3b22b7 | Dependency detection finished!
[INFO] | 2024-11-10 07:37:11 AM | analyzer.0x84cd9cf60bcb44f7bab8b75e6f03614c2c3b22b7 | Static Analysis took 2.953674 seconds
[INFO] | 2024-11-10 07:37:11 AM | analyzer.0x84cd9cf60bcb44f7bab8b75e6f03614c2c3b22b7 | Dependency does not exist
[INFO] | 2024-11-10 07:37:11 AM | analyzer.0x84cd9cf60bcb44f7bab8b75e6f03614c2c3b22b7 | Symbolic execution is not needed!
[INFO] | 2024-11-10 07:37:11 AM | analyzer.0x84cd9cf60bcb44f7bab8b75e6f03614c2c3b22b7 | Analysis finished!
[INFO] | 2024-11-10 07:37:11 AM | analyzer.0x84cd9cf60bcb44f7bab8b75e6f03614c2c3b22b7 | Analysis took 2.953886 seconds
[INFO] | 2024-11-10 07:37:11 AM | analyzer.0x84cd9cf60bcb44f7bab8b75e6f03614c2c3b22b7 | Analysis finished at: 2024-11-10 07:37:11 AM
