[INFO] | 2024-11-10 07:37:07 AM | analyzer.0x2c125240e472e752bcfd1627ff7632b6c5265b2e | Analysis started at: 2024-11-10 07:37:07 AM
[INFO] | 2024-11-10 07:37:10 AM | analyzer.0x2c125240e472e752bcfd1627ff7632b6c5265b2e | Return summary generated for transferFrom
[INFO] | 2024-11-10 07:37:10 AM | analyzer.0x2c125240e472e752bcfd1627ff7632b6c5265b2e | State variable assignement do not exist
[INFO] | 2024-11-10 07:37:10 AM | analyzer.0x2c125240e472e752bcfd1627ff7632b6c5265b2e | Processed function transferFrom
[INFO] | 2024-11-10 07:37:10 AM | analyzer.0x2c125240e472e752bcfd1627ff7632b6c5265b2e | Generating return summary for safeTransferFrom
[INFO] | 2024-11-10 07:37:10 AM | analyzer.0x2c125240e472e752bcfd1627ff7632b6c5265b2e | Return summary generated for safeTransferFrom
[INFO] | 2024-11-10 07:37:10 AM | analyzer.0x2c125240e472e752bcfd1627ff7632b6c5265b2e | State variable assignement do not exist
[INFO] | 2024-11-10 07:37:10 AM | analyzer.0x2c125240e472e752bcfd1627ff7632b6c5265b2e | Processed function safeTransferFrom
[INFO] | 2024-11-10 07:37:10 AM | analyzer.0x2c125240e472e752bcfd1627ff7632b6c5265b2e | Generating return summary for safeTransferFrom
[INFO] | 2024-11-10 07:37:10 AM | analyzer.0x2c125240e472e752bcfd1627ff7632b6c5265b2e | Return summary generated for safeTransferFrom
[INFO] | 2024-11-10 07:37:10 AM | analyzer.0x2c125240e472e752bcfd1627ff7632b6c5265b2e | State variable assignement do not exist
[INFO] | 2024-11-10 07:37:10 AM | analyzer.0x2c125240e472e752bcfd1627ff7632b6c5265b2e | Processed function safeTransferFrom
[INFO] | 2024-11-10 07:37:10 AM | analyzer.0x2c125240e472e752bcfd1627ff7632b6c5265b2e | Generating return summary for totalSupply
[INFO] | 2024-11-10 07:37:10 AM | analyzer.0x2c125240e472e752bcfd1627ff7632b6c5265b2e | Return summary generated for totalSupply
[INFO] | 2024-11-10 07:37:10 AM | analyzer.0x2c125240e472e752bcfd1627ff7632b6c5265b2e | State variable assignement do not exist
[INFO] | 2024-11-10 07:37:10 AM | analyzer.0x2c125240e472e752bcfd1627ff7632b6c5265b2e | Processed function totalSupply
[INFO] | 2024-11-10 07:37:10 AM | analyzer.0x2c125240e472e752bcfd1627ff7632b6c5265b2e | Generating return summary for balanceOf
[INFO] | 2024-11-10 07:37:10 AM | analyzer.0x2c125240e472e752bcfd1627ff7632b6c5265b2e | Return summary generated for balanceOf
[INFO] | 2024-11-10 07:37:10 AM | analyzer.0x2c125240e472e752bcfd1627ff7632b6c5265b2e | State variable assignement do not exist
[INFO] | 2024-11-10 07:37:10 AM | analyzer.0x2c125240e472e752bcfd1627ff7632b6c5265b2e | Processed function balanceOf
[INFO] | 2024-11-10 07:37:10 AM | analyzer.0x2c125240e472e752bcfd1627ff7632b6c5265b2e | Generating return summary for transfer
[INFO] | 2024-11-10 07:37:10 AM | analyzer.0x2c125240e472e752bcfd1627ff7632b6c5265b2e | Return summary generated for transfer
[INFO] | 2024-11-10 07:37:10 AM | analyzer.0x2c125240e472e752bcfd1627ff7632b6c5265b2e | State variable assignement do not exist
[INFO] | 2024-11-10 07:37:10 AM | analyzer.0x2c125240e472e752bcfd1627ff7632b6c5265b2e | Processed function transfer
[INFO] | 2024-11-10 07:37:10 AM | analyzer.0x2c125240e472e752bcfd1627ff7632b6c5265b2e | Generating return summary for transferFrom
[INFO] | 2024-11-10 07:37:10 AM | analyzer.0x2c125240e472e752bcfd1627ff7632b6c5265b2e | Return summary generated for transferFrom
[INFO] | 2024-11-10 07:37:10 AM | analyzer.0x2c125240e472e752bcfd1627ff7632b6c5265b2e | State variable assignement do not exist
[INFO] | 2024-11-10 07:37:10 AM | analyzer.0x2c125240e472e752bcfd1627ff7632b6c5265b2e | Processed function transferFrom
[INFO] | 2024-11-10 07:37:10 AM | analyzer.0x2c125240e472e752bcfd1627ff7632b6c5265b2e | Generating return summary for constructor
[INFO] | 2024-11-10 07:37:10 AM | analyzer.0x2c125240e472e752bcfd1627ff7632b6c5265b2e | Return summary generated for constructor
[INFO] | 2024-11-10 07:37:10 AM | analyzer.0x2c125240e472e752bcfd1627ff7632b6c5265b2e | Range graph generated
[INFO] | 2024-11-10 07:37:10 AM | analyzer.0x2c125240e472e752bcfd1627ff7632b6c5265b2e | Processed function constructor
[INFO] | 2024-11-10 07:37:10 AM | analyzer.0x2c125240e472e752bcfd1627ff7632b6c5265b2e | Generating return summary for constructor
[INFO] | 2024-11-10 07:37:10 AM | analyzer.0x2c125240e472e752bcfd1627ff7632b6c5265b2e | Return summary generated for constructor
[INFO] | 2024-11-10 07:37:10 AM | analyzer.0x2c125240e472e752bcfd1627ff7632b6c5265b2e | State variable assignement do not exist
[INFO] | 2024-11-10 07:37:10 AM | analyzer.0x2c125240e472e752bcfd1627ff7632b6c5265b2e | Processed function constructor
[INFO] | 2024-11-10 07:37:10 AM | analyzer.0x2c125240e472e752bcfd1627ff7632b6c5265b2e | Generating return summary for balanceOf
[INFO] | 2024-11-10 07:37:10 AM | analyzer.0x2c125240e472e752bcfd1627ff7632b6c5265b2e | Return summary generated for balanceOf
[INFO] | 2024-11-10 07:37:10 AM | analyzer.0x2c125240e472e752bcfd1627ff7632b6c5265b2e | State variable assignement do not exist
[INFO] | 2024-11-10 07:37:10 AM | analyzer.0x2c125240e472e752bcfd1627ff7632b6c5265b2e | Processed function balanceOf
[INFO] | 2024-11-10 07:37:10 AM | analyzer.0x2c125240e472e752bcfd1627ff7632b6c5265b2e | Generating return summary for setPriceFeeHBWALLETTest
[INFO] | 2024-11-10 07:37:10 AM | analyzer.0x2c125240e472e752bcfd1627ff7632b6c5265b2e | Return summary generated for setPriceFeeHBWALLETTest
[INFO] | 2024-11-10 07:37:10 AM | analyzer.0x2c125240e472e752bcfd1627ff7632b6c5265b2e | State variable assignement do not exist
[INFO] | 2024-11-10 07:37:10 AM | analyzer.0x2c125240e472e752bcfd1627ff7632b6c5265b2e | Processed function setPriceFeeHBWALLETTest
[INFO] | 2024-11-10 07:37:10 AM | analyzer.0x2c125240e472e752bcfd1627ff7632b6c5265b2e | Generating return summary for resetPrice
[INFO] | 2024-11-10 07:37:10 AM | analyzer.0x2c125240e472e752bcfd1627ff7632b6c5265b2e | Return summary generated for resetPrice
[INFO] | 2024-11-10 07:37:10 AM | analyzer.0x2c125240e472e752bcfd1627ff7632b6c5265b2e | Range graph generated
[INFO] | 2024-11-10 07:37:10 AM | analyzer.0x2c125240e472e752bcfd1627ff7632b6c5265b2e | Processed function resetPrice
[INFO] | 2024-11-10 07:37:10 AM | analyzer.0x2c125240e472e752bcfd1627ff7632b6c5265b2e | Generating return summary for slitherConstructorVariables
[INFO] | 2024-11-10 07:37:10 AM | analyzer.0x2c125240e472e752bcfd1627ff7632b6c5265b2e | Return summary generated for slitherConstructorVariables
[INFO] | 2024-11-10 07:37:10 AM | analyzer.0x2c125240e472e752bcfd1627ff7632b6c5265b2e | Range graph generated
[INFO] | 2024-11-10 07:37:10 AM | analyzer.0x2c125240e472e752bcfd1627ff7632b6c5265b2e | Processed function slitherConstructorVariables
[INFO] | 2024-11-10 07:37:10 AM | analyzer.0x2c125240e472e752bcfd1627ff7632b6c5265b2e | Generating return summary for onlyOwner
[INFO] | 2024-11-10 07:37:10 AM | analyzer.0x2c125240e472e752bcfd1627ff7632b6c5265b2e | Return summary generated for onlyOwner
[INFO] | 2024-11-10 07:37:10 AM | analyzer.0x2c125240e472e752bcfd1627ff7632b6c5265b2e | State variable assignement do not exist
[INFO] | 2024-11-10 07:37:10 AM | analyzer.0x2c125240e472e752bcfd1627ff7632b6c5265b2e | Processed function onlyOwner
[INFO] | 2024-11-10 07:37:10 AM | analyzer.0x2c125240e472e752bcfd1627ff7632b6c5265b2e | Generating return summary for onlyCeoAddress
[INFO] | 2024-11-10 07:37:10 AM | analyzer.0x2c125240e472e752bcfd1627ff7632b6c5265b2e | Return summary generated for onlyCeoAddress
[INFO] | 2024-11-10 07:37:10 AM | analyzer.0x2c125240e472e752bcfd1627ff7632b6c5265b2e | State variable assignement do not exist
[INFO] | 2024-11-10 07:37:10 AM | analyzer.0x2c125240e472e752bcfd1627ff7632b6c5265b2e | Processed function onlyCeoAddress
[INFO] | 2024-11-10 07:37:10 AM | analyzer.0x2c125240e472e752bcfd1627ff7632b6c5265b2e | Generating return summary for transferOwnership
[INFO] | 2024-11-10 07:37:10 AM | analyzer.0x2c125240e472e752bcfd1627ff7632b6c5265b2e | Return summary generated for transferOwnership
[INFO] | 2024-11-10 07:37:10 AM | analyzer.0x2c125240e472e752bcfd1627ff7632b6c5265b2e | Range graph generated
[INFO] | 2024-11-10 07:37:10 AM | analyzer.0x2c125240e472e752bcfd1627ff7632b6c5265b2e | Processed function transferOwnership
[INFO] | 2024-11-10 07:37:10 AM | analyzer.0x2c125240e472e752bcfd1627ff7632b6c5265b2e | Generating return summary for ownerOf
[INFO] | 2024-11-10 07:37:10 AM | analyzer.0x2c125240e472e752bcfd1627ff7632b6c5265b2e | Return summary generated for ownerOf
[INFO] | 2024-11-10 07:37:10 AM | analyzer.0x2c125240e472e752bcfd1627ff7632b6c5265b2e | State variable assignement do not exist
[INFO] | 2024-11-10 07:37:10 AM | analyzer.0x2c125240e472e752bcfd1627ff7632b6c5265b2e | Processed function ownerOf
[INFO] | 2024-11-10 07:37:10 AM | analyzer.0x2c125240e472e752bcfd1627ff7632b6c5265b2e | Generating return summary for setPrice
[INFO] | 2024-11-10 07:37:10 AM | analyzer.0x2c125240e472e752bcfd1627ff7632b6c5265b2e | Return summary generated for setPrice
[INFO] | 2024-11-10 07:37:10 AM | analyzer.0x2c125240e472e752bcfd1627ff7632b6c5265b2e | Range graph generated
[INFO] | 2024-11-10 07:37:10 AM | analyzer.0x2c125240e472e752bcfd1627ff7632b6c5265b2e | Processed function setPrice
[INFO] | 2024-11-10 07:37:10 AM | analyzer.0x2c125240e472e752bcfd1627ff7632b6c5265b2e | Generating return summary for setPriceFeeEth
[INFO] | 2024-11-10 07:37:10 AM | analyzer.0x2c125240e472e752bcfd1627ff7632b6c5265b2e | Return summary generated for setPriceFeeEth
[INFO] | 2024-11-10 07:37:10 AM | analyzer.0x2c125240e472e752bcfd1627ff7632b6c5265b2e | Range graph generated
[INFO] | 2024-11-10 07:37:10 AM | analyzer.0x2c125240e472e752bcfd1627ff7632b6c5265b2e | Processed function setPriceFeeEth
[INFO] | 2024-11-10 07:37:10 AM | analyzer.0x2c125240e472e752bcfd1627ff7632b6c5265b2e | Generating return summary for setPriceFeeHBWALLET
[INFO] | 2024-11-10 07:37:10 AM | analyzer.0x2c125240e472e752bcfd1627ff7632b6c5265b2e | Return summary generated for setPriceFeeHBWALLET
[INFO] | 2024-11-10 07:37:10 AM | analyzer.0x2c125240e472e752bcfd1627ff7632b6c5265b2e | Range graph generated
[INFO] | 2024-11-10 07:37:10 AM | analyzer.0x2c125240e472e752bcfd1627ff7632b6c5265b2e | Processed function setPriceFeeHBWALLET
[INFO] | 2024-11-10 07:37:10 AM | analyzer.0x2c125240e472e752bcfd1627ff7632b6c5265b2e | Generating return summary for removePrice
[INFO] | 2024-11-10 07:37:10 AM | analyzer.0x2c125240e472e752bcfd1627ff7632b6c5265b2e | Return summary generated for removePrice
[INFO] | 2024-11-10 07:37:10 AM | analyzer.0x2c125240e472e752bcfd1627ff7632b6c5265b2e | Range graph generated
[INFO] | 2024-11-10 07:37:10 AM | analyzer.0x2c125240e472e752bcfd1627ff7632b6c5265b2e | Processed function removePrice
[INFO] | 2024-11-10 07:37:10 AM | analyzer.0x2c125240e472e752bcfd1627ff7632b6c5265b2e | Generating return summary for getPrice
[INFO] | 2024-11-10 07:37:10 AM | analyzer.0x2c125240e472e752bcfd1627ff7632b6c5265b2e | Return summary generated for getPrice
[INFO] | 2024-11-10 07:37:10 AM | analyzer.0x2c125240e472e752bcfd1627ff7632b6c5265b2e | Range graph generated
[INFO] | 2024-11-10 07:37:10 AM | analyzer.0x2c125240e472e752bcfd1627ff7632b6c5265b2e | Processed function getPrice
[INFO] | 2024-11-10 07:37:10 AM | analyzer.0x2c125240e472e752bcfd1627ff7632b6c5265b2e | Generating return summary for getApproved
[INFO] | 2024-11-10 07:37:10 AM | analyzer.0x2c125240e472e752bcfd1627ff7632b6c5265b2e | Return summary generated for getApproved
[INFO] | 2024-11-10 07:37:10 AM | analyzer.0x2c125240e472e752bcfd1627ff7632b6c5265b2e | State variable assignement do not exist
[INFO] | 2024-11-10 07:37:10 AM | analyzer.0x2c125240e472e752bcfd1627ff7632b6c5265b2e | Processed function getApproved
[INFO] | 2024-11-10 07:37:10 AM | analyzer.0x2c125240e472e752bcfd1627ff7632b6c5265b2e | Generating return summary for buyByUsdt
[INFO] | 2024-11-10 07:37:10 AM | analyzer.0x2c125240e472e752bcfd1627ff7632b6c5265b2e | Return summary generated for buyByUsdt
[INFO] | 2024-11-10 07:37:10 AM | analyzer.0x2c125240e472e752bcfd1627ff7632b6c5265b2e | Range graph generated
[INFO] | 2024-11-10 07:37:10 AM | analyzer.0x2c125240e472e752bcfd1627ff7632b6c5265b2e | Processed function buyByUsdt
[INFO] | 2024-11-10 07:37:10 AM | analyzer.0x2c125240e472e752bcfd1627ff7632b6c5265b2e | Generating return summary for transferOwnership
[INFO] | 2024-11-10 07:37:10 AM | analyzer.0x2c125240e472e752bcfd1627ff7632b6c5265b2e | Return summary generated for transferOwnership
[INFO] | 2024-11-10 07:37:10 AM | analyzer.0x2c125240e472e752bcfd1627ff7632b6c5265b2e | Range graph generated
[INFO] | 2024-11-10 07:37:10 AM | analyzer.0x2c125240e472e752bcfd1627ff7632b6c5265b2e | Processed function transferOwnership
[INFO] | 2024-11-10 07:37:10 AM | analyzer.0x2c125240e472e752bcfd1627ff7632b6c5265b2e | Generating return summary for setFee
[INFO] | 2024-11-10 07:37:10 AM | analyzer.0x2c125240e472e752bcfd1627ff7632b6c5265b2e | Return summary generated for setFee
[INFO] | 2024-11-10 07:37:10 AM | analyzer.0x2c125240e472e752bcfd1627ff7632b6c5265b2e | Range graph generated
[INFO] | 2024-11-10 07:37:10 AM | analyzer.0x2c125240e472e752bcfd1627ff7632b6c5265b2e | Processed function setFee
[INFO] | 2024-11-10 07:37:10 AM | analyzer.0x2c125240e472e752bcfd1627ff7632b6c5265b2e | Generating return summary for setLimitFee
[INFO] | 2024-11-10 07:37:10 AM | analyzer.0x2c125240e472e752bcfd1627ff7632b6c5265b2e | Return summary generated for setLimitFee
[INFO] | 2024-11-10 07:37:10 AM | analyzer.0x2c125240e472e752bcfd1627ff7632b6c5265b2e | Range graph generated
[INFO] | 2024-11-10 07:37:10 AM | analyzer.0x2c125240e472e752bcfd1627ff7632b6c5265b2e | Processed function setLimitFee
[INFO] | 2024-11-10 07:37:10 AM | analyzer.0x2c125240e472e752bcfd1627ff7632b6c5265b2e | Generating return summary for withdraw
[INFO] | 2024-11-10 07:37:10 AM | analyzer.0x2c125240e472e752bcfd1627ff7632b6c5265b2e | Return summary generated for withdraw
[INFO] | 2024-11-10 07:37:10 AM | analyzer.0x2c125240e472e752bcfd1627ff7632b6c5265b2e | State variable assignement do not exist
[INFO] | 2024-11-10 07:37:10 AM | analyzer.0x2c125240e472e752bcfd1627ff7632b6c5265b2e | Processed function withdraw
[INFO] | 2024-11-10 07:37:10 AM | analyzer.0x2c125240e472e752bcfd1627ff7632b6c5265b2e | Generating return summary for buy
[INFO] | 2024-11-10 07:37:10 AM | analyzer.0x2c125240e472e752bcfd1627ff7632b6c5265b2e | Return summary generated for buy
[INFO] | 2024-11-10 07:37:10 AM | analyzer.0x2c125240e472e752bcfd1627ff7632b6c5265b2e | Range graph generated
[INFO] | 2024-11-10 07:37:10 AM | analyzer.0x2c125240e472e752bcfd1627ff7632b6c5265b2e | Processed function buy
[INFO] | 2024-11-10 07:37:10 AM | analyzer.0x2c125240e472e752bcfd1627ff7632b6c5265b2e | Value Range Analysis took 0.023640 seconds
[INFO] | 2024-11-10 07:37:10 AM | analyzer.0x2c125240e472e752bcfd1627ff7632b6c5265b2e | Value Range Analysis finished
[INFO] | 2024-11-10 07:37:10 AM | analyzer.0x2c125240e472e752bcfd1627ff7632b6c5265b2e | Storage dependency graph compostion started!
[INFO] | 2024-11-10 07:37:10 AM | analyzer.0x2c125240e472e752bcfd1627ff7632b6c5265b2e | Storage dependency graph compostion finished!
[INFO] | 2024-11-10 07:37:10 AM | analyzer.0x2c125240e472e752bcfd1627ff7632b6c5265b2e | Dependency detection started!
[INFO] | 2024-11-10 07:37:10 AM | analyzer.0x2c125240e472e752bcfd1627ff7632b6c5265b2e | Dependency detection finished!
[INFO] | 2024-11-10 07:37:10 AM | analyzer.0x2c125240e472e752bcfd1627ff7632b6c5265b2e | Static Analysis took 3.448100 seconds
[INFO] | 2024-11-10 07:37:10 AM | analyzer.0x2c125240e472e752bcfd1627ff7632b6c5265b2e | Dependency does not exist
[INFO] | 2024-11-10 07:37:10 AM | analyzer.0x2c125240e472e752bcfd1627ff7632b6c5265b2e | Symbolic execution is not needed!
[INFO] | 2024-11-10 07:37:10 AM | analyzer.0x2c125240e472e752bcfd1627ff7632b6c5265b2e | Analysis finished!
[INFO] | 2024-11-10 07:37:10 AM | analyzer.0x2c125240e472e752bcfd1627ff7632b6c5265b2e | Analysis took 3.448400 seconds
[INFO] | 2024-11-10 07:37:10 AM | analyzer.0x2c125240e472e752bcfd1627ff7632b6c5265b2e | Analysis finished at: 2024-11-10 07:37:10 AM
