[INFO] | 2024-11-10 07:41:40 AM | analyzer.0x1056f5436dc817e28a24c509ff26f5912b837214 | Analysis started at: 2024-11-10 07:41:40 AM
[INFO] | 2024-11-10 07:41:44 AM | analyzer.0x1056f5436dc817e28a24c509ff26f5912b837214 | State variable assignement do not exist
[INFO] | 2024-11-10 07:41:44 AM | analyzer.0x1056f5436dc817e28a24c509ff26f5912b837214 | Processed function onlyOwner
[INFO] | 2024-11-10 07:41:44 AM | analyzer.0x1056f5436dc817e28a24c509ff26f5912b837214 | Generating return summary for constructor
[INFO] | 2024-11-10 07:41:44 AM | analyzer.0x1056f5436dc817e28a24c509ff26f5912b837214 | Return summary generated for constructor
[INFO] | 2024-11-10 07:41:44 AM | analyzer.0x1056f5436dc817e28a24c509ff26f5912b837214 | Range graph generated
[INFO] | 2024-11-10 07:41:44 AM | analyzer.0x1056f5436dc817e28a24c509ff26f5912b837214 | Processed function constructor
[INFO] | 2024-11-10 07:41:44 AM | analyzer.0x1056f5436dc817e28a24c509ff26f5912b837214 | Generating return summary for onlyValidator
[INFO] | 2024-11-10 07:41:44 AM | analyzer.0x1056f5436dc817e28a24c509ff26f5912b837214 | Return summary generated for onlyValidator
[INFO] | 2024-11-10 07:41:44 AM | analyzer.0x1056f5436dc817e28a24c509ff26f5912b837214 | State variable assignement do not exist
[INFO] | 2024-11-10 07:41:44 AM | analyzer.0x1056f5436dc817e28a24c509ff26f5912b837214 | Processed function onlyValidator
[INFO] | 2024-11-10 07:41:44 AM | analyzer.0x1056f5436dc817e28a24c509ff26f5912b837214 | Generating return summary for mul
[INFO] | 2024-11-10 07:41:44 AM | analyzer.0x1056f5436dc817e28a24c509ff26f5912b837214 | Return summary generated for mul
[INFO] | 2024-11-10 07:41:44 AM | analyzer.0x1056f5436dc817e28a24c509ff26f5912b837214 | State variable assignement do not exist
[INFO] | 2024-11-10 07:41:44 AM | analyzer.0x1056f5436dc817e28a24c509ff26f5912b837214 | Processed function mul
[INFO] | 2024-11-10 07:41:44 AM | analyzer.0x1056f5436dc817e28a24c509ff26f5912b837214 | Generating return summary for div
[INFO] | 2024-11-10 07:41:44 AM | analyzer.0x1056f5436dc817e28a24c509ff26f5912b837214 | Return summary generated for div
[INFO] | 2024-11-10 07:41:44 AM | analyzer.0x1056f5436dc817e28a24c509ff26f5912b837214 | State variable assignement do not exist
[INFO] | 2024-11-10 07:41:44 AM | analyzer.0x1056f5436dc817e28a24c509ff26f5912b837214 | Processed function div
[INFO] | 2024-11-10 07:41:44 AM | analyzer.0x1056f5436dc817e28a24c509ff26f5912b837214 | Generating return summary for sub
[INFO] | 2024-11-10 07:41:44 AM | analyzer.0x1056f5436dc817e28a24c509ff26f5912b837214 | Return summary generated for sub
[INFO] | 2024-11-10 07:41:44 AM | analyzer.0x1056f5436dc817e28a24c509ff26f5912b837214 | State variable assignement do not exist
[INFO] | 2024-11-10 07:41:44 AM | analyzer.0x1056f5436dc817e28a24c509ff26f5912b837214 | Processed function sub
[INFO] | 2024-11-10 07:41:44 AM | analyzer.0x1056f5436dc817e28a24c509ff26f5912b837214 | Generating return summary for add
[INFO] | 2024-11-10 07:41:44 AM | analyzer.0x1056f5436dc817e28a24c509ff26f5912b837214 | Return summary generated for add
[INFO] | 2024-11-10 07:41:44 AM | analyzer.0x1056f5436dc817e28a24c509ff26f5912b837214 | State variable assignement do not exist
[INFO] | 2024-11-10 07:41:44 AM | analyzer.0x1056f5436dc817e28a24c509ff26f5912b837214 | Processed function add
[INFO] | 2024-11-10 07:41:44 AM | analyzer.0x1056f5436dc817e28a24c509ff26f5912b837214 | Generating return summary for mint
[INFO] | 2024-11-10 07:41:44 AM | analyzer.0x1056f5436dc817e28a24c509ff26f5912b837214 | Return summary generated for mint
[INFO] | 2024-11-10 07:41:44 AM | analyzer.0x1056f5436dc817e28a24c509ff26f5912b837214 | State variable assignement do not exist
[INFO] | 2024-11-10 07:41:44 AM | analyzer.0x1056f5436dc817e28a24c509ff26f5912b837214 | Processed function mint
[INFO] | 2024-11-10 07:41:44 AM | analyzer.0x1056f5436dc817e28a24c509ff26f5912b837214 | Generating return summary for finishMinting
[INFO] | 2024-11-10 07:41:44 AM | analyzer.0x1056f5436dc817e28a24c509ff26f5912b837214 | Return summary generated for finishMinting
[INFO] | 2024-11-10 07:41:44 AM | analyzer.0x1056f5436dc817e28a24c509ff26f5912b837214 | State variable assignement do not exist
[INFO] | 2024-11-10 07:41:44 AM | analyzer.0x1056f5436dc817e28a24c509ff26f5912b837214 | Processed function finishMinting
[INFO] | 2024-11-10 07:41:44 AM | analyzer.0x1056f5436dc817e28a24c509ff26f5912b837214 | Generating return summary for transferOwnership
[INFO] | 2024-11-10 07:41:44 AM | analyzer.0x1056f5436dc817e28a24c509ff26f5912b837214 | Return summary generated for transferOwnership
[INFO] | 2024-11-10 07:41:44 AM | analyzer.0x1056f5436dc817e28a24c509ff26f5912b837214 | State variable assignement do not exist
[INFO] | 2024-11-10 07:41:44 AM | analyzer.0x1056f5436dc817e28a24c509ff26f5912b837214 | Processed function transferOwnership
[INFO] | 2024-11-10 07:41:44 AM | analyzer.0x1056f5436dc817e28a24c509ff26f5912b837214 | Generating return summary for constructor
[INFO] | 2024-11-10 07:41:44 AM | analyzer.0x1056f5436dc817e28a24c509ff26f5912b837214 | Return summary generated for constructor
[INFO] | 2024-11-10 07:41:44 AM | analyzer.0x1056f5436dc817e28a24c509ff26f5912b837214 | Range graph generated
[INFO] | 2024-11-10 07:41:44 AM | analyzer.0x1056f5436dc817e28a24c509ff26f5912b837214 | Processed function constructor
[INFO] | 2024-11-10 07:41:44 AM | analyzer.0x1056f5436dc817e28a24c509ff26f5912b837214 | Generating return summary for hasEnded
[INFO] | 2024-11-10 07:41:44 AM | analyzer.0x1056f5436dc817e28a24c509ff26f5912b837214 | Return summary generated for hasEnded
[INFO] | 2024-11-10 07:41:44 AM | analyzer.0x1056f5436dc817e28a24c509ff26f5912b837214 | State variable assignement do not exist
[INFO] | 2024-11-10 07:41:44 AM | analyzer.0x1056f5436dc817e28a24c509ff26f5912b837214 | Processed function hasEnded
[INFO] | 2024-11-10 07:41:44 AM | analyzer.0x1056f5436dc817e28a24c509ff26f5912b837214 | Generating return summary for forwardFunds
[INFO] | 2024-11-10 07:41:44 AM | analyzer.0x1056f5436dc817e28a24c509ff26f5912b837214 | Return summary generated for forwardFunds
[INFO] | 2024-11-10 07:41:44 AM | analyzer.0x1056f5436dc817e28a24c509ff26f5912b837214 | State variable assignement do not exist
[INFO] | 2024-11-10 07:41:44 AM | analyzer.0x1056f5436dc817e28a24c509ff26f5912b837214 | Processed function forwardFunds
[INFO] | 2024-11-10 07:41:44 AM | analyzer.0x1056f5436dc817e28a24c509ff26f5912b837214 | Generating return summary for constructor
[INFO] | 2024-11-10 07:41:44 AM | analyzer.0x1056f5436dc817e28a24c509ff26f5912b837214 | Return summary generated for constructor
[INFO] | 2024-11-10 07:41:44 AM | analyzer.0x1056f5436dc817e28a24c509ff26f5912b837214 | Range graph generated
[INFO] | 2024-11-10 07:41:44 AM | analyzer.0x1056f5436dc817e28a24c509ff26f5912b837214 | Processed function constructor
[INFO] | 2024-11-10 07:41:44 AM | analyzer.0x1056f5436dc817e28a24c509ff26f5912b837214 | Generating return summary for constructor
[INFO] | 2024-11-10 07:41:44 AM | analyzer.0x1056f5436dc817e28a24c509ff26f5912b837214 | Return summary generated for constructor
[INFO] | 2024-11-10 07:41:44 AM | analyzer.0x1056f5436dc817e28a24c509ff26f5912b837214 | Range graph generated
[INFO] | 2024-11-10 07:41:44 AM | analyzer.0x1056f5436dc817e28a24c509ff26f5912b837214 | Processed function constructor
[INFO] | 2024-11-10 07:41:44 AM | analyzer.0x1056f5436dc817e28a24c509ff26f5912b837214 | Generating return summary for hasEnded
[INFO] | 2024-11-10 07:41:44 AM | analyzer.0x1056f5436dc817e28a24c509ff26f5912b837214 | Return summary generated for hasEnded
[INFO] | 2024-11-10 07:41:44 AM | analyzer.0x1056f5436dc817e28a24c509ff26f5912b837214 | State variable assignement do not exist
[INFO] | 2024-11-10 07:41:44 AM | analyzer.0x1056f5436dc817e28a24c509ff26f5912b837214 | Processed function hasEnded
[INFO] | 2024-11-10 07:41:44 AM | analyzer.0x1056f5436dc817e28a24c509ff26f5912b837214 | Generating return summary for forwardFunds
[INFO] | 2024-11-10 07:41:44 AM | analyzer.0x1056f5436dc817e28a24c509ff26f5912b837214 | Return summary generated for forwardFunds
[INFO] | 2024-11-10 07:41:44 AM | analyzer.0x1056f5436dc817e28a24c509ff26f5912b837214 | State variable assignement do not exist
[INFO] | 2024-11-10 07:41:44 AM | analyzer.0x1056f5436dc817e28a24c509ff26f5912b837214 | Processed function forwardFunds
[INFO] | 2024-11-10 07:41:44 AM | analyzer.0x1056f5436dc817e28a24c509ff26f5912b837214 | Generating return summary for finalization
[INFO] | 2024-11-10 07:41:44 AM | analyzer.0x1056f5436dc817e28a24c509ff26f5912b837214 | Return summary generated for finalization
[INFO] | 2024-11-10 07:41:44 AM | analyzer.0x1056f5436dc817e28a24c509ff26f5912b837214 | State variable assignement do not exist
[INFO] | 2024-11-10 07:41:44 AM | analyzer.0x1056f5436dc817e28a24c509ff26f5912b837214 | Processed function finalization
[INFO] | 2024-11-10 07:41:44 AM | analyzer.0x1056f5436dc817e28a24c509ff26f5912b837214 | Generating return summary for slitherConstructorVariables
[INFO] | 2024-11-10 07:41:44 AM | analyzer.0x1056f5436dc817e28a24c509ff26f5912b837214 | Return summary generated for slitherConstructorVariables
[INFO] | 2024-11-10 07:41:44 AM | analyzer.0x1056f5436dc817e28a24c509ff26f5912b837214 | Range graph generated
[INFO] | 2024-11-10 07:41:44 AM | analyzer.0x1056f5436dc817e28a24c509ff26f5912b837214 | Processed function slitherConstructorVariables
[INFO] | 2024-11-10 07:41:44 AM | analyzer.0x1056f5436dc817e28a24c509ff26f5912b837214 | Generating return summary for onlyOwner
[INFO] | 2024-11-10 07:41:44 AM | analyzer.0x1056f5436dc817e28a24c509ff26f5912b837214 | Return summary generated for onlyOwner
[INFO] | 2024-11-10 07:41:44 AM | analyzer.0x1056f5436dc817e28a24c509ff26f5912b837214 | State variable assignement do not exist
[INFO] | 2024-11-10 07:41:44 AM | analyzer.0x1056f5436dc817e28a24c509ff26f5912b837214 | Processed function onlyOwner
[INFO] | 2024-11-10 07:41:44 AM | analyzer.0x1056f5436dc817e28a24c509ff26f5912b837214 | Generating return summary for constructor
[INFO] | 2024-11-10 07:41:44 AM | analyzer.0x1056f5436dc817e28a24c509ff26f5912b837214 | Return summary generated for constructor
[INFO] | 2024-11-10 07:41:44 AM | analyzer.0x1056f5436dc817e28a24c509ff26f5912b837214 | Range graph generated
[INFO] | 2024-11-10 07:41:44 AM | analyzer.0x1056f5436dc817e28a24c509ff26f5912b837214 | Processed function constructor
[INFO] | 2024-11-10 07:41:44 AM | analyzer.0x1056f5436dc817e28a24c509ff26f5912b837214 | Generating return summary for isInvestorApproved
[INFO] | 2024-11-10 07:41:44 AM | analyzer.0x1056f5436dc817e28a24c509ff26f5912b837214 | Return summary generated for isInvestorApproved
[INFO] | 2024-11-10 07:41:44 AM | analyzer.0x1056f5436dc817e28a24c509ff26f5912b837214 | State variable assignement do not exist
[INFO] | 2024-11-10 07:41:44 AM | analyzer.0x1056f5436dc817e28a24c509ff26f5912b837214 | Processed function isInvestorApproved
[INFO] | 2024-11-10 07:41:44 AM | analyzer.0x1056f5436dc817e28a24c509ff26f5912b837214 | Generating return summary for onlyOwner
[INFO] | 2024-11-10 07:41:44 AM | analyzer.0x1056f5436dc817e28a24c509ff26f5912b837214 | Return summary generated for onlyOwner
[INFO] | 2024-11-10 07:41:44 AM | analyzer.0x1056f5436dc817e28a24c509ff26f5912b837214 | State variable assignement do not exist
[INFO] | 2024-11-10 07:41:44 AM | analyzer.0x1056f5436dc817e28a24c509ff26f5912b837214 | Processed function onlyOwner
[INFO] | 2024-11-10 07:41:44 AM | analyzer.0x1056f5436dc817e28a24c509ff26f5912b837214 | Generating return summary for constructor
[INFO] | 2024-11-10 07:41:44 AM | analyzer.0x1056f5436dc817e28a24c509ff26f5912b837214 | Return summary generated for constructor
[INFO] | 2024-11-10 07:41:44 AM | analyzer.0x1056f5436dc817e28a24c509ff26f5912b837214 | Range graph generated
[INFO] | 2024-11-10 07:41:44 AM | analyzer.0x1056f5436dc817e28a24c509ff26f5912b837214 | Processed function constructor
[INFO] | 2024-11-10 07:41:44 AM | analyzer.0x1056f5436dc817e28a24c509ff26f5912b837214 | Generating return summary for constructor
[INFO] | 2024-11-10 07:41:44 AM | analyzer.0x1056f5436dc817e28a24c509ff26f5912b837214 | Return summary generated for constructor
[INFO] | 2024-11-10 07:41:44 AM | analyzer.0x1056f5436dc817e28a24c509ff26f5912b837214 | Range graph generated
[INFO] | 2024-11-10 07:41:44 AM | analyzer.0x1056f5436dc817e28a24c509ff26f5912b837214 | Processed function constructor
[INFO] | 2024-11-10 07:41:44 AM | analyzer.0x1056f5436dc817e28a24c509ff26f5912b837214 | Generating return summary for hasEnded
[INFO] | 2024-11-10 07:41:44 AM | analyzer.0x1056f5436dc817e28a24c509ff26f5912b837214 | Return summary generated for hasEnded
[INFO] | 2024-11-10 07:41:44 AM | analyzer.0x1056f5436dc817e28a24c509ff26f5912b837214 | State variable assignement do not exist
[INFO] | 2024-11-10 07:41:44 AM | analyzer.0x1056f5436dc817e28a24c509ff26f5912b837214 | Processed function hasEnded
[INFO] | 2024-11-10 07:41:44 AM | analyzer.0x1056f5436dc817e28a24c509ff26f5912b837214 | Generating return summary for forwardFunds
[INFO] | 2024-11-10 07:41:44 AM | analyzer.0x1056f5436dc817e28a24c509ff26f5912b837214 | Return summary generated for forwardFunds
[INFO] | 2024-11-10 07:41:44 AM | analyzer.0x1056f5436dc817e28a24c509ff26f5912b837214 | State variable assignement do not exist
[INFO] | 2024-11-10 07:41:44 AM | analyzer.0x1056f5436dc817e28a24c509ff26f5912b837214 | Processed function forwardFunds
[INFO] | 2024-11-10 07:41:44 AM | analyzer.0x1056f5436dc817e28a24c509ff26f5912b837214 | Generating return summary for finalization
[INFO] | 2024-11-10 07:41:44 AM | analyzer.0x1056f5436dc817e28a24c509ff26f5912b837214 | Return summary generated for finalization
[INFO] | 2024-11-10 07:41:44 AM | analyzer.0x1056f5436dc817e28a24c509ff26f5912b837214 | State variable assignement do not exist
[INFO] | 2024-11-10 07:41:44 AM | analyzer.0x1056f5436dc817e28a24c509ff26f5912b837214 | Processed function finalization
[INFO] | 2024-11-10 07:41:44 AM | analyzer.0x1056f5436dc817e28a24c509ff26f5912b837214 | Generating return summary for constructor
[INFO] | 2024-11-10 07:41:44 AM | analyzer.0x1056f5436dc817e28a24c509ff26f5912b837214 | Return summary generated for constructor
[INFO] | 2024-11-10 07:41:44 AM | analyzer.0x1056f5436dc817e28a24c509ff26f5912b837214 | Range graph generated
[INFO] | 2024-11-10 07:41:44 AM | analyzer.0x1056f5436dc817e28a24c509ff26f5912b837214 | Processed function constructor
[INFO] | 2024-11-10 07:41:44 AM | analyzer.0x1056f5436dc817e28a24c509ff26f5912b837214 | Generating return summary for claim
[INFO] | 2024-11-10 07:41:44 AM | analyzer.0x1056f5436dc817e28a24c509ff26f5912b837214 | Return summary generated for claim
[INFO] | 2024-11-10 07:41:44 AM | analyzer.0x1056f5436dc817e28a24c509ff26f5912b837214 | Range graph generated
[INFO] | 2024-11-10 07:41:44 AM | analyzer.0x1056f5436dc817e28a24c509ff26f5912b837214 | Processed function claim
[INFO] | 2024-11-10 07:41:44 AM | analyzer.0x1056f5436dc817e28a24c509ff26f5912b837214 | Generating return summary for forwardFunds
[INFO] | 2024-11-10 07:41:44 AM | analyzer.0x1056f5436dc817e28a24c509ff26f5912b837214 | Return summary generated for forwardFunds
[INFO] | 2024-11-10 07:41:44 AM | analyzer.0x1056f5436dc817e28a24c509ff26f5912b837214 | State variable assignement do not exist
[INFO] | 2024-11-10 07:41:44 AM | analyzer.0x1056f5436dc817e28a24c509ff26f5912b837214 | Processed function forwardFunds
[INFO] | 2024-11-10 07:41:44 AM | analyzer.0x1056f5436dc817e28a24c509ff26f5912b837214 | Generating return summary for slitherConstructorVariables
[INFO] | 2024-11-10 07:41:44 AM | analyzer.0x1056f5436dc817e28a24c509ff26f5912b837214 | Return summary generated for slitherConstructorVariables
[INFO] | 2024-11-10 07:41:44 AM | analyzer.0x1056f5436dc817e28a24c509ff26f5912b837214 | Range graph generated
[INFO] | 2024-11-10 07:41:44 AM | analyzer.0x1056f5436dc817e28a24c509ff26f5912b837214 | Processed function slitherConstructorVariables
[INFO] | 2024-11-10 07:41:44 AM | analyzer.0x1056f5436dc817e28a24c509ff26f5912b837214 | Generating return summary for onlyOwner
[INFO] | 2024-11-10 07:41:44 AM | analyzer.0x1056f5436dc817e28a24c509ff26f5912b837214 | Return summary generated for onlyOwner
[INFO] | 2024-11-10 07:41:44 AM | analyzer.0x1056f5436dc817e28a24c509ff26f5912b837214 | State variable assignement do not exist
[INFO] | 2024-11-10 07:41:44 AM | analyzer.0x1056f5436dc817e28a24c509ff26f5912b837214 | Processed function onlyOwner
[INFO] | 2024-11-10 07:41:44 AM | analyzer.0x1056f5436dc817e28a24c509ff26f5912b837214 | Generating return summary for onlyValidator
[INFO] | 2024-11-10 07:41:44 AM | analyzer.0x1056f5436dc817e28a24c509ff26f5912b837214 | Return summary generated for onlyValidator
[INFO] | 2024-11-10 07:41:44 AM | analyzer.0x1056f5436dc817e28a24c509ff26f5912b837214 | State variable assignement do not exist
[INFO] | 2024-11-10 07:41:44 AM | analyzer.0x1056f5436dc817e28a24c509ff26f5912b837214 | Processed function onlyValidator
[INFO] | 2024-11-10 07:41:44 AM | analyzer.0x1056f5436dc817e28a24c509ff26f5912b837214 | Generating return summary for checkIsAddressValid
[INFO] | 2024-11-10 07:41:44 AM | analyzer.0x1056f5436dc817e28a24c509ff26f5912b837214 | Return summary generated for checkIsAddressValid
[INFO] | 2024-11-10 07:41:44 AM | analyzer.0x1056f5436dc817e28a24c509ff26f5912b837214 | State variable assignement do not exist
[INFO] | 2024-11-10 07:41:44 AM | analyzer.0x1056f5436dc817e28a24c509ff26f5912b837214 | Processed function checkIsAddressValid
[INFO] | 2024-11-10 07:41:44 AM | analyzer.0x1056f5436dc817e28a24c509ff26f5912b837214 | Generating return summary for checkIsInvestorApproved
[INFO] | 2024-11-10 07:41:44 AM | analyzer.0x1056f5436dc817e28a24c509ff26f5912b837214 | Return summary generated for checkIsInvestorApproved
[INFO] | 2024-11-10 07:41:44 AM | analyzer.0x1056f5436dc817e28a24c509ff26f5912b837214 | State variable assignement do not exist
[INFO] | 2024-11-10 07:41:44 AM | analyzer.0x1056f5436dc817e28a24c509ff26f5912b837214 | Processed function checkIsInvestorApproved
[INFO] | 2024-11-10 07:41:44 AM | analyzer.0x1056f5436dc817e28a24c509ff26f5912b837214 | Generating return summary for constructor
[INFO] | 2024-11-10 07:41:44 AM | analyzer.0x1056f5436dc817e28a24c509ff26f5912b837214 | Return summary generated for constructor
[INFO] | 2024-11-10 07:41:44 AM | analyzer.0x1056f5436dc817e28a24c509ff26f5912b837214 | Range graph generated
[INFO] | 2024-11-10 07:41:44 AM | analyzer.0x1056f5436dc817e28a24c509ff26f5912b837214 | Processed function constructor
[INFO] | 2024-11-10 07:41:44 AM | analyzer.0x1056f5436dc817e28a24c509ff26f5912b837214 | Generating return summary for constructor
[INFO] | 2024-11-10 07:41:44 AM | analyzer.0x1056f5436dc817e28a24c509ff26f5912b837214 | Return summary generated for constructor
[INFO] | 2024-11-10 07:41:44 AM | analyzer.0x1056f5436dc817e28a24c509ff26f5912b837214 | Range graph generated
[INFO] | 2024-11-10 07:41:44 AM | analyzer.0x1056f5436dc817e28a24c509ff26f5912b837214 | Processed function constructor
[INFO] | 2024-11-10 07:41:44 AM | analyzer.0x1056f5436dc817e28a24c509ff26f5912b837214 | Generating return summary for constructor
[INFO] | 2024-11-10 07:41:44 AM | analyzer.0x1056f5436dc817e28a24c509ff26f5912b837214 | Return summary generated for constructor
[INFO] | 2024-11-10 07:41:44 AM | analyzer.0x1056f5436dc817e28a24c509ff26f5912b837214 | Range graph generated
[INFO] | 2024-11-10 07:41:44 AM | analyzer.0x1056f5436dc817e28a24c509ff26f5912b837214 | Processed function constructor
[INFO] | 2024-11-10 07:41:44 AM | analyzer.0x1056f5436dc817e28a24c509ff26f5912b837214 | Generating return summary for transferOwnership
[INFO] | 2024-11-10 07:41:44 AM | analyzer.0x1056f5436dc817e28a24c509ff26f5912b837214 | Return summary generated for transferOwnership
[INFO] | 2024-11-10 07:41:44 AM | analyzer.0x1056f5436dc817e28a24c509ff26f5912b837214 | Range graph generated
[INFO] | 2024-11-10 07:41:44 AM | analyzer.0x1056f5436dc817e28a24c509ff26f5912b837214 | Processed function transferOwnership
[INFO] | 2024-11-10 07:41:44 AM | analyzer.0x1056f5436dc817e28a24c509ff26f5912b837214 | Generating return summary for setNewValidator
[INFO] | 2024-11-10 07:41:44 AM | analyzer.0x1056f5436dc817e28a24c509ff26f5912b837214 | Return summary generated for setNewValidator
[INFO] | 2024-11-10 07:41:44 AM | analyzer.0x1056f5436dc817e28a24c509ff26f5912b837214 | Range graph generated
[INFO] | 2024-11-10 07:41:44 AM | analyzer.0x1056f5436dc817e28a24c509ff26f5912b837214 | Processed function setNewValidator
[INFO] | 2024-11-10 07:41:44 AM | analyzer.0x1056f5436dc817e28a24c509ff26f5912b837214 | Generating return summary for getTokenAmount
[INFO] | 2024-11-10 07:41:44 AM | analyzer.0x1056f5436dc817e28a24c509ff26f5912b837214 | Return summary generated for getTokenAmount
[INFO] | 2024-11-10 07:41:44 AM | analyzer.0x1056f5436dc817e28a24c509ff26f5912b837214 | State variable assignement do not exist
[INFO] | 2024-11-10 07:41:44 AM | analyzer.0x1056f5436dc817e28a24c509ff26f5912b837214 | Processed function getTokenAmount
[INFO] | 2024-11-10 07:41:44 AM | analyzer.0x1056f5436dc817e28a24c509ff26f5912b837214 | Generating return summary for getTokenAmount
[INFO] | 2024-11-10 07:41:44 AM | analyzer.0x1056f5436dc817e28a24c509ff26f5912b837214 | Return summary generated for getTokenAmount
[INFO] | 2024-11-10 07:41:44 AM | analyzer.0x1056f5436dc817e28a24c509ff26f5912b837214 | State variable assignement do not exist
[INFO] | 2024-11-10 07:41:44 AM | analyzer.0x1056f5436dc817e28a24c509ff26f5912b837214 | Processed function getTokenAmount
[INFO] | 2024-11-10 07:41:44 AM | analyzer.0x1056f5436dc817e28a24c509ff26f5912b837214 | Generating return summary for getTokenAmount
[INFO] | 2024-11-10 07:41:44 AM | analyzer.0x1056f5436dc817e28a24c509ff26f5912b837214 | Return summary generated for getTokenAmount
[INFO] | 2024-11-10 07:41:44 AM | analyzer.0x1056f5436dc817e28a24c509ff26f5912b837214 | State variable assignement do not exist
[INFO] | 2024-11-10 07:41:44 AM | analyzer.0x1056f5436dc817e28a24c509ff26f5912b837214 | Processed function getTokenAmount
[INFO] | 2024-11-10 07:41:44 AM | analyzer.0x1056f5436dc817e28a24c509ff26f5912b837214 | Generating return summary for validPurchase
[INFO] | 2024-11-10 07:41:44 AM | analyzer.0x1056f5436dc817e28a24c509ff26f5912b837214 | Return summary generated for validPurchase
[INFO] | 2024-11-10 07:41:44 AM | analyzer.0x1056f5436dc817e28a24c509ff26f5912b837214 | State variable assignement do not exist
[INFO] | 2024-11-10 07:41:44 AM | analyzer.0x1056f5436dc817e28a24c509ff26f5912b837214 | Processed function validPurchase
[INFO] | 2024-11-10 07:41:44 AM | analyzer.0x1056f5436dc817e28a24c509ff26f5912b837214 | Generating return summary for validPurchase
[INFO] | 2024-11-10 07:41:44 AM | analyzer.0x1056f5436dc817e28a24c509ff26f5912b837214 | Return summary generated for validPurchase
[INFO] | 2024-11-10 07:41:44 AM | analyzer.0x1056f5436dc817e28a24c509ff26f5912b837214 | State variable assignement do not exist
[INFO] | 2024-11-10 07:41:44 AM | analyzer.0x1056f5436dc817e28a24c509ff26f5912b837214 | Processed function validPurchase
[INFO] | 2024-11-10 07:41:44 AM | analyzer.0x1056f5436dc817e28a24c509ff26f5912b837214 | Generating return summary for validPurchase
[INFO] | 2024-11-10 07:41:44 AM | analyzer.0x1056f5436dc817e28a24c509ff26f5912b837214 | Return summary generated for validPurchase
[INFO] | 2024-11-10 07:41:44 AM | analyzer.0x1056f5436dc817e28a24c509ff26f5912b837214 | State variable assignement do not exist
[INFO] | 2024-11-10 07:41:44 AM | analyzer.0x1056f5436dc817e28a24c509ff26f5912b837214 | Processed function validPurchase
[INFO] | 2024-11-10 07:41:44 AM | analyzer.0x1056f5436dc817e28a24c509ff26f5912b837214 | Generating return summary for _approveMint
[INFO] | 2024-11-10 07:41:44 AM | analyzer.0x1056f5436dc817e28a24c509ff26f5912b837214 | Return summary generated for _approveMint
[INFO] | 2024-11-10 07:41:44 AM | analyzer.0x1056f5436dc817e28a24c509ff26f5912b837214 | Range graph generated
[INFO] | 2024-11-10 07:41:44 AM | analyzer.0x1056f5436dc817e28a24c509ff26f5912b837214 | Processed function _approveMint
[INFO] | 2024-11-10 07:41:44 AM | analyzer.0x1056f5436dc817e28a24c509ff26f5912b837214 | Generating return summary for _rejectMint
[INFO] | 2024-11-10 07:41:44 AM | analyzer.0x1056f5436dc817e28a24c509ff26f5912b837214 | Return summary generated for _rejectMint
[INFO] | 2024-11-10 07:41:44 AM | analyzer.0x1056f5436dc817e28a24c509ff26f5912b837214 | Range graph generated
