[INFO] | 2024-11-10 07:38:16 AM | analyzer.0x5bb52e85c21ca3df3c71da6d03be19cff89e7cf9 | Analysis started at: 2024-11-10 07:38:16 AM
[INFO] | 2024-11-10 07:38:17 AM | analyzer.0x5bb52e85c21ca3df3c71da6d03be19cff89e7cf9 | Processed function setManager
[INFO] | 2024-11-10 07:38:17 AM | analyzer.0x5bb52e85c21ca3df3c71da6d03be19cff89e7cf9 | Generating return summary for deposit
[INFO] | 2024-11-10 07:38:17 AM | analyzer.0x5bb52e85c21ca3df3c71da6d03be19cff89e7cf9 | Return summary generated for deposit
[INFO] | 2024-11-10 07:38:17 AM | analyzer.0x5bb52e85c21ca3df3c71da6d03be19cff89e7cf9 | Range graph generated
[INFO] | 2024-11-10 07:38:17 AM | analyzer.0x5bb52e85c21ca3df3c71da6d03be19cff89e7cf9 | Processed function deposit
[INFO] | 2024-11-10 07:38:17 AM | analyzer.0x5bb52e85c21ca3df3c71da6d03be19cff89e7cf9 | Generating return summary for credit
[INFO] | 2024-11-10 07:38:17 AM | analyzer.0x5bb52e85c21ca3df3c71da6d03be19cff89e7cf9 | Return summary generated for credit
[INFO] | 2024-11-10 07:38:17 AM | analyzer.0x5bb52e85c21ca3df3c71da6d03be19cff89e7cf9 | Range graph generated
[INFO] | 2024-11-10 07:38:17 AM | analyzer.0x5bb52e85c21ca3df3c71da6d03be19cff89e7cf9 | Processed function credit
[INFO] | 2024-11-10 07:38:17 AM | analyzer.0x5bb52e85c21ca3df3c71da6d03be19cff89e7cf9 | Generating return summary for onlyOwner
[INFO] | 2024-11-10 07:38:17 AM | analyzer.0x5bb52e85c21ca3df3c71da6d03be19cff89e7cf9 | Return summary generated for onlyOwner
[INFO] | 2024-11-10 07:38:17 AM | analyzer.0x5bb52e85c21ca3df3c71da6d03be19cff89e7cf9 | State variable assignement do not exist
[INFO] | 2024-11-10 07:38:17 AM | analyzer.0x5bb52e85c21ca3df3c71da6d03be19cff89e7cf9 | Processed function onlyOwner
[INFO] | 2024-11-10 07:38:17 AM | analyzer.0x5bb52e85c21ca3df3c71da6d03be19cff89e7cf9 | Generating return summary for onlyManager
[INFO] | 2024-11-10 07:38:17 AM | analyzer.0x5bb52e85c21ca3df3c71da6d03be19cff89e7cf9 | Return summary generated for onlyManager
[INFO] | 2024-11-10 07:38:17 AM | analyzer.0x5bb52e85c21ca3df3c71da6d03be19cff89e7cf9 | State variable assignement do not exist
[INFO] | 2024-11-10 07:38:17 AM | analyzer.0x5bb52e85c21ca3df3c71da6d03be19cff89e7cf9 | Processed function onlyManager
[INFO] | 2024-11-10 07:38:17 AM | analyzer.0x5bb52e85c21ca3df3c71da6d03be19cff89e7cf9 | Generating return summary for fallback
[INFO] | 2024-11-10 07:38:17 AM | analyzer.0x5bb52e85c21ca3df3c71da6d03be19cff89e7cf9 | Return summary generated for fallback
[INFO] | 2024-11-10 07:38:17 AM | analyzer.0x5bb52e85c21ca3df3c71da6d03be19cff89e7cf9 | Range graph generated
[INFO] | 2024-11-10 07:38:17 AM | analyzer.0x5bb52e85c21ca3df3c71da6d03be19cff89e7cf9 | Processed function fallback
[INFO] | 2024-11-10 07:38:17 AM | analyzer.0x5bb52e85c21ca3df3c71da6d03be19cff89e7cf9 | Generating return summary for withdraw
[INFO] | 2024-11-10 07:38:17 AM | analyzer.0x5bb52e85c21ca3df3c71da6d03be19cff89e7cf9 | Return summary generated for withdraw
[INFO] | 2024-11-10 07:38:17 AM | analyzer.0x5bb52e85c21ca3df3c71da6d03be19cff89e7cf9 | State variable assignement do not exist
[INFO] | 2024-11-10 07:38:17 AM | analyzer.0x5bb52e85c21ca3df3c71da6d03be19cff89e7cf9 | Processed function withdraw
[INFO] | 2024-11-10 07:38:17 AM | analyzer.0x5bb52e85c21ca3df3c71da6d03be19cff89e7cf9 | Generating return summary for close
[INFO] | 2024-11-10 07:38:17 AM | analyzer.0x5bb52e85c21ca3df3c71da6d03be19cff89e7cf9 | Return summary generated for close
[INFO] | 2024-11-10 07:38:17 AM | analyzer.0x5bb52e85c21ca3df3c71da6d03be19cff89e7cf9 | State variable assignement do not exist
[INFO] | 2024-11-10 07:38:17 AM | analyzer.0x5bb52e85c21ca3df3c71da6d03be19cff89e7cf9 | Processed function close
[INFO] | 2024-11-10 07:38:17 AM | analyzer.0x5bb52e85c21ca3df3c71da6d03be19cff89e7cf9 | Value Range Analysis took 0.006114 seconds
[INFO] | 2024-11-10 07:38:17 AM | analyzer.0x5bb52e85c21ca3df3c71da6d03be19cff89e7cf9 | Value Range Analysis finished
[INFO] | 2024-11-10 07:38:17 AM | analyzer.0x5bb52e85c21ca3df3c71da6d03be19cff89e7cf9 | Storage dependency graph compostion started!
[INFO] | 2024-11-10 07:38:17 AM | analyzer.0x5bb52e85c21ca3df3c71da6d03be19cff89e7cf9 | Storage dependency graph compostion finished!
[INFO] | 2024-11-10 07:38:17 AM | analyzer.0x5bb52e85c21ca3df3c71da6d03be19cff89e7cf9 | Dependency detection started!
[INFO] | 2024-11-10 07:38:17 AM | analyzer.0x5bb52e85c21ca3df3c71da6d03be19cff89e7cf9 | Dependency detection finished!
[INFO] | 2024-11-10 07:38:17 AM | analyzer.0x5bb52e85c21ca3df3c71da6d03be19cff89e7cf9 | Static Analysis took 1.233803 seconds
[INFO] | 2024-11-10 07:38:17 AM | analyzer.0x5bb52e85c21ca3df3c71da6d03be19cff89e7cf9 | Dependency does not exist
[INFO] | 2024-11-10 07:38:17 AM | analyzer.0x5bb52e85c21ca3df3c71da6d03be19cff89e7cf9 | Symbolic execution is not needed!
[INFO] | 2024-11-10 07:38:17 AM | analyzer.0x5bb52e85c21ca3df3c71da6d03be19cff89e7cf9 | Analysis finished!
[INFO] | 2024-11-10 07:38:17 AM | analyzer.0x5bb52e85c21ca3df3c71da6d03be19cff89e7cf9 | Analysis took 1.234101 seconds
[INFO] | 2024-11-10 07:38:17 AM | analyzer.0x5bb52e85c21ca3df3c71da6d03be19cff89e7cf9 | Analysis finished at: 2024-11-10 07:38:17 AM
