[INFO] | 2024-11-10 07:39:57 AM | analyzer.0xec94d178d97bac527fdcd4b3d4bf41b57d640c5b | Analysis started at: 2024-11-10 07:39:57 AM
[INFO] | 2024-11-10 07:39:59 AM | analyzer.0xec94d178d97bac527fdcd4b3d4bf41b57d640c5b | Processed function safeWithdrawal
[INFO] | 2024-11-10 07:39:59 AM | analyzer.0xec94d178d97bac527fdcd4b3d4bf41b57d640c5b | Value Range Analysis took 0.008097 seconds
[INFO] | 2024-11-10 07:39:59 AM | analyzer.0xec94d178d97bac527fdcd4b3d4bf41b57d640c5b | Value Range Analysis finished
[INFO] | 2024-11-10 07:39:59 AM | analyzer.0xec94d178d97bac527fdcd4b3d4bf41b57d640c5b | Storage dependency graph compostion started!
[INFO] | 2024-11-10 07:39:59 AM | analyzer.0xec94d178d97bac527fdcd4b3d4bf41b57d640c5b | Storage dependency graph compostion finished!
[INFO] | 2024-11-10 07:39:59 AM | analyzer.0xec94d178d97bac527fdcd4b3d4bf41b57d640c5b | Dependency detection started!
[INFO] | 2024-11-10 07:39:59 AM | analyzer.0xec94d178d97bac527fdcd4b3d4bf41b57d640c5b | Dependency detection finished!
[INFO] | 2024-11-10 07:39:59 AM | analyzer.0xec94d178d97bac527fdcd4b3d4bf41b57d640c5b | Static Analysis took 1.404822 seconds
[INFO] | 2024-11-10 07:39:59 AM | analyzer.0xec94d178d97bac527fdcd4b3d4bf41b57d640c5b | Dependency does not exist
[INFO] | 2024-11-10 07:39:59 AM | analyzer.0xec94d178d97bac527fdcd4b3d4bf41b57d640c5b | Symbolic execution is not needed!
[INFO] | 2024-11-10 07:39:59 AM | analyzer.0xec94d178d97bac527fdcd4b3d4bf41b57d640c5b | Analysis finished!
[INFO] | 2024-11-10 07:39:59 AM | analyzer.0xec94d178d97bac527fdcd4b3d4bf41b57d640c5b | Analysis took 1.405169 seconds
[INFO] | 2024-11-10 07:39:59 AM | analyzer.0xec94d178d97bac527fdcd4b3d4bf41b57d640c5b | Analysis finished at: 2024-11-10 07:39:59 AM
