[INFO] | 2024-11-10 07:37:19 AM | analyzer.0x969f99f3d3cb00d84634ec1ef2b8ba506955b1f7 | Analysis started at: 2024-11-10 07:37:19 AM
[INFO] | 2024-11-10 07:37:21 AM | analyzer.0x969f99f3d3cb00d84634ec1ef2b8ba506955b1f7 | Processed function onlyOwner
[INFO] | 2024-11-10 07:37:21 AM | analyzer.0x969f99f3d3cb00d84634ec1ef2b8ba506955b1f7 | Generating return summary for balanceOf
[INFO] | 2024-11-10 07:37:21 AM | analyzer.0x969f99f3d3cb00d84634ec1ef2b8ba506955b1f7 | Return summary generated for balanceOf
[INFO] | 2024-11-10 07:37:21 AM | analyzer.0x969f99f3d3cb00d84634ec1ef2b8ba506955b1f7 | State variable assignement do not exist
[INFO] | 2024-11-10 07:37:21 AM | analyzer.0x969f99f3d3cb00d84634ec1ef2b8ba506955b1f7 | Processed function balanceOf
[INFO] | 2024-11-10 07:37:21 AM | analyzer.0x969f99f3d3cb00d84634ec1ef2b8ba506955b1f7 | Generating return summary for transfer
[INFO] | 2024-11-10 07:37:21 AM | analyzer.0x969f99f3d3cb00d84634ec1ef2b8ba506955b1f7 | Return summary generated for transfer
[INFO] | 2024-11-10 07:37:21 AM | analyzer.0x969f99f3d3cb00d84634ec1ef2b8ba506955b1f7 | State variable assignement do not exist
[INFO] | 2024-11-10 07:37:21 AM | analyzer.0x969f99f3d3cb00d84634ec1ef2b8ba506955b1f7 | Processed function transfer
[INFO] | 2024-11-10 07:37:21 AM | analyzer.0x969f99f3d3cb00d84634ec1ef2b8ba506955b1f7 | Generating return summary for balanceOf
[INFO] | 2024-11-10 07:37:21 AM | analyzer.0x969f99f3d3cb00d84634ec1ef2b8ba506955b1f7 | Return summary generated for balanceOf
[INFO] | 2024-11-10 07:37:21 AM | analyzer.0x969f99f3d3cb00d84634ec1ef2b8ba506955b1f7 | State variable assignement do not exist
[INFO] | 2024-11-10 07:37:21 AM | analyzer.0x969f99f3d3cb00d84634ec1ef2b8ba506955b1f7 | Processed function balanceOf
[INFO] | 2024-11-10 07:37:21 AM | analyzer.0x969f99f3d3cb00d84634ec1ef2b8ba506955b1f7 | Generating return summary for transfer
[INFO] | 2024-11-10 07:37:21 AM | analyzer.0x969f99f3d3cb00d84634ec1ef2b8ba506955b1f7 | Return summary generated for transfer
[INFO] | 2024-11-10 07:37:21 AM | analyzer.0x969f99f3d3cb00d84634ec1ef2b8ba506955b1f7 | State variable assignement do not exist
[INFO] | 2024-11-10 07:37:21 AM | analyzer.0x969f99f3d3cb00d84634ec1ef2b8ba506955b1f7 | Processed function transfer
[INFO] | 2024-11-10 07:37:21 AM | analyzer.0x969f99f3d3cb00d84634ec1ef2b8ba506955b1f7 | Generating return summary for allowance
[INFO] | 2024-11-10 07:37:21 AM | analyzer.0x969f99f3d3cb00d84634ec1ef2b8ba506955b1f7 | Return summary generated for allowance
[INFO] | 2024-11-10 07:37:21 AM | analyzer.0x969f99f3d3cb00d84634ec1ef2b8ba506955b1f7 | State variable assignement do not exist
[INFO] | 2024-11-10 07:37:21 AM | analyzer.0x969f99f3d3cb00d84634ec1ef2b8ba506955b1f7 | Processed function allowance
[INFO] | 2024-11-10 07:37:21 AM | analyzer.0x969f99f3d3cb00d84634ec1ef2b8ba506955b1f7 | Generating return summary for transferFrom
[INFO] | 2024-11-10 07:37:21 AM | analyzer.0x969f99f3d3cb00d84634ec1ef2b8ba506955b1f7 | Return summary generated for transferFrom
[INFO] | 2024-11-10 07:37:21 AM | analyzer.0x969f99f3d3cb00d84634ec1ef2b8ba506955b1f7 | State variable assignement do not exist
[INFO] | 2024-11-10 07:37:21 AM | analyzer.0x969f99f3d3cb00d84634ec1ef2b8ba506955b1f7 | Processed function transferFrom
[INFO] | 2024-11-10 07:37:21 AM | analyzer.0x969f99f3d3cb00d84634ec1ef2b8ba506955b1f7 | Generating return summary for approve
[INFO] | 2024-11-10 07:37:21 AM | analyzer.0x969f99f3d3cb00d84634ec1ef2b8ba506955b1f7 | Return summary generated for approve
[INFO] | 2024-11-10 07:37:21 AM | analyzer.0x969f99f3d3cb00d84634ec1ef2b8ba506955b1f7 | State variable assignement do not exist
[INFO] | 2024-11-10 07:37:21 AM | analyzer.0x969f99f3d3cb00d84634ec1ef2b8ba506955b1f7 | Processed function approve
[INFO] | 2024-11-10 07:37:21 AM | analyzer.0x969f99f3d3cb00d84634ec1ef2b8ba506955b1f7 | Generating return summary for Ownable
[INFO] | 2024-11-10 07:37:21 AM | analyzer.0x969f99f3d3cb00d84634ec1ef2b8ba506955b1f7 | Return summary generated for Ownable
[INFO] | 2024-11-10 07:37:21 AM | analyzer.0x969f99f3d3cb00d84634ec1ef2b8ba506955b1f7 | Range graph generated
[INFO] | 2024-11-10 07:37:21 AM | analyzer.0x969f99f3d3cb00d84634ec1ef2b8ba506955b1f7 | Processed function Ownable
[INFO] | 2024-11-10 07:37:21 AM | analyzer.0x969f99f3d3cb00d84634ec1ef2b8ba506955b1f7 | Generating return summary for WeSendReserve
[INFO] | 2024-11-10 07:37:21 AM | analyzer.0x969f99f3d3cb00d84634ec1ef2b8ba506955b1f7 | Return summary generated for WeSendReserve
[INFO] | 2024-11-10 07:37:21 AM | analyzer.0x969f99f3d3cb00d84634ec1ef2b8ba506955b1f7 | Range graph generated
[INFO] | 2024-11-10 07:37:21 AM | analyzer.0x969f99f3d3cb00d84634ec1ef2b8ba506955b1f7 | Processed function WeSendReserve
[INFO] | 2024-11-10 07:37:21 AM | analyzer.0x969f99f3d3cb00d84634ec1ef2b8ba506955b1f7 | Generating return summary for getDeposits
[INFO] | 2024-11-10 07:37:21 AM | analyzer.0x969f99f3d3cb00d84634ec1ef2b8ba506955b1f7 | Return summary generated for getDeposits
[INFO] | 2024-11-10 07:37:21 AM | analyzer.0x969f99f3d3cb00d84634ec1ef2b8ba506955b1f7 | State variable assignement do not exist
[INFO] | 2024-11-10 07:37:21 AM | analyzer.0x969f99f3d3cb00d84634ec1ef2b8ba506955b1f7 | Processed function getDeposits
[INFO] | 2024-11-10 07:37:21 AM | analyzer.0x969f99f3d3cb00d84634ec1ef2b8ba506955b1f7 | Generating return summary for getWithdraws
[INFO] | 2024-11-10 07:37:21 AM | analyzer.0x969f99f3d3cb00d84634ec1ef2b8ba506955b1f7 | Return summary generated for getWithdraws
[INFO] | 2024-11-10 07:37:21 AM | analyzer.0x969f99f3d3cb00d84634ec1ef2b8ba506955b1f7 | State variable assignement do not exist
[INFO] | 2024-11-10 07:37:21 AM | analyzer.0x969f99f3d3cb00d84634ec1ef2b8ba506955b1f7 | Processed function getWithdraws
[INFO] | 2024-11-10 07:37:21 AM | analyzer.0x969f99f3d3cb00d84634ec1ef2b8ba506955b1f7 | Generating return summary for slitherConstructorVariables
[INFO] | 2024-11-10 07:37:21 AM | analyzer.0x969f99f3d3cb00d84634ec1ef2b8ba506955b1f7 | Return summary generated for slitherConstructorVariables
[INFO] | 2024-11-10 07:37:21 AM | analyzer.0x969f99f3d3cb00d84634ec1ef2b8ba506955b1f7 | Range graph generated
[INFO] | 2024-11-10 07:37:21 AM | analyzer.0x969f99f3d3cb00d84634ec1ef2b8ba506955b1f7 | Processed function slitherConstructorVariables
[INFO] | 2024-11-10 07:37:21 AM | analyzer.0x969f99f3d3cb00d84634ec1ef2b8ba506955b1f7 | Generating return summary for onlyOwner
[INFO] | 2024-11-10 07:37:21 AM | analyzer.0x969f99f3d3cb00d84634ec1ef2b8ba506955b1f7 | Return summary generated for onlyOwner
[INFO] | 2024-11-10 07:37:21 AM | analyzer.0x969f99f3d3cb00d84634ec1ef2b8ba506955b1f7 | State variable assignement do not exist
[INFO] | 2024-11-10 07:37:21 AM | analyzer.0x969f99f3d3cb00d84634ec1ef2b8ba506955b1f7 | Processed function onlyOwner
[INFO] | 2024-11-10 07:37:21 AM | analyzer.0x969f99f3d3cb00d84634ec1ef2b8ba506955b1f7 | Generating return summary for isAuthorized
[INFO] | 2024-11-10 07:37:21 AM | analyzer.0x969f99f3d3cb00d84634ec1ef2b8ba506955b1f7 | Return summary generated for isAuthorized
[INFO] | 2024-11-10 07:37:21 AM | analyzer.0x969f99f3d3cb00d84634ec1ef2b8ba506955b1f7 | State variable assignement do not exist
[INFO] | 2024-11-10 07:37:21 AM | analyzer.0x969f99f3d3cb00d84634ec1ef2b8ba506955b1f7 | Processed function isAuthorized
[INFO] | 2024-11-10 07:37:21 AM | analyzer.0x969f99f3d3cb00d84634ec1ef2b8ba506955b1f7 | Generating return summary for deposit
[INFO] | 2024-11-10 07:37:21 AM | analyzer.0x969f99f3d3cb00d84634ec1ef2b8ba506955b1f7 | Return summary generated for deposit
[INFO] | 2024-11-10 07:37:21 AM | analyzer.0x969f99f3d3cb00d84634ec1ef2b8ba506955b1f7 | Range graph generated
[INFO] | 2024-11-10 07:37:21 AM | analyzer.0x969f99f3d3cb00d84634ec1ef2b8ba506955b1f7 | Processed function deposit
[INFO] | 2024-11-10 07:37:21 AM | analyzer.0x969f99f3d3cb00d84634ec1ef2b8ba506955b1f7 | Generating return summary for release
[INFO] | 2024-11-10 07:37:21 AM | analyzer.0x969f99f3d3cb00d84634ec1ef2b8ba506955b1f7 | Return summary generated for release
[INFO] | 2024-11-10 07:37:21 AM | analyzer.0x969f99f3d3cb00d84634ec1ef2b8ba506955b1f7 | Range graph generated
[INFO] | 2024-11-10 07:37:21 AM | analyzer.0x969f99f3d3cb00d84634ec1ef2b8ba506955b1f7 | Processed function release
[INFO] | 2024-11-10 07:37:21 AM | analyzer.0x969f99f3d3cb00d84634ec1ef2b8ba506955b1f7 | Generating return summary for transferOwnership
[INFO] | 2024-11-10 07:37:21 AM | analyzer.0x969f99f3d3cb00d84634ec1ef2b8ba506955b1f7 | Return summary generated for transferOwnership
[INFO] | 2024-11-10 07:37:21 AM | analyzer.0x969f99f3d3cb00d84634ec1ef2b8ba506955b1f7 | Range graph generated
[INFO] | 2024-11-10 07:37:21 AM | analyzer.0x969f99f3d3cb00d84634ec1ef2b8ba506955b1f7 | Processed function transferOwnership
[INFO] | 2024-11-10 07:37:21 AM | analyzer.0x969f99f3d3cb00d84634ec1ef2b8ba506955b1f7 | Generating return summary for transferOwnership
[INFO] | 2024-11-10 07:37:21 AM | analyzer.0x969f99f3d3cb00d84634ec1ef2b8ba506955b1f7 | Return summary generated for transferOwnership
[INFO] | 2024-11-10 07:37:21 AM | analyzer.0x969f99f3d3cb00d84634ec1ef2b8ba506955b1f7 | Range graph generated
[INFO] | 2024-11-10 07:37:21 AM | analyzer.0x969f99f3d3cb00d84634ec1ef2b8ba506955b1f7 | Processed function transferOwnership
[INFO] | 2024-11-10 07:37:21 AM | analyzer.0x969f99f3d3cb00d84634ec1ef2b8ba506955b1f7 | Generating return summary for setAuthorized
[INFO] | 2024-11-10 07:37:21 AM | analyzer.0x969f99f3d3cb00d84634ec1ef2b8ba506955b1f7 | Return summary generated for setAuthorized
[INFO] | 2024-11-10 07:37:21 AM | analyzer.0x969f99f3d3cb00d84634ec1ef2b8ba506955b1f7 | Range graph generated
[INFO] | 2024-11-10 07:37:21 AM | analyzer.0x969f99f3d3cb00d84634ec1ef2b8ba506955b1f7 | Processed function setAuthorized
[INFO] | 2024-11-10 07:37:21 AM | analyzer.0x969f99f3d3cb00d84634ec1ef2b8ba506955b1f7 | Generating return summary for revokeAuthorized
[INFO] | 2024-11-10 07:37:21 AM | analyzer.0x969f99f3d3cb00d84634ec1ef2b8ba506955b1f7 | Return summary generated for revokeAuthorized
[INFO] | 2024-11-10 07:37:21 AM | analyzer.0x969f99f3d3cb00d84634ec1ef2b8ba506955b1f7 | Range graph generated
[INFO] | 2024-11-10 07:37:21 AM | analyzer.0x969f99f3d3cb00d84634ec1ef2b8ba506955b1f7 | Processed function revokeAuthorized
[INFO] | 2024-11-10 07:37:21 AM | analyzer.0x969f99f3d3cb00d84634ec1ef2b8ba506955b1f7 | Generating return summary for setMinRelease
[INFO] | 2024-11-10 07:37:21 AM | analyzer.0x969f99f3d3cb00d84634ec1ef2b8ba506955b1f7 | Return summary generated for setMinRelease
[INFO] | 2024-11-10 07:37:21 AM | analyzer.0x969f99f3d3cb00d84634ec1ef2b8ba506955b1f7 | Range graph generated
[INFO] | 2024-11-10 07:37:21 AM | analyzer.0x969f99f3d3cb00d84634ec1ef2b8ba506955b1f7 | Processed function setMinRelease
[INFO] | 2024-11-10 07:37:21 AM | analyzer.0x969f99f3d3cb00d84634ec1ef2b8ba506955b1f7 | Value Range Analysis took 0.011581 seconds
[INFO] | 2024-11-10 07:37:21 AM | analyzer.0x969f99f3d3cb00d84634ec1ef2b8ba506955b1f7 | Value Range Analysis finished
[INFO] | 2024-11-10 07:37:21 AM | analyzer.0x969f99f3d3cb00d84634ec1ef2b8ba506955b1f7 | Storage dependency graph compostion started!
[INFO] | 2024-11-10 07:37:21 AM | analyzer.0x969f99f3d3cb00d84634ec1ef2b8ba506955b1f7 | Storage dependency graph compostion finished!
[INFO] | 2024-11-10 07:37:21 AM | analyzer.0x969f99f3d3cb00d84634ec1ef2b8ba506955b1f7 | Dependency detection started!
[INFO] | 2024-11-10 07:37:21 AM | analyzer.0x969f99f3d3cb00d84634ec1ef2b8ba506955b1f7 | Dependency detection finished!
[INFO] | 2024-11-10 07:37:21 AM | analyzer.0x969f99f3d3cb00d84634ec1ef2b8ba506955b1f7 | Static Analysis took 1.763508 seconds
[INFO] | 2024-11-10 07:37:21 AM | analyzer.0x969f99f3d3cb00d84634ec1ef2b8ba506955b1f7 | Dependency does not exist
[INFO] | 2024-11-10 07:37:21 AM | analyzer.0x969f99f3d3cb00d84634ec1ef2b8ba506955b1f7 | Symbolic execution is not needed!
[INFO] | 2024-11-10 07:37:21 AM | analyzer.0x969f99f3d3cb00d84634ec1ef2b8ba506955b1f7 | Analysis finished!
[INFO] | 2024-11-10 07:37:21 AM | analyzer.0x969f99f3d3cb00d84634ec1ef2b8ba506955b1f7 | Analysis took 1.763777 seconds
[INFO] | 2024-11-10 07:37:21 AM | analyzer.0x969f99f3d3cb00d84634ec1ef2b8ba506955b1f7 | Analysis finished at: 2024-11-10 07:37:21 AM
