[INFO] | 2024-11-10 07:37:32 AM | analyzer.0x5211475520dc4a13fee1cc7c2c0c1167998bcbb8 | Analysis started at: 2024-11-10 07:37:32 AM
[INFO] | 2024-11-10 07:37:35 AM | analyzer.0x5211475520dc4a13fee1cc7c2c0c1167998bcbb8 | State variable assignement do not exist
[INFO] | 2024-11-10 07:37:35 AM | analyzer.0x5211475520dc4a13fee1cc7c2c0c1167998bcbb8 | Processed function max256
[INFO] | 2024-11-10 07:37:35 AM | analyzer.0x5211475520dc4a13fee1cc7c2c0c1167998bcbb8 | Generating return summary for min256
[INFO] | 2024-11-10 07:37:35 AM | analyzer.0x5211475520dc4a13fee1cc7c2c0c1167998bcbb8 | Return summary generated for min256
[INFO] | 2024-11-10 07:37:35 AM | analyzer.0x5211475520dc4a13fee1cc7c2c0c1167998bcbb8 | State variable assignement do not exist
[INFO] | 2024-11-10 07:37:35 AM | analyzer.0x5211475520dc4a13fee1cc7c2c0c1167998bcbb8 | Processed function min256
[INFO] | 2024-11-10 07:37:35 AM | analyzer.0x5211475520dc4a13fee1cc7c2c0c1167998bcbb8 | Generating return summary for assertSafe
[INFO] | 2024-11-10 07:37:35 AM | analyzer.0x5211475520dc4a13fee1cc7c2c0c1167998bcbb8 | Return summary generated for assertSafe
[INFO] | 2024-11-10 07:37:35 AM | analyzer.0x5211475520dc4a13fee1cc7c2c0c1167998bcbb8 | State variable assignement do not exist
[INFO] | 2024-11-10 07:37:35 AM | analyzer.0x5211475520dc4a13fee1cc7c2c0c1167998bcbb8 | Processed function assertSafe
[INFO] | 2024-11-10 07:37:35 AM | analyzer.0x5211475520dc4a13fee1cc7c2c0c1167998bcbb8 | Generating return summary for createAuctionContract
[INFO] | 2024-11-10 07:37:35 AM | analyzer.0x5211475520dc4a13fee1cc7c2c0c1167998bcbb8 | Return summary generated for createAuctionContract
[INFO] | 2024-11-10 07:37:35 AM | analyzer.0x5211475520dc4a13fee1cc7c2c0c1167998bcbb8 | State variable assignement do not exist
[INFO] | 2024-11-10 07:37:35 AM | analyzer.0x5211475520dc4a13fee1cc7c2c0c1167998bcbb8 | Processed function createAuctionContract
[INFO] | 2024-11-10 07:37:35 AM | analyzer.0x5211475520dc4a13fee1cc7c2c0c1167998bcbb8 | Generating return summary for askForRefund
[INFO] | 2024-11-10 07:37:35 AM | analyzer.0x5211475520dc4a13fee1cc7c2c0c1167998bcbb8 | Return summary generated for askForRefund
[INFO] | 2024-11-10 07:37:35 AM | analyzer.0x5211475520dc4a13fee1cc7c2c0c1167998bcbb8 | Range graph generated
[INFO] | 2024-11-10 07:37:35 AM | analyzer.0x5211475520dc4a13fee1cc7c2c0c1167998bcbb8 | Processed function askForRefund
[INFO] | 2024-11-10 07:37:35 AM | analyzer.0x5211475520dc4a13fee1cc7c2c0c1167998bcbb8 | Generating return summary for slitherConstructorVariables
[INFO] | 2024-11-10 07:37:35 AM | analyzer.0x5211475520dc4a13fee1cc7c2c0c1167998bcbb8 | Return summary generated for slitherConstructorVariables
[INFO] | 2024-11-10 07:37:35 AM | analyzer.0x5211475520dc4a13fee1cc7c2c0c1167998bcbb8 | Range graph generated
[INFO] | 2024-11-10 07:37:35 AM | analyzer.0x5211475520dc4a13fee1cc7c2c0c1167998bcbb8 | Processed function slitherConstructorVariables
[INFO] | 2024-11-10 07:37:35 AM | analyzer.0x5211475520dc4a13fee1cc7c2c0c1167998bcbb8 | Generating return summary for mul
[INFO] | 2024-11-10 07:37:35 AM | analyzer.0x5211475520dc4a13fee1cc7c2c0c1167998bcbb8 | Return summary generated for mul
[INFO] | 2024-11-10 07:37:35 AM | analyzer.0x5211475520dc4a13fee1cc7c2c0c1167998bcbb8 | State variable assignement do not exist
[INFO] | 2024-11-10 07:37:35 AM | analyzer.0x5211475520dc4a13fee1cc7c2c0c1167998bcbb8 | Processed function mul
[INFO] | 2024-11-10 07:37:35 AM | analyzer.0x5211475520dc4a13fee1cc7c2c0c1167998bcbb8 | Generating return summary for sub
[INFO] | 2024-11-10 07:37:35 AM | analyzer.0x5211475520dc4a13fee1cc7c2c0c1167998bcbb8 | Return summary generated for sub
[INFO] | 2024-11-10 07:37:35 AM | analyzer.0x5211475520dc4a13fee1cc7c2c0c1167998bcbb8 | State variable assignement do not exist
[INFO] | 2024-11-10 07:37:35 AM | analyzer.0x5211475520dc4a13fee1cc7c2c0c1167998bcbb8 | Processed function sub
[INFO] | 2024-11-10 07:37:35 AM | analyzer.0x5211475520dc4a13fee1cc7c2c0c1167998bcbb8 | Generating return summary for add
[INFO] | 2024-11-10 07:37:35 AM | analyzer.0x5211475520dc4a13fee1cc7c2c0c1167998bcbb8 | Return summary generated for add
[INFO] | 2024-11-10 07:37:35 AM | analyzer.0x5211475520dc4a13fee1cc7c2c0c1167998bcbb8 | State variable assignement do not exist
[INFO] | 2024-11-10 07:37:35 AM | analyzer.0x5211475520dc4a13fee1cc7c2c0c1167998bcbb8 | Processed function add
[INFO] | 2024-11-10 07:37:35 AM | analyzer.0x5211475520dc4a13fee1cc7c2c0c1167998bcbb8 | Generating return summary for closeAuction
[INFO] | 2024-11-10 07:37:35 AM | analyzer.0x5211475520dc4a13fee1cc7c2c0c1167998bcbb8 | Return summary generated for closeAuction
[INFO] | 2024-11-10 07:37:35 AM | analyzer.0x5211475520dc4a13fee1cc7c2c0c1167998bcbb8 | Range graph generated
[INFO] | 2024-11-10 07:37:35 AM | analyzer.0x5211475520dc4a13fee1cc7c2c0c1167998bcbb8 | Processed function closeAuction
[INFO] | 2024-11-10 07:37:35 AM | analyzer.0x5211475520dc4a13fee1cc7c2c0c1167998bcbb8 | Generating return summary for constructor
[INFO] | 2024-11-10 07:37:35 AM | analyzer.0x5211475520dc4a13fee1cc7c2c0c1167998bcbb8 | Return summary generated for constructor
[INFO] | 2024-11-10 07:37:35 AM | analyzer.0x5211475520dc4a13fee1cc7c2c0c1167998bcbb8 | Range graph generated
[INFO] | 2024-11-10 07:37:35 AM | analyzer.0x5211475520dc4a13fee1cc7c2c0c1167998bcbb8 | Processed function constructor
[INFO] | 2024-11-10 07:37:35 AM | analyzer.0x5211475520dc4a13fee1cc7c2c0c1167998bcbb8 | Generating return summary for fallback
[INFO] | 2024-11-10 07:37:35 AM | analyzer.0x5211475520dc4a13fee1cc7c2c0c1167998bcbb8 | Return summary generated for fallback
[INFO] | 2024-11-10 07:37:35 AM | analyzer.0x5211475520dc4a13fee1cc7c2c0c1167998bcbb8 | Range graph generated
[INFO] | 2024-11-10 07:37:35 AM | analyzer.0x5211475520dc4a13fee1cc7c2c0c1167998bcbb8 | Processed function fallback
[INFO] | 2024-11-10 07:37:35 AM | analyzer.0x5211475520dc4a13fee1cc7c2c0c1167998bcbb8 | Value Range Analysis took 0.008436 seconds
[INFO] | 2024-11-10 07:37:35 AM | analyzer.0x5211475520dc4a13fee1cc7c2c0c1167998bcbb8 | Value Range Analysis finished
[INFO] | 2024-11-10 07:37:35 AM | analyzer.0x5211475520dc4a13fee1cc7c2c0c1167998bcbb8 | Storage dependency graph compostion started!
[INFO] | 2024-11-10 07:37:35 AM | analyzer.0x5211475520dc4a13fee1cc7c2c0c1167998bcbb8 | Storage dependency graph compostion finished!
[INFO] | 2024-11-10 07:37:35 AM | analyzer.0x5211475520dc4a13fee1cc7c2c0c1167998bcbb8 | Dependency detection started!
[INFO] | 2024-11-10 07:37:35 AM | analyzer.0x5211475520dc4a13fee1cc7c2c0c1167998bcbb8 | Dependency detection finished!
[INFO] | 2024-11-10 07:37:35 AM | analyzer.0x5211475520dc4a13fee1cc7c2c0c1167998bcbb8 | Static Analysis took 2.148760 seconds
[INFO] | 2024-11-10 07:37:35 AM | analyzer.0x5211475520dc4a13fee1cc7c2c0c1167998bcbb8 | Dependency does not exist
[INFO] | 2024-11-10 07:37:35 AM | analyzer.0x5211475520dc4a13fee1cc7c2c0c1167998bcbb8 | Symbolic execution is not needed!
[INFO] | 2024-11-10 07:37:35 AM | analyzer.0x5211475520dc4a13fee1cc7c2c0c1167998bcbb8 | Analysis finished!
[INFO] | 2024-11-10 07:37:35 AM | analyzer.0x5211475520dc4a13fee1cc7c2c0c1167998bcbb8 | Analysis took 2.148973 seconds
[INFO] | 2024-11-10 07:37:35 AM | analyzer.0x5211475520dc4a13fee1cc7c2c0c1167998bcbb8 | Analysis finished at: 2024-11-10 07:37:35 AM
