[INFO] | 2024-09-29 03:54:23 AM | analyzer.dot-pdf | Analysis started at: 2024-09-29 03:54:23 AM
[INFO] | 2024-09-29 03:54:28 AM | analyzer.dot-pdf | DAO dependency detected in file dot-pdf.sol in contract SimpleDAO in by composing functions non_buggy_multi_call_if_1 and buggy_simple_require
[INFO] | 2024-09-29 03:54:28 AM | analyzer.dot-pdf | DAO dependency detected in file dot-pdf.sol in contract SimpleDAO in by composing functions buggy_multi_call_if_2 and simple
[INFO] | 2024-09-29 03:54:28 AM | analyzer.dot-pdf | DAO dependency detected in file dot-pdf.sol in contract SimpleDAO in by composing functions buggy_multi_call_if_2 and simple
[INFO] | 2024-09-29 03:54:29 AM | analyzer.dot-pdf | DAO dependency detected in file dot-pdf.sol in contract SimpleDAO in by composing functions buggy_multi_call_if_2 and non_buggy_multi_call_if_1
[INFO] | 2024-09-29 03:54:29 AM | analyzer.dot-pdf | DAO dependency detected in file dot-pdf.sol in contract SimpleDAO in by composing functions buggy_multi_call_if_2 and non_buggy_multi_call_if_1
[INFO] | 2024-09-29 03:54:31 AM | analyzer.dot-pdf | DAO dependency detected in file dot-pdf.sol in contract SimpleDAO in by composing functions buggy_multi_call_if_2 and buggy_multi_call_if_2
[INFO] | 2024-09-29 03:54:32 AM | analyzer.dot-pdf | DAO dependency detected in file dot-pdf.sol in contract SimpleDAO in by composing functions buggy_multi_call_if_2 and buggy_multi_call_if_2
[INFO] | 2024-09-29 03:54:33 AM | analyzer.dot-pdf | DAO dependency detected in file dot-pdf.sol in contract SimpleDAO in by composing functions buggy_multi_call_if_2 and buggy_multi_call_if_3
[INFO] | 2024-09-29 03:54:33 AM | analyzer.dot-pdf | DAO dependency detected in file dot-pdf.sol in contract SimpleDAO in by composing functions buggy_multi_call_if_2 and buggy_multi_call_if_3
[INFO] | 2024-09-29 03:54:35 AM | analyzer.dot-pdf | DAO dependency detected in file dot-pdf.sol in contract SimpleDAO in by composing functions buggy_multi_call_if_2 and non_buggy_multi_call_if_2
[INFO] | 2024-09-29 03:54:35 AM | analyzer.dot-pdf | DAO dependency detected in file dot-pdf.sol in contract SimpleDAO in by composing functions buggy_multi_call_if_2 and non_buggy_multi_call_if_2
[INFO] | 2024-09-29 03:54:36 AM | analyzer.dot-pdf | DAO dependency detected in file dot-pdf.sol in contract SimpleDAO in by composing functions buggy_multi_call_if_2 and non_buggy_multi_call_if_3
[INFO] | 2024-09-29 03:54:36 AM | analyzer.dot-pdf | DAO dependency detected in file dot-pdf.sol in contract SimpleDAO in by composing functions buggy_multi_call_if_2 and non_buggy_multi_call_if_3
[INFO] | 2024-09-29 03:54:37 AM | analyzer.dot-pdf | DAO dependency detected in file dot-pdf.sol in contract SimpleDAO in by composing functions buggy_multi_call_if_2 and buggy_simple_require
[INFO] | 2024-09-29 03:54:37 AM | analyzer.dot-pdf | DAO dependency detected in file dot-pdf.sol in contract SimpleDAO in by composing functions buggy_multi_call_if_2 and buggy_simple_require
[INFO] | 2024-09-29 03:54:37 AM | analyzer.dot-pdf | DAO dependency detected in file dot-pdf.sol in contract SimpleDAO in by composing functions buggy_multi_call_if_3 and simple
[INFO] | 2024-09-29 03:54:38 AM | analyzer.dot-pdf | DAO dependency detected in file dot-pdf.sol in contract SimpleDAO in by composing functions buggy_multi_call_if_3 and non_buggy_multi_call_if_1
[INFO] | 2024-09-29 03:54:39 AM | analyzer.dot-pdf | DAO dependency detected in file dot-pdf.sol in contract SimpleDAO in by composing functions buggy_multi_call_if_3 and buggy_multi_call_if_2
[INFO] | 2024-09-29 03:54:40 AM | analyzer.dot-pdf | DAO dependency detected in file dot-pdf.sol in contract SimpleDAO in by composing functions buggy_multi_call_if_3 and buggy_multi_call_if_3
[INFO] | 2024-09-29 03:54:41 AM | analyzer.dot-pdf | DAO dependency detected in file dot-pdf.sol in contract SimpleDAO in by composing functions buggy_multi_call_if_3 and non_buggy_multi_call_if_2
[INFO] | 2024-09-29 03:54:42 AM | analyzer.dot-pdf | DAO dependency detected in file dot-pdf.sol in contract SimpleDAO in by composing functions buggy_multi_call_if_3 and non_buggy_multi_call_if_3
[INFO] | 2024-09-29 03:54:42 AM | analyzer.dot-pdf | DAO dependency detected in file dot-pdf.sol in contract SimpleDAO in by composing functions buggy_multi_call_if_3 and buggy_simple_require
[INFO] | 2024-09-29 03:54:42 AM | analyzer.dot-pdf | DAO dependency detected in file dot-pdf.sol in contract SimpleDAO in by composing functions non_buggy_multi_call_if_2 and simple
[INFO] | 2024-09-29 03:54:43 AM | analyzer.dot-pdf | DAO dependency detected in file dot-pdf.sol in contract SimpleDAO in by composing functions non_buggy_multi_call_if_2 and simple
[INFO] | 2024-09-29 03:54:44 AM | analyzer.dot-pdf | DAO dependency detected in file dot-pdf.sol in contract SimpleDAO in by composing functions non_buggy_multi_call_if_2 and non_buggy_multi_call_if_1
[INFO] | 2024-09-29 03:54:46 AM | analyzer.dot-pdf | DAO dependency detected in file dot-pdf.sol in contract SimpleDAO in by composing functions non_buggy_multi_call_if_2 and buggy_multi_call_if_2
[INFO] | 2024-09-29 03:54:48 AM | analyzer.dot-pdf | DAO dependency detected in file dot-pdf.sol in contract SimpleDAO in by composing functions non_buggy_multi_call_if_2 and buggy_multi_call_if_3
[INFO] | 2024-09-29 03:54:49 AM | analyzer.dot-pdf | DAO dependency detected in file dot-pdf.sol in contract SimpleDAO in by composing functions non_buggy_multi_call_if_2 and non_buggy_multi_call_if_2
[INFO] | 2024-09-29 03:54:51 AM | analyzer.dot-pdf | DAO dependency detected in file dot-pdf.sol in contract SimpleDAO in by composing functions non_buggy_multi_call_if_2 and non_buggy_multi_call_if_3
[INFO] | 2024-09-29 03:54:51 AM | analyzer.dot-pdf | DAO dependency detected in file dot-pdf.sol in contract SimpleDAO in by composing functions non_buggy_multi_call_if_2 and non_buggy_multi_call_if_3
[INFO] | 2024-09-29 03:54:51 AM | analyzer.dot-pdf | DAO dependency detected in file dot-pdf.sol in contract SimpleDAO in by composing functions non_buggy_multi_call_if_2 and buggy_simple_require
[INFO] | 2024-09-29 03:54:51 AM | analyzer.dot-pdf | DAO dependency detected in file dot-pdf.sol in contract SimpleDAO in by composing functions non_buggy_multi_call_if_2 and buggy_simple_require
[INFO] | 2024-09-29 03:54:52 AM | analyzer.dot-pdf | DAO dependency detected in file dot-pdf.sol in contract SimpleDAO in by composing functions non_buggy_multi_call_if_3 and simple
[INFO] | 2024-09-29 03:54:53 AM | analyzer.dot-pdf | DAO dependency detected in file dot-pdf.sol in contract SimpleDAO in by composing functions non_buggy_multi_call_if_3 and non_buggy_multi_call_if_1
[INFO] | 2024-09-29 03:54:54 AM | analyzer.dot-pdf | DAO dependency detected in file dot-pdf.sol in contract SimpleDAO in by composing functions non_buggy_multi_call_if_3 and buggy_multi_call_if_2
[INFO] | 2024-09-29 03:54:56 AM | analyzer.dot-pdf | DAO dependency detected in file dot-pdf.sol in contract SimpleDAO in by composing functions non_buggy_multi_call_if_3 and buggy_multi_call_if_3
[INFO] | 2024-09-29 03:54:57 AM | analyzer.dot-pdf | DAO dependency detected in file dot-pdf.sol in contract SimpleDAO in by composing functions non_buggy_multi_call_if_3 and non_buggy_multi_call_if_2
[INFO] | 2024-09-29 03:54:59 AM | analyzer.dot-pdf | DAO dependency detected in file dot-pdf.sol in contract SimpleDAO in by composing functions non_buggy_multi_call_if_3 and non_buggy_multi_call_if_3
[INFO] | 2024-09-29 03:54:59 AM | analyzer.dot-pdf | DAO dependency detected in file dot-pdf.sol in contract SimpleDAO in by composing functions non_buggy_multi_call_if_3 and buggy_simple_require
[INFO] | 2024-09-29 03:54:59 AM | analyzer.dot-pdf | DAO dependency detected in file dot-pdf.sol in contract SimpleDAO in by composing functions buggy_simple_require and simple
[INFO] | 2024-09-29 03:54:59 AM | analyzer.dot-pdf | DAO dependency detected in file dot-pdf.sol in contract SimpleDAO in by composing functions buggy_simple_require and non_buggy_multi_call_if_1
[INFO] | 2024-09-29 03:55:00 AM | analyzer.dot-pdf | DAO dependency detected in file dot-pdf.sol in contract SimpleDAO in by composing functions buggy_simple_require and buggy_multi_call_if_2
[INFO] | 2024-09-29 03:55:00 AM | analyzer.dot-pdf | DAO dependency detected in file dot-pdf.sol in contract SimpleDAO in by composing functions buggy_simple_require and buggy_multi_call_if_3
[INFO] | 2024-09-29 03:55:00 AM | analyzer.dot-pdf | DAO dependency detected in file dot-pdf.sol in contract SimpleDAO in by composing functions buggy_simple_require and non_buggy_multi_call_if_2
[INFO] | 2024-09-29 03:55:01 AM | analyzer.dot-pdf | DAO dependency detected in file dot-pdf.sol in contract SimpleDAO in by composing functions buggy_simple_require and non_buggy_multi_call_if_3
[INFO] | 2024-09-29 03:55:01 AM | analyzer.dot-pdf | Dependency detection finished!
[INFO] | 2024-09-29 03:55:01 AM | analyzer.dot-pdf | Static Analysis took 37.942457 seconds
[INFO] | 2024-09-29 03:55:01 AM | analyzer.dot-pdf | Dependency exists
[INFO] | 2024-09-29 03:55:01 AM | analyzer.dot-pdf | Invoking symbolic executor!
[INFO] | 2024-09-29 03:55:12 AM | analyzer.dot-pdf | Symbolic execution took 10.888524 seconds
[INFO] | 2024-09-29 03:55:12 AM | analyzer.dot-pdf | Symbolic execution finished!
[INFO] | 2024-09-29 03:55:12 AM | analyzer.dot-pdf | Analysis finished!
[INFO] | 2024-09-29 03:55:12 AM | analyzer.dot-pdf | Analysis took 48.831561 seconds
[INFO] | 2024-09-29 03:55:12 AM | analyzer.dot-pdf | Analysis finished at: 2024-09-29 03:55:12 AM
