[INFO] | 2024-11-10 07:38:50 AM | analyzer.0x1bd367eeb05d9c7f8b5ba488df1878d9b983ebfd | Analysis started at: 2024-11-10 07:38:50 AM
[INFO] | 2024-11-10 07:38:51 AM | analyzer.0x1bd367eeb05d9c7f8b5ba488df1878d9b983ebfd | Processed function slitherConstructorVariables
[INFO] | 2024-11-10 07:38:51 AM | analyzer.0x1bd367eeb05d9c7f8b5ba488df1878d9b983ebfd | Generating return summary for onlyOwner
[INFO] | 2024-11-10 07:38:51 AM | analyzer.0x1bd367eeb05d9c7f8b5ba488df1878d9b983ebfd | Return summary generated for onlyOwner
[INFO] | 2024-11-10 07:38:51 AM | analyzer.0x1bd367eeb05d9c7f8b5ba488df1878d9b983ebfd | State variable assignement do not exist
[INFO] | 2024-11-10 07:38:51 AM | analyzer.0x1bd367eeb05d9c7f8b5ba488df1878d9b983ebfd | Processed function onlyOwner
[INFO] | 2024-11-10 07:38:51 AM | analyzer.0x1bd367eeb05d9c7f8b5ba488df1878d9b983ebfd | Generating return summary for getUnsoldTokens
[INFO] | 2024-11-10 07:38:51 AM | analyzer.0x1bd367eeb05d9c7f8b5ba488df1878d9b983ebfd | Return summary generated for getUnsoldTokens
[INFO] | 2024-11-10 07:38:51 AM | analyzer.0x1bd367eeb05d9c7f8b5ba488df1878d9b983ebfd | State variable assignement do not exist
[INFO] | 2024-11-10 07:38:51 AM | analyzer.0x1bd367eeb05d9c7f8b5ba488df1878d9b983ebfd | Processed function getUnsoldTokens
[INFO] | 2024-11-10 07:38:51 AM | analyzer.0x1bd367eeb05d9c7f8b5ba488df1878d9b983ebfd | Generating return summary for getUnsoldTokensWithDecimals
[INFO] | 2024-11-10 07:38:51 AM | analyzer.0x1bd367eeb05d9c7f8b5ba488df1878d9b983ebfd | Return summary generated for getUnsoldTokensWithDecimals
[INFO] | 2024-11-10 07:38:51 AM | analyzer.0x1bd367eeb05d9c7f8b5ba488df1878d9b983ebfd | State variable assignement do not exist
[INFO] | 2024-11-10 07:38:51 AM | analyzer.0x1bd367eeb05d9c7f8b5ba488df1878d9b983ebfd | Processed function getUnsoldTokensWithDecimals
[INFO] | 2024-11-10 07:38:51 AM | analyzer.0x1bd367eeb05d9c7f8b5ba488df1878d9b983ebfd | Generating return summary for fallback
[INFO] | 2024-11-10 07:38:51 AM | analyzer.0x1bd367eeb05d9c7f8b5ba488df1878d9b983ebfd | Return summary generated for fallback
[INFO] | 2024-11-10 07:38:51 AM | analyzer.0x1bd367eeb05d9c7f8b5ba488df1878d9b983ebfd | Range graph generated
[INFO] | 2024-11-10 07:38:51 AM | analyzer.0x1bd367eeb05d9c7f8b5ba488df1878d9b983ebfd | Processed function fallback
[INFO] | 2024-11-10 07:38:51 AM | analyzer.0x1bd367eeb05d9c7f8b5ba488df1878d9b983ebfd | Generating return summary for checkAdmin
[INFO] | 2024-11-10 07:38:51 AM | analyzer.0x1bd367eeb05d9c7f8b5ba488df1878d9b983ebfd | Return summary generated for checkAdmin
[INFO] | 2024-11-10 07:38:51 AM | analyzer.0x1bd367eeb05d9c7f8b5ba488df1878d9b983ebfd | Range graph generated
[INFO] | 2024-11-10 07:38:51 AM | analyzer.0x1bd367eeb05d9c7f8b5ba488df1878d9b983ebfd | Processed function checkAdmin
[INFO] | 2024-11-10 07:38:51 AM | analyzer.0x1bd367eeb05d9c7f8b5ba488df1878d9b983ebfd | Generating return summary for closeCrowdsale
[INFO] | 2024-11-10 07:38:51 AM | analyzer.0x1bd367eeb05d9c7f8b5ba488df1878d9b983ebfd | Return summary generated for closeCrowdsale
[INFO] | 2024-11-10 07:38:51 AM | analyzer.0x1bd367eeb05d9c7f8b5ba488df1878d9b983ebfd | Range graph generated
[INFO] | 2024-11-10 07:38:51 AM | analyzer.0x1bd367eeb05d9c7f8b5ba488df1878d9b983ebfd | Processed function closeCrowdsale
[INFO] | 2024-11-10 07:38:51 AM | analyzer.0x1bd367eeb05d9c7f8b5ba488df1878d9b983ebfd | Value Range Analysis took 0.003556 seconds
[INFO] | 2024-11-10 07:38:51 AM | analyzer.0x1bd367eeb05d9c7f8b5ba488df1878d9b983ebfd | Value Range Analysis finished
[INFO] | 2024-11-10 07:38:51 AM | analyzer.0x1bd367eeb05d9c7f8b5ba488df1878d9b983ebfd | Storage dependency graph compostion started!
[INFO] | 2024-11-10 07:38:51 AM | analyzer.0x1bd367eeb05d9c7f8b5ba488df1878d9b983ebfd | Storage dependency graph compostion finished!
[INFO] | 2024-11-10 07:38:51 AM | analyzer.0x1bd367eeb05d9c7f8b5ba488df1878d9b983ebfd | Dependency detection started!
[INFO] | 2024-11-10 07:38:51 AM | analyzer.0x1bd367eeb05d9c7f8b5ba488df1878d9b983ebfd | Dependency detection finished!
[INFO] | 2024-11-10 07:38:51 AM | analyzer.0x1bd367eeb05d9c7f8b5ba488df1878d9b983ebfd | Static Analysis took 1.297698 seconds
[INFO] | 2024-11-10 07:38:51 AM | analyzer.0x1bd367eeb05d9c7f8b5ba488df1878d9b983ebfd | Dependency does not exist
[INFO] | 2024-11-10 07:38:51 AM | analyzer.0x1bd367eeb05d9c7f8b5ba488df1878d9b983ebfd | Symbolic execution is not needed!
[INFO] | 2024-11-10 07:38:51 AM | analyzer.0x1bd367eeb05d9c7f8b5ba488df1878d9b983ebfd | Analysis finished!
[INFO] | 2024-11-10 07:38:51 AM | analyzer.0x1bd367eeb05d9c7f8b5ba488df1878d9b983ebfd | Analysis took 1.297903 seconds
[INFO] | 2024-11-10 07:38:51 AM | analyzer.0x1bd367eeb05d9c7f8b5ba488df1878d9b983ebfd | Analysis finished at: 2024-11-10 07:38:51 AM
