[INFO] | 2024-11-10 07:39:20 AM | analyzer.0x26436e73fdd02adde8ae7ab61fa660d6f7926e6f | Analysis started at: 2024-11-10 07:39:20 AM
[INFO] | 2024-11-10 07:39:22 AM | analyzer.0x26436e73fdd02adde8ae7ab61fa660d6f7926e6f | State variable assignement do not exist
[INFO] | 2024-11-10 07:39:22 AM | analyzer.0x26436e73fdd02adde8ae7ab61fa660d6f7926e6f | Processed function transferFrom
[INFO] | 2024-11-10 07:39:22 AM | analyzer.0x26436e73fdd02adde8ae7ab61fa660d6f7926e6f | Generating return summary for approve
[INFO] | 2024-11-10 07:39:22 AM | analyzer.0x26436e73fdd02adde8ae7ab61fa660d6f7926e6f | Return summary generated for approve
[INFO] | 2024-11-10 07:39:22 AM | analyzer.0x26436e73fdd02adde8ae7ab61fa660d6f7926e6f | State variable assignement do not exist
[INFO] | 2024-11-10 07:39:22 AM | analyzer.0x26436e73fdd02adde8ae7ab61fa660d6f7926e6f | Processed function approve
[INFO] | 2024-11-10 07:39:22 AM | analyzer.0x26436e73fdd02adde8ae7ab61fa660d6f7926e6f | Generating return summary for allowance
[INFO] | 2024-11-10 07:39:22 AM | analyzer.0x26436e73fdd02adde8ae7ab61fa660d6f7926e6f | Return summary generated for allowance
[INFO] | 2024-11-10 07:39:22 AM | analyzer.0x26436e73fdd02adde8ae7ab61fa660d6f7926e6f | State variable assignement do not exist
[INFO] | 2024-11-10 07:39:22 AM | analyzer.0x26436e73fdd02adde8ae7ab61fa660d6f7926e6f | Processed function allowance
[INFO] | 2024-11-10 07:39:22 AM | analyzer.0x26436e73fdd02adde8ae7ab61fa660d6f7926e6f | Generating return summary for mul
[INFO] | 2024-11-10 07:39:22 AM | analyzer.0x26436e73fdd02adde8ae7ab61fa660d6f7926e6f | Return summary generated for mul
[INFO] | 2024-11-10 07:39:22 AM | analyzer.0x26436e73fdd02adde8ae7ab61fa660d6f7926e6f | State variable assignement do not exist
[INFO] | 2024-11-10 07:39:22 AM | analyzer.0x26436e73fdd02adde8ae7ab61fa660d6f7926e6f | Processed function mul
[INFO] | 2024-11-10 07:39:22 AM | analyzer.0x26436e73fdd02adde8ae7ab61fa660d6f7926e6f | Generating return summary for div
[INFO] | 2024-11-10 07:39:22 AM | analyzer.0x26436e73fdd02adde8ae7ab61fa660d6f7926e6f | Return summary generated for div
[INFO] | 2024-11-10 07:39:22 AM | analyzer.0x26436e73fdd02adde8ae7ab61fa660d6f7926e6f | State variable assignement do not exist
[INFO] | 2024-11-10 07:39:22 AM | analyzer.0x26436e73fdd02adde8ae7ab61fa660d6f7926e6f | Processed function div
[INFO] | 2024-11-10 07:39:22 AM | analyzer.0x26436e73fdd02adde8ae7ab61fa660d6f7926e6f | Generating return summary for sub
[INFO] | 2024-11-10 07:39:22 AM | analyzer.0x26436e73fdd02adde8ae7ab61fa660d6f7926e6f | Return summary generated for sub
[INFO] | 2024-11-10 07:39:22 AM | analyzer.0x26436e73fdd02adde8ae7ab61fa660d6f7926e6f | State variable assignement do not exist
[INFO] | 2024-11-10 07:39:22 AM | analyzer.0x26436e73fdd02adde8ae7ab61fa660d6f7926e6f | Processed function sub
[INFO] | 2024-11-10 07:39:22 AM | analyzer.0x26436e73fdd02adde8ae7ab61fa660d6f7926e6f | Generating return summary for add
[INFO] | 2024-11-10 07:39:22 AM | analyzer.0x26436e73fdd02adde8ae7ab61fa660d6f7926e6f | Return summary generated for add
[INFO] | 2024-11-10 07:39:22 AM | analyzer.0x26436e73fdd02adde8ae7ab61fa660d6f7926e6f | State variable assignement do not exist
[INFO] | 2024-11-10 07:39:22 AM | analyzer.0x26436e73fdd02adde8ae7ab61fa660d6f7926e6f | Processed function add
[INFO] | 2024-11-10 07:39:22 AM | analyzer.0x26436e73fdd02adde8ae7ab61fa660d6f7926e6f | Generating return summary for hasEnded
[INFO] | 2024-11-10 07:39:22 AM | analyzer.0x26436e73fdd02adde8ae7ab61fa660d6f7926e6f | Return summary generated for hasEnded
[INFO] | 2024-11-10 07:39:22 AM | analyzer.0x26436e73fdd02adde8ae7ab61fa660d6f7926e6f | State variable assignement do not exist
[INFO] | 2024-11-10 07:39:22 AM | analyzer.0x26436e73fdd02adde8ae7ab61fa660d6f7926e6f | Processed function hasEnded
[INFO] | 2024-11-10 07:39:22 AM | analyzer.0x26436e73fdd02adde8ae7ab61fa660d6f7926e6f | Generating return summary for forwardFunds
[INFO] | 2024-11-10 07:39:22 AM | analyzer.0x26436e73fdd02adde8ae7ab61fa660d6f7926e6f | Return summary generated for forwardFunds
[INFO] | 2024-11-10 07:39:22 AM | analyzer.0x26436e73fdd02adde8ae7ab61fa660d6f7926e6f | State variable assignement do not exist
[INFO] | 2024-11-10 07:39:22 AM | analyzer.0x26436e73fdd02adde8ae7ab61fa660d6f7926e6f | Processed function forwardFunds
[INFO] | 2024-11-10 07:39:22 AM | analyzer.0x26436e73fdd02adde8ae7ab61fa660d6f7926e6f | Generating return summary for slitherConstructorVariables
[INFO] | 2024-11-10 07:39:22 AM | analyzer.0x26436e73fdd02adde8ae7ab61fa660d6f7926e6f | Return summary generated for slitherConstructorVariables
[INFO] | 2024-11-10 07:39:22 AM | analyzer.0x26436e73fdd02adde8ae7ab61fa660d6f7926e6f | Range graph generated
[INFO] | 2024-11-10 07:39:22 AM | analyzer.0x26436e73fdd02adde8ae7ab61fa660d6f7926e6f | Processed function slitherConstructorVariables
[INFO] | 2024-11-10 07:39:22 AM | analyzer.0x26436e73fdd02adde8ae7ab61fa660d6f7926e6f | Generating return summary for onlyOwner
[INFO] | 2024-11-10 07:39:22 AM | analyzer.0x26436e73fdd02adde8ae7ab61fa660d6f7926e6f | Return summary generated for onlyOwner
[INFO] | 2024-11-10 07:39:22 AM | analyzer.0x26436e73fdd02adde8ae7ab61fa660d6f7926e6f | State variable assignement do not exist
[INFO] | 2024-11-10 07:39:22 AM | analyzer.0x26436e73fdd02adde8ae7ab61fa660d6f7926e6f | Processed function onlyOwner
[INFO] | 2024-11-10 07:39:22 AM | analyzer.0x26436e73fdd02adde8ae7ab61fa660d6f7926e6f | Generating return summary for tokensAvailable
[INFO] | 2024-11-10 07:39:22 AM | analyzer.0x26436e73fdd02adde8ae7ab61fa660d6f7926e6f | Return summary generated for tokensAvailable
[INFO] | 2024-11-10 07:39:22 AM | analyzer.0x26436e73fdd02adde8ae7ab61fa660d6f7926e6f | State variable assignement do not exist
[INFO] | 2024-11-10 07:39:22 AM | analyzer.0x26436e73fdd02adde8ae7ab61fa660d6f7926e6f | Processed function tokensAvailable
[INFO] | 2024-11-10 07:39:22 AM | analyzer.0x26436e73fdd02adde8ae7ab61fa660d6f7926e6f | Generating return summary for Crowdsale
[INFO] | 2024-11-10 07:39:22 AM | analyzer.0x26436e73fdd02adde8ae7ab61fa660d6f7926e6f | Return summary generated for Crowdsale
[INFO] | 2024-11-10 07:39:22 AM | analyzer.0x26436e73fdd02adde8ae7ab61fa660d6f7926e6f | Range graph generated
[INFO] | 2024-11-10 07:39:22 AM | analyzer.0x26436e73fdd02adde8ae7ab61fa660d6f7926e6f | Processed function Crowdsale
[INFO] | 2024-11-10 07:39:22 AM | analyzer.0x26436e73fdd02adde8ae7ab61fa660d6f7926e6f | Generating return summary for rateUpgrade
[INFO] | 2024-11-10 07:39:22 AM | analyzer.0x26436e73fdd02adde8ae7ab61fa660d6f7926e6f | Return summary generated for rateUpgrade
[INFO] | 2024-11-10 07:39:22 AM | analyzer.0x26436e73fdd02adde8ae7ab61fa660d6f7926e6f | Range graph generated
[INFO] | 2024-11-10 07:39:22 AM | analyzer.0x26436e73fdd02adde8ae7ab61fa660d6f7926e6f | Processed function rateUpgrade
[INFO] | 2024-11-10 07:39:22 AM | analyzer.0x26436e73fdd02adde8ae7ab61fa660d6f7926e6f | Generating return summary for getTokenAmount
[INFO] | 2024-11-10 07:39:22 AM | analyzer.0x26436e73fdd02adde8ae7ab61fa660d6f7926e6f | Return summary generated for getTokenAmount
[INFO] | 2024-11-10 07:39:22 AM | analyzer.0x26436e73fdd02adde8ae7ab61fa660d6f7926e6f | State variable assignement do not exist
[INFO] | 2024-11-10 07:39:22 AM | analyzer.0x26436e73fdd02adde8ae7ab61fa660d6f7926e6f | Processed function getTokenAmount
[INFO] | 2024-11-10 07:39:22 AM | analyzer.0x26436e73fdd02adde8ae7ab61fa660d6f7926e6f | Generating return summary for validPurchase
[INFO] | 2024-11-10 07:39:22 AM | analyzer.0x26436e73fdd02adde8ae7ab61fa660d6f7926e6f | Return summary generated for validPurchase
[INFO] | 2024-11-10 07:39:22 AM | analyzer.0x26436e73fdd02adde8ae7ab61fa660d6f7926e6f | State variable assignement do not exist
[INFO] | 2024-11-10 07:39:22 AM | analyzer.0x26436e73fdd02adde8ae7ab61fa660d6f7926e6f | Processed function validPurchase
[INFO] | 2024-11-10 07:39:22 AM | analyzer.0x26436e73fdd02adde8ae7ab61fa660d6f7926e6f | Generating return summary for getRate
[INFO] | 2024-11-10 07:39:22 AM | analyzer.0x26436e73fdd02adde8ae7ab61fa660d6f7926e6f | Return summary generated for getRate
[INFO] | 2024-11-10 07:39:22 AM | analyzer.0x26436e73fdd02adde8ae7ab61fa660d6f7926e6f | State variable assignement do not exist
[INFO] | 2024-11-10 07:39:22 AM | analyzer.0x26436e73fdd02adde8ae7ab61fa660d6f7926e6f | Processed function getRate
[INFO] | 2024-11-10 07:39:22 AM | analyzer.0x26436e73fdd02adde8ae7ab61fa660d6f7926e6f | Generating return summary for getWallet
[INFO] | 2024-11-10 07:39:22 AM | analyzer.0x26436e73fdd02adde8ae7ab61fa660d6f7926e6f | Return summary generated for getWallet
[INFO] | 2024-11-10 07:39:22 AM | analyzer.0x26436e73fdd02adde8ae7ab61fa660d6f7926e6f | State variable assignement do not exist
[INFO] | 2024-11-10 07:39:22 AM | analyzer.0x26436e73fdd02adde8ae7ab61fa660d6f7926e6f | Processed function getWallet
[INFO] | 2024-11-10 07:39:22 AM | analyzer.0x26436e73fdd02adde8ae7ab61fa660d6f7926e6f | Generating return summary for destroy
[INFO] | 2024-11-10 07:39:22 AM | analyzer.0x26436e73fdd02adde8ae7ab61fa660d6f7926e6f | Return summary generated for destroy
[INFO] | 2024-11-10 07:39:22 AM | analyzer.0x26436e73fdd02adde8ae7ab61fa660d6f7926e6f | State variable assignement do not exist
[INFO] | 2024-11-10 07:39:22 AM | analyzer.0x26436e73fdd02adde8ae7ab61fa660d6f7926e6f | Processed function destroy
[INFO] | 2024-11-10 07:39:22 AM | analyzer.0x26436e73fdd02adde8ae7ab61fa660d6f7926e6f | Generating return summary for buyTokens
[INFO] | 2024-11-10 07:39:22 AM | analyzer.0x26436e73fdd02adde8ae7ab61fa660d6f7926e6f | Return summary generated for buyTokens
[INFO] | 2024-11-10 07:39:22 AM | analyzer.0x26436e73fdd02adde8ae7ab61fa660d6f7926e6f | Range graph generated
[INFO] | 2024-11-10 07:39:22 AM | analyzer.0x26436e73fdd02adde8ae7ab61fa660d6f7926e6f | Processed function buyTokens
[INFO] | 2024-11-10 07:39:22 AM | analyzer.0x26436e73fdd02adde8ae7ab61fa660d6f7926e6f | Generating return summary for fallback
[INFO] | 2024-11-10 07:39:22 AM | analyzer.0x26436e73fdd02adde8ae7ab61fa660d6f7926e6f | Return summary generated for fallback
[INFO] | 2024-11-10 07:39:22 AM | analyzer.0x26436e73fdd02adde8ae7ab61fa660d6f7926e6f | Range graph generated
[INFO] | 2024-11-10 07:39:22 AM | analyzer.0x26436e73fdd02adde8ae7ab61fa660d6f7926e6f | Processed function fallback
[INFO] | 2024-11-10 07:39:22 AM | analyzer.0x26436e73fdd02adde8ae7ab61fa660d6f7926e6f | Value Range Analysis took 0.009534 seconds
[INFO] | 2024-11-10 07:39:22 AM | analyzer.0x26436e73fdd02adde8ae7ab61fa660d6f7926e6f | Value Range Analysis finished
[INFO] | 2024-11-10 07:39:22 AM | analyzer.0x26436e73fdd02adde8ae7ab61fa660d6f7926e6f | Storage dependency graph compostion started!
[INFO] | 2024-11-10 07:39:22 AM | analyzer.0x26436e73fdd02adde8ae7ab61fa660d6f7926e6f | Storage dependency graph compostion finished!
[INFO] | 2024-11-10 07:39:22 AM | analyzer.0x26436e73fdd02adde8ae7ab61fa660d6f7926e6f | Dependency detection started!
[INFO] | 2024-11-10 07:39:22 AM | analyzer.0x26436e73fdd02adde8ae7ab61fa660d6f7926e6f | Dependency detection finished!
[INFO] | 2024-11-10 07:39:22 AM | analyzer.0x26436e73fdd02adde8ae7ab61fa660d6f7926e6f | Static Analysis took 1.995188 seconds
[INFO] | 2024-11-10 07:39:22 AM | analyzer.0x26436e73fdd02adde8ae7ab61fa660d6f7926e6f | Dependency does not exist
[INFO] | 2024-11-10 07:39:22 AM | analyzer.0x26436e73fdd02adde8ae7ab61fa660d6f7926e6f | Symbolic execution is not needed!
[INFO] | 2024-11-10 07:39:22 AM | analyzer.0x26436e73fdd02adde8ae7ab61fa660d6f7926e6f | Analysis finished!
[INFO] | 2024-11-10 07:39:22 AM | analyzer.0x26436e73fdd02adde8ae7ab61fa660d6f7926e6f | Analysis took 1.995398 seconds
[INFO] | 2024-11-10 07:39:22 AM | analyzer.0x26436e73fdd02adde8ae7ab61fa660d6f7926e6f | Analysis finished at: 2024-11-10 07:39:22 AM
