[INFO] | 2024-11-10 07:40:37 AM | analyzer.0xefcc5dcaba4a93046b5f5c24c1281c685154214c | Analysis started at: 2024-11-10 07:40:37 AM
[INFO] | 2024-11-10 07:40:39 AM | analyzer.0xefcc5dcaba4a93046b5f5c24c1281c685154214c | Generating return summary for vestTokens
[INFO] | 2024-11-10 07:40:39 AM | analyzer.0xefcc5dcaba4a93046b5f5c24c1281c685154214c | Return summary generated for vestTokens
[INFO] | 2024-11-10 07:40:39 AM | analyzer.0xefcc5dcaba4a93046b5f5c24c1281c685154214c | Range graph generated
[INFO] | 2024-11-10 07:40:39 AM | analyzer.0xefcc5dcaba4a93046b5f5c24c1281c685154214c | Processed function vestTokens
[INFO] | 2024-11-10 07:40:39 AM | analyzer.0xefcc5dcaba4a93046b5f5c24c1281c685154214c | Generating return summary for slitherConstructorVariables
[INFO] | 2024-11-10 07:40:39 AM | analyzer.0xefcc5dcaba4a93046b5f5c24c1281c685154214c | Return summary generated for slitherConstructorVariables
[INFO] | 2024-11-10 07:40:39 AM | analyzer.0xefcc5dcaba4a93046b5f5c24c1281c685154214c | Range graph generated
[INFO] | 2024-11-10 07:40:39 AM | analyzer.0xefcc5dcaba4a93046b5f5c24c1281c685154214c | Processed function slitherConstructorVariables
[INFO] | 2024-11-10 07:40:39 AM | analyzer.0xefcc5dcaba4a93046b5f5c24c1281c685154214c | Generating return summary for claimTokens
[INFO] | 2024-11-10 07:40:39 AM | analyzer.0xefcc5dcaba4a93046b5f5c24c1281c685154214c | Return summary generated for claimTokens
[INFO] | 2024-11-10 07:40:39 AM | analyzer.0xefcc5dcaba4a93046b5f5c24c1281c685154214c | Range graph generated
[INFO] | 2024-11-10 07:40:39 AM | analyzer.0xefcc5dcaba4a93046b5f5c24c1281c685154214c | Processed function claimTokens
[INFO] | 2024-11-10 07:40:39 AM | analyzer.0xefcc5dcaba4a93046b5f5c24c1281c685154214c | Generating return summary for withdrawDistributionCRL
[INFO] | 2024-11-10 07:40:39 AM | analyzer.0xefcc5dcaba4a93046b5f5c24c1281c685154214c | Return summary generated for withdrawDistributionCRL
[INFO] | 2024-11-10 07:40:39 AM | analyzer.0xefcc5dcaba4a93046b5f5c24c1281c685154214c | State variable assignement do not exist
[INFO] | 2024-11-10 07:40:39 AM | analyzer.0xefcc5dcaba4a93046b5f5c24c1281c685154214c | Processed function withdrawDistributionCRL
[INFO] | 2024-11-10 07:40:39 AM | analyzer.0xefcc5dcaba4a93046b5f5c24c1281c685154214c | Generating return summary for fallback
[INFO] | 2024-11-10 07:40:39 AM | analyzer.0xefcc5dcaba4a93046b5f5c24c1281c685154214c | Return summary generated for fallback
[INFO] | 2024-11-10 07:40:39 AM | analyzer.0xefcc5dcaba4a93046b5f5c24c1281c685154214c | Range graph generated
[INFO] | 2024-11-10 07:40:39 AM | analyzer.0xefcc5dcaba4a93046b5f5c24c1281c685154214c | Processed function fallback
[INFO] | 2024-11-10 07:40:39 AM | analyzer.0xefcc5dcaba4a93046b5f5c24c1281c685154214c | Value Range Analysis took 0.010718 seconds
[INFO] | 2024-11-10 07:40:39 AM | analyzer.0xefcc5dcaba4a93046b5f5c24c1281c685154214c | Value Range Analysis finished
[INFO] | 2024-11-10 07:40:39 AM | analyzer.0xefcc5dcaba4a93046b5f5c24c1281c685154214c | Storage dependency graph compostion started!
[INFO] | 2024-11-10 07:40:39 AM | analyzer.0xefcc5dcaba4a93046b5f5c24c1281c685154214c | Storage dependency graph compostion finished!
[INFO] | 2024-11-10 07:40:39 AM | analyzer.0xefcc5dcaba4a93046b5f5c24c1281c685154214c | Dependency detection started!
[INFO] | 2024-11-10 07:40:39 AM | analyzer.0xefcc5dcaba4a93046b5f5c24c1281c685154214c | Dependency detection finished!
[INFO] | 2024-11-10 07:40:39 AM | analyzer.0xefcc5dcaba4a93046b5f5c24c1281c685154214c | Static Analysis took 1.887818 seconds
[INFO] | 2024-11-10 07:40:39 AM | analyzer.0xefcc5dcaba4a93046b5f5c24c1281c685154214c | Dependency does not exist
[INFO] | 2024-11-10 07:40:39 AM | analyzer.0xefcc5dcaba4a93046b5f5c24c1281c685154214c | Symbolic execution is not needed!
[INFO] | 2024-11-10 07:40:39 AM | analyzer.0xefcc5dcaba4a93046b5f5c24c1281c685154214c | Analysis finished!
[INFO] | 2024-11-10 07:40:39 AM | analyzer.0xefcc5dcaba4a93046b5f5c24c1281c685154214c | Analysis took 1.888004 seconds
[INFO] | 2024-11-10 07:40:39 AM | analyzer.0xefcc5dcaba4a93046b5f5c24c1281c685154214c | Analysis finished at: 2024-11-10 07:40:39 AM

real	0m3.312s
user	0m4.513s
sys	0m2.810s
