[INFO] | 2024-11-10 07:39:49 AM | analyzer.0x308af1c4759dcb9f2ac2accdcd301862702df40f | Analysis started at: 2024-11-10 07:39:49 AM
[INFO] | 2024-11-10 07:39:52 AM | analyzer.0x308af1c4759dcb9f2ac2accdcd301862702df40f | Return summary generated for constructor
[INFO] | 2024-11-10 07:39:52 AM | analyzer.0x308af1c4759dcb9f2ac2accdcd301862702df40f | Range graph generated
[INFO] | 2024-11-10 07:39:52 AM | analyzer.0x308af1c4759dcb9f2ac2accdcd301862702df40f | Processed function constructor
[INFO] | 2024-11-10 07:39:52 AM | analyzer.0x308af1c4759dcb9f2ac2accdcd301862702df40f | Generating return summary for _transferOwnership
[INFO] | 2024-11-10 07:39:52 AM | analyzer.0x308af1c4759dcb9f2ac2accdcd301862702df40f | Return summary generated for _transferOwnership
[INFO] | 2024-11-10 07:39:52 AM | analyzer.0x308af1c4759dcb9f2ac2accdcd301862702df40f | Range graph generated
[INFO] | 2024-11-10 07:39:52 AM | analyzer.0x308af1c4759dcb9f2ac2accdcd301862702df40f | Processed function _transferOwnership
[INFO] | 2024-11-10 07:39:52 AM | analyzer.0x308af1c4759dcb9f2ac2accdcd301862702df40f | Generating return summary for onlyOwner
[INFO] | 2024-11-10 07:39:52 AM | analyzer.0x308af1c4759dcb9f2ac2accdcd301862702df40f | Return summary generated for onlyOwner
[INFO] | 2024-11-10 07:39:52 AM | analyzer.0x308af1c4759dcb9f2ac2accdcd301862702df40f | State variable assignement do not exist
[INFO] | 2024-11-10 07:39:52 AM | analyzer.0x308af1c4759dcb9f2ac2accdcd301862702df40f | Processed function onlyOwner
[INFO] | 2024-11-10 07:39:52 AM | analyzer.0x308af1c4759dcb9f2ac2accdcd301862702df40f | Generating return summary for onlyAllowed
[INFO] | 2024-11-10 07:39:52 AM | analyzer.0x308af1c4759dcb9f2ac2accdcd301862702df40f | Return summary generated for onlyAllowed
[INFO] | 2024-11-10 07:39:52 AM | analyzer.0x308af1c4759dcb9f2ac2accdcd301862702df40f | State variable assignement do not exist
[INFO] | 2024-11-10 07:39:52 AM | analyzer.0x308af1c4759dcb9f2ac2accdcd301862702df40f | Processed function onlyAllowed
[INFO] | 2024-11-10 07:39:52 AM | analyzer.0x308af1c4759dcb9f2ac2accdcd301862702df40f | Generating return summary for totalSupply
[INFO] | 2024-11-10 07:39:52 AM | analyzer.0x308af1c4759dcb9f2ac2accdcd301862702df40f | Return summary generated for totalSupply
[INFO] | 2024-11-10 07:39:52 AM | analyzer.0x308af1c4759dcb9f2ac2accdcd301862702df40f | State variable assignement do not exist
[INFO] | 2024-11-10 07:39:52 AM | analyzer.0x308af1c4759dcb9f2ac2accdcd301862702df40f | Processed function totalSupply
[INFO] | 2024-11-10 07:39:52 AM | analyzer.0x308af1c4759dcb9f2ac2accdcd301862702df40f | Generating return summary for balanceOf
[INFO] | 2024-11-10 07:39:52 AM | analyzer.0x308af1c4759dcb9f2ac2accdcd301862702df40f | Return summary generated for balanceOf
[INFO] | 2024-11-10 07:39:52 AM | analyzer.0x308af1c4759dcb9f2ac2accdcd301862702df40f | State variable assignement do not exist
[INFO] | 2024-11-10 07:39:52 AM | analyzer.0x308af1c4759dcb9f2ac2accdcd301862702df40f | Processed function balanceOf
[INFO] | 2024-11-10 07:39:52 AM | analyzer.0x308af1c4759dcb9f2ac2accdcd301862702df40f | Generating return summary for allowance
[INFO] | 2024-11-10 07:39:52 AM | analyzer.0x308af1c4759dcb9f2ac2accdcd301862702df40f | Return summary generated for allowance
[INFO] | 2024-11-10 07:39:52 AM | analyzer.0x308af1c4759dcb9f2ac2accdcd301862702df40f | State variable assignement do not exist
[INFO] | 2024-11-10 07:39:52 AM | analyzer.0x308af1c4759dcb9f2ac2accdcd301862702df40f | Processed function allowance
[INFO] | 2024-11-10 07:39:52 AM | analyzer.0x308af1c4759dcb9f2ac2accdcd301862702df40f | Generating return summary for transfer
[INFO] | 2024-11-10 07:39:52 AM | analyzer.0x308af1c4759dcb9f2ac2accdcd301862702df40f | Return summary generated for transfer
[INFO] | 2024-11-10 07:39:52 AM | analyzer.0x308af1c4759dcb9f2ac2accdcd301862702df40f | State variable assignement do not exist
[INFO] | 2024-11-10 07:39:52 AM | analyzer.0x308af1c4759dcb9f2ac2accdcd301862702df40f | Processed function transfer
[INFO] | 2024-11-10 07:39:52 AM | analyzer.0x308af1c4759dcb9f2ac2accdcd301862702df40f | Generating return summary for approve
[INFO] | 2024-11-10 07:39:52 AM | analyzer.0x308af1c4759dcb9f2ac2accdcd301862702df40f | Return summary generated for approve
[INFO] | 2024-11-10 07:39:52 AM | analyzer.0x308af1c4759dcb9f2ac2accdcd301862702df40f | State variable assignement do not exist
[INFO] | 2024-11-10 07:39:52 AM | analyzer.0x308af1c4759dcb9f2ac2accdcd301862702df40f | Processed function approve
[INFO] | 2024-11-10 07:39:52 AM | analyzer.0x308af1c4759dcb9f2ac2accdcd301862702df40f | Generating return summary for transferFrom
[INFO] | 2024-11-10 07:39:52 AM | analyzer.0x308af1c4759dcb9f2ac2accdcd301862702df40f | Return summary generated for transferFrom
[INFO] | 2024-11-10 07:39:52 AM | analyzer.0x308af1c4759dcb9f2ac2accdcd301862702df40f | State variable assignement do not exist
[INFO] | 2024-11-10 07:39:52 AM | analyzer.0x308af1c4759dcb9f2ac2accdcd301862702df40f | Processed function transferFrom
[INFO] | 2024-11-10 07:39:52 AM | analyzer.0x308af1c4759dcb9f2ac2accdcd301862702df40f | Generating return summary for constructor
[INFO] | 2024-11-10 07:39:52 AM | analyzer.0x308af1c4759dcb9f2ac2accdcd301862702df40f | Return summary generated for constructor
[INFO] | 2024-11-10 07:39:52 AM | analyzer.0x308af1c4759dcb9f2ac2accdcd301862702df40f | Range graph generated
[INFO] | 2024-11-10 07:39:52 AM | analyzer.0x308af1c4759dcb9f2ac2accdcd301862702df40f | Processed function constructor
[INFO] | 2024-11-10 07:39:52 AM | analyzer.0x308af1c4759dcb9f2ac2accdcd301862702df40f | Generating return summary for _transferOwnership
[INFO] | 2024-11-10 07:39:52 AM | analyzer.0x308af1c4759dcb9f2ac2accdcd301862702df40f | Return summary generated for _transferOwnership
[INFO] | 2024-11-10 07:39:52 AM | analyzer.0x308af1c4759dcb9f2ac2accdcd301862702df40f | Range graph generated
[INFO] | 2024-11-10 07:39:52 AM | analyzer.0x308af1c4759dcb9f2ac2accdcd301862702df40f | Processed function _transferOwnership
[INFO] | 2024-11-10 07:39:52 AM | analyzer.0x308af1c4759dcb9f2ac2accdcd301862702df40f | Generating return summary for constructor
[INFO] | 2024-11-10 07:39:52 AM | analyzer.0x308af1c4759dcb9f2ac2accdcd301862702df40f | Return summary generated for constructor
[INFO] | 2024-11-10 07:39:52 AM | analyzer.0x308af1c4759dcb9f2ac2accdcd301862702df40f | Range graph generated
[INFO] | 2024-11-10 07:39:52 AM | analyzer.0x308af1c4759dcb9f2ac2accdcd301862702df40f | Processed function constructor
[INFO] | 2024-11-10 07:39:52 AM | analyzer.0x308af1c4759dcb9f2ac2accdcd301862702df40f | Generating return summary for createTransaction
[INFO] | 2024-11-10 07:39:52 AM | analyzer.0x308af1c4759dcb9f2ac2accdcd301862702df40f | Return summary generated for createTransaction
[INFO] | 2024-11-10 07:39:52 AM | analyzer.0x308af1c4759dcb9f2ac2accdcd301862702df40f | Range graph generated
[INFO] | 2024-11-10 07:39:52 AM | analyzer.0x308af1c4759dcb9f2ac2accdcd301862702df40f | Processed function createTransaction
[INFO] | 2024-11-10 07:39:52 AM | analyzer.0x308af1c4759dcb9f2ac2accdcd301862702df40f | Generating return summary for cancelTransaction
[INFO] | 2024-11-10 07:39:52 AM | analyzer.0x308af1c4759dcb9f2ac2accdcd301862702df40f | Return summary generated for cancelTransaction
[INFO] | 2024-11-10 07:39:52 AM | analyzer.0x308af1c4759dcb9f2ac2accdcd301862702df40f | State variable assignement do not exist
[INFO] | 2024-11-10 07:39:52 AM | analyzer.0x308af1c4759dcb9f2ac2accdcd301862702df40f | Processed function cancelTransaction
[INFO] | 2024-11-10 07:39:52 AM | analyzer.0x308af1c4759dcb9f2ac2accdcd301862702df40f | Generating return summary for onlyOwner
[INFO] | 2024-11-10 07:39:52 AM | analyzer.0x308af1c4759dcb9f2ac2accdcd301862702df40f | Return summary generated for onlyOwner
[INFO] | 2024-11-10 07:39:52 AM | analyzer.0x308af1c4759dcb9f2ac2accdcd301862702df40f | State variable assignement do not exist
[INFO] | 2024-11-10 07:39:52 AM | analyzer.0x308af1c4759dcb9f2ac2accdcd301862702df40f | Processed function onlyOwner
[INFO] | 2024-11-10 07:39:52 AM | analyzer.0x308af1c4759dcb9f2ac2accdcd301862702df40f | Generating return summary for onlyAllowed
[INFO] | 2024-11-10 07:39:52 AM | analyzer.0x308af1c4759dcb9f2ac2accdcd301862702df40f | Return summary generated for onlyAllowed
[INFO] | 2024-11-10 07:39:52 AM | analyzer.0x308af1c4759dcb9f2ac2accdcd301862702df40f | State variable assignement do not exist
[INFO] | 2024-11-10 07:39:52 AM | analyzer.0x308af1c4759dcb9f2ac2accdcd301862702df40f | Processed function onlyAllowed
[INFO] | 2024-11-10 07:39:52 AM | analyzer.0x308af1c4759dcb9f2ac2accdcd301862702df40f | Generating return summary for transferOwnership
[INFO] | 2024-11-10 07:39:52 AM | analyzer.0x308af1c4759dcb9f2ac2accdcd301862702df40f | Return summary generated for transferOwnership
[INFO] | 2024-11-10 07:39:52 AM | analyzer.0x308af1c4759dcb9f2ac2accdcd301862702df40f | Range graph generated
[INFO] | 2024-11-10 07:39:52 AM | analyzer.0x308af1c4759dcb9f2ac2accdcd301862702df40f | Processed function transferOwnership
[INFO] | 2024-11-10 07:39:52 AM | analyzer.0x308af1c4759dcb9f2ac2accdcd301862702df40f | Generating return summary for transferOwnership
[INFO] | 2024-11-10 07:39:52 AM | analyzer.0x308af1c4759dcb9f2ac2accdcd301862702df40f | Return summary generated for transferOwnership
[INFO] | 2024-11-10 07:39:52 AM | analyzer.0x308af1c4759dcb9f2ac2accdcd301862702df40f | Range graph generated
[INFO] | 2024-11-10 07:39:52 AM | analyzer.0x308af1c4759dcb9f2ac2accdcd301862702df40f | Processed function transferOwnership
[INFO] | 2024-11-10 07:39:52 AM | analyzer.0x308af1c4759dcb9f2ac2accdcd301862702df40f | Generating return summary for identify
[INFO] | 2024-11-10 07:39:52 AM | analyzer.0x308af1c4759dcb9f2ac2accdcd301862702df40f | Return summary generated for identify
[INFO] | 2024-11-10 07:39:52 AM | analyzer.0x308af1c4759dcb9f2ac2accdcd301862702df40f | Range graph generated
[INFO] | 2024-11-10 07:39:52 AM | analyzer.0x308af1c4759dcb9f2ac2accdcd301862702df40f | Processed function identify
[INFO] | 2024-11-10 07:39:52 AM | analyzer.0x308af1c4759dcb9f2ac2accdcd301862702df40f | Generating return summary for revoke
[INFO] | 2024-11-10 07:39:52 AM | analyzer.0x308af1c4759dcb9f2ac2accdcd301862702df40f | Return summary generated for revoke
[INFO] | 2024-11-10 07:39:52 AM | analyzer.0x308af1c4759dcb9f2ac2accdcd301862702df40f | Range graph generated
[INFO] | 2024-11-10 07:39:52 AM | analyzer.0x308af1c4759dcb9f2ac2accdcd301862702df40f | Processed function revoke
[INFO] | 2024-11-10 07:39:52 AM | analyzer.0x308af1c4759dcb9f2ac2accdcd301862702df40f | Generating return summary for setUint
[INFO] | 2024-11-10 07:39:52 AM | analyzer.0x308af1c4759dcb9f2ac2accdcd301862702df40f | Return summary generated for setUint
[INFO] | 2024-11-10 07:39:52 AM | analyzer.0x308af1c4759dcb9f2ac2accdcd301862702df40f | Range graph generated
[INFO] | 2024-11-10 07:39:52 AM | analyzer.0x308af1c4759dcb9f2ac2accdcd301862702df40f | Processed function setUint
[INFO] | 2024-11-10 07:39:52 AM | analyzer.0x308af1c4759dcb9f2ac2accdcd301862702df40f | Generating return summary for setAddress
[INFO] | 2024-11-10 07:39:52 AM | analyzer.0x308af1c4759dcb9f2ac2accdcd301862702df40f | Return summary generated for setAddress
[INFO] | 2024-11-10 07:39:52 AM | analyzer.0x308af1c4759dcb9f2ac2accdcd301862702df40f | Range graph generated
[INFO] | 2024-11-10 07:39:52 AM | analyzer.0x308af1c4759dcb9f2ac2accdcd301862702df40f | Processed function setAddress
[INFO] | 2024-11-10 07:39:52 AM | analyzer.0x308af1c4759dcb9f2ac2accdcd301862702df40f | Generating return summary for selfDestruct
[INFO] | 2024-11-10 07:39:52 AM | analyzer.0x308af1c4759dcb9f2ac2accdcd301862702df40f | Return summary generated for selfDestruct
[INFO] | 2024-11-10 07:39:52 AM | analyzer.0x308af1c4759dcb9f2ac2accdcd301862702df40f | State variable assignement do not exist
[INFO] | 2024-11-10 07:39:52 AM | analyzer.0x308af1c4759dcb9f2ac2accdcd301862702df40f | Processed function selfDestruct
[INFO] | 2024-11-10 07:39:52 AM | analyzer.0x308af1c4759dcb9f2ac2accdcd301862702df40f | Generating return summary for getUint
[INFO] | 2024-11-10 07:39:52 AM | analyzer.0x308af1c4759dcb9f2ac2accdcd301862702df40f | Return summary generated for getUint
[INFO] | 2024-11-10 07:39:52 AM | analyzer.0x308af1c4759dcb9f2ac2accdcd301862702df40f | State variable assignement do not exist
[INFO] | 2024-11-10 07:39:52 AM | analyzer.0x308af1c4759dcb9f2ac2accdcd301862702df40f | Processed function getUint
[INFO] | 2024-11-10 07:39:52 AM | analyzer.0x308af1c4759dcb9f2ac2accdcd301862702df40f | Generating return summary for getAddress
[INFO] | 2024-11-10 07:39:52 AM | analyzer.0x308af1c4759dcb9f2ac2accdcd301862702df40f | Return summary generated for getAddress
[INFO] | 2024-11-10 07:39:52 AM | analyzer.0x308af1c4759dcb9f2ac2accdcd301862702df40f | State variable assignement do not exist
[INFO] | 2024-11-10 07:39:52 AM | analyzer.0x308af1c4759dcb9f2ac2accdcd301862702df40f | Processed function getAddress
[INFO] | 2024-11-10 07:39:52 AM | analyzer.0x308af1c4759dcb9f2ac2accdcd301862702df40f | Generating return summary for getAllowedStatus
[INFO] | 2024-11-10 07:39:52 AM | analyzer.0x308af1c4759dcb9f2ac2accdcd301862702df40f | Return summary generated for getAllowedStatus
[INFO] | 2024-11-10 07:39:52 AM | analyzer.0x308af1c4759dcb9f2ac2accdcd301862702df40f | State variable assignement do not exist
[INFO] | 2024-11-10 07:39:52 AM | analyzer.0x308af1c4759dcb9f2ac2accdcd301862702df40f | Processed function getAllowedStatus
[INFO] | 2024-11-10 07:39:52 AM | analyzer.0x308af1c4759dcb9f2ac2accdcd301862702df40f | Generating return summary for r1
[INFO] | 2024-11-10 07:39:52 AM | analyzer.0x308af1c4759dcb9f2ac2accdcd301862702df40f | Return summary generated for r1
[INFO] | 2024-11-10 07:39:52 AM | analyzer.0x308af1c4759dcb9f2ac2accdcd301862702df40f | State variable assignement do not exist
[INFO] | 2024-11-10 07:39:52 AM | analyzer.0x308af1c4759dcb9f2ac2accdcd301862702df40f | Processed function r1
[INFO] | 2024-11-10 07:39:52 AM | analyzer.0x308af1c4759dcb9f2ac2accdcd301862702df40f | Generating return summary for r2
[INFO] | 2024-11-10 07:39:52 AM | analyzer.0x308af1c4759dcb9f2ac2accdcd301862702df40f | Return summary generated for r2
[INFO] | 2024-11-10 07:39:52 AM | analyzer.0x308af1c4759dcb9f2ac2accdcd301862702df40f | State variable assignement do not exist
[INFO] | 2024-11-10 07:39:52 AM | analyzer.0x308af1c4759dcb9f2ac2accdcd301862702df40f | Processed function r2
[INFO] | 2024-11-10 07:39:52 AM | analyzer.0x308af1c4759dcb9f2ac2accdcd301862702df40f | Generating return summary for transferOwnership
[INFO] | 2024-11-10 07:39:52 AM | analyzer.0x308af1c4759dcb9f2ac2accdcd301862702df40f | Return summary generated for transferOwnership
[INFO] | 2024-11-10 07:39:52 AM | analyzer.0x308af1c4759dcb9f2ac2accdcd301862702df40f | Range graph generated
[INFO] | 2024-11-10 07:39:52 AM | analyzer.0x308af1c4759dcb9f2ac2accdcd301862702df40f | Processed function transferOwnership
[INFO] | 2024-11-10 07:39:52 AM | analyzer.0x308af1c4759dcb9f2ac2accdcd301862702df40f | Generating return summary for Eternal
[INFO] | 2024-11-10 07:39:52 AM | analyzer.0x308af1c4759dcb9f2ac2accdcd301862702df40f | Return summary generated for Eternal
[INFO] | 2024-11-10 07:39:52 AM | analyzer.0x308af1c4759dcb9f2ac2accdcd301862702df40f | Range graph generated
[INFO] | 2024-11-10 07:39:52 AM | analyzer.0x308af1c4759dcb9f2ac2accdcd301862702df40f | Processed function Eternal
[INFO] | 2024-11-10 07:39:52 AM | analyzer.0x308af1c4759dcb9f2ac2accdcd301862702df40f | Generating return summary for selfDestruct
[INFO] | 2024-11-10 07:39:52 AM | analyzer.0x308af1c4759dcb9f2ac2accdcd301862702df40f | Return summary generated for selfDestruct
[INFO] | 2024-11-10 07:39:52 AM | analyzer.0x308af1c4759dcb9f2ac2accdcd301862702df40f | State variable assignement do not exist
[INFO] | 2024-11-10 07:39:52 AM | analyzer.0x308af1c4759dcb9f2ac2accdcd301862702df40f | Processed function selfDestruct
[INFO] | 2024-11-10 07:39:52 AM | analyzer.0x308af1c4759dcb9f2ac2accdcd301862702df40f | Generating return summary for status
[INFO] | 2024-11-10 07:39:52 AM | analyzer.0x308af1c4759dcb9f2ac2accdcd301862702df40f | Return summary generated for status
[INFO] | 2024-11-10 07:39:52 AM | analyzer.0x308af1c4759dcb9f2ac2accdcd301862702df40f | State variable assignement do not exist
[INFO] | 2024-11-10 07:39:52 AM | analyzer.0x308af1c4759dcb9f2ac2accdcd301862702df40f | Processed function status
[INFO] | 2024-11-10 07:39:52 AM | analyzer.0x308af1c4759dcb9f2ac2accdcd301862702df40f | Generating return summary for transferOwnership
[INFO] | 2024-11-10 07:39:52 AM | analyzer.0x308af1c4759dcb9f2ac2accdcd301862702df40f | Return summary generated for transferOwnership
[INFO] | 2024-11-10 07:39:52 AM | analyzer.0x308af1c4759dcb9f2ac2accdcd301862702df40f | Range graph generated
[INFO] | 2024-11-10 07:39:52 AM | analyzer.0x308af1c4759dcb9f2ac2accdcd301862702df40f | Processed function transferOwnership
[INFO] | 2024-11-10 07:39:52 AM | analyzer.0x308af1c4759dcb9f2ac2accdcd301862702df40f | Generating return summary for constructor
[INFO] | 2024-11-10 07:39:52 AM | analyzer.0x308af1c4759dcb9f2ac2accdcd301862702df40f | Return summary generated for constructor
[INFO] | 2024-11-10 07:39:52 AM | analyzer.0x308af1c4759dcb9f2ac2accdcd301862702df40f | Range graph generated
[INFO] | 2024-11-10 07:39:52 AM | analyzer.0x308af1c4759dcb9f2ac2accdcd301862702df40f | Processed function constructor
[INFO] | 2024-11-10 07:39:52 AM | analyzer.0x308af1c4759dcb9f2ac2accdcd301862702df40f | Generating return summary for createTokenTransaction
[INFO] | 2024-11-10 07:39:52 AM | analyzer.0x308af1c4759dcb9f2ac2accdcd301862702df40f | Return summary generated for createTokenTransaction
[INFO] | 2024-11-10 07:39:52 AM | analyzer.0x308af1c4759dcb9f2ac2accdcd301862702df40f | Range graph generated
[INFO] | 2024-11-10 07:39:52 AM | analyzer.0x308af1c4759dcb9f2ac2accdcd301862702df40f | Processed function createTokenTransaction
[INFO] | 2024-11-10 07:39:52 AM | analyzer.0x308af1c4759dcb9f2ac2accdcd301862702df40f | Generating return summary for cancelTokenTransaction
[INFO] | 2024-11-10 07:39:52 AM | analyzer.0x308af1c4759dcb9f2ac2accdcd301862702df40f | Return summary generated for cancelTokenTransaction
[INFO] | 2024-11-10 07:39:52 AM | analyzer.0x308af1c4759dcb9f2ac2accdcd301862702df40f | Range graph generated
[INFO] | 2024-11-10 07:39:52 AM | analyzer.0x308af1c4759dcb9f2ac2accdcd301862702df40f | Processed function cancelTokenTransaction
[INFO] | 2024-11-10 07:39:52 AM | analyzer.0x308af1c4759dcb9f2ac2accdcd301862702df40f | Generating return summary for resync
[INFO] | 2024-11-10 07:39:52 AM | analyzer.0x308af1c4759dcb9f2ac2accdcd301862702df40f | Return summary generated for resync
[INFO] | 2024-11-10 07:39:52 AM | analyzer.0x308af1c4759dcb9f2ac2accdcd301862702df40f | Range graph generated
[INFO] | 2024-11-10 07:39:52 AM | analyzer.0x308af1c4759dcb9f2ac2accdcd301862702df40f | Processed function resync
[INFO] | 2024-11-10 07:39:52 AM | analyzer.0x308af1c4759dcb9f2ac2accdcd301862702df40f | Generating return summary for variables
[INFO] | 2024-11-10 07:39:52 AM | analyzer.0x308af1c4759dcb9f2ac2accdcd301862702df40f | Return summary generated for variables
[INFO] | 2024-11-10 07:39:52 AM | analyzer.0x308af1c4759dcb9f2ac2accdcd301862702df40f | State variable assignement do not exist
[INFO] | 2024-11-10 07:39:52 AM | analyzer.0x308af1c4759dcb9f2ac2accdcd301862702df40f | Processed function variables
[INFO] | 2024-11-10 07:39:52 AM | analyzer.0x308af1c4759dcb9f2ac2accdcd301862702df40f | Generating return summary for recovery
[INFO] | 2024-11-10 07:39:52 AM | analyzer.0x308af1c4759dcb9f2ac2accdcd301862702df40f | Return summary generated for recovery
[INFO] | 2024-11-10 07:39:52 AM | analyzer.0x308af1c4759dcb9f2ac2accdcd301862702df40f | State variable assignement do not exist
[INFO] | 2024-11-10 07:39:52 AM | analyzer.0x308af1c4759dcb9f2ac2accdcd301862702df40f | Processed function recovery
[INFO] | 2024-11-10 07:39:52 AM | analyzer.0x308af1c4759dcb9f2ac2accdcd301862702df40f | Generating return summary for cancel
[INFO] | 2024-11-10 07:39:52 AM | analyzer.0x308af1c4759dcb9f2ac2accdcd301862702df40f | Return summary generated for cancel
[INFO] | 2024-11-10 07:39:52 AM | analyzer.0x308af1c4759dcb9f2ac2accdcd301862702df40f | Range graph generated
[INFO] | 2024-11-10 07:39:52 AM | analyzer.0x308af1c4759dcb9f2ac2accdcd301862702df40f | Processed function cancel
[INFO] | 2024-11-10 07:39:52 AM | analyzer.0x308af1c4759dcb9f2ac2accdcd301862702df40f | Generating return summary for userRecover
[INFO] | 2024-11-10 07:39:52 AM | analyzer.0x308af1c4759dcb9f2ac2accdcd301862702df40f | Return summary generated for userRecover
[INFO] | 2024-11-10 07:39:52 AM | analyzer.0x308af1c4759dcb9f2ac2accdcd301862702df40f | Range graph generated
[INFO] | 2024-11-10 07:39:52 AM | analyzer.0x308af1c4759dcb9f2ac2accdcd301862702df40f | Processed function userRecover
[INFO] | 2024-11-10 07:39:52 AM | analyzer.0x308af1c4759dcb9f2ac2accdcd301862702df40f | Generating return summary for releaseFunds
[INFO] | 2024-11-10 07:39:52 AM | analyzer.0x308af1c4759dcb9f2ac2accdcd301862702df40f | Return summary generated for releaseFunds
[INFO] | 2024-11-10 07:39:52 AM | analyzer.0x308af1c4759dcb9f2ac2accdcd301862702df40f | Range graph generated
[INFO] | 2024-11-10 07:39:52 AM | analyzer.0x308af1c4759dcb9f2ac2accdcd301862702df40f | Processed function releaseFunds
[INFO] | 2024-11-10 07:39:52 AM | analyzer.0x308af1c4759dcb9f2ac2accdcd301862702df40f | Generating return summary for release
[INFO] | 2024-11-10 07:39:52 AM | analyzer.0x308af1c4759dcb9f2ac2accdcd301862702df40f | Return summary generated for release
[INFO] | 2024-11-10 07:39:52 AM | analyzer.0x308af1c4759dcb9f2ac2accdcd301862702df40f | Range graph generated
[INFO] | 2024-11-10 07:39:52 AM | analyzer.0x308af1c4759dcb9f2ac2accdcd301862702df40f | Processed function release
[INFO] | 2024-11-10 07:39:52 AM | analyzer.0x308af1c4759dcb9f2ac2accdcd301862702df40f | Value Range Analysis took 0.017072 seconds
[INFO] | 2024-11-10 07:39:52 AM | analyzer.0x308af1c4759dcb9f2ac2accdcd301862702df40f | Value Range Analysis finished
[INFO] | 2024-11-10 07:39:52 AM | analyzer.0x308af1c4759dcb9f2ac2accdcd301862702df40f | Storage dependency graph compostion started!
[INFO] | 2024-11-10 07:39:52 AM | analyzer.0x308af1c4759dcb9f2ac2accdcd301862702df40f | Storage dependency graph compostion finished!
[INFO] | 2024-11-10 07:39:52 AM | analyzer.0x308af1c4759dcb9f2ac2accdcd301862702df40f | Dependency detection started!
[INFO] | 2024-11-10 07:39:52 AM | analyzer.0x308af1c4759dcb9f2ac2accdcd301862702df40f | Dependency detection finished!
[INFO] | 2024-11-10 07:39:52 AM | analyzer.0x308af1c4759dcb9f2ac2accdcd301862702df40f | Static Analysis took 2.993826 seconds
[INFO] | 2024-11-10 07:39:52 AM | analyzer.0x308af1c4759dcb9f2ac2accdcd301862702df40f | Dependency does not exist
[INFO] | 2024-11-10 07:39:52 AM | analyzer.0x308af1c4759dcb9f2ac2accdcd301862702df40f | Symbolic execution is not needed!
