[INFO] | 2024-11-10 07:40:02 AM | analyzer.0x35d7bbe9012b5a93ecdc5eef53ab9d143542abc7 | Analysis started at: 2024-11-10 07:40:02 AM
[INFO] | 2024-11-10 07:40:16 AM | analyzer.0x35d7bbe9012b5a93ecdc5eef53ab9d143542abc7 | State variable assignement do not exist
[INFO] | 2024-11-10 07:40:16 AM | analyzer.0x35d7bbe9012b5a93ecdc5eef53ab9d143542abc7 | Processed function sub
[INFO] | 2024-11-10 07:40:16 AM | analyzer.0x35d7bbe9012b5a93ecdc5eef53ab9d143542abc7 | Generating return summary for mul
[INFO] | 2024-11-10 07:40:16 AM | analyzer.0x35d7bbe9012b5a93ecdc5eef53ab9d143542abc7 | Return summary generated for mul
[INFO] | 2024-11-10 07:40:16 AM | analyzer.0x35d7bbe9012b5a93ecdc5eef53ab9d143542abc7 | State variable assignement do not exist
[INFO] | 2024-11-10 07:40:16 AM | analyzer.0x35d7bbe9012b5a93ecdc5eef53ab9d143542abc7 | Processed function mul
[INFO] | 2024-11-10 07:40:16 AM | analyzer.0x35d7bbe9012b5a93ecdc5eef53ab9d143542abc7 | Generating return summary for div
[INFO] | 2024-11-10 07:40:16 AM | analyzer.0x35d7bbe9012b5a93ecdc5eef53ab9d143542abc7 | Return summary generated for div
[INFO] | 2024-11-10 07:40:16 AM | analyzer.0x35d7bbe9012b5a93ecdc5eef53ab9d143542abc7 | State variable assignement do not exist
[INFO] | 2024-11-10 07:40:16 AM | analyzer.0x35d7bbe9012b5a93ecdc5eef53ab9d143542abc7 | Processed function div
[INFO] | 2024-11-10 07:40:16 AM | analyzer.0x35d7bbe9012b5a93ecdc5eef53ab9d143542abc7 | Generating return summary for mod
[INFO] | 2024-11-10 07:40:16 AM | analyzer.0x35d7bbe9012b5a93ecdc5eef53ab9d143542abc7 | Return summary generated for mod
[INFO] | 2024-11-10 07:40:16 AM | analyzer.0x35d7bbe9012b5a93ecdc5eef53ab9d143542abc7 | State variable assignement do not exist
[INFO] | 2024-11-10 07:40:16 AM | analyzer.0x35d7bbe9012b5a93ecdc5eef53ab9d143542abc7 | Processed function mod
[INFO] | 2024-11-10 07:40:16 AM | analyzer.0x35d7bbe9012b5a93ecdc5eef53ab9d143542abc7 | Generating return summary for totalSupply
[INFO] | 2024-11-10 07:40:16 AM | analyzer.0x35d7bbe9012b5a93ecdc5eef53ab9d143542abc7 | Return summary generated for totalSupply
[INFO] | 2024-11-10 07:40:16 AM | analyzer.0x35d7bbe9012b5a93ecdc5eef53ab9d143542abc7 | State variable assignement do not exist
[INFO] | 2024-11-10 07:40:16 AM | analyzer.0x35d7bbe9012b5a93ecdc5eef53ab9d143542abc7 | Processed function totalSupply
[INFO] | 2024-11-10 07:40:16 AM | analyzer.0x35d7bbe9012b5a93ecdc5eef53ab9d143542abc7 | Generating return summary for balanceOf
[INFO] | 2024-11-10 07:40:16 AM | analyzer.0x35d7bbe9012b5a93ecdc5eef53ab9d143542abc7 | Return summary generated for balanceOf
[INFO] | 2024-11-10 07:40:16 AM | analyzer.0x35d7bbe9012b5a93ecdc5eef53ab9d143542abc7 | State variable assignement do not exist
[INFO] | 2024-11-10 07:40:16 AM | analyzer.0x35d7bbe9012b5a93ecdc5eef53ab9d143542abc7 | Processed function balanceOf
[INFO] | 2024-11-10 07:40:16 AM | analyzer.0x35d7bbe9012b5a93ecdc5eef53ab9d143542abc7 | Generating return summary for transfer
[INFO] | 2024-11-10 07:40:16 AM | analyzer.0x35d7bbe9012b5a93ecdc5eef53ab9d143542abc7 | Return summary generated for transfer
[INFO] | 2024-11-10 07:40:16 AM | analyzer.0x35d7bbe9012b5a93ecdc5eef53ab9d143542abc7 | State variable assignement do not exist
[INFO] | 2024-11-10 07:40:16 AM | analyzer.0x35d7bbe9012b5a93ecdc5eef53ab9d143542abc7 | Processed function transfer
[INFO] | 2024-11-10 07:40:16 AM | analyzer.0x35d7bbe9012b5a93ecdc5eef53ab9d143542abc7 | Generating return summary for allowance
[INFO] | 2024-11-10 07:40:16 AM | analyzer.0x35d7bbe9012b5a93ecdc5eef53ab9d143542abc7 | Return summary generated for allowance
[INFO] | 2024-11-10 07:40:16 AM | analyzer.0x35d7bbe9012b5a93ecdc5eef53ab9d143542abc7 | State variable assignement do not exist
[INFO] | 2024-11-10 07:40:16 AM | analyzer.0x35d7bbe9012b5a93ecdc5eef53ab9d143542abc7 | Processed function allowance
[INFO] | 2024-11-10 07:40:16 AM | analyzer.0x35d7bbe9012b5a93ecdc5eef53ab9d143542abc7 | Generating return summary for approve
[INFO] | 2024-11-10 07:40:16 AM | analyzer.0x35d7bbe9012b5a93ecdc5eef53ab9d143542abc7 | Return summary generated for approve
[INFO] | 2024-11-10 07:40:16 AM | analyzer.0x35d7bbe9012b5a93ecdc5eef53ab9d143542abc7 | State variable assignement do not exist
[INFO] | 2024-11-10 07:40:16 AM | analyzer.0x35d7bbe9012b5a93ecdc5eef53ab9d143542abc7 | Processed function approve
[INFO] | 2024-11-10 07:40:16 AM | analyzer.0x35d7bbe9012b5a93ecdc5eef53ab9d143542abc7 | Generating return summary for transferFrom
[INFO] | 2024-11-10 07:40:16 AM | analyzer.0x35d7bbe9012b5a93ecdc5eef53ab9d143542abc7 | Return summary generated for transferFrom
[INFO] | 2024-11-10 07:40:16 AM | analyzer.0x35d7bbe9012b5a93ecdc5eef53ab9d143542abc7 | State variable assignement do not exist
[INFO] | 2024-11-10 07:40:16 AM | analyzer.0x35d7bbe9012b5a93ecdc5eef53ab9d143542abc7 | Processed function transferFrom
[INFO] | 2024-11-10 07:40:16 AM | analyzer.0x35d7bbe9012b5a93ecdc5eef53ab9d143542abc7 | Generating return summary for constructor
[INFO] | 2024-11-10 07:40:16 AM | analyzer.0x35d7bbe9012b5a93ecdc5eef53ab9d143542abc7 | Return summary generated for constructor
[INFO] | 2024-11-10 07:40:16 AM | analyzer.0x35d7bbe9012b5a93ecdc5eef53ab9d143542abc7 | State variable assignement do not exist
[INFO] | 2024-11-10 07:40:16 AM | analyzer.0x35d7bbe9012b5a93ecdc5eef53ab9d143542abc7 | Processed function constructor
[INFO] | 2024-11-10 07:40:16 AM | analyzer.0x35d7bbe9012b5a93ecdc5eef53ab9d143542abc7 | Generating return summary for _msgSender
[INFO] | 2024-11-10 07:40:16 AM | analyzer.0x35d7bbe9012b5a93ecdc5eef53ab9d143542abc7 | Return summary generated for _msgSender
[INFO] | 2024-11-10 07:40:16 AM | analyzer.0x35d7bbe9012b5a93ecdc5eef53ab9d143542abc7 | State variable assignement do not exist
[INFO] | 2024-11-10 07:40:16 AM | analyzer.0x35d7bbe9012b5a93ecdc5eef53ab9d143542abc7 | Processed function _msgSender
[INFO] | 2024-11-10 07:40:16 AM | analyzer.0x35d7bbe9012b5a93ecdc5eef53ab9d143542abc7 | Generating return summary for _msgData
[INFO] | 2024-11-10 07:40:16 AM | analyzer.0x35d7bbe9012b5a93ecdc5eef53ab9d143542abc7 | Return summary generated for _msgData
[INFO] | 2024-11-10 07:40:16 AM | analyzer.0x35d7bbe9012b5a93ecdc5eef53ab9d143542abc7 | State variable assignement do not exist
[INFO] | 2024-11-10 07:40:16 AM | analyzer.0x35d7bbe9012b5a93ecdc5eef53ab9d143542abc7 | Processed function _msgData
[INFO] | 2024-11-10 07:40:16 AM | analyzer.0x35d7bbe9012b5a93ecdc5eef53ab9d143542abc7 | Generating return summary for totalSupply
[INFO] | 2024-11-10 07:40:16 AM | analyzer.0x35d7bbe9012b5a93ecdc5eef53ab9d143542abc7 | Return summary generated for totalSupply
[INFO] | 2024-11-10 07:40:16 AM | analyzer.0x35d7bbe9012b5a93ecdc5eef53ab9d143542abc7 | State variable assignement do not exist
[INFO] | 2024-11-10 07:40:16 AM | analyzer.0x35d7bbe9012b5a93ecdc5eef53ab9d143542abc7 | Processed function totalSupply
[INFO] | 2024-11-10 07:40:16 AM | analyzer.0x35d7bbe9012b5a93ecdc5eef53ab9d143542abc7 | Generating return summary for balanceOf
[INFO] | 2024-11-10 07:40:16 AM | analyzer.0x35d7bbe9012b5a93ecdc5eef53ab9d143542abc7 | Return summary generated for balanceOf
[INFO] | 2024-11-10 07:40:16 AM | analyzer.0x35d7bbe9012b5a93ecdc5eef53ab9d143542abc7 | State variable assignement do not exist
[INFO] | 2024-11-10 07:40:16 AM | analyzer.0x35d7bbe9012b5a93ecdc5eef53ab9d143542abc7 | Processed function balanceOf
[INFO] | 2024-11-10 07:40:16 AM | analyzer.0x35d7bbe9012b5a93ecdc5eef53ab9d143542abc7 | Generating return summary for allowance
[INFO] | 2024-11-10 07:40:16 AM | analyzer.0x35d7bbe9012b5a93ecdc5eef53ab9d143542abc7 | Return summary generated for allowance
[INFO] | 2024-11-10 07:40:16 AM | analyzer.0x35d7bbe9012b5a93ecdc5eef53ab9d143542abc7 | State variable assignement do not exist
[INFO] | 2024-11-10 07:40:16 AM | analyzer.0x35d7bbe9012b5a93ecdc5eef53ab9d143542abc7 | Processed function allowance
[INFO] | 2024-11-10 07:40:16 AM | analyzer.0x35d7bbe9012b5a93ecdc5eef53ab9d143542abc7 | Generating return summary for _approve
[INFO] | 2024-11-10 07:40:16 AM | analyzer.0x35d7bbe9012b5a93ecdc5eef53ab9d143542abc7 | Return summary generated for _approve
[INFO] | 2024-11-10 07:40:16 AM | analyzer.0x35d7bbe9012b5a93ecdc5eef53ab9d143542abc7 | Range graph generated
[INFO] | 2024-11-10 07:40:16 AM | analyzer.0x35d7bbe9012b5a93ecdc5eef53ab9d143542abc7 | Processed function _approve
[INFO] | 2024-11-10 07:40:16 AM | analyzer.0x35d7bbe9012b5a93ecdc5eef53ab9d143542abc7 | Generating return summary for totalSupply
[INFO] | 2024-11-10 07:40:16 AM | analyzer.0x35d7bbe9012b5a93ecdc5eef53ab9d143542abc7 | Return summary generated for totalSupply
[INFO] | 2024-11-10 07:40:16 AM | analyzer.0x35d7bbe9012b5a93ecdc5eef53ab9d143542abc7 | State variable assignement do not exist
[INFO] | 2024-11-10 07:40:16 AM | analyzer.0x35d7bbe9012b5a93ecdc5eef53ab9d143542abc7 | Processed function totalSupply
[INFO] | 2024-11-10 07:40:16 AM | analyzer.0x35d7bbe9012b5a93ecdc5eef53ab9d143542abc7 | Generating return summary for balanceOf
[INFO] | 2024-11-10 07:40:16 AM | analyzer.0x35d7bbe9012b5a93ecdc5eef53ab9d143542abc7 | Return summary generated for balanceOf
[INFO] | 2024-11-10 07:40:16 AM | analyzer.0x35d7bbe9012b5a93ecdc5eef53ab9d143542abc7 | State variable assignement do not exist
[INFO] | 2024-11-10 07:40:16 AM | analyzer.0x35d7bbe9012b5a93ecdc5eef53ab9d143542abc7 | Processed function balanceOf
[INFO] | 2024-11-10 07:40:16 AM | analyzer.0x35d7bbe9012b5a93ecdc5eef53ab9d143542abc7 | Generating return summary for transfer
[INFO] | 2024-11-10 07:40:16 AM | analyzer.0x35d7bbe9012b5a93ecdc5eef53ab9d143542abc7 | Return summary generated for transfer
[INFO] | 2024-11-10 07:40:16 AM | analyzer.0x35d7bbe9012b5a93ecdc5eef53ab9d143542abc7 | State variable assignement do not exist
[INFO] | 2024-11-10 07:40:16 AM | analyzer.0x35d7bbe9012b5a93ecdc5eef53ab9d143542abc7 | Processed function transfer
[INFO] | 2024-11-10 07:40:16 AM | analyzer.0x35d7bbe9012b5a93ecdc5eef53ab9d143542abc7 | Generating return summary for allowance
[INFO] | 2024-11-10 07:40:16 AM | analyzer.0x35d7bbe9012b5a93ecdc5eef53ab9d143542abc7 | Return summary generated for allowance
[INFO] | 2024-11-10 07:40:16 AM | analyzer.0x35d7bbe9012b5a93ecdc5eef53ab9d143542abc7 | State variable assignement do not exist
[INFO] | 2024-11-10 07:40:16 AM | analyzer.0x35d7bbe9012b5a93ecdc5eef53ab9d143542abc7 | Processed function allowance
[INFO] | 2024-11-10 07:40:16 AM | analyzer.0x35d7bbe9012b5a93ecdc5eef53ab9d143542abc7 | Generating return summary for approve
[INFO] | 2024-11-10 07:40:16 AM | analyzer.0x35d7bbe9012b5a93ecdc5eef53ab9d143542abc7 | Return summary generated for approve
[INFO] | 2024-11-10 07:40:16 AM | analyzer.0x35d7bbe9012b5a93ecdc5eef53ab9d143542abc7 | State variable assignement do not exist
[INFO] | 2024-11-10 07:40:16 AM | analyzer.0x35d7bbe9012b5a93ecdc5eef53ab9d143542abc7 | Processed function approve
[INFO] | 2024-11-10 07:40:16 AM | analyzer.0x35d7bbe9012b5a93ecdc5eef53ab9d143542abc7 | Generating return summary for transferFrom
[INFO] | 2024-11-10 07:40:16 AM | analyzer.0x35d7bbe9012b5a93ecdc5eef53ab9d143542abc7 | Return summary generated for transferFrom
[INFO] | 2024-11-10 07:40:16 AM | analyzer.0x35d7bbe9012b5a93ecdc5eef53ab9d143542abc7 | State variable assignement do not exist
[INFO] | 2024-11-10 07:40:16 AM | analyzer.0x35d7bbe9012b5a93ecdc5eef53ab9d143542abc7 | Processed function transferFrom
[INFO] | 2024-11-10 07:40:16 AM | analyzer.0x35d7bbe9012b5a93ecdc5eef53ab9d143542abc7 | Generating return summary for constructor
[INFO] | 2024-11-10 07:40:16 AM | analyzer.0x35d7bbe9012b5a93ecdc5eef53ab9d143542abc7 | Return summary generated for constructor
[INFO] | 2024-11-10 07:40:16 AM | analyzer.0x35d7bbe9012b5a93ecdc5eef53ab9d143542abc7 | Range graph generated
[INFO] | 2024-11-10 07:40:16 AM | analyzer.0x35d7bbe9012b5a93ecdc5eef53ab9d143542abc7 | Processed function constructor
[INFO] | 2024-11-10 07:40:16 AM | analyzer.0x35d7bbe9012b5a93ecdc5eef53ab9d143542abc7 | Generating return summary for name
[INFO] | 2024-11-10 07:40:16 AM | analyzer.0x35d7bbe9012b5a93ecdc5eef53ab9d143542abc7 | Return summary generated for name
[INFO] | 2024-11-10 07:40:16 AM | analyzer.0x35d7bbe9012b5a93ecdc5eef53ab9d143542abc7 | State variable assignement do not exist
[INFO] | 2024-11-10 07:40:16 AM | analyzer.0x35d7bbe9012b5a93ecdc5eef53ab9d143542abc7 | Processed function name
[INFO] | 2024-11-10 07:40:16 AM | analyzer.0x35d7bbe9012b5a93ecdc5eef53ab9d143542abc7 | Generating return summary for symbol
[INFO] | 2024-11-10 07:40:16 AM | analyzer.0x35d7bbe9012b5a93ecdc5eef53ab9d143542abc7 | Return summary generated for symbol
[INFO] | 2024-11-10 07:40:16 AM | analyzer.0x35d7bbe9012b5a93ecdc5eef53ab9d143542abc7 | State variable assignement do not exist
[INFO] | 2024-11-10 07:40:16 AM | analyzer.0x35d7bbe9012b5a93ecdc5eef53ab9d143542abc7 | Processed function symbol
[INFO] | 2024-11-10 07:40:16 AM | analyzer.0x35d7bbe9012b5a93ecdc5eef53ab9d143542abc7 | Generating return summary for decimals
[INFO] | 2024-11-10 07:40:16 AM | analyzer.0x35d7bbe9012b5a93ecdc5eef53ab9d143542abc7 | Return summary generated for decimals
[INFO] | 2024-11-10 07:40:16 AM | analyzer.0x35d7bbe9012b5a93ecdc5eef53ab9d143542abc7 | State variable assignement do not exist
[INFO] | 2024-11-10 07:40:16 AM | analyzer.0x35d7bbe9012b5a93ecdc5eef53ab9d143542abc7 | Processed function decimals
[INFO] | 2024-11-10 07:40:16 AM | analyzer.0x35d7bbe9012b5a93ecdc5eef53ab9d143542abc7 | Generating return summary for has
[INFO] | 2024-11-10 07:40:16 AM | analyzer.0x35d7bbe9012b5a93ecdc5eef53ab9d143542abc7 | Return summary generated for has
[INFO] | 2024-11-10 07:40:16 AM | analyzer.0x35d7bbe9012b5a93ecdc5eef53ab9d143542abc7 | State variable assignement do not exist
[INFO] | 2024-11-10 07:40:16 AM | analyzer.0x35d7bbe9012b5a93ecdc5eef53ab9d143542abc7 | Processed function has
[INFO] | 2024-11-10 07:40:16 AM | analyzer.0x35d7bbe9012b5a93ecdc5eef53ab9d143542abc7 | Generating return summary for constructor
[INFO] | 2024-11-10 07:40:16 AM | analyzer.0x35d7bbe9012b5a93ecdc5eef53ab9d143542abc7 | Return summary generated for constructor
[INFO] | 2024-11-10 07:40:16 AM | analyzer.0x35d7bbe9012b5a93ecdc5eef53ab9d143542abc7 | State variable assignement do not exist
[INFO] | 2024-11-10 07:40:16 AM | analyzer.0x35d7bbe9012b5a93ecdc5eef53ab9d143542abc7 | Processed function constructor
[INFO] | 2024-11-10 07:40:16 AM | analyzer.0x35d7bbe9012b5a93ecdc5eef53ab9d143542abc7 | Generating return summary for _msgSender
[INFO] | 2024-11-10 07:40:16 AM | analyzer.0x35d7bbe9012b5a93ecdc5eef53ab9d143542abc7 | Return summary generated for _msgSender
[INFO] | 2024-11-10 07:40:16 AM | analyzer.0x35d7bbe9012b5a93ecdc5eef53ab9d143542abc7 | State variable assignement do not exist
[INFO] | 2024-11-10 07:40:16 AM | analyzer.0x35d7bbe9012b5a93ecdc5eef53ab9d143542abc7 | Processed function _msgSender
[INFO] | 2024-11-10 07:40:16 AM | analyzer.0x35d7bbe9012b5a93ecdc5eef53ab9d143542abc7 | Generating return summary for _msgData
[INFO] | 2024-11-10 07:40:16 AM | analyzer.0x35d7bbe9012b5a93ecdc5eef53ab9d143542abc7 | Return summary generated for _msgData
[INFO] | 2024-11-10 07:40:16 AM | analyzer.0x35d7bbe9012b5a93ecdc5eef53ab9d143542abc7 | State variable assignement do not exist
[INFO] | 2024-11-10 07:40:16 AM | analyzer.0x35d7bbe9012b5a93ecdc5eef53ab9d143542abc7 | Processed function _msgData
[INFO] | 2024-11-10 07:40:16 AM | analyzer.0x35d7bbe9012b5a93ecdc5eef53ab9d143542abc7 | Generating return summary for onlyPauser
[INFO] | 2024-11-10 07:40:16 AM | analyzer.0x35d7bbe9012b5a93ecdc5eef53ab9d143542abc7 | Return summary generated for onlyPauser
[INFO] | 2024-11-10 07:40:16 AM | analyzer.0x35d7bbe9012b5a93ecdc5eef53ab9d143542abc7 | State variable assignement do not exist
[INFO] | 2024-11-10 07:40:16 AM | analyzer.0x35d7bbe9012b5a93ecdc5eef53ab9d143542abc7 | Processed function onlyPauser
[INFO] | 2024-11-10 07:40:16 AM | analyzer.0x35d7bbe9012b5a93ecdc5eef53ab9d143542abc7 | Generating return summary for constructor
[INFO] | 2024-11-10 07:40:16 AM | analyzer.0x35d7bbe9012b5a93ecdc5eef53ab9d143542abc7 | Return summary generated for constructor
[INFO] | 2024-11-10 07:40:16 AM | analyzer.0x35d7bbe9012b5a93ecdc5eef53ab9d143542abc7 | State variable assignement do not exist
[INFO] | 2024-11-10 07:40:16 AM | analyzer.0x35d7bbe9012b5a93ecdc5eef53ab9d143542abc7 | Processed function constructor
[INFO] | 2024-11-10 07:40:16 AM | analyzer.0x35d7bbe9012b5a93ecdc5eef53ab9d143542abc7 | Generating return summary for _msgSender
