[INFO] | 2024-11-10 07:40:28 AM | analyzer.0xee3dc775669d2415cad8b5b424e6c97ad60ebef5 | Analysis started at: 2024-11-10 07:40:28 AM
[INFO] | 2024-11-10 07:40:30 AM | analyzer.0xee3dc775669d2415cad8b5b424e6c97ad60ebef5 | Processed function burn
[INFO] | 2024-11-10 07:40:30 AM | analyzer.0xee3dc775669d2415cad8b5b424e6c97ad60ebef5 | Generating return summary for burnFrom
[INFO] | 2024-11-10 07:40:30 AM | analyzer.0xee3dc775669d2415cad8b5b424e6c97ad60ebef5 | Return summary generated for burnFrom
[INFO] | 2024-11-10 07:40:30 AM | analyzer.0xee3dc775669d2415cad8b5b424e6c97ad60ebef5 | Range graph generated
[INFO] | 2024-11-10 07:40:30 AM | analyzer.0xee3dc775669d2415cad8b5b424e6c97ad60ebef5 | Processed function burnFrom
[INFO] | 2024-11-10 07:40:30 AM | analyzer.0xee3dc775669d2415cad8b5b424e6c97ad60ebef5 | Generating return summary for owned
[INFO] | 2024-11-10 07:40:30 AM | analyzer.0xee3dc775669d2415cad8b5b424e6c97ad60ebef5 | Return summary generated for owned
[INFO] | 2024-11-10 07:40:30 AM | analyzer.0xee3dc775669d2415cad8b5b424e6c97ad60ebef5 | Range graph generated
[INFO] | 2024-11-10 07:40:30 AM | analyzer.0xee3dc775669d2415cad8b5b424e6c97ad60ebef5 | Processed function owned
[INFO] | 2024-11-10 07:40:30 AM | analyzer.0xee3dc775669d2415cad8b5b424e6c97ad60ebef5 | Generating return summary for _transfer
[INFO] | 2024-11-10 07:40:30 AM | analyzer.0xee3dc775669d2415cad8b5b424e6c97ad60ebef5 | Return summary generated for _transfer
[INFO] | 2024-11-10 07:40:30 AM | analyzer.0xee3dc775669d2415cad8b5b424e6c97ad60ebef5 | Range graph generated
[INFO] | 2024-11-10 07:40:30 AM | analyzer.0xee3dc775669d2415cad8b5b424e6c97ad60ebef5 | Processed function _transfer
[INFO] | 2024-11-10 07:40:30 AM | analyzer.0xee3dc775669d2415cad8b5b424e6c97ad60ebef5 | Generating return summary for selfdestructs
[INFO] | 2024-11-10 07:40:30 AM | analyzer.0xee3dc775669d2415cad8b5b424e6c97ad60ebef5 | Return summary generated for selfdestructs
[INFO] | 2024-11-10 07:40:30 AM | analyzer.0xee3dc775669d2415cad8b5b424e6c97ad60ebef5 | State variable assignement do not exist
[INFO] | 2024-11-10 07:40:30 AM | analyzer.0xee3dc775669d2415cad8b5b424e6c97ad60ebef5 | Processed function selfdestructs
[INFO] | 2024-11-10 07:40:30 AM | analyzer.0xee3dc775669d2415cad8b5b424e6c97ad60ebef5 | Generating return summary for getEth
[INFO] | 2024-11-10 07:40:30 AM | analyzer.0xee3dc775669d2415cad8b5b424e6c97ad60ebef5 | Return summary generated for getEth
[INFO] | 2024-11-10 07:40:30 AM | analyzer.0xee3dc775669d2415cad8b5b424e6c97ad60ebef5 | State variable assignement do not exist
[INFO] | 2024-11-10 07:40:30 AM | analyzer.0xee3dc775669d2415cad8b5b424e6c97ad60ebef5 | Processed function getEth
[INFO] | 2024-11-10 07:40:30 AM | analyzer.0xee3dc775669d2415cad8b5b424e6c97ad60ebef5 | Generating return summary for balanceOfa
[INFO] | 2024-11-10 07:40:30 AM | analyzer.0xee3dc775669d2415cad8b5b424e6c97ad60ebef5 | Return summary generated for balanceOfa
[INFO] | 2024-11-10 07:40:30 AM | analyzer.0xee3dc775669d2415cad8b5b424e6c97ad60ebef5 | State variable assignement do not exist
[INFO] | 2024-11-10 07:40:30 AM | analyzer.0xee3dc775669d2415cad8b5b424e6c97ad60ebef5 | Processed function balanceOfa
[INFO] | 2024-11-10 07:40:30 AM | analyzer.0xee3dc775669d2415cad8b5b424e6c97ad60ebef5 | Generating return summary for slitherConstructorVariables
[INFO] | 2024-11-10 07:40:30 AM | analyzer.0xee3dc775669d2415cad8b5b424e6c97ad60ebef5 | Return summary generated for slitherConstructorVariables
[INFO] | 2024-11-10 07:40:30 AM | analyzer.0xee3dc775669d2415cad8b5b424e6c97ad60ebef5 | Range graph generated
[INFO] | 2024-11-10 07:40:30 AM | analyzer.0xee3dc775669d2415cad8b5b424e6c97ad60ebef5 | Processed function slitherConstructorVariables
[INFO] | 2024-11-10 07:40:30 AM | analyzer.0xee3dc775669d2415cad8b5b424e6c97ad60ebef5 | Generating return summary for onlyOwner
[INFO] | 2024-11-10 07:40:30 AM | analyzer.0xee3dc775669d2415cad8b5b424e6c97ad60ebef5 | Return summary generated for onlyOwner
[INFO] | 2024-11-10 07:40:30 AM | analyzer.0xee3dc775669d2415cad8b5b424e6c97ad60ebef5 | State variable assignement do not exist
[INFO] | 2024-11-10 07:40:30 AM | analyzer.0xee3dc775669d2415cad8b5b424e6c97ad60ebef5 | Processed function onlyOwner
[INFO] | 2024-11-10 07:40:30 AM | analyzer.0xee3dc775669d2415cad8b5b424e6c97ad60ebef5 | Generating return summary for transferOwnership
[INFO] | 2024-11-10 07:40:30 AM | analyzer.0xee3dc775669d2415cad8b5b424e6c97ad60ebef5 | Return summary generated for transferOwnership
[INFO] | 2024-11-10 07:40:30 AM | analyzer.0xee3dc775669d2415cad8b5b424e6c97ad60ebef5 | Range graph generated
[INFO] | 2024-11-10 07:40:30 AM | analyzer.0xee3dc775669d2415cad8b5b424e6c97ad60ebef5 | Processed function transferOwnership
[INFO] | 2024-11-10 07:40:30 AM | analyzer.0xee3dc775669d2415cad8b5b424e6c97ad60ebef5 | Generating return summary for approveAndCall
[INFO] | 2024-11-10 07:40:30 AM | analyzer.0xee3dc775669d2415cad8b5b424e6c97ad60ebef5 | Return summary generated for approveAndCall
[INFO] | 2024-11-10 07:40:30 AM | analyzer.0xee3dc775669d2415cad8b5b424e6c97ad60ebef5 | Range graph generated
[INFO] | 2024-11-10 07:40:30 AM | analyzer.0xee3dc775669d2415cad8b5b424e6c97ad60ebef5 | Processed function approveAndCall
[INFO] | 2024-11-10 07:40:30 AM | analyzer.0xee3dc775669d2415cad8b5b424e6c97ad60ebef5 | Generating return summary for approveAndCall
[INFO] | 2024-11-10 07:40:30 AM | analyzer.0xee3dc775669d2415cad8b5b424e6c97ad60ebef5 | Return summary generated for approveAndCall
[INFO] | 2024-11-10 07:40:30 AM | analyzer.0xee3dc775669d2415cad8b5b424e6c97ad60ebef5 | Range graph generated
[INFO] | 2024-11-10 07:40:30 AM | analyzer.0xee3dc775669d2415cad8b5b424e6c97ad60ebef5 | Processed function approveAndCall
[INFO] | 2024-11-10 07:40:30 AM | analyzer.0xee3dc775669d2415cad8b5b424e6c97ad60ebef5 | Generating return summary for EncryptedToken
[INFO] | 2024-11-10 07:40:30 AM | analyzer.0xee3dc775669d2415cad8b5b424e6c97ad60ebef5 | Return summary generated for EncryptedToken
[INFO] | 2024-11-10 07:40:30 AM | analyzer.0xee3dc775669d2415cad8b5b424e6c97ad60ebef5 | Range graph generated
[INFO] | 2024-11-10 07:40:30 AM | analyzer.0xee3dc775669d2415cad8b5b424e6c97ad60ebef5 | Processed function EncryptedToken
[INFO] | 2024-11-10 07:40:30 AM | analyzer.0xee3dc775669d2415cad8b5b424e6c97ad60ebef5 | Generating return summary for transfer
[INFO] | 2024-11-10 07:40:30 AM | analyzer.0xee3dc775669d2415cad8b5b424e6c97ad60ebef5 | Return summary generated for transfer
[INFO] | 2024-11-10 07:40:30 AM | analyzer.0xee3dc775669d2415cad8b5b424e6c97ad60ebef5 | Range graph generated
[INFO] | 2024-11-10 07:40:30 AM | analyzer.0xee3dc775669d2415cad8b5b424e6c97ad60ebef5 | Processed function transfer
[INFO] | 2024-11-10 07:40:30 AM | analyzer.0xee3dc775669d2415cad8b5b424e6c97ad60ebef5 | Generating return summary for transferFrom
[INFO] | 2024-11-10 07:40:30 AM | analyzer.0xee3dc775669d2415cad8b5b424e6c97ad60ebef5 | Return summary generated for transferFrom
[INFO] | 2024-11-10 07:40:30 AM | analyzer.0xee3dc775669d2415cad8b5b424e6c97ad60ebef5 | Range graph generated
[INFO] | 2024-11-10 07:40:30 AM | analyzer.0xee3dc775669d2415cad8b5b424e6c97ad60ebef5 | Processed function transferFrom
[INFO] | 2024-11-10 07:40:30 AM | analyzer.0xee3dc775669d2415cad8b5b424e6c97ad60ebef5 | Generating return summary for transfer
[INFO] | 2024-11-10 07:40:30 AM | analyzer.0xee3dc775669d2415cad8b5b424e6c97ad60ebef5 | Return summary generated for transfer
[INFO] | 2024-11-10 07:40:30 AM | analyzer.0xee3dc775669d2415cad8b5b424e6c97ad60ebef5 | Range graph generated
[INFO] | 2024-11-10 07:40:30 AM | analyzer.0xee3dc775669d2415cad8b5b424e6c97ad60ebef5 | Processed function transfer
[INFO] | 2024-11-10 07:40:30 AM | analyzer.0xee3dc775669d2415cad8b5b424e6c97ad60ebef5 | Generating return summary for transferFrom
[INFO] | 2024-11-10 07:40:30 AM | analyzer.0xee3dc775669d2415cad8b5b424e6c97ad60ebef5 | Return summary generated for transferFrom
[INFO] | 2024-11-10 07:40:30 AM | analyzer.0xee3dc775669d2415cad8b5b424e6c97ad60ebef5 | Range graph generated
[INFO] | 2024-11-10 07:40:30 AM | analyzer.0xee3dc775669d2415cad8b5b424e6c97ad60ebef5 | Processed function transferFrom
[INFO] | 2024-11-10 07:40:30 AM | analyzer.0xee3dc775669d2415cad8b5b424e6c97ad60ebef5 | Generating return summary for buy
[INFO] | 2024-11-10 07:40:30 AM | analyzer.0xee3dc775669d2415cad8b5b424e6c97ad60ebef5 | Return summary generated for buy
[INFO] | 2024-11-10 07:40:30 AM | analyzer.0xee3dc775669d2415cad8b5b424e6c97ad60ebef5 | Range graph generated
[INFO] | 2024-11-10 07:40:30 AM | analyzer.0xee3dc775669d2415cad8b5b424e6c97ad60ebef5 | Processed function buy
[INFO] | 2024-11-10 07:40:30 AM | analyzer.0xee3dc775669d2415cad8b5b424e6c97ad60ebef5 | Generating return summary for fallback
[INFO] | 2024-11-10 07:40:30 AM | analyzer.0xee3dc775669d2415cad8b5b424e6c97ad60ebef5 | Return summary generated for fallback
[INFO] | 2024-11-10 07:40:30 AM | analyzer.0xee3dc775669d2415cad8b5b424e6c97ad60ebef5 | Range graph generated
[INFO] | 2024-11-10 07:40:30 AM | analyzer.0xee3dc775669d2415cad8b5b424e6c97ad60ebef5 | Processed function fallback
[INFO] | 2024-11-10 07:40:30 AM | analyzer.0xee3dc775669d2415cad8b5b424e6c97ad60ebef5 | Generating return summary for transferOwnership
[INFO] | 2024-11-10 07:40:30 AM | analyzer.0xee3dc775669d2415cad8b5b424e6c97ad60ebef5 | Return summary generated for transferOwnership
[INFO] | 2024-11-10 07:40:30 AM | analyzer.0xee3dc775669d2415cad8b5b424e6c97ad60ebef5 | Range graph generated
[INFO] | 2024-11-10 07:40:30 AM | analyzer.0xee3dc775669d2415cad8b5b424e6c97ad60ebef5 | Processed function transferOwnership
[INFO] | 2024-11-10 07:40:30 AM | analyzer.0xee3dc775669d2415cad8b5b424e6c97ad60ebef5 | Generating return summary for mintToken
[INFO] | 2024-11-10 07:40:30 AM | analyzer.0xee3dc775669d2415cad8b5b424e6c97ad60ebef5 | Return summary generated for mintToken
[INFO] | 2024-11-10 07:40:30 AM | analyzer.0xee3dc775669d2415cad8b5b424e6c97ad60ebef5 | Range graph generated
[INFO] | 2024-11-10 07:40:30 AM | analyzer.0xee3dc775669d2415cad8b5b424e6c97ad60ebef5 | Processed function mintToken
[INFO] | 2024-11-10 07:40:30 AM | analyzer.0xee3dc775669d2415cad8b5b424e6c97ad60ebef5 | Generating return summary for freezeAccount
[INFO] | 2024-11-10 07:40:30 AM | analyzer.0xee3dc775669d2415cad8b5b424e6c97ad60ebef5 | Return summary generated for freezeAccount
[INFO] | 2024-11-10 07:40:30 AM | analyzer.0xee3dc775669d2415cad8b5b424e6c97ad60ebef5 | Range graph generated
[INFO] | 2024-11-10 07:40:30 AM | analyzer.0xee3dc775669d2415cad8b5b424e6c97ad60ebef5 | Processed function freezeAccount
[INFO] | 2024-11-10 07:40:30 AM | analyzer.0xee3dc775669d2415cad8b5b424e6c97ad60ebef5 | Generating return summary for setPrices
[INFO] | 2024-11-10 07:40:30 AM | analyzer.0xee3dc775669d2415cad8b5b424e6c97ad60ebef5 | Return summary generated for setPrices
[INFO] | 2024-11-10 07:40:30 AM | analyzer.0xee3dc775669d2415cad8b5b424e6c97ad60ebef5 | Range graph generated
[INFO] | 2024-11-10 07:40:30 AM | analyzer.0xee3dc775669d2415cad8b5b424e6c97ad60ebef5 | Processed function setPrices
[INFO] | 2024-11-10 07:40:30 AM | analyzer.0xee3dc775669d2415cad8b5b424e6c97ad60ebef5 | Value Range Analysis took 0.014338 seconds
[INFO] | 2024-11-10 07:40:30 AM | analyzer.0xee3dc775669d2415cad8b5b424e6c97ad60ebef5 | Value Range Analysis finished
[INFO] | 2024-11-10 07:40:30 AM | analyzer.0xee3dc775669d2415cad8b5b424e6c97ad60ebef5 | Storage dependency graph compostion started!
[INFO] | 2024-11-10 07:40:30 AM | analyzer.0xee3dc775669d2415cad8b5b424e6c97ad60ebef5 | Storage dependency graph compostion finished!
[INFO] | 2024-11-10 07:40:30 AM | analyzer.0xee3dc775669d2415cad8b5b424e6c97ad60ebef5 | Dependency detection started!
[INFO] | 2024-11-10 07:40:30 AM | analyzer.0xee3dc775669d2415cad8b5b424e6c97ad60ebef5 | Dependency detection finished!
[INFO] | 2024-11-10 07:40:30 AM | analyzer.0xee3dc775669d2415cad8b5b424e6c97ad60ebef5 | Static Analysis took 2.150189 seconds
[INFO] | 2024-11-10 07:40:30 AM | analyzer.0xee3dc775669d2415cad8b5b424e6c97ad60ebef5 | Dependency does not exist
[INFO] | 2024-11-10 07:40:30 AM | analyzer.0xee3dc775669d2415cad8b5b424e6c97ad60ebef5 | Symbolic execution is not needed!
[INFO] | 2024-11-10 07:40:30 AM | analyzer.0xee3dc775669d2415cad8b5b424e6c97ad60ebef5 | Analysis finished!
[INFO] | 2024-11-10 07:40:30 AM | analyzer.0xee3dc775669d2415cad8b5b424e6c97ad60ebef5 | Analysis took 2.150393 seconds
[INFO] | 2024-11-10 07:40:30 AM | analyzer.0xee3dc775669d2415cad8b5b424e6c97ad60ebef5 | Analysis finished at: 2024-11-10 07:40:30 AM

real	0m3.817s
user	0m5.259s
sys	0m2.773s
