[INFO] | 2024-11-10 07:39:59 AM | analyzer.0x30919c5c5c7727eea89b110d7258cbb36d541377 | Analysis started at: 2024-11-10 07:39:59 AM
[INFO] | 2024-11-10 07:40:01 AM | analyzer.0x30919c5c5c7727eea89b110d7258cbb36d541377 | Processed function transfer
[INFO] | 2024-11-10 07:40:01 AM | analyzer.0x30919c5c5c7727eea89b110d7258cbb36d541377 | Generating return summary for balanceOf
[INFO] | 2024-11-10 07:40:01 AM | analyzer.0x30919c5c5c7727eea89b110d7258cbb36d541377 | Return summary generated for balanceOf
[INFO] | 2024-11-10 07:40:01 AM | analyzer.0x30919c5c5c7727eea89b110d7258cbb36d541377 | State variable assignement do not exist
[INFO] | 2024-11-10 07:40:01 AM | analyzer.0x30919c5c5c7727eea89b110d7258cbb36d541377 | Processed function balanceOf
[INFO] | 2024-11-10 07:40:01 AM | analyzer.0x30919c5c5c7727eea89b110d7258cbb36d541377 | Generating return summary for Crowdsale
[INFO] | 2024-11-10 07:40:01 AM | analyzer.0x30919c5c5c7727eea89b110d7258cbb36d541377 | Return summary generated for Crowdsale
[INFO] | 2024-11-10 07:40:01 AM | analyzer.0x30919c5c5c7727eea89b110d7258cbb36d541377 | Range graph generated
[INFO] | 2024-11-10 07:40:01 AM | analyzer.0x30919c5c5c7727eea89b110d7258cbb36d541377 | Processed function Crowdsale
[INFO] | 2024-11-10 07:40:01 AM | analyzer.0x30919c5c5c7727eea89b110d7258cbb36d541377 | Generating return summary for beforeDeadline
[INFO] | 2024-11-10 07:40:01 AM | analyzer.0x30919c5c5c7727eea89b110d7258cbb36d541377 | Return summary generated for beforeDeadline
[INFO] | 2024-11-10 07:40:01 AM | analyzer.0x30919c5c5c7727eea89b110d7258cbb36d541377 | State variable assignement do not exist
[INFO] | 2024-11-10 07:40:01 AM | analyzer.0x30919c5c5c7727eea89b110d7258cbb36d541377 | Processed function beforeDeadline
[INFO] | 2024-11-10 07:40:01 AM | analyzer.0x30919c5c5c7727eea89b110d7258cbb36d541377 | Generating return summary for afterDeadline
[INFO] | 2024-11-10 07:40:01 AM | analyzer.0x30919c5c5c7727eea89b110d7258cbb36d541377 | Return summary generated for afterDeadline
[INFO] | 2024-11-10 07:40:01 AM | analyzer.0x30919c5c5c7727eea89b110d7258cbb36d541377 | State variable assignement do not exist
[INFO] | 2024-11-10 07:40:01 AM | analyzer.0x30919c5c5c7727eea89b110d7258cbb36d541377 | Processed function afterDeadline
[INFO] | 2024-11-10 07:40:01 AM | analyzer.0x30919c5c5c7727eea89b110d7258cbb36d541377 | Generating return summary for fallback
[INFO] | 2024-11-10 07:40:01 AM | analyzer.0x30919c5c5c7727eea89b110d7258cbb36d541377 | Return summary generated for fallback
[INFO] | 2024-11-10 07:40:01 AM | analyzer.0x30919c5c5c7727eea89b110d7258cbb36d541377 | Range graph generated
[INFO] | 2024-11-10 07:40:01 AM | analyzer.0x30919c5c5c7727eea89b110d7258cbb36d541377 | Processed function fallback
[INFO] | 2024-11-10 07:40:01 AM | analyzer.0x30919c5c5c7727eea89b110d7258cbb36d541377 | Generating return summary for safeWithdrawal
[INFO] | 2024-11-10 07:40:01 AM | analyzer.0x30919c5c5c7727eea89b110d7258cbb36d541377 | Return summary generated for safeWithdrawal
[INFO] | 2024-11-10 07:40:01 AM | analyzer.0x30919c5c5c7727eea89b110d7258cbb36d541377 | Range graph generated
[INFO] | 2024-11-10 07:40:01 AM | analyzer.0x30919c5c5c7727eea89b110d7258cbb36d541377 | Processed function safeWithdrawal
[INFO] | 2024-11-10 07:40:01 AM | analyzer.0x30919c5c5c7727eea89b110d7258cbb36d541377 | Value Range Analysis took 0.006120 seconds
[INFO] | 2024-11-10 07:40:01 AM | analyzer.0x30919c5c5c7727eea89b110d7258cbb36d541377 | Value Range Analysis finished
[INFO] | 2024-11-10 07:40:01 AM | analyzer.0x30919c5c5c7727eea89b110d7258cbb36d541377 | Storage dependency graph compostion started!
[INFO] | 2024-11-10 07:40:01 AM | analyzer.0x30919c5c5c7727eea89b110d7258cbb36d541377 | Storage dependency graph compostion finished!
[INFO] | 2024-11-10 07:40:01 AM | analyzer.0x30919c5c5c7727eea89b110d7258cbb36d541377 | Dependency detection started!
[INFO] | 2024-11-10 07:40:01 AM | analyzer.0x30919c5c5c7727eea89b110d7258cbb36d541377 | Dependency detection finished!
[INFO] | 2024-11-10 07:40:01 AM | analyzer.0x30919c5c5c7727eea89b110d7258cbb36d541377 | Static Analysis took 1.429837 seconds
[INFO] | 2024-11-10 07:40:01 AM | analyzer.0x30919c5c5c7727eea89b110d7258cbb36d541377 | Dependency does not exist
[INFO] | 2024-11-10 07:40:01 AM | analyzer.0x30919c5c5c7727eea89b110d7258cbb36d541377 | Symbolic execution is not needed!
[INFO] | 2024-11-10 07:40:01 AM | analyzer.0x30919c5c5c7727eea89b110d7258cbb36d541377 | Analysis finished!
[INFO] | 2024-11-10 07:40:01 AM | analyzer.0x30919c5c5c7727eea89b110d7258cbb36d541377 | Analysis took 1.430028 seconds
[INFO] | 2024-11-10 07:40:01 AM | analyzer.0x30919c5c5c7727eea89b110d7258cbb36d541377 | Analysis finished at: 2024-11-10 07:40:01 AM

real	0m3.053s
user	0m3.577s
sys	0m1.920s
