[INFO] | 2024-11-10 07:38:26 AM | analyzer.0xa97e65fbb5d1f9698a78f55e3a3529a74417ae69 | Analysis started at: 2024-11-10 07:38:26 AM
[INFO] | 2024-11-10 07:38:28 AM | analyzer.0xa97e65fbb5d1f9698a78f55e3a3529a74417ae69 | Return summary generated for setPrice
[INFO] | 2024-11-10 07:38:28 AM | analyzer.0xa97e65fbb5d1f9698a78f55e3a3529a74417ae69 | Range graph generated
[INFO] | 2024-11-10 07:38:28 AM | analyzer.0xa97e65fbb5d1f9698a78f55e3a3529a74417ae69 | Processed function setPrice
[INFO] | 2024-11-10 07:38:28 AM | analyzer.0xa97e65fbb5d1f9698a78f55e3a3529a74417ae69 | Generating return summary for setRate
[INFO] | 2024-11-10 07:38:28 AM | analyzer.0xa97e65fbb5d1f9698a78f55e3a3529a74417ae69 | Return summary generated for setRate
[INFO] | 2024-11-10 07:38:28 AM | analyzer.0xa97e65fbb5d1f9698a78f55e3a3529a74417ae69 | Range graph generated
[INFO] | 2024-11-10 07:38:28 AM | analyzer.0xa97e65fbb5d1f9698a78f55e3a3529a74417ae69 | Processed function setRate
[INFO] | 2024-11-10 07:38:28 AM | analyzer.0xa97e65fbb5d1f9698a78f55e3a3529a74417ae69 | Generating return summary for withdraw
[INFO] | 2024-11-10 07:38:28 AM | analyzer.0xa97e65fbb5d1f9698a78f55e3a3529a74417ae69 | Return summary generated for withdraw
[INFO] | 2024-11-10 07:38:28 AM | analyzer.0xa97e65fbb5d1f9698a78f55e3a3529a74417ae69 | State variable assignement do not exist
[INFO] | 2024-11-10 07:38:28 AM | analyzer.0xa97e65fbb5d1f9698a78f55e3a3529a74417ae69 | Processed function withdraw
[INFO] | 2024-11-10 07:38:28 AM | analyzer.0xa97e65fbb5d1f9698a78f55e3a3529a74417ae69 | Generating return summary for withdrawPartial
[INFO] | 2024-11-10 07:38:28 AM | analyzer.0xa97e65fbb5d1f9698a78f55e3a3529a74417ae69 | Return summary generated for withdrawPartial
[INFO] | 2024-11-10 07:38:28 AM | analyzer.0xa97e65fbb5d1f9698a78f55e3a3529a74417ae69 | State variable assignement do not exist
[INFO] | 2024-11-10 07:38:28 AM | analyzer.0xa97e65fbb5d1f9698a78f55e3a3529a74417ae69 | Processed function withdrawPartial
[INFO] | 2024-11-10 07:38:28 AM | analyzer.0xa97e65fbb5d1f9698a78f55e3a3529a74417ae69 | Generating return summary for buyTokens
[INFO] | 2024-11-10 07:38:28 AM | analyzer.0xa97e65fbb5d1f9698a78f55e3a3529a74417ae69 | Return summary generated for buyTokens
[INFO] | 2024-11-10 07:38:28 AM | analyzer.0xa97e65fbb5d1f9698a78f55e3a3529a74417ae69 | Range graph generated
[INFO] | 2024-11-10 07:38:28 AM | analyzer.0xa97e65fbb5d1f9698a78f55e3a3529a74417ae69 | Processed function buyTokens
[INFO] | 2024-11-10 07:38:28 AM | analyzer.0xa97e65fbb5d1f9698a78f55e3a3529a74417ae69 | Generating return summary for fallback
[INFO] | 2024-11-10 07:38:28 AM | analyzer.0xa97e65fbb5d1f9698a78f55e3a3529a74417ae69 | Return summary generated for fallback
[INFO] | 2024-11-10 07:38:28 AM | analyzer.0xa97e65fbb5d1f9698a78f55e3a3529a74417ae69 | Range graph generated
[INFO] | 2024-11-10 07:38:28 AM | analyzer.0xa97e65fbb5d1f9698a78f55e3a3529a74417ae69 | Processed function fallback
[INFO] | 2024-11-10 07:38:28 AM | analyzer.0xa97e65fbb5d1f9698a78f55e3a3529a74417ae69 | Generating return summary for endSale
[INFO] | 2024-11-10 07:38:28 AM | analyzer.0xa97e65fbb5d1f9698a78f55e3a3529a74417ae69 | Return summary generated for endSale
[INFO] | 2024-11-10 07:38:28 AM | analyzer.0xa97e65fbb5d1f9698a78f55e3a3529a74417ae69 | Range graph generated
[INFO] | 2024-11-10 07:38:28 AM | analyzer.0xa97e65fbb5d1f9698a78f55e3a3529a74417ae69 | Processed function endSale
[INFO] | 2024-11-10 07:38:28 AM | analyzer.0xa97e65fbb5d1f9698a78f55e3a3529a74417ae69 | Value Range Analysis took 0.011642 seconds
[INFO] | 2024-11-10 07:38:28 AM | analyzer.0xa97e65fbb5d1f9698a78f55e3a3529a74417ae69 | Value Range Analysis finished
[INFO] | 2024-11-10 07:38:28 AM | analyzer.0xa97e65fbb5d1f9698a78f55e3a3529a74417ae69 | Storage dependency graph compostion started!
[INFO] | 2024-11-10 07:38:28 AM | analyzer.0xa97e65fbb5d1f9698a78f55e3a3529a74417ae69 | Storage dependency graph compostion finished!
[INFO] | 2024-11-10 07:38:28 AM | analyzer.0xa97e65fbb5d1f9698a78f55e3a3529a74417ae69 | Dependency detection started!
[INFO] | 2024-11-10 07:38:28 AM | analyzer.0xa97e65fbb5d1f9698a78f55e3a3529a74417ae69 | Dependency detection finished!
[INFO] | 2024-11-10 07:38:28 AM | analyzer.0xa97e65fbb5d1f9698a78f55e3a3529a74417ae69 | Static Analysis took 2.376886 seconds
[INFO] | 2024-11-10 07:38:28 AM | analyzer.0xa97e65fbb5d1f9698a78f55e3a3529a74417ae69 | Dependency does not exist
[INFO] | 2024-11-10 07:38:28 AM | analyzer.0xa97e65fbb5d1f9698a78f55e3a3529a74417ae69 | Symbolic execution is not needed!
[INFO] | 2024-11-10 07:38:28 AM | analyzer.0xa97e65fbb5d1f9698a78f55e3a3529a74417ae69 | Analysis finished!
[INFO] | 2024-11-10 07:38:28 AM | analyzer.0xa97e65fbb5d1f9698a78f55e3a3529a74417ae69 | Analysis took 2.377147 seconds
[INFO] | 2024-11-10 07:38:28 AM | analyzer.0xa97e65fbb5d1f9698a78f55e3a3529a74417ae69 | Analysis finished at: 2024-11-10 07:38:28 AM

real	0m4.321s
user	0m5.142s
sys	0m2.254s
