[INFO] | 2024-11-10 07:37:07 AM | analyzer.0xd1a3ace46c98e028229974217201433e7163c4dd | Analysis started at: 2024-11-10 07:37:07 AM
[INFO] | 2024-11-10 07:37:09 AM | analyzer.0xd1a3ace46c98e028229974217201433e7163c4dd | Range graph generated
[INFO] | 2024-11-10 07:37:09 AM | analyzer.0xd1a3ace46c98e028229974217201433e7163c4dd | Processed function setHelpMeTokenParts
[INFO] | 2024-11-10 07:37:09 AM | analyzer.0xd1a3ace46c98e028229974217201433e7163c4dd | Value Range Analysis took 0.007221 seconds
[INFO] | 2024-11-10 07:37:09 AM | analyzer.0xd1a3ace46c98e028229974217201433e7163c4dd | Value Range Analysis finished
[INFO] | 2024-11-10 07:37:09 AM | analyzer.0xd1a3ace46c98e028229974217201433e7163c4dd | Storage dependency graph compostion started!
[INFO] | 2024-11-10 07:37:09 AM | analyzer.0xd1a3ace46c98e028229974217201433e7163c4dd | Storage dependency graph compostion finished!
[INFO] | 2024-11-10 07:37:09 AM | analyzer.0xd1a3ace46c98e028229974217201433e7163c4dd | Dependency detection started!
[INFO] | 2024-11-10 07:37:09 AM | analyzer.0xd1a3ace46c98e028229974217201433e7163c4dd | Dependency detection finished!
[INFO] | 2024-11-10 07:37:09 AM | analyzer.0xd1a3ace46c98e028229974217201433e7163c4dd | Static Analysis took 2.054664 seconds
[INFO] | 2024-11-10 07:37:09 AM | analyzer.0xd1a3ace46c98e028229974217201433e7163c4dd | Dependency does not exist
[INFO] | 2024-11-10 07:37:09 AM | analyzer.0xd1a3ace46c98e028229974217201433e7163c4dd | Symbolic execution is not needed!
[INFO] | 2024-11-10 07:37:09 AM | analyzer.0xd1a3ace46c98e028229974217201433e7163c4dd | Analysis finished!
[INFO] | 2024-11-10 07:37:09 AM | analyzer.0xd1a3ace46c98e028229974217201433e7163c4dd | Analysis took 2.054878 seconds
[INFO] | 2024-11-10 07:37:09 AM | analyzer.0xd1a3ace46c98e028229974217201433e7163c4dd | Analysis finished at: 2024-11-10 07:37:09 AM

real	0m4.009s
user	0m4.681s
sys	0m2.061s
