[INFO] | 2024-11-10 07:39:21 AM | analyzer.0x0c78003843b4a72b765938cb3b14aecb188dbc6a | Analysis started at: 2024-11-10 07:39:21 AM
[INFO] | 2024-11-10 07:39:46 AM | analyzer.0x0c78003843b4a72b765938cb3b14aecb188dbc6a | State variable assignement do not exist
[INFO] | 2024-11-10 07:39:46 AM | analyzer.0x0c78003843b4a72b765938cb3b14aecb188dbc6a | Processed function query_withGasLimit
[INFO] | 2024-11-10 07:39:46 AM | analyzer.0x0c78003843b4a72b765938cb3b14aecb188dbc6a | Generating return summary for query2
[INFO] | 2024-11-10 07:39:46 AM | analyzer.0x0c78003843b4a72b765938cb3b14aecb188dbc6a | Return summary generated for query2
[INFO] | 2024-11-10 07:39:46 AM | analyzer.0x0c78003843b4a72b765938cb3b14aecb188dbc6a | State variable assignement do not exist
[INFO] | 2024-11-10 07:39:46 AM | analyzer.0x0c78003843b4a72b765938cb3b14aecb188dbc6a | Processed function query2
[INFO] | 2024-11-10 07:39:46 AM | analyzer.0x0c78003843b4a72b765938cb3b14aecb188dbc6a | Generating return summary for query2_withGasLimit
[INFO] | 2024-11-10 07:39:46 AM | analyzer.0x0c78003843b4a72b765938cb3b14aecb188dbc6a | Return summary generated for query2_withGasLimit
[INFO] | 2024-11-10 07:39:46 AM | analyzer.0x0c78003843b4a72b765938cb3b14aecb188dbc6a | State variable assignement do not exist
[INFO] | 2024-11-10 07:39:46 AM | analyzer.0x0c78003843b4a72b765938cb3b14aecb188dbc6a | Processed function query2_withGasLimit
[INFO] | 2024-11-10 07:39:46 AM | analyzer.0x0c78003843b4a72b765938cb3b14aecb188dbc6a | Generating return summary for queryN
[INFO] | 2024-11-10 07:39:46 AM | analyzer.0x0c78003843b4a72b765938cb3b14aecb188dbc6a | Return summary generated for queryN
[INFO] | 2024-11-10 07:39:46 AM | analyzer.0x0c78003843b4a72b765938cb3b14aecb188dbc6a | State variable assignement do not exist
[INFO] | 2024-11-10 07:39:46 AM | analyzer.0x0c78003843b4a72b765938cb3b14aecb188dbc6a | Processed function queryN
[INFO] | 2024-11-10 07:39:46 AM | analyzer.0x0c78003843b4a72b765938cb3b14aecb188dbc6a | Generating return summary for queryN_withGasLimit
[INFO] | 2024-11-10 07:39:46 AM | analyzer.0x0c78003843b4a72b765938cb3b14aecb188dbc6a | Return summary generated for queryN_withGasLimit
[INFO] | 2024-11-10 07:39:46 AM | analyzer.0x0c78003843b4a72b765938cb3b14aecb188dbc6a | State variable assignement do not exist
[INFO] | 2024-11-10 07:39:46 AM | analyzer.0x0c78003843b4a72b765938cb3b14aecb188dbc6a | Processed function queryN_withGasLimit
[INFO] | 2024-11-10 07:39:46 AM | analyzer.0x0c78003843b4a72b765938cb3b14aecb188dbc6a | Generating return summary for getPrice
[INFO] | 2024-11-10 07:39:46 AM | analyzer.0x0c78003843b4a72b765938cb3b14aecb188dbc6a | Return summary generated for getPrice
[INFO] | 2024-11-10 07:39:46 AM | analyzer.0x0c78003843b4a72b765938cb3b14aecb188dbc6a | State variable assignement do not exist
[INFO] | 2024-11-10 07:39:46 AM | analyzer.0x0c78003843b4a72b765938cb3b14aecb188dbc6a | Processed function getPrice
[INFO] | 2024-11-10 07:39:46 AM | analyzer.0x0c78003843b4a72b765938cb3b14aecb188dbc6a | Generating return summary for getPrice
[INFO] | 2024-11-10 07:39:46 AM | analyzer.0x0c78003843b4a72b765938cb3b14aecb188dbc6a | Return summary generated for getPrice
[INFO] | 2024-11-10 07:39:46 AM | analyzer.0x0c78003843b4a72b765938cb3b14aecb188dbc6a | State variable assignement do not exist
[INFO] | 2024-11-10 07:39:46 AM | analyzer.0x0c78003843b4a72b765938cb3b14aecb188dbc6a | Processed function getPrice
[INFO] | 2024-11-10 07:39:46 AM | analyzer.0x0c78003843b4a72b765938cb3b14aecb188dbc6a | Generating return summary for setProofType
[INFO] | 2024-11-10 07:39:46 AM | analyzer.0x0c78003843b4a72b765938cb3b14aecb188dbc6a | Return summary generated for setProofType
[INFO] | 2024-11-10 07:39:46 AM | analyzer.0x0c78003843b4a72b765938cb3b14aecb188dbc6a | State variable assignement do not exist
[INFO] | 2024-11-10 07:39:46 AM | analyzer.0x0c78003843b4a72b765938cb3b14aecb188dbc6a | Processed function setProofType
[INFO] | 2024-11-10 07:39:46 AM | analyzer.0x0c78003843b4a72b765938cb3b14aecb188dbc6a | Generating return summary for setCustomGasPrice
[INFO] | 2024-11-10 07:39:46 AM | analyzer.0x0c78003843b4a72b765938cb3b14aecb188dbc6a | Return summary generated for setCustomGasPrice
[INFO] | 2024-11-10 07:39:46 AM | analyzer.0x0c78003843b4a72b765938cb3b14aecb188dbc6a | State variable assignement do not exist
[INFO] | 2024-11-10 07:39:46 AM | analyzer.0x0c78003843b4a72b765938cb3b14aecb188dbc6a | Processed function setCustomGasPrice
[INFO] | 2024-11-10 07:39:46 AM | analyzer.0x0c78003843b4a72b765938cb3b14aecb188dbc6a | Generating return summary for randomDS_getSessionPubKeyHash
[INFO] | 2024-11-10 07:39:46 AM | analyzer.0x0c78003843b4a72b765938cb3b14aecb188dbc6a | Return summary generated for randomDS_getSessionPubKeyHash
[INFO] | 2024-11-10 07:39:46 AM | analyzer.0x0c78003843b4a72b765938cb3b14aecb188dbc6a | State variable assignement do not exist
[INFO] | 2024-11-10 07:39:46 AM | analyzer.0x0c78003843b4a72b765938cb3b14aecb188dbc6a | Processed function randomDS_getSessionPubKeyHash
[INFO] | 2024-11-10 07:39:46 AM | analyzer.0x0c78003843b4a72b765938cb3b14aecb188dbc6a | Generating return summary for getAddress
[INFO] | 2024-11-10 07:39:46 AM | analyzer.0x0c78003843b4a72b765938cb3b14aecb188dbc6a | Return summary generated for getAddress
[INFO] | 2024-11-10 07:39:46 AM | analyzer.0x0c78003843b4a72b765938cb3b14aecb188dbc6a | State variable assignement do not exist
[INFO] | 2024-11-10 07:39:46 AM | analyzer.0x0c78003843b4a72b765938cb3b14aecb188dbc6a | Processed function getAddress
[INFO] | 2024-11-10 07:39:46 AM | analyzer.0x0c78003843b4a72b765938cb3b14aecb188dbc6a | Generating return summary for init
[INFO] | 2024-11-10 07:39:46 AM | analyzer.0x0c78003843b4a72b765938cb3b14aecb188dbc6a | Return summary generated for init
[INFO] | 2024-11-10 07:39:46 AM | analyzer.0x0c78003843b4a72b765938cb3b14aecb188dbc6a | State variable assignement do not exist
[INFO] | 2024-11-10 07:39:46 AM | analyzer.0x0c78003843b4a72b765938cb3b14aecb188dbc6a | Processed function init
[INFO] | 2024-11-10 07:39:46 AM | analyzer.0x0c78003843b4a72b765938cb3b14aecb188dbc6a | Generating return summary for max
[INFO] | 2024-11-10 07:39:46 AM | analyzer.0x0c78003843b4a72b765938cb3b14aecb188dbc6a | Return summary generated for max
[INFO] | 2024-11-10 07:39:46 AM | analyzer.0x0c78003843b4a72b765938cb3b14aecb188dbc6a | State variable assignement do not exist
[INFO] | 2024-11-10 07:39:46 AM | analyzer.0x0c78003843b4a72b765938cb3b14aecb188dbc6a | Processed function max
[INFO] | 2024-11-10 07:39:46 AM | analyzer.0x0c78003843b4a72b765938cb3b14aecb188dbc6a | Generating return summary for __callback
[INFO] | 2024-11-10 07:39:46 AM | analyzer.0x0c78003843b4a72b765938cb3b14aecb188dbc6a | Return summary generated for __callback
[INFO] | 2024-11-10 07:39:46 AM | analyzer.0x0c78003843b4a72b765938cb3b14aecb188dbc6a | State variable assignement do not exist
[INFO] | 2024-11-10 07:39:46 AM | analyzer.0x0c78003843b4a72b765938cb3b14aecb188dbc6a | Processed function __callback
[INFO] | 2024-11-10 07:39:46 AM | analyzer.0x0c78003843b4a72b765938cb3b14aecb188dbc6a | Generating return summary for getCodeSize
[INFO] | 2024-11-10 07:39:46 AM | analyzer.0x0c78003843b4a72b765938cb3b14aecb188dbc6a | Return summary generated for getCodeSize
[INFO] | 2024-11-10 07:39:46 AM | analyzer.0x0c78003843b4a72b765938cb3b14aecb188dbc6a | State variable assignement do not exist
[INFO] | 2024-11-10 07:39:46 AM | analyzer.0x0c78003843b4a72b765938cb3b14aecb188dbc6a | Processed function getCodeSize
[INFO] | 2024-11-10 07:39:46 AM | analyzer.0x0c78003843b4a72b765938cb3b14aecb188dbc6a | Generating return summary for parseAddr
[INFO] | 2024-11-10 07:39:46 AM | analyzer.0x0c78003843b4a72b765938cb3b14aecb188dbc6a | Return summary generated for parseAddr
[INFO] | 2024-11-10 07:39:46 AM | analyzer.0x0c78003843b4a72b765938cb3b14aecb188dbc6a | State variable assignement do not exist
[INFO] | 2024-11-10 07:39:46 AM | analyzer.0x0c78003843b4a72b765938cb3b14aecb188dbc6a | Processed function parseAddr
[INFO] | 2024-11-10 07:39:46 AM | analyzer.0x0c78003843b4a72b765938cb3b14aecb188dbc6a | Generating return summary for strCompare
[INFO] | 2024-11-10 07:39:46 AM | analyzer.0x0c78003843b4a72b765938cb3b14aecb188dbc6a | Return summary generated for strCompare
[INFO] | 2024-11-10 07:39:46 AM | analyzer.0x0c78003843b4a72b765938cb3b14aecb188dbc6a | State variable assignement do not exist
[INFO] | 2024-11-10 07:39:46 AM | analyzer.0x0c78003843b4a72b765938cb3b14aecb188dbc6a | Processed function strCompare
[INFO] | 2024-11-10 07:39:46 AM | analyzer.0x0c78003843b4a72b765938cb3b14aecb188dbc6a | Generating return summary for indexOf
[INFO] | 2024-11-10 07:39:46 AM | analyzer.0x0c78003843b4a72b765938cb3b14aecb188dbc6a | Return summary generated for indexOf
[INFO] | 2024-11-10 07:39:46 AM | analyzer.0x0c78003843b4a72b765938cb3b14aecb188dbc6a | State variable assignement do not exist
[INFO] | 2024-11-10 07:39:46 AM | analyzer.0x0c78003843b4a72b765938cb3b14aecb188dbc6a | Processed function indexOf
[INFO] | 2024-11-10 07:39:46 AM | analyzer.0x0c78003843b4a72b765938cb3b14aecb188dbc6a | Generating return summary for strConcat
[INFO] | 2024-11-10 07:39:46 AM | analyzer.0x0c78003843b4a72b765938cb3b14aecb188dbc6a | Return summary generated for strConcat
[INFO] | 2024-11-10 07:39:46 AM | analyzer.0x0c78003843b4a72b765938cb3b14aecb188dbc6a | State variable assignement do not exist
[INFO] | 2024-11-10 07:39:46 AM | analyzer.0x0c78003843b4a72b765938cb3b14aecb188dbc6a | Processed function strConcat
[INFO] | 2024-11-10 07:39:46 AM | analyzer.0x0c78003843b4a72b765938cb3b14aecb188dbc6a | Generating return summary for parseInt
[INFO] | 2024-11-10 07:39:46 AM | analyzer.0x0c78003843b4a72b765938cb3b14aecb188dbc6a | Return summary generated for parseInt
[INFO] | 2024-11-10 07:39:46 AM | analyzer.0x0c78003843b4a72b765938cb3b14aecb188dbc6a | State variable assignement do not exist
[INFO] | 2024-11-10 07:39:46 AM | analyzer.0x0c78003843b4a72b765938cb3b14aecb188dbc6a | Processed function parseInt
[INFO] | 2024-11-10 07:39:46 AM | analyzer.0x0c78003843b4a72b765938cb3b14aecb188dbc6a | Generating return summary for uint2str
[INFO] | 2024-11-10 07:39:46 AM | analyzer.0x0c78003843b4a72b765938cb3b14aecb188dbc6a | Return summary generated for uint2str
[INFO] | 2024-11-10 07:39:46 AM | analyzer.0x0c78003843b4a72b765938cb3b14aecb188dbc6a | State variable assignement do not exist
[INFO] | 2024-11-10 07:39:46 AM | analyzer.0x0c78003843b4a72b765938cb3b14aecb188dbc6a | Processed function uint2str
[INFO] | 2024-11-10 07:39:46 AM | analyzer.0x0c78003843b4a72b765938cb3b14aecb188dbc6a | Generating return summary for oraclize_setNetworkName
[INFO] | 2024-11-10 07:39:46 AM | analyzer.0x0c78003843b4a72b765938cb3b14aecb188dbc6a | Return summary generated for oraclize_setNetworkName
[INFO] | 2024-11-10 07:39:46 AM | analyzer.0x0c78003843b4a72b765938cb3b14aecb188dbc6a | Range graph generated
[INFO] | 2024-11-10 07:39:46 AM | analyzer.0x0c78003843b4a72b765938cb3b14aecb188dbc6a | Processed function oraclize_setNetworkName
[INFO] | 2024-11-10 07:39:46 AM | analyzer.0x0c78003843b4a72b765938cb3b14aecb188dbc6a | Generating return summary for oraclize_getNetworkName
[INFO] | 2024-11-10 07:39:46 AM | analyzer.0x0c78003843b4a72b765938cb3b14aecb188dbc6a | Return summary generated for oraclize_getNetworkName
[INFO] | 2024-11-10 07:39:46 AM | analyzer.0x0c78003843b4a72b765938cb3b14aecb188dbc6a | State variable assignement do not exist
[INFO] | 2024-11-10 07:39:46 AM | analyzer.0x0c78003843b4a72b765938cb3b14aecb188dbc6a | Processed function oraclize_getNetworkName
[INFO] | 2024-11-10 07:39:46 AM | analyzer.0x0c78003843b4a72b765938cb3b14aecb188dbc6a | Generating return summary for oraclize_randomDS_setCommitment
[INFO] | 2024-11-10 07:39:46 AM | analyzer.0x0c78003843b4a72b765938cb3b14aecb188dbc6a | Return summary generated for oraclize_randomDS_setCommitment
[INFO] | 2024-11-10 07:39:46 AM | analyzer.0x0c78003843b4a72b765938cb3b14aecb188dbc6a | Range graph generated
[INFO] | 2024-11-10 07:39:46 AM | analyzer.0x0c78003843b4a72b765938cb3b14aecb188dbc6a | Processed function oraclize_randomDS_setCommitment
[INFO] | 2024-11-10 07:39:46 AM | analyzer.0x0c78003843b4a72b765938cb3b14aecb188dbc6a | Generating return summary for matchBytes32Prefix
[INFO] | 2024-11-10 07:39:46 AM | analyzer.0x0c78003843b4a72b765938cb3b14aecb188dbc6a | Return summary generated for matchBytes32Prefix
[INFO] | 2024-11-10 07:39:46 AM | analyzer.0x0c78003843b4a72b765938cb3b14aecb188dbc6a | State variable assignement do not exist
[INFO] | 2024-11-10 07:39:46 AM | analyzer.0x0c78003843b4a72b765938cb3b14aecb188dbc6a | Processed function matchBytes32Prefix
[INFO] | 2024-11-10 07:39:46 AM | analyzer.0x0c78003843b4a72b765938cb3b14aecb188dbc6a | Generating return summary for copyBytes
[INFO] | 2024-11-10 07:39:46 AM | analyzer.0x0c78003843b4a72b765938cb3b14aecb188dbc6a | Return summary generated for copyBytes
[INFO] | 2024-11-10 07:39:46 AM | analyzer.0x0c78003843b4a72b765938cb3b14aecb188dbc6a | State variable assignement do not exist
[INFO] | 2024-11-10 07:39:46 AM | analyzer.0x0c78003843b4a72b765938cb3b14aecb188dbc6a | Processed function copyBytes
[INFO] | 2024-11-10 07:39:46 AM | analyzer.0x0c78003843b4a72b765938cb3b14aecb188dbc6a | Generating return summary for safer_ecrecover
[INFO] | 2024-11-10 07:39:46 AM | analyzer.0x0c78003843b4a72b765938cb3b14aecb188dbc6a | We should not consider this kind of return values!
[INFO] | 2024-11-10 07:39:46 AM | analyzer.0x0c78003843b4a72b765938cb3b14aecb188dbc6a | We should not consider this kind of return values!
[INFO] | 2024-11-10 07:39:46 AM | analyzer.0x0c78003843b4a72b765938cb3b14aecb188dbc6a | Return summary generated for safer_ecrecover
[INFO] | 2024-11-10 07:39:46 AM | analyzer.0x0c78003843b4a72b765938cb3b14aecb188dbc6a | State variable assignement do not exist
[INFO] | 2024-11-10 07:39:46 AM | analyzer.0x0c78003843b4a72b765938cb3b14aecb188dbc6a | Processed function safer_ecrecover
[INFO] | 2024-11-10 07:39:46 AM | analyzer.0x0c78003843b4a72b765938cb3b14aecb188dbc6a | Generating return summary for safeMemoryCleaner
[INFO] | 2024-11-10 07:39:46 AM | analyzer.0x0c78003843b4a72b765938cb3b14aecb188dbc6a | Return summary generated for safeMemoryCleaner
[INFO] | 2024-11-10 07:39:46 AM | analyzer.0x0c78003843b4a72b765938cb3b14aecb188dbc6a | State variable assignement do not exist
[INFO] | 2024-11-10 07:39:46 AM | analyzer.0x0c78003843b4a72b765938cb3b14aecb188dbc6a | Processed function safeMemoryCleaner
[INFO] | 2024-11-10 07:39:46 AM | analyzer.0x0c78003843b4a72b765938cb3b14aecb188dbc6a | Generating return summary for oraclizeAPI
[INFO] | 2024-11-10 07:39:46 AM | analyzer.0x0c78003843b4a72b765938cb3b14aecb188dbc6a | Return summary generated for oraclizeAPI
[INFO] | 2024-11-10 07:39:46 AM | analyzer.0x0c78003843b4a72b765938cb3b14aecb188dbc6a | Range graph generated
[INFO] | 2024-11-10 07:39:46 AM | analyzer.0x0c78003843b4a72b765938cb3b14aecb188dbc6a | Processed function oraclizeAPI
[INFO] | 2024-11-10 07:39:46 AM | analyzer.0x0c78003843b4a72b765938cb3b14aecb188dbc6a | Generating return summary for mul
[INFO] | 2024-11-10 07:39:46 AM | analyzer.0x0c78003843b4a72b765938cb3b14aecb188dbc6a | Return summary generated for mul
[INFO] | 2024-11-10 07:39:46 AM | analyzer.0x0c78003843b4a72b765938cb3b14aecb188dbc6a | State variable assignement do not exist
[INFO] | 2024-11-10 07:39:46 AM | analyzer.0x0c78003843b4a72b765938cb3b14aecb188dbc6a | Processed function mul
[INFO] | 2024-11-10 07:39:46 AM | analyzer.0x0c78003843b4a72b765938cb3b14aecb188dbc6a | Generating return summary for div
[INFO] | 2024-11-10 07:39:46 AM | analyzer.0x0c78003843b4a72b765938cb3b14aecb188dbc6a | Return summary generated for div
[INFO] | 2024-11-10 07:39:46 AM | analyzer.0x0c78003843b4a72b765938cb3b14aecb188dbc6a | State variable assignement do not exist
[INFO] | 2024-11-10 07:39:46 AM | analyzer.0x0c78003843b4a72b765938cb3b14aecb188dbc6a | Processed function div
[INFO] | 2024-11-10 07:39:46 AM | analyzer.0x0c78003843b4a72b765938cb3b14aecb188dbc6a | Generating return summary for sub
[INFO] | 2024-11-10 07:39:46 AM | analyzer.0x0c78003843b4a72b765938cb3b14aecb188dbc6a | Return summary generated for sub
[INFO] | 2024-11-10 07:39:46 AM | analyzer.0x0c78003843b4a72b765938cb3b14aecb188dbc6a | State variable assignement do not exist
[INFO] | 2024-11-10 07:39:46 AM | analyzer.0x0c78003843b4a72b765938cb3b14aecb188dbc6a | Processed function sub
[INFO] | 2024-11-10 07:39:46 AM | analyzer.0x0c78003843b4a72b765938cb3b14aecb188dbc6a | Generating return summary for add
[INFO] | 2024-11-10 07:39:46 AM | analyzer.0x0c78003843b4a72b765938cb3b14aecb188dbc6a | Return summary generated for add
[INFO] | 2024-11-10 07:39:46 AM | analyzer.0x0c78003843b4a72b765938cb3b14aecb188dbc6a | State variable assignement do not exist
[INFO] | 2024-11-10 07:39:46 AM | analyzer.0x0c78003843b4a72b765938cb3b14aecb188dbc6a | Processed function add
[INFO] | 2024-11-10 07:39:46 AM | analyzer.0x0c78003843b4a72b765938cb3b14aecb188dbc6a | Generating return summary for constructor
[INFO] | 2024-11-10 07:39:46 AM | analyzer.0x0c78003843b4a72b765938cb3b14aecb188dbc6a | Return summary generated for constructor
[INFO] | 2024-11-10 07:39:46 AM | analyzer.0x0c78003843b4a72b765938cb3b14aecb188dbc6a | Range graph generated
[INFO] | 2024-11-10 07:39:46 AM | analyzer.0x0c78003843b4a72b765938cb3b14aecb188dbc6a | Processed function constructor
[INFO] | 2024-11-10 07:39:46 AM | analyzer.0x0c78003843b4a72b765938cb3b14aecb188dbc6a | Generating return summary for isOwner
[INFO] | 2024-11-10 07:39:46 AM | analyzer.0x0c78003843b4a72b765938cb3b14aecb188dbc6a | Return summary generated for isOwner
[INFO] | 2024-11-10 07:39:46 AM | analyzer.0x0c78003843b4a72b765938cb3b14aecb188dbc6a | State variable assignement do not exist
[INFO] | 2024-11-10 07:39:46 AM | analyzer.0x0c78003843b4a72b765938cb3b14aecb188dbc6a | Processed function isOwner
[INFO] | 2024-11-10 07:39:46 AM | analyzer.0x0c78003843b4a72b765938cb3b14aecb188dbc6a | Generating return summary for onlyOwner
[INFO] | 2024-11-10 07:39:46 AM | analyzer.0x0c78003843b4a72b765938cb3b14aecb188dbc6a | Return summary generated for onlyOwner
[INFO] | 2024-11-10 07:39:46 AM | analyzer.0x0c78003843b4a72b765938cb3b14aecb188dbc6a | State variable assignement do not exist
[INFO] | 2024-11-10 07:39:46 AM | analyzer.0x0c78003843b4a72b765938cb3b14aecb188dbc6a | Processed function onlyOwner
[INFO] | 2024-11-10 07:39:46 AM | analyzer.0x0c78003843b4a72b765938cb3b14aecb188dbc6a | Generating return summary for allowance
[INFO] | 2024-11-10 07:39:46 AM | analyzer.0x0c78003843b4a72b765938cb3b14aecb188dbc6a | Return summary generated for allowance
[INFO] | 2024-11-10 07:39:46 AM | analyzer.0x0c78003843b4a72b765938cb3b14aecb188dbc6a | State variable assignement do not exist
[INFO] | 2024-11-10 07:39:46 AM | analyzer.0x0c78003843b4a72b765938cb3b14aecb188dbc6a | Processed function allowance
[INFO] | 2024-11-10 07:39:46 AM | analyzer.0x0c78003843b4a72b765938cb3b14aecb188dbc6a | Generating return summary for transferFrom
[INFO] | 2024-11-10 07:39:46 AM | analyzer.0x0c78003843b4a72b765938cb3b14aecb188dbc6a | Return summary generated for transferFrom
[INFO] | 2024-11-10 07:39:46 AM | analyzer.0x0c78003843b4a72b765938cb3b14aecb188dbc6a | State variable assignement do not exist
[INFO] | 2024-11-10 07:39:46 AM | analyzer.0x0c78003843b4a72b765938cb3b14aecb188dbc6a | Processed function transferFrom
[INFO] | 2024-11-10 07:39:46 AM | analyzer.0x0c78003843b4a72b765938cb3b14aecb188dbc6a | Generating return summary for totalSupply
[INFO] | 2024-11-10 07:39:46 AM | analyzer.0x0c78003843b4a72b765938cb3b14aecb188dbc6a | Return summary generated for totalSupply
[INFO] | 2024-11-10 07:39:46 AM | analyzer.0x0c78003843b4a72b765938cb3b14aecb188dbc6a | State variable assignement do not exist
[INFO] | 2024-11-10 07:39:46 AM | analyzer.0x0c78003843b4a72b765938cb3b14aecb188dbc6a | Processed function totalSupply
[INFO] | 2024-11-10 07:39:46 AM | analyzer.0x0c78003843b4a72b765938cb3b14aecb188dbc6a | Generating return summary for balanceOf
[INFO] | 2024-11-10 07:39:46 AM | analyzer.0x0c78003843b4a72b765938cb3b14aecb188dbc6a | Return summary generated for balanceOf
[INFO] | 2024-11-10 07:39:46 AM | analyzer.0x0c78003843b4a72b765938cb3b14aecb188dbc6a | State variable assignement do not exist
[INFO] | 2024-11-10 07:39:46 AM | analyzer.0x0c78003843b4a72b765938cb3b14aecb188dbc6a | Processed function balanceOf
[INFO] | 2024-11-10 07:39:46 AM | analyzer.0x0c78003843b4a72b765938cb3b14aecb188dbc6a | Generating return summary for transfer
[INFO] | 2024-11-10 07:39:46 AM | analyzer.0x0c78003843b4a72b765938cb3b14aecb188dbc6a | Return summary generated for transfer
[INFO] | 2024-11-10 07:39:46 AM | analyzer.0x0c78003843b4a72b765938cb3b14aecb188dbc6a | State variable assignement do not exist
[INFO] | 2024-11-10 07:39:46 AM | analyzer.0x0c78003843b4a72b765938cb3b14aecb188dbc6a | Processed function transfer
[INFO] | 2024-11-10 07:39:46 AM | analyzer.0x0c78003843b4a72b765938cb3b14aecb188dbc6a | Generating return summary for ownerTransfer
[INFO] | 2024-11-10 07:39:46 AM | analyzer.0x0c78003843b4a72b765938cb3b14aecb188dbc6a | Return summary generated for ownerTransfer
[INFO] | 2024-11-10 07:39:46 AM | analyzer.0x0c78003843b4a72b765938cb3b14aecb188dbc6a | State variable assignement do not exist
[INFO] | 2024-11-10 07:39:46 AM | analyzer.0x0c78003843b4a72b765938cb3b14aecb188dbc6a | Processed function ownerTransfer
[INFO] | 2024-11-10 07:39:46 AM | analyzer.0x0c78003843b4a72b765938cb3b14aecb188dbc6a | Generating return summary for approve
[INFO] | 2024-11-10 07:39:46 AM | analyzer.0x0c78003843b4a72b765938cb3b14aecb188dbc6a | Return summary generated for approve
[INFO] | 2024-11-10 07:39:46 AM | analyzer.0x0c78003843b4a72b765938cb3b14aecb188dbc6a | State variable assignement do not exist
[INFO] | 2024-11-10 07:39:46 AM | analyzer.0x0c78003843b4a72b765938cb3b14aecb188dbc6a | Processed function approve
