[INFO] | 2024-11-10 07:38:01 AM | analyzer.0xa5629861c9c345f50221996ef852fd9665eb1c05 | Analysis started at: 2024-11-10 07:38:01 AM
[INFO] | 2024-11-10 07:38:03 AM | analyzer.0xa5629861c9c345f50221996ef852fd9665eb1c05 | Range graph generated
[INFO] | 2024-11-10 07:38:03 AM | analyzer.0xa5629861c9c345f50221996ef852fd9665eb1c05 | Processed function acceptOwnership
[INFO] | 2024-11-10 07:38:03 AM | analyzer.0xa5629861c9c345f50221996ef852fd9665eb1c05 | Generating return summary for onlyOwner
[INFO] | 2024-11-10 07:38:03 AM | analyzer.0xa5629861c9c345f50221996ef852fd9665eb1c05 | Return summary generated for onlyOwner
[INFO] | 2024-11-10 07:38:03 AM | analyzer.0xa5629861c9c345f50221996ef852fd9665eb1c05 | State variable assignement do not exist
[INFO] | 2024-11-10 07:38:03 AM | analyzer.0xa5629861c9c345f50221996ef852fd9665eb1c05 | Processed function onlyOwner
[INFO] | 2024-11-10 07:38:03 AM | analyzer.0xa5629861c9c345f50221996ef852fd9665eb1c05 | Generating return summary for constructor
[INFO] | 2024-11-10 07:38:03 AM | analyzer.0xa5629861c9c345f50221996ef852fd9665eb1c05 | Return summary generated for constructor
[INFO] | 2024-11-10 07:38:03 AM | analyzer.0xa5629861c9c345f50221996ef852fd9665eb1c05 | Range graph generated
[INFO] | 2024-11-10 07:38:03 AM | analyzer.0xa5629861c9c345f50221996ef852fd9665eb1c05 | Processed function constructor
[INFO] | 2024-11-10 07:38:03 AM | analyzer.0xa5629861c9c345f50221996ef852fd9665eb1c05 | Generating return summary for acceptOwnership
[INFO] | 2024-11-10 07:38:03 AM | analyzer.0xa5629861c9c345f50221996ef852fd9665eb1c05 | Return summary generated for acceptOwnership
[INFO] | 2024-11-10 07:38:03 AM | analyzer.0xa5629861c9c345f50221996ef852fd9665eb1c05 | Range graph generated
[INFO] | 2024-11-10 07:38:03 AM | analyzer.0xa5629861c9c345f50221996ef852fd9665eb1c05 | Processed function acceptOwnership
[INFO] | 2024-11-10 07:38:03 AM | analyzer.0xa5629861c9c345f50221996ef852fd9665eb1c05 | Generating return summary for constructor
[INFO] | 2024-11-10 07:38:03 AM | analyzer.0xa5629861c9c345f50221996ef852fd9665eb1c05 | Return summary generated for constructor
[INFO] | 2024-11-10 07:38:03 AM | analyzer.0xa5629861c9c345f50221996ef852fd9665eb1c05 | Range graph generated
[INFO] | 2024-11-10 07:38:03 AM | analyzer.0xa5629861c9c345f50221996ef852fd9665eb1c05 | Processed function constructor
[INFO] | 2024-11-10 07:38:03 AM | analyzer.0xa5629861c9c345f50221996ef852fd9665eb1c05 | Generating return summary for fallback
[INFO] | 2024-11-10 07:38:03 AM | analyzer.0xa5629861c9c345f50221996ef852fd9665eb1c05 | Return summary generated for fallback
[INFO] | 2024-11-10 07:38:03 AM | analyzer.0xa5629861c9c345f50221996ef852fd9665eb1c05 | State variable assignement do not exist
[INFO] | 2024-11-10 07:38:03 AM | analyzer.0xa5629861c9c345f50221996ef852fd9665eb1c05 | Processed function fallback
[INFO] | 2024-11-10 07:38:03 AM | analyzer.0xa5629861c9c345f50221996ef852fd9665eb1c05 | Generating return summary for totalDividends
[INFO] | 2024-11-10 07:38:03 AM | analyzer.0xa5629861c9c345f50221996ef852fd9665eb1c05 | Return summary generated for totalDividends
[INFO] | 2024-11-10 07:38:03 AM | analyzer.0xa5629861c9c345f50221996ef852fd9665eb1c05 | State variable assignement do not exist
[INFO] | 2024-11-10 07:38:03 AM | analyzer.0xa5629861c9c345f50221996ef852fd9665eb1c05 | Processed function totalDividends
[INFO] | 2024-11-10 07:38:03 AM | analyzer.0xa5629861c9c345f50221996ef852fd9665eb1c05 | Generating return summary for backlogLength
[INFO] | 2024-11-10 07:38:03 AM | analyzer.0xa5629861c9c345f50221996ef852fd9665eb1c05 | Return summary generated for backlogLength
[INFO] | 2024-11-10 07:38:03 AM | analyzer.0xa5629861c9c345f50221996ef852fd9665eb1c05 | State variable assignement do not exist
[INFO] | 2024-11-10 07:38:03 AM | analyzer.0xa5629861c9c345f50221996ef852fd9665eb1c05 | Processed function backlogLength
[INFO] | 2024-11-10 07:38:03 AM | analyzer.0xa5629861c9c345f50221996ef852fd9665eb1c05 | Generating return summary for backlogAmount
[INFO] | 2024-11-10 07:38:03 AM | analyzer.0xa5629861c9c345f50221996ef852fd9665eb1c05 | Return summary generated for backlogAmount
[INFO] | 2024-11-10 07:38:03 AM | analyzer.0xa5629861c9c345f50221996ef852fd9665eb1c05 | State variable assignement do not exist
[INFO] | 2024-11-10 07:38:03 AM | analyzer.0xa5629861c9c345f50221996ef852fd9665eb1c05 | Processed function backlogAmount
[INFO] | 2024-11-10 07:38:03 AM | analyzer.0xa5629861c9c345f50221996ef852fd9665eb1c05 | Generating return summary for totalParticipants
[INFO] | 2024-11-10 07:38:03 AM | analyzer.0xa5629861c9c345f50221996ef852fd9665eb1c05 | Return summary generated for totalParticipants
[INFO] | 2024-11-10 07:38:03 AM | analyzer.0xa5629861c9c345f50221996ef852fd9665eb1c05 | State variable assignement do not exist
[INFO] | 2024-11-10 07:38:03 AM | analyzer.0xa5629861c9c345f50221996ef852fd9665eb1c05 | Processed function totalParticipants
[INFO] | 2024-11-10 07:38:03 AM | analyzer.0xa5629861c9c345f50221996ef852fd9665eb1c05 | Generating return summary for totalSpent
[INFO] | 2024-11-10 07:38:03 AM | analyzer.0xa5629861c9c345f50221996ef852fd9665eb1c05 | Return summary generated for totalSpent
[INFO] | 2024-11-10 07:38:03 AM | analyzer.0xa5629861c9c345f50221996ef852fd9665eb1c05 | State variable assignement do not exist
[INFO] | 2024-11-10 07:38:03 AM | analyzer.0xa5629861c9c345f50221996ef852fd9665eb1c05 | Processed function totalSpent
[INFO] | 2024-11-10 07:38:03 AM | analyzer.0xa5629861c9c345f50221996ef852fd9665eb1c05 | Generating return summary for amountOwed
[INFO] | 2024-11-10 07:38:03 AM | analyzer.0xa5629861c9c345f50221996ef852fd9665eb1c05 | Return summary generated for amountOwed
[INFO] | 2024-11-10 07:38:03 AM | analyzer.0xa5629861c9c345f50221996ef852fd9665eb1c05 | State variable assignement do not exist
[INFO] | 2024-11-10 07:38:03 AM | analyzer.0xa5629861c9c345f50221996ef852fd9665eb1c05 | Processed function amountOwed
[INFO] | 2024-11-10 07:38:03 AM | analyzer.0xa5629861c9c345f50221996ef852fd9665eb1c05 | Generating return summary for slitherConstructorVariables
[INFO] | 2024-11-10 07:38:03 AM | analyzer.0xa5629861c9c345f50221996ef852fd9665eb1c05 | Return summary generated for slitherConstructorVariables
[INFO] | 2024-11-10 07:38:03 AM | analyzer.0xa5629861c9c345f50221996ef852fd9665eb1c05 | Range graph generated
[INFO] | 2024-11-10 07:38:03 AM | analyzer.0xa5629861c9c345f50221996ef852fd9665eb1c05 | Processed function slitherConstructorVariables
[INFO] | 2024-11-10 07:38:03 AM | analyzer.0xa5629861c9c345f50221996ef852fd9665eb1c05 | Generating return summary for onlyOwner
[INFO] | 2024-11-10 07:38:03 AM | analyzer.0xa5629861c9c345f50221996ef852fd9665eb1c05 | Return summary generated for onlyOwner
[INFO] | 2024-11-10 07:38:03 AM | analyzer.0xa5629861c9c345f50221996ef852fd9665eb1c05 | State variable assignement do not exist
[INFO] | 2024-11-10 07:38:03 AM | analyzer.0xa5629861c9c345f50221996ef852fd9665eb1c05 | Processed function onlyOwner
[INFO] | 2024-11-10 07:38:03 AM | analyzer.0xa5629861c9c345f50221996ef852fd9665eb1c05 | Generating return summary for limitBuy
[INFO] | 2024-11-10 07:38:03 AM | analyzer.0xa5629861c9c345f50221996ef852fd9665eb1c05 | Return summary generated for limitBuy
[INFO] | 2024-11-10 07:38:03 AM | analyzer.0xa5629861c9c345f50221996ef852fd9665eb1c05 | State variable assignement do not exist
[INFO] | 2024-11-10 07:38:03 AM | analyzer.0xa5629861c9c345f50221996ef852fd9665eb1c05 | Processed function limitBuy
[INFO] | 2024-11-10 07:38:03 AM | analyzer.0xa5629861c9c345f50221996ef852fd9665eb1c05 | Generating return summary for notPooh
[INFO] | 2024-11-10 07:38:03 AM | analyzer.0xa5629861c9c345f50221996ef852fd9665eb1c05 | Return summary generated for notPooh
[INFO] | 2024-11-10 07:38:03 AM | analyzer.0xa5629861c9c345f50221996ef852fd9665eb1c05 | State variable assignement do not exist
[INFO] | 2024-11-10 07:38:03 AM | analyzer.0xa5629861c9c345f50221996ef852fd9665eb1c05 | Processed function notPooh
[INFO] | 2024-11-10 07:38:03 AM | analyzer.0xa5629861c9c345f50221996ef852fd9665eb1c05 | Generating return summary for transferAnyERC20Token
[INFO] | 2024-11-10 07:38:03 AM | analyzer.0xa5629861c9c345f50221996ef852fd9665eb1c05 | Return summary generated for transferAnyERC20Token
[INFO] | 2024-11-10 07:38:03 AM | analyzer.0xa5629861c9c345f50221996ef852fd9665eb1c05 | State variable assignement do not exist
[INFO] | 2024-11-10 07:38:03 AM | analyzer.0xa5629861c9c345f50221996ef852fd9665eb1c05 | Processed function transferAnyERC20Token
[INFO] | 2024-11-10 07:38:03 AM | analyzer.0xa5629861c9c345f50221996ef852fd9665eb1c05 | Generating return summary for payout
[INFO] | 2024-11-10 07:38:03 AM | analyzer.0xa5629861c9c345f50221996ef852fd9665eb1c05 | Return summary generated for payout
[INFO] | 2024-11-10 07:38:03 AM | analyzer.0xa5629861c9c345f50221996ef852fd9665eb1c05 | Range graph generated
[INFO] | 2024-11-10 07:38:03 AM | analyzer.0xa5629861c9c345f50221996ef852fd9665eb1c05 | Processed function payout
[INFO] | 2024-11-10 07:38:03 AM | analyzer.0xa5629861c9c345f50221996ef852fd9665eb1c05 | Generating return summary for withdraw
[INFO] | 2024-11-10 07:38:03 AM | analyzer.0xa5629861c9c345f50221996ef852fd9665eb1c05 | Return summary generated for withdraw
[INFO] | 2024-11-10 07:38:03 AM | analyzer.0xa5629861c9c345f50221996ef852fd9665eb1c05 | Range graph generated
[INFO] | 2024-11-10 07:38:03 AM | analyzer.0xa5629861c9c345f50221996ef852fd9665eb1c05 | Processed function withdraw
[INFO] | 2024-11-10 07:38:03 AM | analyzer.0xa5629861c9c345f50221996ef852fd9665eb1c05 | Generating return summary for myTokens
[INFO] | 2024-11-10 07:38:03 AM | analyzer.0xa5629861c9c345f50221996ef852fd9665eb1c05 | Return summary generated for myTokens
[INFO] | 2024-11-10 07:38:03 AM | analyzer.0xa5629861c9c345f50221996ef852fd9665eb1c05 | State variable assignement do not exist
[INFO] | 2024-11-10 07:38:03 AM | analyzer.0xa5629861c9c345f50221996ef852fd9665eb1c05 | Processed function myTokens
[INFO] | 2024-11-10 07:38:03 AM | analyzer.0xa5629861c9c345f50221996ef852fd9665eb1c05 | Generating return summary for myDividends
[INFO] | 2024-11-10 07:38:03 AM | analyzer.0xa5629861c9c345f50221996ef852fd9665eb1c05 | Return summary generated for myDividends
[INFO] | 2024-11-10 07:38:03 AM | analyzer.0xa5629861c9c345f50221996ef852fd9665eb1c05 | State variable assignement do not exist
[INFO] | 2024-11-10 07:38:03 AM | analyzer.0xa5629861c9c345f50221996ef852fd9665eb1c05 | Processed function myDividends
[INFO] | 2024-11-10 07:38:03 AM | analyzer.0xa5629861c9c345f50221996ef852fd9665eb1c05 | Generating return summary for changeOwner
[INFO] | 2024-11-10 07:38:03 AM | analyzer.0xa5629861c9c345f50221996ef852fd9665eb1c05 | Return summary generated for changeOwner
[INFO] | 2024-11-10 07:38:03 AM | analyzer.0xa5629861c9c345f50221996ef852fd9665eb1c05 | Range graph generated
[INFO] | 2024-11-10 07:38:03 AM | analyzer.0xa5629861c9c345f50221996ef852fd9665eb1c05 | Processed function changeOwner
[INFO] | 2024-11-10 07:38:03 AM | analyzer.0xa5629861c9c345f50221996ef852fd9665eb1c05 | Generating return summary for amountIAmOwed
[INFO] | 2024-11-10 07:38:03 AM | analyzer.0xa5629861c9c345f50221996ef852fd9665eb1c05 | Return summary generated for amountIAmOwed
[INFO] | 2024-11-10 07:38:03 AM | analyzer.0xa5629861c9c345f50221996ef852fd9665eb1c05 | State variable assignement do not exist
[INFO] | 2024-11-10 07:38:03 AM | analyzer.0xa5629861c9c345f50221996ef852fd9665eb1c05 | Processed function amountIAmOwed
[INFO] | 2024-11-10 07:38:03 AM | analyzer.0xa5629861c9c345f50221996ef852fd9665eb1c05 | Generating return summary for changeOwner
[INFO] | 2024-11-10 07:38:03 AM | analyzer.0xa5629861c9c345f50221996ef852fd9665eb1c05 | Return summary generated for changeOwner
[INFO] | 2024-11-10 07:38:03 AM | analyzer.0xa5629861c9c345f50221996ef852fd9665eb1c05 | Range graph generated
[INFO] | 2024-11-10 07:38:03 AM | analyzer.0xa5629861c9c345f50221996ef852fd9665eb1c05 | Processed function changeOwner
[INFO] | 2024-11-10 07:38:03 AM | analyzer.0xa5629861c9c345f50221996ef852fd9665eb1c05 | Generating return summary for changeLimit
[INFO] | 2024-11-10 07:38:03 AM | analyzer.0xa5629861c9c345f50221996ef852fd9665eb1c05 | Return summary generated for changeLimit
[INFO] | 2024-11-10 07:38:03 AM | analyzer.0xa5629861c9c345f50221996ef852fd9665eb1c05 | Range graph generated
[INFO] | 2024-11-10 07:38:03 AM | analyzer.0xa5629861c9c345f50221996ef852fd9665eb1c05 | Processed function changeLimit
[INFO] | 2024-11-10 07:38:03 AM | analyzer.0xa5629861c9c345f50221996ef852fd9665eb1c05 | Generating return summary for deposit
[INFO] | 2024-11-10 07:38:03 AM | analyzer.0xa5629861c9c345f50221996ef852fd9665eb1c05 | Return summary generated for deposit
[INFO] | 2024-11-10 07:38:03 AM | analyzer.0xa5629861c9c345f50221996ef852fd9665eb1c05 | Range graph generated
[INFO] | 2024-11-10 07:38:03 AM | analyzer.0xa5629861c9c345f50221996ef852fd9665eb1c05 | Processed function deposit
[INFO] | 2024-11-10 07:38:03 AM | analyzer.0xa5629861c9c345f50221996ef852fd9665eb1c05 | Value Range Analysis took 0.021631 seconds
[INFO] | 2024-11-10 07:38:03 AM | analyzer.0xa5629861c9c345f50221996ef852fd9665eb1c05 | Value Range Analysis finished
[INFO] | 2024-11-10 07:38:03 AM | analyzer.0xa5629861c9c345f50221996ef852fd9665eb1c05 | Storage dependency graph compostion started!
[INFO] | 2024-11-10 07:38:03 AM | analyzer.0xa5629861c9c345f50221996ef852fd9665eb1c05 | Storage dependency graph compostion finished!
[INFO] | 2024-11-10 07:38:03 AM | analyzer.0xa5629861c9c345f50221996ef852fd9665eb1c05 | Dependency detection started!
[INFO] | 2024-11-10 07:38:03 AM | analyzer.0xa5629861c9c345f50221996ef852fd9665eb1c05 | Dependency detection finished!
[INFO] | 2024-11-10 07:38:03 AM | analyzer.0xa5629861c9c345f50221996ef852fd9665eb1c05 | Static Analysis took 2.575425 seconds
[INFO] | 2024-11-10 07:38:03 AM | analyzer.0xa5629861c9c345f50221996ef852fd9665eb1c05 | Dependency does not exist
[INFO] | 2024-11-10 07:38:03 AM | analyzer.0xa5629861c9c345f50221996ef852fd9665eb1c05 | Symbolic execution is not needed!
[INFO] | 2024-11-10 07:38:03 AM | analyzer.0xa5629861c9c345f50221996ef852fd9665eb1c05 | Analysis finished!
[INFO] | 2024-11-10 07:38:03 AM | analyzer.0xa5629861c9c345f50221996ef852fd9665eb1c05 | Analysis took 2.575716 seconds
[INFO] | 2024-11-10 07:38:03 AM | analyzer.0xa5629861c9c345f50221996ef852fd9665eb1c05 | Analysis finished at: 2024-11-10 07:38:03 AM

real	0m4.575s
user	0m5.344s
sys	0m1.811s
