[INFO] | 2024-11-10 07:37:04 AM | analyzer.0x0bc95951bb59d6fd063ce7ad5c3b3dcaace98132 | Analysis started at: 2024-11-10 07:37:04 AM
[INFO] | 2024-11-10 07:37:09 AM | analyzer.0x0bc95951bb59d6fd063ce7ad5c3b3dcaace98132 | Generating return summary for transfer
[INFO] | 2024-11-10 07:37:09 AM | analyzer.0x0bc95951bb59d6fd063ce7ad5c3b3dcaace98132 | Return summary generated for transfer
[INFO] | 2024-11-10 07:37:09 AM | analyzer.0x0bc95951bb59d6fd063ce7ad5c3b3dcaace98132 | State variable assignement do not exist
[INFO] | 2024-11-10 07:37:09 AM | analyzer.0x0bc95951bb59d6fd063ce7ad5c3b3dcaace98132 | Processed function transfer
[INFO] | 2024-11-10 07:37:09 AM | analyzer.0x0bc95951bb59d6fd063ce7ad5c3b3dcaace98132 | Generating return summary for transferFrom
[INFO] | 2024-11-10 07:37:09 AM | analyzer.0x0bc95951bb59d6fd063ce7ad5c3b3dcaace98132 | Return summary generated for transferFrom
[INFO] | 2024-11-10 07:37:09 AM | analyzer.0x0bc95951bb59d6fd063ce7ad5c3b3dcaace98132 | State variable assignement do not exist
[INFO] | 2024-11-10 07:37:09 AM | analyzer.0x0bc95951bb59d6fd063ce7ad5c3b3dcaace98132 | Processed function transferFrom
[INFO] | 2024-11-10 07:37:09 AM | analyzer.0x0bc95951bb59d6fd063ce7ad5c3b3dcaace98132 | Generating return summary for constructor
[INFO] | 2024-11-10 07:37:09 AM | analyzer.0x0bc95951bb59d6fd063ce7ad5c3b3dcaace98132 | Return summary generated for constructor
[INFO] | 2024-11-10 07:37:09 AM | analyzer.0x0bc95951bb59d6fd063ce7ad5c3b3dcaace98132 | Range graph generated
[INFO] | 2024-11-10 07:37:09 AM | analyzer.0x0bc95951bb59d6fd063ce7ad5c3b3dcaace98132 | Processed function constructor
[INFO] | 2024-11-10 07:37:09 AM | analyzer.0x0bc95951bb59d6fd063ce7ad5c3b3dcaace98132 | Generating return summary for onlyAdmin
[INFO] | 2024-11-10 07:37:09 AM | analyzer.0x0bc95951bb59d6fd063ce7ad5c3b3dcaace98132 | Return summary generated for onlyAdmin
[INFO] | 2024-11-10 07:37:09 AM | analyzer.0x0bc95951bb59d6fd063ce7ad5c3b3dcaace98132 | State variable assignement do not exist
[INFO] | 2024-11-10 07:37:09 AM | analyzer.0x0bc95951bb59d6fd063ce7ad5c3b3dcaace98132 | Processed function onlyAdmin
[INFO] | 2024-11-10 07:37:09 AM | analyzer.0x0bc95951bb59d6fd063ce7ad5c3b3dcaace98132 | Generating return summary for constructor
[INFO] | 2024-11-10 07:37:09 AM | analyzer.0x0bc95951bb59d6fd063ce7ad5c3b3dcaace98132 | Return summary generated for constructor
[INFO] | 2024-11-10 07:37:09 AM | analyzer.0x0bc95951bb59d6fd063ce7ad5c3b3dcaace98132 | Range graph generated
[INFO] | 2024-11-10 07:37:09 AM | analyzer.0x0bc95951bb59d6fd063ce7ad5c3b3dcaace98132 | Processed function constructor
[INFO] | 2024-11-10 07:37:09 AM | analyzer.0x0bc95951bb59d6fd063ce7ad5c3b3dcaace98132 | Generating return summary for constructor
[INFO] | 2024-11-10 07:37:09 AM | analyzer.0x0bc95951bb59d6fd063ce7ad5c3b3dcaace98132 | Return summary generated for constructor
[INFO] | 2024-11-10 07:37:09 AM | analyzer.0x0bc95951bb59d6fd063ce7ad5c3b3dcaace98132 | Range graph generated
[INFO] | 2024-11-10 07:37:09 AM | analyzer.0x0bc95951bb59d6fd063ce7ad5c3b3dcaace98132 | Processed function constructor
[INFO] | 2024-11-10 07:37:09 AM | analyzer.0x0bc95951bb59d6fd063ce7ad5c3b3dcaace98132 | Generating return summary for slitherConstructorVariables
[INFO] | 2024-11-10 07:37:09 AM | analyzer.0x0bc95951bb59d6fd063ce7ad5c3b3dcaace98132 | Return summary generated for slitherConstructorVariables
[INFO] | 2024-11-10 07:37:09 AM | analyzer.0x0bc95951bb59d6fd063ce7ad5c3b3dcaace98132 | Range graph generated
[INFO] | 2024-11-10 07:37:09 AM | analyzer.0x0bc95951bb59d6fd063ce7ad5c3b3dcaace98132 | Processed function slitherConstructorVariables
[INFO] | 2024-11-10 07:37:09 AM | analyzer.0x0bc95951bb59d6fd063ce7ad5c3b3dcaace98132 | Generating return summary for onlyAdmin
[INFO] | 2024-11-10 07:37:09 AM | analyzer.0x0bc95951bb59d6fd063ce7ad5c3b3dcaace98132 | Return summary generated for onlyAdmin
[INFO] | 2024-11-10 07:37:09 AM | analyzer.0x0bc95951bb59d6fd063ce7ad5c3b3dcaace98132 | State variable assignement do not exist
[INFO] | 2024-11-10 07:37:09 AM | analyzer.0x0bc95951bb59d6fd063ce7ad5c3b3dcaace98132 | Processed function onlyAdmin
[INFO] | 2024-11-10 07:37:09 AM | analyzer.0x0bc95951bb59d6fd063ce7ad5c3b3dcaace98132 | Generating return summary for notFinishedOrHold
[INFO] | 2024-11-10 07:37:09 AM | analyzer.0x0bc95951bb59d6fd063ce7ad5c3b3dcaace98132 | Return summary generated for notFinishedOrHold
[INFO] | 2024-11-10 07:37:09 AM | analyzer.0x0bc95951bb59d6fd063ce7ad5c3b3dcaace98132 | State variable assignement do not exist
[INFO] | 2024-11-10 07:37:09 AM | analyzer.0x0bc95951bb59d6fd063ce7ad5c3b3dcaace98132 | Processed function notFinishedOrHold
[INFO] | 2024-11-10 07:37:09 AM | analyzer.0x0bc95951bb59d6fd063ce7ad5c3b3dcaace98132 | Generating return summary for setMainSaleStart
[INFO] | 2024-11-10 07:37:09 AM | analyzer.0x0bc95951bb59d6fd063ce7ad5c3b3dcaace98132 | Return summary generated for setMainSaleStart
[INFO] | 2024-11-10 07:37:09 AM | analyzer.0x0bc95951bb59d6fd063ce7ad5c3b3dcaace98132 | Range graph generated
[INFO] | 2024-11-10 07:37:09 AM | analyzer.0x0bc95951bb59d6fd063ce7ad5c3b3dcaace98132 | Processed function setMainSaleStart
[INFO] | 2024-11-10 07:37:09 AM | analyzer.0x0bc95951bb59d6fd063ce7ad5c3b3dcaace98132 | Generating return summary for successful
[INFO] | 2024-11-10 07:37:09 AM | analyzer.0x0bc95951bb59d6fd063ce7ad5c3b3dcaace98132 | Return summary generated for successful
[INFO] | 2024-11-10 07:37:09 AM | analyzer.0x0bc95951bb59d6fd063ce7ad5c3b3dcaace98132 | State variable assignement do not exist
[INFO] | 2024-11-10 07:37:09 AM | analyzer.0x0bc95951bb59d6fd063ce7ad5c3b3dcaace98132 | Processed function successful
[INFO] | 2024-11-10 07:37:09 AM | analyzer.0x0bc95951bb59d6fd063ce7ad5c3b3dcaace98132 | Generating return summary for claimTokensByUser
[INFO] | 2024-11-10 07:37:09 AM | analyzer.0x0bc95951bb59d6fd063ce7ad5c3b3dcaace98132 | Return summary generated for claimTokensByUser
[INFO] | 2024-11-10 07:37:09 AM | analyzer.0x0bc95951bb59d6fd063ce7ad5c3b3dcaace98132 | Range graph generated
[INFO] | 2024-11-10 07:37:09 AM | analyzer.0x0bc95951bb59d6fd063ce7ad5c3b3dcaace98132 | Processed function claimTokensByUser
[INFO] | 2024-11-10 07:37:09 AM | analyzer.0x0bc95951bb59d6fd063ce7ad5c3b3dcaace98132 | Generating return summary for claimTokensByAdmin
[INFO] | 2024-11-10 07:37:09 AM | analyzer.0x0bc95951bb59d6fd063ce7ad5c3b3dcaace98132 | Return summary generated for claimTokensByAdmin
[INFO] | 2024-11-10 07:37:09 AM | analyzer.0x0bc95951bb59d6fd063ce7ad5c3b3dcaace98132 | Range graph generated
[INFO] | 2024-11-10 07:37:09 AM | analyzer.0x0bc95951bb59d6fd063ce7ad5c3b3dcaace98132 | Processed function claimTokensByAdmin
[INFO] | 2024-11-10 07:37:09 AM | analyzer.0x0bc95951bb59d6fd063ce7ad5c3b3dcaace98132 | Generating return summary for refund
[INFO] | 2024-11-10 07:37:09 AM | analyzer.0x0bc95951bb59d6fd063ce7ad5c3b3dcaace98132 | Return summary generated for refund
[INFO] | 2024-11-10 07:37:09 AM | analyzer.0x0bc95951bb59d6fd063ce7ad5c3b3dcaace98132 | Range graph generated
[INFO] | 2024-11-10 07:37:09 AM | analyzer.0x0bc95951bb59d6fd063ce7ad5c3b3dcaace98132 | Processed function refund
[INFO] | 2024-11-10 07:37:09 AM | analyzer.0x0bc95951bb59d6fd063ce7ad5c3b3dcaace98132 | Generating return summary for externalTokensRecovery
[INFO] | 2024-11-10 07:37:09 AM | analyzer.0x0bc95951bb59d6fd063ce7ad5c3b3dcaace98132 | Return summary generated for externalTokensRecovery
[INFO] | 2024-11-10 07:37:09 AM | analyzer.0x0bc95951bb59d6fd063ce7ad5c3b3dcaace98132 | State variable assignement do not exist
[INFO] | 2024-11-10 07:37:09 AM | analyzer.0x0bc95951bb59d6fd063ce7ad5c3b3dcaace98132 | Processed function externalTokensRecovery
[INFO] | 2024-11-10 07:37:09 AM | analyzer.0x0bc95951bb59d6fd063ce7ad5c3b3dcaace98132 | Generating return summary for adminshipLevel
[INFO] | 2024-11-10 07:37:09 AM | analyzer.0x0bc95951bb59d6fd063ce7ad5c3b3dcaace98132 | Return summary generated for adminshipLevel
[INFO] | 2024-11-10 07:37:09 AM | analyzer.0x0bc95951bb59d6fd063ce7ad5c3b3dcaace98132 | Range graph generated
[INFO] | 2024-11-10 07:37:09 AM | analyzer.0x0bc95951bb59d6fd063ce7ad5c3b3dcaace98132 | Processed function adminshipLevel
[INFO] | 2024-11-10 07:37:09 AM | analyzer.0x0bc95951bb59d6fd063ce7ad5c3b3dcaace98132 | Generating return summary for adminshipLevel
[INFO] | 2024-11-10 07:37:09 AM | analyzer.0x0bc95951bb59d6fd063ce7ad5c3b3dcaace98132 | Return summary generated for adminshipLevel
[INFO] | 2024-11-10 07:37:09 AM | analyzer.0x0bc95951bb59d6fd063ce7ad5c3b3dcaace98132 | Range graph generated
[INFO] | 2024-11-10 07:37:09 AM | analyzer.0x0bc95951bb59d6fd063ce7ad5c3b3dcaace98132 | Processed function adminshipLevel
[INFO] | 2024-11-10 07:37:09 AM | analyzer.0x0bc95951bb59d6fd063ce7ad5c3b3dcaace98132 | Generating return summary for whitelistAddress
[INFO] | 2024-11-10 07:37:09 AM | analyzer.0x0bc95951bb59d6fd063ce7ad5c3b3dcaace98132 | Return summary generated for whitelistAddress
[INFO] | 2024-11-10 07:37:09 AM | analyzer.0x0bc95951bb59d6fd063ce7ad5c3b3dcaace98132 | Range graph generated
[INFO] | 2024-11-10 07:37:09 AM | analyzer.0x0bc95951bb59d6fd063ce7ad5c3b3dcaace98132 | Processed function whitelistAddress
[INFO] | 2024-11-10 07:37:09 AM | analyzer.0x0bc95951bb59d6fd063ce7ad5c3b3dcaace98132 | Generating return summary for validateKYC
[INFO] | 2024-11-10 07:37:09 AM | analyzer.0x0bc95951bb59d6fd063ce7ad5c3b3dcaace98132 | Return summary generated for validateKYC
[INFO] | 2024-11-10 07:37:09 AM | analyzer.0x0bc95951bb59d6fd063ce7ad5c3b3dcaace98132 | Range graph generated
[INFO] | 2024-11-10 07:37:09 AM | analyzer.0x0bc95951bb59d6fd063ce7ad5c3b3dcaace98132 | Processed function validateKYC
[INFO] | 2024-11-10 07:37:09 AM | analyzer.0x0bc95951bb59d6fd063ce7ad5c3b3dcaace98132 | Generating return summary for claimEth
[INFO] | 2024-11-10 07:37:09 AM | analyzer.0x0bc95951bb59d6fd063ce7ad5c3b3dcaace98132 | Return summary generated for claimEth
[INFO] | 2024-11-10 07:37:09 AM | analyzer.0x0bc95951bb59d6fd063ce7ad5c3b3dcaace98132 | State variable assignement do not exist
[INFO] | 2024-11-10 07:37:09 AM | analyzer.0x0bc95951bb59d6fd063ce7ad5c3b3dcaace98132 | Processed function claimEth
[INFO] | 2024-11-10 07:37:09 AM | analyzer.0x0bc95951bb59d6fd063ce7ad5c3b3dcaace98132 | Generating return summary for checkIfFundingCompleteOrExpired
[INFO] | 2024-11-10 07:37:09 AM | analyzer.0x0bc95951bb59d6fd063ce7ad5c3b3dcaace98132 | Return summary generated for checkIfFundingCompleteOrExpired
[INFO] | 2024-11-10 07:37:09 AM | analyzer.0x0bc95951bb59d6fd063ce7ad5c3b3dcaace98132 | Range graph generated
[INFO] | 2024-11-10 07:37:09 AM | analyzer.0x0bc95951bb59d6fd063ce7ad5c3b3dcaace98132 | Processed function checkIfFundingCompleteOrExpired
[INFO] | 2024-11-10 07:37:09 AM | analyzer.0x0bc95951bb59d6fd063ce7ad5c3b3dcaace98132 | Generating return summary for contribute
[INFO] | 2024-11-10 07:37:09 AM | analyzer.0x0bc95951bb59d6fd063ce7ad5c3b3dcaace98132 | Return summary generated for contribute
[INFO] | 2024-11-10 07:37:09 AM | analyzer.0x0bc95951bb59d6fd063ce7ad5c3b3dcaace98132 | Range graph generated
[INFO] | 2024-11-10 07:37:09 AM | analyzer.0x0bc95951bb59d6fd063ce7ad5c3b3dcaace98132 | Processed function contribute
[INFO] | 2024-11-10 07:37:09 AM | analyzer.0x0bc95951bb59d6fd063ce7ad5c3b3dcaace98132 | Generating return summary for fallback
[INFO] | 2024-11-10 07:37:09 AM | analyzer.0x0bc95951bb59d6fd063ce7ad5c3b3dcaace98132 | Return summary generated for fallback
[INFO] | 2024-11-10 07:37:09 AM | analyzer.0x0bc95951bb59d6fd063ce7ad5c3b3dcaace98132 | Range graph generated
[INFO] | 2024-11-10 07:37:09 AM | analyzer.0x0bc95951bb59d6fd063ce7ad5c3b3dcaace98132 | Processed function fallback
[INFO] | 2024-11-10 07:37:09 AM | analyzer.0x0bc95951bb59d6fd063ce7ad5c3b3dcaace98132 | Value Range Analysis took 0.025337 seconds
[INFO] | 2024-11-10 07:37:09 AM | analyzer.0x0bc95951bb59d6fd063ce7ad5c3b3dcaace98132 | Value Range Analysis finished
[INFO] | 2024-11-10 07:37:09 AM | analyzer.0x0bc95951bb59d6fd063ce7ad5c3b3dcaace98132 | Storage dependency graph compostion started!
[INFO] | 2024-11-10 07:37:09 AM | analyzer.0x0bc95951bb59d6fd063ce7ad5c3b3dcaace98132 | Storage dependency graph compostion finished!
[INFO] | 2024-11-10 07:37:09 AM | analyzer.0x0bc95951bb59d6fd063ce7ad5c3b3dcaace98132 | Dependency detection started!
[INFO] | 2024-11-10 07:37:09 AM | analyzer.0x0bc95951bb59d6fd063ce7ad5c3b3dcaace98132 | Dependency detection finished!
[INFO] | 2024-11-10 07:37:09 AM | analyzer.0x0bc95951bb59d6fd063ce7ad5c3b3dcaace98132 | Static Analysis took 4.497602 seconds
[INFO] | 2024-11-10 07:37:09 AM | analyzer.0x0bc95951bb59d6fd063ce7ad5c3b3dcaace98132 | Dependency does not exist
[INFO] | 2024-11-10 07:37:09 AM | analyzer.0x0bc95951bb59d6fd063ce7ad5c3b3dcaace98132 | Symbolic execution is not needed!
[INFO] | 2024-11-10 07:37:09 AM | analyzer.0x0bc95951bb59d6fd063ce7ad5c3b3dcaace98132 | Analysis finished!
[INFO] | 2024-11-10 07:37:09 AM | analyzer.0x0bc95951bb59d6fd063ce7ad5c3b3dcaace98132 | Analysis took 4.497849 seconds
[INFO] | 2024-11-10 07:37:09 AM | analyzer.0x0bc95951bb59d6fd063ce7ad5c3b3dcaace98132 | Analysis finished at: 2024-11-10 07:37:09 AM

real	0m6.351s
user	0m7.120s
sys	0m2.495s
