[INFO] | 2024-11-10 07:43:24 AM | analyzer.0xf8a617d786dcb28f5d00f7e81b9f92b0cad617df | Analysis started at: 2024-11-10 07:43:24 AM
[WARNING] | 2024-11-10 07:43:26 AM | analyzer.0xf8a617d786dcb28f5d00f7e81b9f92b0cad617df | No lvalue eligible assignment, is this some bug!
[INFO] | 2024-11-10 07:43:26 AM | analyzer.0xf8a617d786dcb28f5d00f7e81b9f92b0cad617df | Return summary generated for div
[INFO] | 2024-11-10 07:43:26 AM | analyzer.0xf8a617d786dcb28f5d00f7e81b9f92b0cad617df | State variable assignement do not exist
[INFO] | 2024-11-10 07:43:26 AM | analyzer.0xf8a617d786dcb28f5d00f7e81b9f92b0cad617df | Processed function div
[INFO] | 2024-11-10 07:43:26 AM | analyzer.0xf8a617d786dcb28f5d00f7e81b9f92b0cad617df | Generating return summary for totalSupply
[INFO] | 2024-11-10 07:43:26 AM | analyzer.0xf8a617d786dcb28f5d00f7e81b9f92b0cad617df | Return summary generated for totalSupply
[INFO] | 2024-11-10 07:43:26 AM | analyzer.0xf8a617d786dcb28f5d00f7e81b9f92b0cad617df | State variable assignement do not exist
[INFO] | 2024-11-10 07:43:26 AM | analyzer.0xf8a617d786dcb28f5d00f7e81b9f92b0cad617df | Processed function totalSupply
[INFO] | 2024-11-10 07:43:26 AM | analyzer.0xf8a617d786dcb28f5d00f7e81b9f92b0cad617df | Generating return summary for balanceOf
[INFO] | 2024-11-10 07:43:26 AM | analyzer.0xf8a617d786dcb28f5d00f7e81b9f92b0cad617df | Return summary generated for balanceOf
[INFO] | 2024-11-10 07:43:26 AM | analyzer.0xf8a617d786dcb28f5d00f7e81b9f92b0cad617df | State variable assignement do not exist
[INFO] | 2024-11-10 07:43:26 AM | analyzer.0xf8a617d786dcb28f5d00f7e81b9f92b0cad617df | Processed function balanceOf
[INFO] | 2024-11-10 07:43:26 AM | analyzer.0xf8a617d786dcb28f5d00f7e81b9f92b0cad617df | Generating return summary for allowance
[INFO] | 2024-11-10 07:43:26 AM | analyzer.0xf8a617d786dcb28f5d00f7e81b9f92b0cad617df | Return summary generated for allowance
[INFO] | 2024-11-10 07:43:26 AM | analyzer.0xf8a617d786dcb28f5d00f7e81b9f92b0cad617df | State variable assignement do not exist
[INFO] | 2024-11-10 07:43:26 AM | analyzer.0xf8a617d786dcb28f5d00f7e81b9f92b0cad617df | Processed function allowance
[INFO] | 2024-11-10 07:43:26 AM | analyzer.0xf8a617d786dcb28f5d00f7e81b9f92b0cad617df | Generating return summary for transfer
[INFO] | 2024-11-10 07:43:26 AM | analyzer.0xf8a617d786dcb28f5d00f7e81b9f92b0cad617df | Return summary generated for transfer
[INFO] | 2024-11-10 07:43:26 AM | analyzer.0xf8a617d786dcb28f5d00f7e81b9f92b0cad617df | State variable assignement do not exist
[INFO] | 2024-11-10 07:43:26 AM | analyzer.0xf8a617d786dcb28f5d00f7e81b9f92b0cad617df | Processed function transfer
[INFO] | 2024-11-10 07:43:26 AM | analyzer.0xf8a617d786dcb28f5d00f7e81b9f92b0cad617df | Generating return summary for approve
[INFO] | 2024-11-10 07:43:26 AM | analyzer.0xf8a617d786dcb28f5d00f7e81b9f92b0cad617df | Return summary generated for approve
[INFO] | 2024-11-10 07:43:26 AM | analyzer.0xf8a617d786dcb28f5d00f7e81b9f92b0cad617df | State variable assignement do not exist
[INFO] | 2024-11-10 07:43:26 AM | analyzer.0xf8a617d786dcb28f5d00f7e81b9f92b0cad617df | Processed function approve
[INFO] | 2024-11-10 07:43:26 AM | analyzer.0xf8a617d786dcb28f5d00f7e81b9f92b0cad617df | Generating return summary for transferFrom
[INFO] | 2024-11-10 07:43:26 AM | analyzer.0xf8a617d786dcb28f5d00f7e81b9f92b0cad617df | Return summary generated for transferFrom
[INFO] | 2024-11-10 07:43:26 AM | analyzer.0xf8a617d786dcb28f5d00f7e81b9f92b0cad617df | State variable assignement do not exist
[INFO] | 2024-11-10 07:43:26 AM | analyzer.0xf8a617d786dcb28f5d00f7e81b9f92b0cad617df | Processed function transferFrom
[INFO] | 2024-11-10 07:43:26 AM | analyzer.0xf8a617d786dcb28f5d00f7e81b9f92b0cad617df | Generating return summary for constructor
[INFO] | 2024-11-10 07:43:26 AM | analyzer.0xf8a617d786dcb28f5d00f7e81b9f92b0cad617df | Return summary generated for constructor
[INFO] | 2024-11-10 07:43:26 AM | analyzer.0xf8a617d786dcb28f5d00f7e81b9f92b0cad617df | Range graph generated
[INFO] | 2024-11-10 07:43:26 AM | analyzer.0xf8a617d786dcb28f5d00f7e81b9f92b0cad617df | Processed function constructor
[INFO] | 2024-11-10 07:43:26 AM | analyzer.0xf8a617d786dcb28f5d00f7e81b9f92b0cad617df | Generating return summary for constructor
[INFO] | 2024-11-10 07:43:26 AM | analyzer.0xf8a617d786dcb28f5d00f7e81b9f92b0cad617df | Return summary generated for constructor
[INFO] | 2024-11-10 07:43:26 AM | analyzer.0xf8a617d786dcb28f5d00f7e81b9f92b0cad617df | Range graph generated
[INFO] | 2024-11-10 07:43:26 AM | analyzer.0xf8a617d786dcb28f5d00f7e81b9f92b0cad617df | Processed function constructor
[INFO] | 2024-11-10 07:43:26 AM | analyzer.0xf8a617d786dcb28f5d00f7e81b9f92b0cad617df | Generating return summary for totalSupply
[INFO] | 2024-11-10 07:43:26 AM | analyzer.0xf8a617d786dcb28f5d00f7e81b9f92b0cad617df | Return summary generated for totalSupply
[INFO] | 2024-11-10 07:43:26 AM | analyzer.0xf8a617d786dcb28f5d00f7e81b9f92b0cad617df | State variable assignement do not exist
[INFO] | 2024-11-10 07:43:26 AM | analyzer.0xf8a617d786dcb28f5d00f7e81b9f92b0cad617df | Processed function totalSupply
[INFO] | 2024-11-10 07:43:26 AM | analyzer.0xf8a617d786dcb28f5d00f7e81b9f92b0cad617df | Generating return summary for balanceOf
[INFO] | 2024-11-10 07:43:26 AM | analyzer.0xf8a617d786dcb28f5d00f7e81b9f92b0cad617df | Return summary generated for balanceOf
[INFO] | 2024-11-10 07:43:26 AM | analyzer.0xf8a617d786dcb28f5d00f7e81b9f92b0cad617df | State variable assignement do not exist
[INFO] | 2024-11-10 07:43:26 AM | analyzer.0xf8a617d786dcb28f5d00f7e81b9f92b0cad617df | Processed function balanceOf
[INFO] | 2024-11-10 07:43:26 AM | analyzer.0xf8a617d786dcb28f5d00f7e81b9f92b0cad617df | Generating return summary for allowance
[INFO] | 2024-11-10 07:43:26 AM | analyzer.0xf8a617d786dcb28f5d00f7e81b9f92b0cad617df | Return summary generated for allowance
[INFO] | 2024-11-10 07:43:26 AM | analyzer.0xf8a617d786dcb28f5d00f7e81b9f92b0cad617df | State variable assignement do not exist
[INFO] | 2024-11-10 07:43:26 AM | analyzer.0xf8a617d786dcb28f5d00f7e81b9f92b0cad617df | Processed function allowance
[INFO] | 2024-11-10 07:43:26 AM | analyzer.0xf8a617d786dcb28f5d00f7e81b9f92b0cad617df | Generating return summary for transfer
[INFO] | 2024-11-10 07:43:26 AM | analyzer.0xf8a617d786dcb28f5d00f7e81b9f92b0cad617df | Return summary generated for transfer
[INFO] | 2024-11-10 07:43:26 AM | analyzer.0xf8a617d786dcb28f5d00f7e81b9f92b0cad617df | State variable assignement do not exist
[INFO] | 2024-11-10 07:43:26 AM | analyzer.0xf8a617d786dcb28f5d00f7e81b9f92b0cad617df | Processed function transfer
[INFO] | 2024-11-10 07:43:26 AM | analyzer.0xf8a617d786dcb28f5d00f7e81b9f92b0cad617df | Generating return summary for approve
[INFO] | 2024-11-10 07:43:26 AM | analyzer.0xf8a617d786dcb28f5d00f7e81b9f92b0cad617df | Return summary generated for approve
[INFO] | 2024-11-10 07:43:26 AM | analyzer.0xf8a617d786dcb28f5d00f7e81b9f92b0cad617df | State variable assignement do not exist
[INFO] | 2024-11-10 07:43:26 AM | analyzer.0xf8a617d786dcb28f5d00f7e81b9f92b0cad617df | Processed function approve
[INFO] | 2024-11-10 07:43:26 AM | analyzer.0xf8a617d786dcb28f5d00f7e81b9f92b0cad617df | Generating return summary for transferFrom
[INFO] | 2024-11-10 07:43:26 AM | analyzer.0xf8a617d786dcb28f5d00f7e81b9f92b0cad617df | Return summary generated for transferFrom
[INFO] | 2024-11-10 07:43:26 AM | analyzer.0xf8a617d786dcb28f5d00f7e81b9f92b0cad617df | State variable assignement do not exist
[INFO] | 2024-11-10 07:43:26 AM | analyzer.0xf8a617d786dcb28f5d00f7e81b9f92b0cad617df | Processed function transferFrom
[INFO] | 2024-11-10 07:43:26 AM | analyzer.0xf8a617d786dcb28f5d00f7e81b9f92b0cad617df | Generating return summary for constructor
[INFO] | 2024-11-10 07:43:26 AM | analyzer.0xf8a617d786dcb28f5d00f7e81b9f92b0cad617df | Return summary generated for constructor
[INFO] | 2024-11-10 07:43:26 AM | analyzer.0xf8a617d786dcb28f5d00f7e81b9f92b0cad617df | Range graph generated
[INFO] | 2024-11-10 07:43:26 AM | analyzer.0xf8a617d786dcb28f5d00f7e81b9f92b0cad617df | Processed function constructor
[INFO] | 2024-11-10 07:43:26 AM | analyzer.0xf8a617d786dcb28f5d00f7e81b9f92b0cad617df | Generating return summary for totalSupply
[INFO] | 2024-11-10 07:43:26 AM | analyzer.0xf8a617d786dcb28f5d00f7e81b9f92b0cad617df | Return summary generated for totalSupply
[INFO] | 2024-11-10 07:43:26 AM | analyzer.0xf8a617d786dcb28f5d00f7e81b9f92b0cad617df | State variable assignement do not exist
[INFO] | 2024-11-10 07:43:26 AM | analyzer.0xf8a617d786dcb28f5d00f7e81b9f92b0cad617df | Processed function totalSupply
[INFO] | 2024-11-10 07:43:26 AM | analyzer.0xf8a617d786dcb28f5d00f7e81b9f92b0cad617df | Generating return summary for balanceOf
[INFO] | 2024-11-10 07:43:26 AM | analyzer.0xf8a617d786dcb28f5d00f7e81b9f92b0cad617df | Return summary generated for balanceOf
[INFO] | 2024-11-10 07:43:26 AM | analyzer.0xf8a617d786dcb28f5d00f7e81b9f92b0cad617df | State variable assignement do not exist
[INFO] | 2024-11-10 07:43:26 AM | analyzer.0xf8a617d786dcb28f5d00f7e81b9f92b0cad617df | Processed function balanceOf
[INFO] | 2024-11-10 07:43:26 AM | analyzer.0xf8a617d786dcb28f5d00f7e81b9f92b0cad617df | Generating return summary for approve
[INFO] | 2024-11-10 07:43:26 AM | analyzer.0xf8a617d786dcb28f5d00f7e81b9f92b0cad617df | Return summary generated for approve
[INFO] | 2024-11-10 07:43:26 AM | analyzer.0xf8a617d786dcb28f5d00f7e81b9f92b0cad617df | Range graph generated
[INFO] | 2024-11-10 07:43:26 AM | analyzer.0xf8a617d786dcb28f5d00f7e81b9f92b0cad617df | Processed function approve
[INFO] | 2024-11-10 07:43:26 AM | analyzer.0xf8a617d786dcb28f5d00f7e81b9f92b0cad617df | Generating return summary for allowance
[INFO] | 2024-11-10 07:43:26 AM | analyzer.0xf8a617d786dcb28f5d00f7e81b9f92b0cad617df | Return summary generated for allowance
[INFO] | 2024-11-10 07:43:26 AM | analyzer.0xf8a617d786dcb28f5d00f7e81b9f92b0cad617df | State variable assignement do not exist
[INFO] | 2024-11-10 07:43:26 AM | analyzer.0xf8a617d786dcb28f5d00f7e81b9f92b0cad617df | Processed function allowance
[INFO] | 2024-11-10 07:43:26 AM | analyzer.0xf8a617d786dcb28f5d00f7e81b9f92b0cad617df | Generating return summary for slitherConstructorVariables
[INFO] | 2024-11-10 07:43:26 AM | analyzer.0xf8a617d786dcb28f5d00f7e81b9f92b0cad617df | Return summary generated for slitherConstructorVariables
[INFO] | 2024-11-10 07:43:26 AM | analyzer.0xf8a617d786dcb28f5d00f7e81b9f92b0cad617df | Range graph generated
[INFO] | 2024-11-10 07:43:26 AM | analyzer.0xf8a617d786dcb28f5d00f7e81b9f92b0cad617df | Processed function slitherConstructorVariables
[INFO] | 2024-11-10 07:43:26 AM | analyzer.0xf8a617d786dcb28f5d00f7e81b9f92b0cad617df | Generating return summary for onlyOwner
[INFO] | 2024-11-10 07:43:26 AM | analyzer.0xf8a617d786dcb28f5d00f7e81b9f92b0cad617df | Return summary generated for onlyOwner
[INFO] | 2024-11-10 07:43:26 AM | analyzer.0xf8a617d786dcb28f5d00f7e81b9f92b0cad617df | State variable assignement do not exist
[INFO] | 2024-11-10 07:43:26 AM | analyzer.0xf8a617d786dcb28f5d00f7e81b9f92b0cad617df | Processed function onlyOwner
[INFO] | 2024-11-10 07:43:26 AM | analyzer.0xf8a617d786dcb28f5d00f7e81b9f92b0cad617df | Generating return summary for transfer
[INFO] | 2024-11-10 07:43:26 AM | analyzer.0xf8a617d786dcb28f5d00f7e81b9f92b0cad617df | Return summary generated for transfer
[INFO] | 2024-11-10 07:43:26 AM | analyzer.0xf8a617d786dcb28f5d00f7e81b9f92b0cad617df | Range graph generated
[INFO] | 2024-11-10 07:43:26 AM | analyzer.0xf8a617d786dcb28f5d00f7e81b9f92b0cad617df | Processed function transfer
[INFO] | 2024-11-10 07:43:26 AM | analyzer.0xf8a617d786dcb28f5d00f7e81b9f92b0cad617df | Generating return summary for transferFrom
[INFO] | 2024-11-10 07:43:26 AM | analyzer.0xf8a617d786dcb28f5d00f7e81b9f92b0cad617df | Return summary generated for transferFrom
[INFO] | 2024-11-10 07:43:26 AM | analyzer.0xf8a617d786dcb28f5d00f7e81b9f92b0cad617df | Range graph generated
[INFO] | 2024-11-10 07:43:26 AM | analyzer.0xf8a617d786dcb28f5d00f7e81b9f92b0cad617df | Processed function transferFrom
[INFO] | 2024-11-10 07:43:26 AM | analyzer.0xf8a617d786dcb28f5d00f7e81b9f92b0cad617df | Generating return summary for transferAnyERC20Token
[INFO] | 2024-11-10 07:43:26 AM | analyzer.0xf8a617d786dcb28f5d00f7e81b9f92b0cad617df | Return summary generated for transferAnyERC20Token
[INFO] | 2024-11-10 07:43:26 AM | analyzer.0xf8a617d786dcb28f5d00f7e81b9f92b0cad617df | State variable assignement do not exist
[INFO] | 2024-11-10 07:43:26 AM | analyzer.0xf8a617d786dcb28f5d00f7e81b9f92b0cad617df | Processed function transferAnyERC20Token
[INFO] | 2024-11-10 07:43:26 AM | analyzer.0xf8a617d786dcb28f5d00f7e81b9f92b0cad617df | Generating return summary for freeze
[INFO] | 2024-11-10 07:43:26 AM | analyzer.0xf8a617d786dcb28f5d00f7e81b9f92b0cad617df | Return summary generated for freeze
[INFO] | 2024-11-10 07:43:26 AM | analyzer.0xf8a617d786dcb28f5d00f7e81b9f92b0cad617df | Range graph generated
[INFO] | 2024-11-10 07:43:26 AM | analyzer.0xf8a617d786dcb28f5d00f7e81b9f92b0cad617df | Processed function freeze
[INFO] | 2024-11-10 07:43:26 AM | analyzer.0xf8a617d786dcb28f5d00f7e81b9f92b0cad617df | Generating return summary for unfreeze
[INFO] | 2024-11-10 07:43:26 AM | analyzer.0xf8a617d786dcb28f5d00f7e81b9f92b0cad617df | Return summary generated for unfreeze
[INFO] | 2024-11-10 07:43:26 AM | analyzer.0xf8a617d786dcb28f5d00f7e81b9f92b0cad617df | Range graph generated
[INFO] | 2024-11-10 07:43:26 AM | analyzer.0xf8a617d786dcb28f5d00f7e81b9f92b0cad617df | Processed function unfreeze
[INFO] | 2024-11-10 07:43:26 AM | analyzer.0xf8a617d786dcb28f5d00f7e81b9f92b0cad617df | Generating return summary for withdraw
[INFO] | 2024-11-10 07:43:26 AM | analyzer.0xf8a617d786dcb28f5d00f7e81b9f92b0cad617df | Return summary generated for withdraw
[INFO] | 2024-11-10 07:43:26 AM | analyzer.0xf8a617d786dcb28f5d00f7e81b9f92b0cad617df | State variable assignement do not exist
[INFO] | 2024-11-10 07:43:26 AM | analyzer.0xf8a617d786dcb28f5d00f7e81b9f92b0cad617df | Processed function withdraw
[INFO] | 2024-11-10 07:43:26 AM | analyzer.0xf8a617d786dcb28f5d00f7e81b9f92b0cad617df | Value Range Analysis took 0.007830 seconds
[INFO] | 2024-11-10 07:43:26 AM | analyzer.0xf8a617d786dcb28f5d00f7e81b9f92b0cad617df | Value Range Analysis finished
[INFO] | 2024-11-10 07:43:26 AM | analyzer.0xf8a617d786dcb28f5d00f7e81b9f92b0cad617df | Storage dependency graph compostion started!
[INFO] | 2024-11-10 07:43:26 AM | analyzer.0xf8a617d786dcb28f5d00f7e81b9f92b0cad617df | Storage dependency graph compostion finished!
[INFO] | 2024-11-10 07:43:26 AM | analyzer.0xf8a617d786dcb28f5d00f7e81b9f92b0cad617df | Dependency detection started!
[INFO] | 2024-11-10 07:43:26 AM | analyzer.0xf8a617d786dcb28f5d00f7e81b9f92b0cad617df | Dependency detection finished!
[INFO] | 2024-11-10 07:43:26 AM | analyzer.0xf8a617d786dcb28f5d00f7e81b9f92b0cad617df | Static Analysis took 1.393378 seconds
[INFO] | 2024-11-10 07:43:26 AM | analyzer.0xf8a617d786dcb28f5d00f7e81b9f92b0cad617df | Dependency does not exist
[INFO] | 2024-11-10 07:43:26 AM | analyzer.0xf8a617d786dcb28f5d00f7e81b9f92b0cad617df | Symbolic execution is not needed!
[INFO] | 2024-11-10 07:43:26 AM | analyzer.0xf8a617d786dcb28f5d00f7e81b9f92b0cad617df | Analysis finished!
[INFO] | 2024-11-10 07:43:26 AM | analyzer.0xf8a617d786dcb28f5d00f7e81b9f92b0cad617df | Analysis took 1.393550 seconds
[INFO] | 2024-11-10 07:43:26 AM | analyzer.0xf8a617d786dcb28f5d00f7e81b9f92b0cad617df | Analysis finished at: 2024-11-10 07:43:26 AM

real	0m2.536s
user	0m4.954s
sys	0m4.111s
