[INFO] | 2024-11-10 07:38:38 AM | analyzer.0xa9b6e2381dee5dd4ea5d6e31e11b3c6f10d35afc | Analysis started at: 2024-11-10 07:38:38 AM
[INFO] | 2024-11-10 07:38:41 AM | analyzer.0xa9b6e2381dee5dd4ea5d6e31e11b3c6f10d35afc | State variable assignement do not exist
[INFO] | 2024-11-10 07:38:41 AM | analyzer.0xa9b6e2381dee5dd4ea5d6e31e11b3c6f10d35afc | Processed function div
[INFO] | 2024-11-10 07:38:41 AM | analyzer.0xa9b6e2381dee5dd4ea5d6e31e11b3c6f10d35afc | Generating return summary for sub
[INFO] | 2024-11-10 07:38:41 AM | analyzer.0xa9b6e2381dee5dd4ea5d6e31e11b3c6f10d35afc | Return summary generated for sub
[INFO] | 2024-11-10 07:38:41 AM | analyzer.0xa9b6e2381dee5dd4ea5d6e31e11b3c6f10d35afc | State variable assignement do not exist
[INFO] | 2024-11-10 07:38:41 AM | analyzer.0xa9b6e2381dee5dd4ea5d6e31e11b3c6f10d35afc | Processed function sub
[INFO] | 2024-11-10 07:38:41 AM | analyzer.0xa9b6e2381dee5dd4ea5d6e31e11b3c6f10d35afc | Generating return summary for add
[INFO] | 2024-11-10 07:38:41 AM | analyzer.0xa9b6e2381dee5dd4ea5d6e31e11b3c6f10d35afc | Return summary generated for add
[INFO] | 2024-11-10 07:38:41 AM | analyzer.0xa9b6e2381dee5dd4ea5d6e31e11b3c6f10d35afc | State variable assignement do not exist
[INFO] | 2024-11-10 07:38:41 AM | analyzer.0xa9b6e2381dee5dd4ea5d6e31e11b3c6f10d35afc | Processed function add
[INFO] | 2024-11-10 07:38:41 AM | analyzer.0xa9b6e2381dee5dd4ea5d6e31e11b3c6f10d35afc | Generating return summary for min
[INFO] | 2024-11-10 07:38:41 AM | analyzer.0xa9b6e2381dee5dd4ea5d6e31e11b3c6f10d35afc | Return summary generated for min
[INFO] | 2024-11-10 07:38:41 AM | analyzer.0xa9b6e2381dee5dd4ea5d6e31e11b3c6f10d35afc | State variable assignement do not exist
[INFO] | 2024-11-10 07:38:41 AM | analyzer.0xa9b6e2381dee5dd4ea5d6e31e11b3c6f10d35afc | Processed function min
[INFO] | 2024-11-10 07:38:41 AM | analyzer.0xa9b6e2381dee5dd4ea5d6e31e11b3c6f10d35afc | Generating return summary for CreateSwap
[INFO] | 2024-11-10 07:38:41 AM | analyzer.0xa9b6e2381dee5dd4ea5d6e31e11b3c6f10d35afc | Return summary generated for CreateSwap
[INFO] | 2024-11-10 07:38:41 AM | analyzer.0xa9b6e2381dee5dd4ea5d6e31e11b3c6f10d35afc | State variable assignement do not exist
[INFO] | 2024-11-10 07:38:41 AM | analyzer.0xa9b6e2381dee5dd4ea5d6e31e11b3c6f10d35afc | Processed function CreateSwap
[INFO] | 2024-11-10 07:38:41 AM | analyzer.0xa9b6e2381dee5dd4ea5d6e31e11b3c6f10d35afc | Generating return summary for EnterSwap
[INFO] | 2024-11-10 07:38:41 AM | analyzer.0xa9b6e2381dee5dd4ea5d6e31e11b3c6f10d35afc | Return summary generated for EnterSwap
[INFO] | 2024-11-10 07:38:41 AM | analyzer.0xa9b6e2381dee5dd4ea5d6e31e11b3c6f10d35afc | State variable assignement do not exist
[INFO] | 2024-11-10 07:38:41 AM | analyzer.0xa9b6e2381dee5dd4ea5d6e31e11b3c6f10d35afc | Processed function EnterSwap
[INFO] | 2024-11-10 07:38:41 AM | analyzer.0xa9b6e2381dee5dd4ea5d6e31e11b3c6f10d35afc | Generating return summary for createTokens
[INFO] | 2024-11-10 07:38:41 AM | analyzer.0xa9b6e2381dee5dd4ea5d6e31e11b3c6f10d35afc | Return summary generated for createTokens
[INFO] | 2024-11-10 07:38:41 AM | analyzer.0xa9b6e2381dee5dd4ea5d6e31e11b3c6f10d35afc | State variable assignement do not exist
[INFO] | 2024-11-10 07:38:41 AM | analyzer.0xa9b6e2381dee5dd4ea5d6e31e11b3c6f10d35afc | Processed function createTokens
[INFO] | 2024-11-10 07:38:41 AM | analyzer.0xa9b6e2381dee5dd4ea5d6e31e11b3c6f10d35afc | Generating return summary for createToken
[INFO] | 2024-11-10 07:38:41 AM | analyzer.0xa9b6e2381dee5dd4ea5d6e31e11b3c6f10d35afc | Return summary generated for createToken
[INFO] | 2024-11-10 07:38:41 AM | analyzer.0xa9b6e2381dee5dd4ea5d6e31e11b3c6f10d35afc | State variable assignement do not exist
[INFO] | 2024-11-10 07:38:41 AM | analyzer.0xa9b6e2381dee5dd4ea5d6e31e11b3c6f10d35afc | Processed function createToken
[INFO] | 2024-11-10 07:38:41 AM | analyzer.0xa9b6e2381dee5dd4ea5d6e31e11b3c6f10d35afc | Generating return summary for payToken
[INFO] | 2024-11-10 07:38:41 AM | analyzer.0xa9b6e2381dee5dd4ea5d6e31e11b3c6f10d35afc | Return summary generated for payToken
[INFO] | 2024-11-10 07:38:41 AM | analyzer.0xa9b6e2381dee5dd4ea5d6e31e11b3c6f10d35afc | State variable assignement do not exist
[INFO] | 2024-11-10 07:38:41 AM | analyzer.0xa9b6e2381dee5dd4ea5d6e31e11b3c6f10d35afc | Processed function payToken
[INFO] | 2024-11-10 07:38:41 AM | analyzer.0xa9b6e2381dee5dd4ea5d6e31e11b3c6f10d35afc | Generating return summary for deployContract
[INFO] | 2024-11-10 07:38:41 AM | analyzer.0xa9b6e2381dee5dd4ea5d6e31e11b3c6f10d35afc | Return summary generated for deployContract
[INFO] | 2024-11-10 07:38:41 AM | analyzer.0xa9b6e2381dee5dd4ea5d6e31e11b3c6f10d35afc | State variable assignement do not exist
[INFO] | 2024-11-10 07:38:41 AM | analyzer.0xa9b6e2381dee5dd4ea5d6e31e11b3c6f10d35afc | Processed function deployContract
[INFO] | 2024-11-10 07:38:41 AM | analyzer.0xa9b6e2381dee5dd4ea5d6e31e11b3c6f10d35afc | Generating return summary for getBase
[INFO] | 2024-11-10 07:38:41 AM | analyzer.0xa9b6e2381dee5dd4ea5d6e31e11b3c6f10d35afc | Return summary generated for getBase
[INFO] | 2024-11-10 07:38:41 AM | analyzer.0xa9b6e2381dee5dd4ea5d6e31e11b3c6f10d35afc | State variable assignement do not exist
[INFO] | 2024-11-10 07:38:41 AM | analyzer.0xa9b6e2381dee5dd4ea5d6e31e11b3c6f10d35afc | Processed function getBase
[INFO] | 2024-11-10 07:38:41 AM | analyzer.0xa9b6e2381dee5dd4ea5d6e31e11b3c6f10d35afc | Generating return summary for getVariables
[INFO] | 2024-11-10 07:38:41 AM | analyzer.0xa9b6e2381dee5dd4ea5d6e31e11b3c6f10d35afc | Return summary generated for getVariables
[INFO] | 2024-11-10 07:38:41 AM | analyzer.0xa9b6e2381dee5dd4ea5d6e31e11b3c6f10d35afc | State variable assignement do not exist
[INFO] | 2024-11-10 07:38:41 AM | analyzer.0xa9b6e2381dee5dd4ea5d6e31e11b3c6f10d35afc | Processed function getVariables
[INFO] | 2024-11-10 07:38:41 AM | analyzer.0xa9b6e2381dee5dd4ea5d6e31e11b3c6f10d35afc | Generating return summary for balanceOf
[INFO] | 2024-11-10 07:38:41 AM | analyzer.0xa9b6e2381dee5dd4ea5d6e31e11b3c6f10d35afc | Return summary generated for balanceOf
[INFO] | 2024-11-10 07:38:41 AM | analyzer.0xa9b6e2381dee5dd4ea5d6e31e11b3c6f10d35afc | State variable assignement do not exist
[INFO] | 2024-11-10 07:38:41 AM | analyzer.0xa9b6e2381dee5dd4ea5d6e31e11b3c6f10d35afc | Processed function balanceOf
[INFO] | 2024-11-10 07:38:41 AM | analyzer.0xa9b6e2381dee5dd4ea5d6e31e11b3c6f10d35afc | Generating return summary for approve
[INFO] | 2024-11-10 07:38:41 AM | analyzer.0xa9b6e2381dee5dd4ea5d6e31e11b3c6f10d35afc | Return summary generated for approve
[INFO] | 2024-11-10 07:38:41 AM | analyzer.0xa9b6e2381dee5dd4ea5d6e31e11b3c6f10d35afc | Range graph generated
[INFO] | 2024-11-10 07:38:41 AM | analyzer.0xa9b6e2381dee5dd4ea5d6e31e11b3c6f10d35afc | Processed function approve
[INFO] | 2024-11-10 07:38:41 AM | analyzer.0xa9b6e2381dee5dd4ea5d6e31e11b3c6f10d35afc | Generating return summary for allowance
[INFO] | 2024-11-10 07:38:41 AM | analyzer.0xa9b6e2381dee5dd4ea5d6e31e11b3c6f10d35afc | Return summary generated for allowance
[INFO] | 2024-11-10 07:38:41 AM | analyzer.0xa9b6e2381dee5dd4ea5d6e31e11b3c6f10d35afc | State variable assignement do not exist
[INFO] | 2024-11-10 07:38:41 AM | analyzer.0xa9b6e2381dee5dd4ea5d6e31e11b3c6f10d35afc | Processed function allowance
[INFO] | 2024-11-10 07:38:41 AM | analyzer.0xa9b6e2381dee5dd4ea5d6e31e11b3c6f10d35afc | Generating return summary for slitherConstructorVariables
[INFO] | 2024-11-10 07:38:41 AM | analyzer.0xa9b6e2381dee5dd4ea5d6e31e11b3c6f10d35afc | Return summary generated for slitherConstructorVariables
[INFO] | 2024-11-10 07:38:41 AM | analyzer.0xa9b6e2381dee5dd4ea5d6e31e11b3c6f10d35afc | Range graph generated
[INFO] | 2024-11-10 07:38:41 AM | analyzer.0xa9b6e2381dee5dd4ea5d6e31e11b3c6f10d35afc | Processed function slitherConstructorVariables
[INFO] | 2024-11-10 07:38:41 AM | analyzer.0xa9b6e2381dee5dd4ea5d6e31e11b3c6f10d35afc | Generating return summary for UserContract
[INFO] | 2024-11-10 07:38:41 AM | analyzer.0xa9b6e2381dee5dd4ea5d6e31e11b3c6f10d35afc | Return summary generated for UserContract
[INFO] | 2024-11-10 07:38:41 AM | analyzer.0xa9b6e2381dee5dd4ea5d6e31e11b3c6f10d35afc | Range graph generated
[INFO] | 2024-11-10 07:38:41 AM | analyzer.0xa9b6e2381dee5dd4ea5d6e31e11b3c6f10d35afc | Processed function UserContract
[INFO] | 2024-11-10 07:38:41 AM | analyzer.0xa9b6e2381dee5dd4ea5d6e31e11b3c6f10d35afc | Generating return summary for setFactory
[INFO] | 2024-11-10 07:38:41 AM | analyzer.0xa9b6e2381dee5dd4ea5d6e31e11b3c6f10d35afc | Return summary generated for setFactory
[INFO] | 2024-11-10 07:38:41 AM | analyzer.0xa9b6e2381dee5dd4ea5d6e31e11b3c6f10d35afc | Range graph generated
[INFO] | 2024-11-10 07:38:41 AM | analyzer.0xa9b6e2381dee5dd4ea5d6e31e11b3c6f10d35afc | Processed function setFactory
[INFO] | 2024-11-10 07:38:41 AM | analyzer.0xa9b6e2381dee5dd4ea5d6e31e11b3c6f10d35afc | Generating return summary for withdraw
[INFO] | 2024-11-10 07:38:41 AM | analyzer.0xa9b6e2381dee5dd4ea5d6e31e11b3c6f10d35afc | Return summary generated for withdraw
[INFO] | 2024-11-10 07:38:41 AM | analyzer.0xa9b6e2381dee5dd4ea5d6e31e11b3c6f10d35afc | Range graph generated
[INFO] | 2024-11-10 07:38:41 AM | analyzer.0xa9b6e2381dee5dd4ea5d6e31e11b3c6f10d35afc | Processed function withdraw
[INFO] | 2024-11-10 07:38:41 AM | analyzer.0xa9b6e2381dee5dd4ea5d6e31e11b3c6f10d35afc | Generating return summary for transfer
[INFO] | 2024-11-10 07:38:41 AM | analyzer.0xa9b6e2381dee5dd4ea5d6e31e11b3c6f10d35afc | Return summary generated for transfer
[INFO] | 2024-11-10 07:38:41 AM | analyzer.0xa9b6e2381dee5dd4ea5d6e31e11b3c6f10d35afc | Range graph generated
[INFO] | 2024-11-10 07:38:41 AM | analyzer.0xa9b6e2381dee5dd4ea5d6e31e11b3c6f10d35afc | Processed function transfer
[INFO] | 2024-11-10 07:38:41 AM | analyzer.0xa9b6e2381dee5dd4ea5d6e31e11b3c6f10d35afc | Generating return summary for transferFrom
[INFO] | 2024-11-10 07:38:41 AM | analyzer.0xa9b6e2381dee5dd4ea5d6e31e11b3c6f10d35afc | Return summary generated for transferFrom
[INFO] | 2024-11-10 07:38:41 AM | analyzer.0xa9b6e2381dee5dd4ea5d6e31e11b3c6f10d35afc | Range graph generated
[INFO] | 2024-11-10 07:38:41 AM | analyzer.0xa9b6e2381dee5dd4ea5d6e31e11b3c6f10d35afc | Processed function transferFrom
[INFO] | 2024-11-10 07:38:41 AM | analyzer.0xa9b6e2381dee5dd4ea5d6e31e11b3c6f10d35afc | Generating return summary for CreateToken
[INFO] | 2024-11-10 07:38:41 AM | analyzer.0xa9b6e2381dee5dd4ea5d6e31e11b3c6f10d35afc | Return summary generated for CreateToken
[INFO] | 2024-11-10 07:38:41 AM | analyzer.0xa9b6e2381dee5dd4ea5d6e31e11b3c6f10d35afc | Range graph generated
[INFO] | 2024-11-10 07:38:41 AM | analyzer.0xa9b6e2381dee5dd4ea5d6e31e11b3c6f10d35afc | Processed function CreateToken
[INFO] | 2024-11-10 07:38:41 AM | analyzer.0xa9b6e2381dee5dd4ea5d6e31e11b3c6f10d35afc | Generating return summary for Initiate
[INFO] | 2024-11-10 07:38:41 AM | analyzer.0xa9b6e2381dee5dd4ea5d6e31e11b3c6f10d35afc | Return summary generated for Initiate
[INFO] | 2024-11-10 07:38:41 AM | analyzer.0xa9b6e2381dee5dd4ea5d6e31e11b3c6f10d35afc | Range graph generated
[INFO] | 2024-11-10 07:38:41 AM | analyzer.0xa9b6e2381dee5dd4ea5d6e31e11b3c6f10d35afc | Processed function Initiate
[INFO] | 2024-11-10 07:38:41 AM | analyzer.0xa9b6e2381dee5dd4ea5d6e31e11b3c6f10d35afc | Generating return summary for Enter
[INFO] | 2024-11-10 07:38:41 AM | analyzer.0xa9b6e2381dee5dd4ea5d6e31e11b3c6f10d35afc | Return summary generated for Enter
[INFO] | 2024-11-10 07:38:41 AM | analyzer.0xa9b6e2381dee5dd4ea5d6e31e11b3c6f10d35afc | Range graph generated
[INFO] | 2024-11-10 07:38:41 AM | analyzer.0xa9b6e2381dee5dd4ea5d6e31e11b3c6f10d35afc | Processed function Enter
[INFO] | 2024-11-10 07:38:41 AM | analyzer.0xa9b6e2381dee5dd4ea5d6e31e11b3c6f10d35afc | Value Range Analysis took 0.014973 seconds
[INFO] | 2024-11-10 07:38:41 AM | analyzer.0xa9b6e2381dee5dd4ea5d6e31e11b3c6f10d35afc | Value Range Analysis finished
[INFO] | 2024-11-10 07:38:41 AM | analyzer.0xa9b6e2381dee5dd4ea5d6e31e11b3c6f10d35afc | Storage dependency graph compostion started!
[INFO] | 2024-11-10 07:38:41 AM | analyzer.0xa9b6e2381dee5dd4ea5d6e31e11b3c6f10d35afc | Storage dependency graph compostion finished!
[INFO] | 2024-11-10 07:38:41 AM | analyzer.0xa9b6e2381dee5dd4ea5d6e31e11b3c6f10d35afc | Dependency detection started!
[INFO] | 2024-11-10 07:38:41 AM | analyzer.0xa9b6e2381dee5dd4ea5d6e31e11b3c6f10d35afc | DAO dependency detected in file 0xa9b6e2381dee5dd4ea5d6e31e11b3c6f10d35afc.sol in contract UserContract in by composing functions Initiate and Initiate
[INFO] | 2024-11-10 07:38:42 AM | analyzer.0xa9b6e2381dee5dd4ea5d6e31e11b3c6f10d35afc | DAO dependency detected in file 0xa9b6e2381dee5dd4ea5d6e31e11b3c6f10d35afc.sol in contract UserContract in by composing functions Initiate and Initiate
[INFO] | 2024-11-10 07:38:42 AM | analyzer.0xa9b6e2381dee5dd4ea5d6e31e11b3c6f10d35afc | DAO dependency detected in file 0xa9b6e2381dee5dd4ea5d6e31e11b3c6f10d35afc.sol in contract UserContract in by composing functions Initiate and Initiate
[INFO] | 2024-11-10 07:38:42 AM | analyzer.0xa9b6e2381dee5dd4ea5d6e31e11b3c6f10d35afc | DAO dependency detected in file 0xa9b6e2381dee5dd4ea5d6e31e11b3c6f10d35afc.sol in contract UserContract in by composing functions Initiate and Enter
[INFO] | 2024-11-10 07:38:42 AM | analyzer.0xa9b6e2381dee5dd4ea5d6e31e11b3c6f10d35afc | DAO dependency detected in file 0xa9b6e2381dee5dd4ea5d6e31e11b3c6f10d35afc.sol in contract UserContract in by composing functions Initiate and Enter
[INFO] | 2024-11-10 07:38:43 AM | analyzer.0xa9b6e2381dee5dd4ea5d6e31e11b3c6f10d35afc | DAO dependency detected in file 0xa9b6e2381dee5dd4ea5d6e31e11b3c6f10d35afc.sol in contract UserContract in by composing functions Initiate and Enter
[INFO] | 2024-11-10 07:38:43 AM | analyzer.0xa9b6e2381dee5dd4ea5d6e31e11b3c6f10d35afc | DAO dependency detected in file 0xa9b6e2381dee5dd4ea5d6e31e11b3c6f10d35afc.sol in contract UserContract in by composing functions Initiate and setFactory
[INFO] | 2024-11-10 07:38:43 AM | analyzer.0xa9b6e2381dee5dd4ea5d6e31e11b3c6f10d35afc | DAO dependency detected in file 0xa9b6e2381dee5dd4ea5d6e31e11b3c6f10d35afc.sol in contract UserContract in by composing functions Enter and Initiate
[INFO] | 2024-11-10 07:38:44 AM | analyzer.0xa9b6e2381dee5dd4ea5d6e31e11b3c6f10d35afc | DAO dependency detected in file 0xa9b6e2381dee5dd4ea5d6e31e11b3c6f10d35afc.sol in contract UserContract in by composing functions Enter and Initiate
[INFO] | 2024-11-10 07:38:44 AM | analyzer.0xa9b6e2381dee5dd4ea5d6e31e11b3c6f10d35afc | DAO dependency detected in file 0xa9b6e2381dee5dd4ea5d6e31e11b3c6f10d35afc.sol in contract UserContract in by composing functions Enter and Initiate
[INFO] | 2024-11-10 07:38:44 AM | analyzer.0xa9b6e2381dee5dd4ea5d6e31e11b3c6f10d35afc | DAO dependency detected in file 0xa9b6e2381dee5dd4ea5d6e31e11b3c6f10d35afc.sol in contract UserContract in by composing functions Enter and Initiate
[INFO] | 2024-11-10 07:38:45 AM | analyzer.0xa9b6e2381dee5dd4ea5d6e31e11b3c6f10d35afc | DAO dependency detected in file 0xa9b6e2381dee5dd4ea5d6e31e11b3c6f10d35afc.sol in contract UserContract in by composing functions Enter and Enter
[INFO] | 2024-11-10 07:38:46 AM | analyzer.0xa9b6e2381dee5dd4ea5d6e31e11b3c6f10d35afc | DAO dependency detected in file 0xa9b6e2381dee5dd4ea5d6e31e11b3c6f10d35afc.sol in contract UserContract in by composing functions Enter and Enter
[INFO] | 2024-11-10 07:38:46 AM | analyzer.0xa9b6e2381dee5dd4ea5d6e31e11b3c6f10d35afc | DAO dependency detected in file 0xa9b6e2381dee5dd4ea5d6e31e11b3c6f10d35afc.sol in contract UserContract in by composing functions Enter and Enter
[INFO] | 2024-11-10 07:38:46 AM | analyzer.0xa9b6e2381dee5dd4ea5d6e31e11b3c6f10d35afc | DAO dependency detected in file 0xa9b6e2381dee5dd4ea5d6e31e11b3c6f10d35afc.sol in contract UserContract in by composing functions Enter and Enter
[INFO] | 2024-11-10 07:38:47 AM | analyzer.0xa9b6e2381dee5dd4ea5d6e31e11b3c6f10d35afc | DAO dependency detected in file 0xa9b6e2381dee5dd4ea5d6e31e11b3c6f10d35afc.sol in contract UserContract in by composing functions Enter and setFactory
[INFO] | 2024-11-10 07:38:47 AM | analyzer.0xa9b6e2381dee5dd4ea5d6e31e11b3c6f10d35afc | Dependency detection finished!
[INFO] | 2024-11-10 07:38:47 AM | analyzer.0xa9b6e2381dee5dd4ea5d6e31e11b3c6f10d35afc | Static Analysis took 8.444479 seconds
[INFO] | 2024-11-10 07:38:47 AM | analyzer.0xa9b6e2381dee5dd4ea5d6e31e11b3c6f10d35afc | Dependency exists
[INFO] | 2024-11-10 07:38:47 AM | analyzer.0xa9b6e2381dee5dd4ea5d6e31e11b3c6f10d35afc | Invoking symbolic executor!
[INFO] | 2024-11-10 07:38:50 AM | analyzer.0xa9b6e2381dee5dd4ea5d6e31e11b3c6f10d35afc | Symbolic execution took 3.690661 seconds
[INFO] | 2024-11-10 07:38:50 AM | analyzer.0xa9b6e2381dee5dd4ea5d6e31e11b3c6f10d35afc | Symbolic execution finished!
[INFO] | 2024-11-10 07:38:50 AM | analyzer.0xa9b6e2381dee5dd4ea5d6e31e11b3c6f10d35afc | Analysis finished!
[INFO] | 2024-11-10 07:38:50 AM | analyzer.0xa9b6e2381dee5dd4ea5d6e31e11b3c6f10d35afc | Analysis took 12.135908 seconds
[INFO] | 2024-11-10 07:38:50 AM | analyzer.0xa9b6e2381dee5dd4ea5d6e31e11b3c6f10d35afc | Analysis finished at: 2024-11-10 07:38:50 AM

real	0m13.988s
user	0m18.398s
sys	0m3.437s
