[INFO] | 2024-11-10 07:40:58 AM | analyzer.0x287fda15f8f002e5df9f536f10bbfc0816960f36 | Analysis started at: 2024-11-10 07:40:58 AM
[INFO] | 2024-11-10 07:41:00 AM | analyzer.0x287fda15f8f002e5df9f536f10bbfc0816960f36 | Return summary generated for _transfer
[INFO] | 2024-11-10 07:41:00 AM | analyzer.0x287fda15f8f002e5df9f536f10bbfc0816960f36 | Range graph generated
[INFO] | 2024-11-10 07:41:00 AM | analyzer.0x287fda15f8f002e5df9f536f10bbfc0816960f36 | Processed function _transfer
[INFO] | 2024-11-10 07:41:00 AM | analyzer.0x287fda15f8f002e5df9f536f10bbfc0816960f36 | Generating return summary for slitherConstructorVariables
[INFO] | 2024-11-10 07:41:00 AM | analyzer.0x287fda15f8f002e5df9f536f10bbfc0816960f36 | Return summary generated for slitherConstructorVariables
[INFO] | 2024-11-10 07:41:00 AM | analyzer.0x287fda15f8f002e5df9f536f10bbfc0816960f36 | Range graph generated
[INFO] | 2024-11-10 07:41:00 AM | analyzer.0x287fda15f8f002e5df9f536f10bbfc0816960f36 | Processed function slitherConstructorVariables
[INFO] | 2024-11-10 07:41:00 AM | analyzer.0x287fda15f8f002e5df9f536f10bbfc0816960f36 | Generating return summary for onlyOwner
[INFO] | 2024-11-10 07:41:00 AM | analyzer.0x287fda15f8f002e5df9f536f10bbfc0816960f36 | Return summary generated for onlyOwner
[INFO] | 2024-11-10 07:41:00 AM | analyzer.0x287fda15f8f002e5df9f536f10bbfc0816960f36 | State variable assignement do not exist
[INFO] | 2024-11-10 07:41:00 AM | analyzer.0x287fda15f8f002e5df9f536f10bbfc0816960f36 | Processed function onlyOwner
[INFO] | 2024-11-10 07:41:00 AM | analyzer.0x287fda15f8f002e5df9f536f10bbfc0816960f36 | Generating return summary for transferOwnership
[INFO] | 2024-11-10 07:41:00 AM | analyzer.0x287fda15f8f002e5df9f536f10bbfc0816960f36 | Return summary generated for transferOwnership
[INFO] | 2024-11-10 07:41:00 AM | analyzer.0x287fda15f8f002e5df9f536f10bbfc0816960f36 | Range graph generated
[INFO] | 2024-11-10 07:41:00 AM | analyzer.0x287fda15f8f002e5df9f536f10bbfc0816960f36 | Processed function transferOwnership
[INFO] | 2024-11-10 07:41:00 AM | analyzer.0x287fda15f8f002e5df9f536f10bbfc0816960f36 | Generating return summary for approveAndCall
[INFO] | 2024-11-10 07:41:00 AM | analyzer.0x287fda15f8f002e5df9f536f10bbfc0816960f36 | Return summary generated for approveAndCall
[INFO] | 2024-11-10 07:41:00 AM | analyzer.0x287fda15f8f002e5df9f536f10bbfc0816960f36 | Range graph generated
[INFO] | 2024-11-10 07:41:00 AM | analyzer.0x287fda15f8f002e5df9f536f10bbfc0816960f36 | Processed function approveAndCall
[INFO] | 2024-11-10 07:41:00 AM | analyzer.0x287fda15f8f002e5df9f536f10bbfc0816960f36 | Generating return summary for approveAndCall
[INFO] | 2024-11-10 07:41:00 AM | analyzer.0x287fda15f8f002e5df9f536f10bbfc0816960f36 | Return summary generated for approveAndCall
[INFO] | 2024-11-10 07:41:00 AM | analyzer.0x287fda15f8f002e5df9f536f10bbfc0816960f36 | Range graph generated
[INFO] | 2024-11-10 07:41:00 AM | analyzer.0x287fda15f8f002e5df9f536f10bbfc0816960f36 | Processed function approveAndCall
[INFO] | 2024-11-10 07:41:00 AM | analyzer.0x287fda15f8f002e5df9f536f10bbfc0816960f36 | Generating return summary for EncryptedToken
[INFO] | 2024-11-10 07:41:00 AM | analyzer.0x287fda15f8f002e5df9f536f10bbfc0816960f36 | Return summary generated for EncryptedToken
[INFO] | 2024-11-10 07:41:00 AM | analyzer.0x287fda15f8f002e5df9f536f10bbfc0816960f36 | Range graph generated
[INFO] | 2024-11-10 07:41:00 AM | analyzer.0x287fda15f8f002e5df9f536f10bbfc0816960f36 | Processed function EncryptedToken
[INFO] | 2024-11-10 07:41:00 AM | analyzer.0x287fda15f8f002e5df9f536f10bbfc0816960f36 | Generating return summary for transfer
[INFO] | 2024-11-10 07:41:00 AM | analyzer.0x287fda15f8f002e5df9f536f10bbfc0816960f36 | Return summary generated for transfer
[INFO] | 2024-11-10 07:41:00 AM | analyzer.0x287fda15f8f002e5df9f536f10bbfc0816960f36 | Range graph generated
[INFO] | 2024-11-10 07:41:00 AM | analyzer.0x287fda15f8f002e5df9f536f10bbfc0816960f36 | Processed function transfer
[INFO] | 2024-11-10 07:41:00 AM | analyzer.0x287fda15f8f002e5df9f536f10bbfc0816960f36 | Generating return summary for transferFrom
[INFO] | 2024-11-10 07:41:00 AM | analyzer.0x287fda15f8f002e5df9f536f10bbfc0816960f36 | Return summary generated for transferFrom
[INFO] | 2024-11-10 07:41:00 AM | analyzer.0x287fda15f8f002e5df9f536f10bbfc0816960f36 | Range graph generated
[INFO] | 2024-11-10 07:41:00 AM | analyzer.0x287fda15f8f002e5df9f536f10bbfc0816960f36 | Processed function transferFrom
[INFO] | 2024-11-10 07:41:00 AM | analyzer.0x287fda15f8f002e5df9f536f10bbfc0816960f36 | Generating return summary for transfer
[INFO] | 2024-11-10 07:41:00 AM | analyzer.0x287fda15f8f002e5df9f536f10bbfc0816960f36 | Return summary generated for transfer
[INFO] | 2024-11-10 07:41:00 AM | analyzer.0x287fda15f8f002e5df9f536f10bbfc0816960f36 | Range graph generated
[INFO] | 2024-11-10 07:41:00 AM | analyzer.0x287fda15f8f002e5df9f536f10bbfc0816960f36 | Processed function transfer
[INFO] | 2024-11-10 07:41:00 AM | analyzer.0x287fda15f8f002e5df9f536f10bbfc0816960f36 | Generating return summary for transferFrom
[INFO] | 2024-11-10 07:41:00 AM | analyzer.0x287fda15f8f002e5df9f536f10bbfc0816960f36 | Return summary generated for transferFrom
[INFO] | 2024-11-10 07:41:00 AM | analyzer.0x287fda15f8f002e5df9f536f10bbfc0816960f36 | Range graph generated
[INFO] | 2024-11-10 07:41:00 AM | analyzer.0x287fda15f8f002e5df9f536f10bbfc0816960f36 | Processed function transferFrom
[INFO] | 2024-11-10 07:41:00 AM | analyzer.0x287fda15f8f002e5df9f536f10bbfc0816960f36 | Generating return summary for buy
[INFO] | 2024-11-10 07:41:00 AM | analyzer.0x287fda15f8f002e5df9f536f10bbfc0816960f36 | Return summary generated for buy
[INFO] | 2024-11-10 07:41:00 AM | analyzer.0x287fda15f8f002e5df9f536f10bbfc0816960f36 | Range graph generated
[INFO] | 2024-11-10 07:41:00 AM | analyzer.0x287fda15f8f002e5df9f536f10bbfc0816960f36 | Processed function buy
[INFO] | 2024-11-10 07:41:00 AM | analyzer.0x287fda15f8f002e5df9f536f10bbfc0816960f36 | Generating return summary for fallback
[INFO] | 2024-11-10 07:41:00 AM | analyzer.0x287fda15f8f002e5df9f536f10bbfc0816960f36 | Return summary generated for fallback
[INFO] | 2024-11-10 07:41:00 AM | analyzer.0x287fda15f8f002e5df9f536f10bbfc0816960f36 | Range graph generated
[INFO] | 2024-11-10 07:41:00 AM | analyzer.0x287fda15f8f002e5df9f536f10bbfc0816960f36 | Processed function fallback
[INFO] | 2024-11-10 07:41:00 AM | analyzer.0x287fda15f8f002e5df9f536f10bbfc0816960f36 | Generating return summary for transferOwnership
[INFO] | 2024-11-10 07:41:00 AM | analyzer.0x287fda15f8f002e5df9f536f10bbfc0816960f36 | Return summary generated for transferOwnership
[INFO] | 2024-11-10 07:41:00 AM | analyzer.0x287fda15f8f002e5df9f536f10bbfc0816960f36 | Range graph generated
[INFO] | 2024-11-10 07:41:00 AM | analyzer.0x287fda15f8f002e5df9f536f10bbfc0816960f36 | Processed function transferOwnership
[INFO] | 2024-11-10 07:41:00 AM | analyzer.0x287fda15f8f002e5df9f536f10bbfc0816960f36 | Generating return summary for mintToken
[INFO] | 2024-11-10 07:41:00 AM | analyzer.0x287fda15f8f002e5df9f536f10bbfc0816960f36 | Return summary generated for mintToken
[INFO] | 2024-11-10 07:41:00 AM | analyzer.0x287fda15f8f002e5df9f536f10bbfc0816960f36 | Range graph generated
[INFO] | 2024-11-10 07:41:00 AM | analyzer.0x287fda15f8f002e5df9f536f10bbfc0816960f36 | Processed function mintToken
[INFO] | 2024-11-10 07:41:00 AM | analyzer.0x287fda15f8f002e5df9f536f10bbfc0816960f36 | Generating return summary for freezeAccount
[INFO] | 2024-11-10 07:41:00 AM | analyzer.0x287fda15f8f002e5df9f536f10bbfc0816960f36 | Return summary generated for freezeAccount
[INFO] | 2024-11-10 07:41:00 AM | analyzer.0x287fda15f8f002e5df9f536f10bbfc0816960f36 | Range graph generated
[INFO] | 2024-11-10 07:41:00 AM | analyzer.0x287fda15f8f002e5df9f536f10bbfc0816960f36 | Processed function freezeAccount
[INFO] | 2024-11-10 07:41:00 AM | analyzer.0x287fda15f8f002e5df9f536f10bbfc0816960f36 | Generating return summary for setPrices
[INFO] | 2024-11-10 07:41:00 AM | analyzer.0x287fda15f8f002e5df9f536f10bbfc0816960f36 | Return summary generated for setPrices
[INFO] | 2024-11-10 07:41:00 AM | analyzer.0x287fda15f8f002e5df9f536f10bbfc0816960f36 | Range graph generated
[INFO] | 2024-11-10 07:41:00 AM | analyzer.0x287fda15f8f002e5df9f536f10bbfc0816960f36 | Processed function setPrices
[INFO] | 2024-11-10 07:41:00 AM | analyzer.0x287fda15f8f002e5df9f536f10bbfc0816960f36 | Generating return summary for selfdestructs
[INFO] | 2024-11-10 07:41:00 AM | analyzer.0x287fda15f8f002e5df9f536f10bbfc0816960f36 | Return summary generated for selfdestructs
[INFO] | 2024-11-10 07:41:00 AM | analyzer.0x287fda15f8f002e5df9f536f10bbfc0816960f36 | State variable assignement do not exist
[INFO] | 2024-11-10 07:41:00 AM | analyzer.0x287fda15f8f002e5df9f536f10bbfc0816960f36 | Processed function selfdestructs
[INFO] | 2024-11-10 07:41:00 AM | analyzer.0x287fda15f8f002e5df9f536f10bbfc0816960f36 | Value Range Analysis took 0.013256 seconds
[INFO] | 2024-11-10 07:41:00 AM | analyzer.0x287fda15f8f002e5df9f536f10bbfc0816960f36 | Value Range Analysis finished
[INFO] | 2024-11-10 07:41:00 AM | analyzer.0x287fda15f8f002e5df9f536f10bbfc0816960f36 | Storage dependency graph compostion started!
[INFO] | 2024-11-10 07:41:00 AM | analyzer.0x287fda15f8f002e5df9f536f10bbfc0816960f36 | Storage dependency graph compostion finished!
[INFO] | 2024-11-10 07:41:00 AM | analyzer.0x287fda15f8f002e5df9f536f10bbfc0816960f36 | Dependency detection started!
[INFO] | 2024-11-10 07:41:00 AM | analyzer.0x287fda15f8f002e5df9f536f10bbfc0816960f36 | Dependency detection finished!
[INFO] | 2024-11-10 07:41:00 AM | analyzer.0x287fda15f8f002e5df9f536f10bbfc0816960f36 | Static Analysis took 1.947525 seconds
[INFO] | 2024-11-10 07:41:00 AM | analyzer.0x287fda15f8f002e5df9f536f10bbfc0816960f36 | Dependency does not exist
[INFO] | 2024-11-10 07:41:00 AM | analyzer.0x287fda15f8f002e5df9f536f10bbfc0816960f36 | Symbolic execution is not needed!
[INFO] | 2024-11-10 07:41:00 AM | analyzer.0x287fda15f8f002e5df9f536f10bbfc0816960f36 | Analysis finished!
[INFO] | 2024-11-10 07:41:00 AM | analyzer.0x287fda15f8f002e5df9f536f10bbfc0816960f36 | Analysis took 1.947729 seconds
[INFO] | 2024-11-10 07:41:00 AM | analyzer.0x287fda15f8f002e5df9f536f10bbfc0816960f36 | Analysis finished at: 2024-11-10 07:41:00 AM

real	0m3.252s
user	0m4.801s
sys	0m3.103s
