[INFO] | 2024-11-10 07:37:15 AM | analyzer.0xab32cdd8d4796f5ae968ac176b3cc54a3200c723 | Analysis started at: 2024-11-10 07:37:15 AM
[INFO] | 2024-11-10 07:37:17 AM | analyzer.0xab32cdd8d4796f5ae968ac176b3cc54a3200c723 | Return summary generated for isContract
[INFO] | 2024-11-10 07:37:17 AM | analyzer.0xab32cdd8d4796f5ae968ac176b3cc54a3200c723 | State variable assignement do not exist
[INFO] | 2024-11-10 07:37:17 AM | analyzer.0xab32cdd8d4796f5ae968ac176b3cc54a3200c723 | Processed function isContract
[INFO] | 2024-11-10 07:37:17 AM | analyzer.0xab32cdd8d4796f5ae968ac176b3cc54a3200c723 | Generating return summary for multiply
[INFO] | 2024-11-10 07:37:17 AM | analyzer.0xab32cdd8d4796f5ae968ac176b3cc54a3200c723 | Return summary generated for multiply
[INFO] | 2024-11-10 07:37:17 AM | analyzer.0xab32cdd8d4796f5ae968ac176b3cc54a3200c723 | State variable assignement do not exist
[INFO] | 2024-11-10 07:37:17 AM | analyzer.0xab32cdd8d4796f5ae968ac176b3cc54a3200c723 | Processed function multiply
[INFO] | 2024-11-10 07:37:17 AM | analyzer.0xab32cdd8d4796f5ae968ac176b3cc54a3200c723 | Generating return summary for divide
[INFO] | 2024-11-10 07:37:17 AM | analyzer.0xab32cdd8d4796f5ae968ac176b3cc54a3200c723 | Return summary generated for divide
[INFO] | 2024-11-10 07:37:17 AM | analyzer.0xab32cdd8d4796f5ae968ac176b3cc54a3200c723 | State variable assignement do not exist
[INFO] | 2024-11-10 07:37:17 AM | analyzer.0xab32cdd8d4796f5ae968ac176b3cc54a3200c723 | Processed function divide
[INFO] | 2024-11-10 07:37:17 AM | analyzer.0xab32cdd8d4796f5ae968ac176b3cc54a3200c723 | Generating return summary for onlyOwner
[INFO] | 2024-11-10 07:37:17 AM | analyzer.0xab32cdd8d4796f5ae968ac176b3cc54a3200c723 | Return summary generated for onlyOwner
[INFO] | 2024-11-10 07:37:17 AM | analyzer.0xab32cdd8d4796f5ae968ac176b3cc54a3200c723 | State variable assignement do not exist
[INFO] | 2024-11-10 07:37:17 AM | analyzer.0xab32cdd8d4796f5ae968ac176b3cc54a3200c723 | Processed function onlyOwner
[INFO] | 2024-11-10 07:37:17 AM | analyzer.0xab32cdd8d4796f5ae968ac176b3cc54a3200c723 | Generating return summary for changeOwner
[INFO] | 2024-11-10 07:37:17 AM | analyzer.0xab32cdd8d4796f5ae968ac176b3cc54a3200c723 | Return summary generated for changeOwner
[INFO] | 2024-11-10 07:37:17 AM | analyzer.0xab32cdd8d4796f5ae968ac176b3cc54a3200c723 | Range graph generated
[INFO] | 2024-11-10 07:37:17 AM | analyzer.0xab32cdd8d4796f5ae968ac176b3cc54a3200c723 | Processed function changeOwner
[INFO] | 2024-11-10 07:37:17 AM | analyzer.0xab32cdd8d4796f5ae968ac176b3cc54a3200c723 | Generating return summary for closedown
[INFO] | 2024-11-10 07:37:17 AM | analyzer.0xab32cdd8d4796f5ae968ac176b3cc54a3200c723 | Return summary generated for closedown
[INFO] | 2024-11-10 07:37:17 AM | analyzer.0xab32cdd8d4796f5ae968ac176b3cc54a3200c723 | State variable assignement do not exist
[INFO] | 2024-11-10 07:37:17 AM | analyzer.0xab32cdd8d4796f5ae968ac176b3cc54a3200c723 | Processed function closedown
[INFO] | 2024-11-10 07:37:17 AM | analyzer.0xab32cdd8d4796f5ae968ac176b3cc54a3200c723 | Generating return summary for fallback
[INFO] | 2024-11-10 07:37:17 AM | analyzer.0xab32cdd8d4796f5ae968ac176b3cc54a3200c723 | Return summary generated for fallback
[INFO] | 2024-11-10 07:37:17 AM | analyzer.0xab32cdd8d4796f5ae968ac176b3cc54a3200c723 | State variable assignement do not exist
[INFO] | 2024-11-10 07:37:17 AM | analyzer.0xab32cdd8d4796f5ae968ac176b3cc54a3200c723 | Processed function fallback
[INFO] | 2024-11-10 07:37:17 AM | analyzer.0xab32cdd8d4796f5ae968ac176b3cc54a3200c723 | Generating return summary for claimUnsold
[INFO] | 2024-11-10 07:37:17 AM | analyzer.0xab32cdd8d4796f5ae968ac176b3cc54a3200c723 | Return summary generated for claimUnsold
[INFO] | 2024-11-10 07:37:17 AM | analyzer.0xab32cdd8d4796f5ae968ac176b3cc54a3200c723 | State variable assignement do not exist
[INFO] | 2024-11-10 07:37:17 AM | analyzer.0xab32cdd8d4796f5ae968ac176b3cc54a3200c723 | Processed function claimUnsold
[INFO] | 2024-11-10 07:37:17 AM | analyzer.0xab32cdd8d4796f5ae968ac176b3cc54a3200c723 | Generating return summary for ICO
[INFO] | 2024-11-10 07:37:17 AM | analyzer.0xab32cdd8d4796f5ae968ac176b3cc54a3200c723 | Return summary generated for ICO
[INFO] | 2024-11-10 07:37:17 AM | analyzer.0xab32cdd8d4796f5ae968ac176b3cc54a3200c723 | Range graph generated
[INFO] | 2024-11-10 07:37:17 AM | analyzer.0xab32cdd8d4796f5ae968ac176b3cc54a3200c723 | Processed function ICO
[INFO] | 2024-11-10 07:37:17 AM | analyzer.0xab32cdd8d4796f5ae968ac176b3cc54a3200c723 | Generating return summary for changeOwner
[INFO] | 2024-11-10 07:37:17 AM | analyzer.0xab32cdd8d4796f5ae968ac176b3cc54a3200c723 | Return summary generated for changeOwner
[INFO] | 2024-11-10 07:37:17 AM | analyzer.0xab32cdd8d4796f5ae968ac176b3cc54a3200c723 | Range graph generated
[INFO] | 2024-11-10 07:37:17 AM | analyzer.0xab32cdd8d4796f5ae968ac176b3cc54a3200c723 | Processed function changeOwner
[INFO] | 2024-11-10 07:37:17 AM | analyzer.0xab32cdd8d4796f5ae968ac176b3cc54a3200c723 | Generating return summary for closedown
[INFO] | 2024-11-10 07:37:17 AM | analyzer.0xab32cdd8d4796f5ae968ac176b3cc54a3200c723 | Return summary generated for closedown
[INFO] | 2024-11-10 07:37:17 AM | analyzer.0xab32cdd8d4796f5ae968ac176b3cc54a3200c723 | State variable assignement do not exist
[INFO] | 2024-11-10 07:37:17 AM | analyzer.0xab32cdd8d4796f5ae968ac176b3cc54a3200c723 | Processed function closedown
[INFO] | 2024-11-10 07:37:17 AM | analyzer.0xab32cdd8d4796f5ae968ac176b3cc54a3200c723 | Generating return summary for setToken
[INFO] | 2024-11-10 07:37:17 AM | analyzer.0xab32cdd8d4796f5ae968ac176b3cc54a3200c723 | Return summary generated for setToken
[INFO] | 2024-11-10 07:37:17 AM | analyzer.0xab32cdd8d4796f5ae968ac176b3cc54a3200c723 | Range graph generated
[INFO] | 2024-11-10 07:37:17 AM | analyzer.0xab32cdd8d4796f5ae968ac176b3cc54a3200c723 | Processed function setToken
[INFO] | 2024-11-10 07:37:17 AM | analyzer.0xab32cdd8d4796f5ae968ac176b3cc54a3200c723 | Generating return summary for setTreasury
[INFO] | 2024-11-10 07:37:17 AM | analyzer.0xab32cdd8d4796f5ae968ac176b3cc54a3200c723 | Return summary generated for setTreasury
[INFO] | 2024-11-10 07:37:17 AM | analyzer.0xab32cdd8d4796f5ae968ac176b3cc54a3200c723 | Range graph generated
[INFO] | 2024-11-10 07:37:17 AM | analyzer.0xab32cdd8d4796f5ae968ac176b3cc54a3200c723 | Processed function setTreasury
[INFO] | 2024-11-10 07:37:17 AM | analyzer.0xab32cdd8d4796f5ae968ac176b3cc54a3200c723 | Generating return summary for setStart
[INFO] | 2024-11-10 07:37:17 AM | analyzer.0xab32cdd8d4796f5ae968ac176b3cc54a3200c723 | Return summary generated for setStart
[INFO] | 2024-11-10 07:37:17 AM | analyzer.0xab32cdd8d4796f5ae968ac176b3cc54a3200c723 | Range graph generated
[INFO] | 2024-11-10 07:37:17 AM | analyzer.0xab32cdd8d4796f5ae968ac176b3cc54a3200c723 | Processed function setStart
[INFO] | 2024-11-10 07:37:17 AM | analyzer.0xab32cdd8d4796f5ae968ac176b3cc54a3200c723 | Generating return summary for setDuration
[INFO] | 2024-11-10 07:37:17 AM | analyzer.0xab32cdd8d4796f5ae968ac176b3cc54a3200c723 | Return summary generated for setDuration
[INFO] | 2024-11-10 07:37:17 AM | analyzer.0xab32cdd8d4796f5ae968ac176b3cc54a3200c723 | Range graph generated
[INFO] | 2024-11-10 07:37:17 AM | analyzer.0xab32cdd8d4796f5ae968ac176b3cc54a3200c723 | Processed function setDuration
[INFO] | 2024-11-10 07:37:17 AM | analyzer.0xab32cdd8d4796f5ae968ac176b3cc54a3200c723 | Generating return summary for setRate
[INFO] | 2024-11-10 07:37:17 AM | analyzer.0xab32cdd8d4796f5ae968ac176b3cc54a3200c723 | Return summary generated for setRate
[INFO] | 2024-11-10 07:37:17 AM | analyzer.0xab32cdd8d4796f5ae968ac176b3cc54a3200c723 | Range graph generated
[INFO] | 2024-11-10 07:37:17 AM | analyzer.0xab32cdd8d4796f5ae968ac176b3cc54a3200c723 | Processed function setRate
[INFO] | 2024-11-10 07:37:17 AM | analyzer.0xab32cdd8d4796f5ae968ac176b3cc54a3200c723 | Generating return summary for setMinimum
[INFO] | 2024-11-10 07:37:17 AM | analyzer.0xab32cdd8d4796f5ae968ac176b3cc54a3200c723 | Return summary generated for setMinimum
[INFO] | 2024-11-10 07:37:17 AM | analyzer.0xab32cdd8d4796f5ae968ac176b3cc54a3200c723 | Range graph generated
[INFO] | 2024-11-10 07:37:17 AM | analyzer.0xab32cdd8d4796f5ae968ac176b3cc54a3200c723 | Processed function setMinimum
[INFO] | 2024-11-10 07:37:17 AM | analyzer.0xab32cdd8d4796f5ae968ac176b3cc54a3200c723 | Generating return summary for withdraw
[INFO] | 2024-11-10 07:37:17 AM | analyzer.0xab32cdd8d4796f5ae968ac176b3cc54a3200c723 | Return summary generated for withdraw
[INFO] | 2024-11-10 07:37:17 AM | analyzer.0xab32cdd8d4796f5ae968ac176b3cc54a3200c723 | State variable assignement do not exist
[INFO] | 2024-11-10 07:37:17 AM | analyzer.0xab32cdd8d4796f5ae968ac176b3cc54a3200c723 | Processed function withdraw
[INFO] | 2024-11-10 07:37:17 AM | analyzer.0xab32cdd8d4796f5ae968ac176b3cc54a3200c723 | Value Range Analysis took 0.008387 seconds
[INFO] | 2024-11-10 07:37:17 AM | analyzer.0xab32cdd8d4796f5ae968ac176b3cc54a3200c723 | Value Range Analysis finished
[INFO] | 2024-11-10 07:37:17 AM | analyzer.0xab32cdd8d4796f5ae968ac176b3cc54a3200c723 | Storage dependency graph compostion started!
[INFO] | 2024-11-10 07:37:17 AM | analyzer.0xab32cdd8d4796f5ae968ac176b3cc54a3200c723 | Storage dependency graph compostion finished!
[INFO] | 2024-11-10 07:37:17 AM | analyzer.0xab32cdd8d4796f5ae968ac176b3cc54a3200c723 | Dependency detection started!
[INFO] | 2024-11-10 07:37:17 AM | analyzer.0xab32cdd8d4796f5ae968ac176b3cc54a3200c723 | Dependency detection finished!
[INFO] | 2024-11-10 07:37:17 AM | analyzer.0xab32cdd8d4796f5ae968ac176b3cc54a3200c723 | Static Analysis took 1.968487 seconds
[INFO] | 2024-11-10 07:37:17 AM | analyzer.0xab32cdd8d4796f5ae968ac176b3cc54a3200c723 | Dependency does not exist
[INFO] | 2024-11-10 07:37:17 AM | analyzer.0xab32cdd8d4796f5ae968ac176b3cc54a3200c723 | Symbolic execution is not needed!
[INFO] | 2024-11-10 07:37:17 AM | analyzer.0xab32cdd8d4796f5ae968ac176b3cc54a3200c723 | Analysis finished!
[INFO] | 2024-11-10 07:37:17 AM | analyzer.0xab32cdd8d4796f5ae968ac176b3cc54a3200c723 | Analysis took 1.968702 seconds
[INFO] | 2024-11-10 07:37:17 AM | analyzer.0xab32cdd8d4796f5ae968ac176b3cc54a3200c723 | Analysis finished at: 2024-11-10 07:37:17 AM

real	0m3.748s
user	0m4.354s
sys	0m2.193s
