[INFO] | 2024-11-10 07:38:53 AM | analyzer.0xde39859237f5ff14926b194c3ef72e3213d3c665 | Analysis started at: 2024-11-10 07:38:53 AM
[INFO] | 2024-11-10 07:38:55 AM | analyzer.0xde39859237f5ff14926b194c3ef72e3213d3c665 | Generating return summary for transferOwnership
[INFO] | 2024-11-10 07:38:55 AM | analyzer.0xde39859237f5ff14926b194c3ef72e3213d3c665 | Return summary generated for transferOwnership
[INFO] | 2024-11-10 07:38:55 AM | analyzer.0xde39859237f5ff14926b194c3ef72e3213d3c665 | Range graph generated
[INFO] | 2024-11-10 07:38:55 AM | analyzer.0xde39859237f5ff14926b194c3ef72e3213d3c665 | Processed function transferOwnership
[INFO] | 2024-11-10 07:38:55 AM | analyzer.0xde39859237f5ff14926b194c3ef72e3213d3c665 | Generating return summary for addTradingProxy
[INFO] | 2024-11-10 07:38:55 AM | analyzer.0xde39859237f5ff14926b194c3ef72e3213d3c665 | Return summary generated for addTradingProxy
[INFO] | 2024-11-10 07:38:55 AM | analyzer.0xde39859237f5ff14926b194c3ef72e3213d3c665 | Range graph generated
[INFO] | 2024-11-10 07:38:55 AM | analyzer.0xde39859237f5ff14926b194c3ef72e3213d3c665 | Processed function addTradingProxy
[INFO] | 2024-11-10 07:38:55 AM | analyzer.0xde39859237f5ff14926b194c3ef72e3213d3c665 | Generating return summary for _trade
[INFO] | 2024-11-10 07:38:55 AM | analyzer.0xde39859237f5ff14926b194c3ef72e3213d3c665 | Return summary generated for _trade
[INFO] | 2024-11-10 07:38:55 AM | analyzer.0xde39859237f5ff14926b194c3ef72e3213d3c665 | State variable assignement do not exist
[INFO] | 2024-11-10 07:38:55 AM | analyzer.0xde39859237f5ff14926b194c3ef72e3213d3c665 | Processed function _trade
[INFO] | 2024-11-10 07:38:55 AM | analyzer.0xde39859237f5ff14926b194c3ef72e3213d3c665 | Generating return summary for trade
[INFO] | 2024-11-10 07:38:55 AM | analyzer.0xde39859237f5ff14926b194c3ef72e3213d3c665 | Return summary generated for trade
[INFO] | 2024-11-10 07:38:55 AM | analyzer.0xde39859237f5ff14926b194c3ef72e3213d3c665 | State variable assignement do not exist
[INFO] | 2024-11-10 07:38:55 AM | analyzer.0xde39859237f5ff14926b194c3ef72e3213d3c665 | Processed function trade
[INFO] | 2024-11-10 07:38:55 AM | analyzer.0xde39859237f5ff14926b194c3ef72e3213d3c665 | Generating return summary for tradeRoutes
[INFO] | 2024-11-10 07:38:55 AM | analyzer.0xde39859237f5ff14926b194c3ef72e3213d3c665 | Return summary generated for tradeRoutes
[INFO] | 2024-11-10 07:38:55 AM | analyzer.0xde39859237f5ff14926b194c3ef72e3213d3c665 | State variable assignement do not exist
[INFO] | 2024-11-10 07:38:55 AM | analyzer.0xde39859237f5ff14926b194c3ef72e3213d3c665 | Processed function tradeRoutes
[INFO] | 2024-11-10 07:38:55 AM | analyzer.0xde39859237f5ff14926b194c3ef72e3213d3c665 | Value Range Analysis took 0.015412 seconds
[INFO] | 2024-11-10 07:38:55 AM | analyzer.0xde39859237f5ff14926b194c3ef72e3213d3c665 | Value Range Analysis finished
[INFO] | 2024-11-10 07:38:55 AM | analyzer.0xde39859237f5ff14926b194c3ef72e3213d3c665 | Storage dependency graph compostion started!
[INFO] | 2024-11-10 07:38:55 AM | analyzer.0xde39859237f5ff14926b194c3ef72e3213d3c665 | Storage dependency graph compostion finished!
[INFO] | 2024-11-10 07:38:55 AM | analyzer.0xde39859237f5ff14926b194c3ef72e3213d3c665 | Dependency detection started!
[INFO] | 2024-11-10 07:38:55 AM | analyzer.0xde39859237f5ff14926b194c3ef72e3213d3c665 | Dependency detection finished!
[INFO] | 2024-11-10 07:38:55 AM | analyzer.0xde39859237f5ff14926b194c3ef72e3213d3c665 | Static Analysis took 2.533052 seconds
[INFO] | 2024-11-10 07:38:55 AM | analyzer.0xde39859237f5ff14926b194c3ef72e3213d3c665 | Dependency does not exist
[INFO] | 2024-11-10 07:38:55 AM | analyzer.0xde39859237f5ff14926b194c3ef72e3213d3c665 | Symbolic execution is not needed!
[INFO] | 2024-11-10 07:38:55 AM | analyzer.0xde39859237f5ff14926b194c3ef72e3213d3c665 | Analysis finished!
[INFO] | 2024-11-10 07:38:55 AM | analyzer.0xde39859237f5ff14926b194c3ef72e3213d3c665 | Analysis took 2.533372 seconds
[INFO] | 2024-11-10 07:38:55 AM | analyzer.0xde39859237f5ff14926b194c3ef72e3213d3c665 | Analysis finished at: 2024-11-10 07:38:55 AM

real	0m4.198s
user	0m5.237s
sys	0m2.390s
