[INFO] | 2024-11-10 07:37:06 AM | analyzer.0x132e2b67e91bf0294536b16d772e8dee099fc40c | Analysis started at: 2024-11-10 07:37:06 AM
[INFO] | 2024-11-10 07:37:10 AM | analyzer.0x132e2b67e91bf0294536b16d772e8dee099fc40c | Generating return summary for currentStageData
[INFO] | 2024-11-10 07:37:10 AM | analyzer.0x132e2b67e91bf0294536b16d772e8dee099fc40c | Return summary generated for currentStageData
[INFO] | 2024-11-10 07:37:10 AM | analyzer.0x132e2b67e91bf0294536b16d772e8dee099fc40c | State variable assignement do not exist
[INFO] | 2024-11-10 07:37:10 AM | analyzer.0x132e2b67e91bf0294536b16d772e8dee099fc40c | Processed function currentStageData
[INFO] | 2024-11-10 07:37:10 AM | analyzer.0x132e2b67e91bf0294536b16d772e8dee099fc40c | Generating return summary for getStageData
[INFO] | 2024-11-10 07:37:10 AM | analyzer.0x132e2b67e91bf0294536b16d772e8dee099fc40c | Return summary generated for getStageData
[INFO] | 2024-11-10 07:37:10 AM | analyzer.0x132e2b67e91bf0294536b16d772e8dee099fc40c | State variable assignement do not exist
[INFO] | 2024-11-10 07:37:10 AM | analyzer.0x132e2b67e91bf0294536b16d772e8dee099fc40c | Processed function getStageData
[INFO] | 2024-11-10 07:37:10 AM | analyzer.0x132e2b67e91bf0294536b16d772e8dee099fc40c | Generating return summary for buy
[INFO] | 2024-11-10 07:37:10 AM | analyzer.0x132e2b67e91bf0294536b16d772e8dee099fc40c | Return summary generated for buy
[INFO] | 2024-11-10 07:37:10 AM | analyzer.0x132e2b67e91bf0294536b16d772e8dee099fc40c | State variable assignement do not exist
[INFO] | 2024-11-10 07:37:10 AM | analyzer.0x132e2b67e91bf0294536b16d772e8dee099fc40c | Processed function buy
[INFO] | 2024-11-10 07:37:10 AM | analyzer.0x132e2b67e91bf0294536b16d772e8dee099fc40c | Generating return summary for resetStage
[INFO] | 2024-11-10 07:37:10 AM | analyzer.0x132e2b67e91bf0294536b16d772e8dee099fc40c | Return summary generated for resetStage
[INFO] | 2024-11-10 07:37:10 AM | analyzer.0x132e2b67e91bf0294536b16d772e8dee099fc40c | Range graph generated
[INFO] | 2024-11-10 07:37:10 AM | analyzer.0x132e2b67e91bf0294536b16d772e8dee099fc40c | Processed function resetStage
[INFO] | 2024-11-10 07:37:10 AM | analyzer.0x132e2b67e91bf0294536b16d772e8dee099fc40c | Generating return summary for isExistsOfAddressNameMap
[INFO] | 2024-11-10 07:37:10 AM | analyzer.0x132e2b67e91bf0294536b16d772e8dee099fc40c | Return summary generated for isExistsOfAddressNameMap
[INFO] | 2024-11-10 07:37:10 AM | analyzer.0x132e2b67e91bf0294536b16d772e8dee099fc40c | State variable assignement do not exist
[INFO] | 2024-11-10 07:37:10 AM | analyzer.0x132e2b67e91bf0294536b16d772e8dee099fc40c | Processed function isExistsOfAddressNameMap
[INFO] | 2024-11-10 07:37:10 AM | analyzer.0x132e2b67e91bf0294536b16d772e8dee099fc40c | Generating return summary for isExistsOfNameAddressMap
[INFO] | 2024-11-10 07:37:10 AM | analyzer.0x132e2b67e91bf0294536b16d772e8dee099fc40c | Return summary generated for isExistsOfNameAddressMap
[INFO] | 2024-11-10 07:37:10 AM | analyzer.0x132e2b67e91bf0294536b16d772e8dee099fc40c | State variable assignement do not exist
[INFO] | 2024-11-10 07:37:10 AM | analyzer.0x132e2b67e91bf0294536b16d772e8dee099fc40c | Processed function isExistsOfNameAddressMap
[INFO] | 2024-11-10 07:37:10 AM | analyzer.0x132e2b67e91bf0294536b16d772e8dee099fc40c | Generating return summary for hasEarnings
[INFO] | 2024-11-10 07:37:10 AM | analyzer.0x132e2b67e91bf0294536b16d772e8dee099fc40c | Return summary generated for hasEarnings
[INFO] | 2024-11-10 07:37:10 AM | analyzer.0x132e2b67e91bf0294536b16d772e8dee099fc40c | State variable assignement do not exist
[INFO] | 2024-11-10 07:37:10 AM | analyzer.0x132e2b67e91bf0294536b16d772e8dee099fc40c | Processed function hasEarnings
[INFO] | 2024-11-10 07:37:10 AM | analyzer.0x132e2b67e91bf0294536b16d772e8dee099fc40c | Generating return summary for buy
[INFO] | 2024-11-10 07:37:10 AM | analyzer.0x132e2b67e91bf0294536b16d772e8dee099fc40c | Return summary generated for buy
[INFO] | 2024-11-10 07:37:10 AM | analyzer.0x132e2b67e91bf0294536b16d772e8dee099fc40c | State variable assignement do not exist
[INFO] | 2024-11-10 07:37:10 AM | analyzer.0x132e2b67e91bf0294536b16d772e8dee099fc40c | Processed function buy
[INFO] | 2024-11-10 07:37:10 AM | analyzer.0x132e2b67e91bf0294536b16d772e8dee099fc40c | Generating return summary for myDividends
[INFO] | 2024-11-10 07:37:10 AM | analyzer.0x132e2b67e91bf0294536b16d772e8dee099fc40c | Return summary generated for myDividends
[INFO] | 2024-11-10 07:37:10 AM | analyzer.0x132e2b67e91bf0294536b16d772e8dee099fc40c | State variable assignement do not exist
[INFO] | 2024-11-10 07:37:10 AM | analyzer.0x132e2b67e91bf0294536b16d772e8dee099fc40c | Processed function myDividends
[INFO] | 2024-11-10 07:37:10 AM | analyzer.0x132e2b67e91bf0294536b16d772e8dee099fc40c | Generating return summary for withdraw
[INFO] | 2024-11-10 07:37:10 AM | analyzer.0x132e2b67e91bf0294536b16d772e8dee099fc40c | Return summary generated for withdraw
[INFO] | 2024-11-10 07:37:10 AM | analyzer.0x132e2b67e91bf0294536b16d772e8dee099fc40c | State variable assignement do not exist
[INFO] | 2024-11-10 07:37:10 AM | analyzer.0x132e2b67e91bf0294536b16d772e8dee099fc40c | Processed function withdraw
[INFO] | 2024-11-10 07:37:10 AM | analyzer.0x132e2b67e91bf0294536b16d772e8dee099fc40c | Generating return summary for myEarnings
[INFO] | 2024-11-10 07:37:10 AM | analyzer.0x132e2b67e91bf0294536b16d772e8dee099fc40c | Return summary generated for myEarnings
[INFO] | 2024-11-10 07:37:10 AM | analyzer.0x132e2b67e91bf0294536b16d772e8dee099fc40c | State variable assignement do not exist
[INFO] | 2024-11-10 07:37:10 AM | analyzer.0x132e2b67e91bf0294536b16d772e8dee099fc40c | Processed function myEarnings
[INFO] | 2024-11-10 07:37:10 AM | analyzer.0x132e2b67e91bf0294536b16d772e8dee099fc40c | Generating return summary for overStage
[INFO] | 2024-11-10 07:37:10 AM | analyzer.0x132e2b67e91bf0294536b16d772e8dee099fc40c | Return summary generated for overStage
[INFO] | 2024-11-10 07:37:10 AM | analyzer.0x132e2b67e91bf0294536b16d772e8dee099fc40c | Range graph generated
[INFO] | 2024-11-10 07:37:10 AM | analyzer.0x132e2b67e91bf0294536b16d772e8dee099fc40c | Processed function overStage
[INFO] | 2024-11-10 07:37:10 AM | analyzer.0x132e2b67e91bf0294536b16d772e8dee099fc40c | Generating return summary for buyByAddress
[INFO] | 2024-11-10 07:37:10 AM | analyzer.0x132e2b67e91bf0294536b16d772e8dee099fc40c | Return summary generated for buyByAddress
[INFO] | 2024-11-10 07:37:10 AM | analyzer.0x132e2b67e91bf0294536b16d772e8dee099fc40c | Range graph generated
[INFO] | 2024-11-10 07:37:10 AM | analyzer.0x132e2b67e91bf0294536b16d772e8dee099fc40c | Processed function buyByAddress
[INFO] | 2024-11-10 07:37:10 AM | analyzer.0x132e2b67e91bf0294536b16d772e8dee099fc40c | Generating return summary for setName
[INFO] | 2024-11-10 07:37:10 AM | analyzer.0x132e2b67e91bf0294536b16d772e8dee099fc40c | Return summary generated for setName
[INFO] | 2024-11-10 07:37:10 AM | analyzer.0x132e2b67e91bf0294536b16d772e8dee099fc40c | Range graph generated
[INFO] | 2024-11-10 07:37:10 AM | analyzer.0x132e2b67e91bf0294536b16d772e8dee099fc40c | Processed function setName
[INFO] | 2024-11-10 07:37:10 AM | analyzer.0x132e2b67e91bf0294536b16d772e8dee099fc40c | Generating return summary for buyByName
[INFO] | 2024-11-10 07:37:10 AM | analyzer.0x132e2b67e91bf0294536b16d772e8dee099fc40c | Return summary generated for buyByName
[INFO] | 2024-11-10 07:37:10 AM | analyzer.0x132e2b67e91bf0294536b16d772e8dee099fc40c | Range graph generated
[INFO] | 2024-11-10 07:37:10 AM | analyzer.0x132e2b67e91bf0294536b16d772e8dee099fc40c | Processed function buyByName
[INFO] | 2024-11-10 07:37:10 AM | analyzer.0x132e2b67e91bf0294536b16d772e8dee099fc40c | Generating return summary for buyFromValue
[INFO] | 2024-11-10 07:37:10 AM | analyzer.0x132e2b67e91bf0294536b16d772e8dee099fc40c | Return summary generated for buyFromValue
[INFO] | 2024-11-10 07:37:10 AM | analyzer.0x132e2b67e91bf0294536b16d772e8dee099fc40c | Range graph generated
[INFO] | 2024-11-10 07:37:10 AM | analyzer.0x132e2b67e91bf0294536b16d772e8dee099fc40c | Processed function buyFromValue
[INFO] | 2024-11-10 07:37:10 AM | analyzer.0x132e2b67e91bf0294536b16d772e8dee099fc40c | Generating return summary for withdraw
[INFO] | 2024-11-10 07:37:10 AM | analyzer.0x132e2b67e91bf0294536b16d772e8dee099fc40c | Return summary generated for withdraw
[INFO] | 2024-11-10 07:37:10 AM | analyzer.0x132e2b67e91bf0294536b16d772e8dee099fc40c | Range graph generated
[INFO] | 2024-11-10 07:37:10 AM | analyzer.0x132e2b67e91bf0294536b16d772e8dee099fc40c | Processed function withdraw
[INFO] | 2024-11-10 07:37:10 AM | analyzer.0x132e2b67e91bf0294536b16d772e8dee099fc40c | Generating return summary for forceOverStage
[INFO] | 2024-11-10 07:37:10 AM | analyzer.0x132e2b67e91bf0294536b16d772e8dee099fc40c | Return summary generated for forceOverStage
[INFO] | 2024-11-10 07:37:10 AM | analyzer.0x132e2b67e91bf0294536b16d772e8dee099fc40c | Range graph generated
[INFO] | 2024-11-10 07:37:10 AM | analyzer.0x132e2b67e91bf0294536b16d772e8dee099fc40c | Processed function forceOverStage
[INFO] | 2024-11-10 07:37:10 AM | analyzer.0x132e2b67e91bf0294536b16d772e8dee099fc40c | Value Range Analysis took 0.039062 seconds
[INFO] | 2024-11-10 07:37:10 AM | analyzer.0x132e2b67e91bf0294536b16d772e8dee099fc40c | Value Range Analysis finished
[INFO] | 2024-11-10 07:37:10 AM | analyzer.0x132e2b67e91bf0294536b16d772e8dee099fc40c | Storage dependency graph compostion started!
[INFO] | 2024-11-10 07:37:10 AM | analyzer.0x132e2b67e91bf0294536b16d772e8dee099fc40c | Storage dependency graph compostion finished!
[INFO] | 2024-11-10 07:37:10 AM | analyzer.0x132e2b67e91bf0294536b16d772e8dee099fc40c | Dependency detection started!
[INFO] | 2024-11-10 07:37:10 AM | analyzer.0x132e2b67e91bf0294536b16d772e8dee099fc40c | Dependency detection finished!
[INFO] | 2024-11-10 07:37:10 AM | analyzer.0x132e2b67e91bf0294536b16d772e8dee099fc40c | Static Analysis took 4.239472 seconds
[INFO] | 2024-11-10 07:37:10 AM | analyzer.0x132e2b67e91bf0294536b16d772e8dee099fc40c | Dependency does not exist
[INFO] | 2024-11-10 07:37:10 AM | analyzer.0x132e2b67e91bf0294536b16d772e8dee099fc40c | Symbolic execution is not needed!
[INFO] | 2024-11-10 07:37:10 AM | analyzer.0x132e2b67e91bf0294536b16d772e8dee099fc40c | Analysis finished!
[INFO] | 2024-11-10 07:37:10 AM | analyzer.0x132e2b67e91bf0294536b16d772e8dee099fc40c | Analysis took 4.239769 seconds
[INFO] | 2024-11-10 07:37:10 AM | analyzer.0x132e2b67e91bf0294536b16d772e8dee099fc40c | Analysis finished at: 2024-11-10 07:37:10 AM

real	0m6.287s
user	0m6.740s
sys	0m1.905s
