[INFO] | 2024-11-10 07:37:31 AM | analyzer.0xa27f262391913a5e21216c70de5358a1e887de25 | Analysis started at: 2024-11-10 07:37:31 AM
[INFO] | 2024-11-10 07:37:34 AM | analyzer.0xa27f262391913a5e21216c70de5358a1e887de25 | Return summary generated for initData
[INFO] | 2024-11-10 07:37:34 AM | analyzer.0xa27f262391913a5e21216c70de5358a1e887de25 | Range graph generated
[INFO] | 2024-11-10 07:37:34 AM | analyzer.0xa27f262391913a5e21216c70de5358a1e887de25 | Processed function initData
[INFO] | 2024-11-10 07:37:34 AM | analyzer.0xa27f262391913a5e21216c70de5358a1e887de25 | Generating return summary for updateCurrentPeriod
[INFO] | 2024-11-10 07:37:34 AM | analyzer.0xa27f262391913a5e21216c70de5358a1e887de25 | Return summary generated for updateCurrentPeriod
[INFO] | 2024-11-10 07:37:34 AM | analyzer.0xa27f262391913a5e21216c70de5358a1e887de25 | Range graph generated
[INFO] | 2024-11-10 07:37:34 AM | analyzer.0xa27f262391913a5e21216c70de5358a1e887de25 | Processed function updateCurrentPeriod
[INFO] | 2024-11-10 07:37:34 AM | analyzer.0xa27f262391913a5e21216c70de5358a1e887de25 | Generating return summary for tokenFallback
[INFO] | 2024-11-10 07:37:34 AM | analyzer.0xa27f262391913a5e21216c70de5358a1e887de25 | Return summary generated for tokenFallback
[INFO] | 2024-11-10 07:37:34 AM | analyzer.0xa27f262391913a5e21216c70de5358a1e887de25 | State variable assignement do not exist
[INFO] | 2024-11-10 07:37:34 AM | analyzer.0xa27f262391913a5e21216c70de5358a1e887de25 | Processed function tokenFallback
[INFO] | 2024-11-10 07:37:34 AM | analyzer.0xa27f262391913a5e21216c70de5358a1e887de25 | Generating return summary for onlyOwner
[INFO] | 2024-11-10 07:37:34 AM | analyzer.0xa27f262391913a5e21216c70de5358a1e887de25 | Return summary generated for onlyOwner
[INFO] | 2024-11-10 07:37:34 AM | analyzer.0xa27f262391913a5e21216c70de5358a1e887de25 | State variable assignement do not exist
[INFO] | 2024-11-10 07:37:34 AM | analyzer.0xa27f262391913a5e21216c70de5358a1e887de25 | Processed function onlyOwner
[INFO] | 2024-11-10 07:37:34 AM | analyzer.0xa27f262391913a5e21216c70de5358a1e887de25 | Generating return summary for transfer
[INFO] | 2024-11-10 07:37:34 AM | analyzer.0xa27f262391913a5e21216c70de5358a1e887de25 | Return summary generated for transfer
[INFO] | 2024-11-10 07:37:34 AM | analyzer.0xa27f262391913a5e21216c70de5358a1e887de25 | Range graph generated
[INFO] | 2024-11-10 07:37:34 AM | analyzer.0xa27f262391913a5e21216c70de5358a1e887de25 | Processed function transfer
[INFO] | 2024-11-10 07:37:34 AM | analyzer.0xa27f262391913a5e21216c70de5358a1e887de25 | Generating return summary for getBalance
[INFO] | 2024-11-10 07:37:34 AM | analyzer.0xa27f262391913a5e21216c70de5358a1e887de25 | Return summary generated for getBalance
[INFO] | 2024-11-10 07:37:34 AM | analyzer.0xa27f262391913a5e21216c70de5358a1e887de25 | State variable assignement do not exist
[INFO] | 2024-11-10 07:37:34 AM | analyzer.0xa27f262391913a5e21216c70de5358a1e887de25 | Processed function getBalance
[INFO] | 2024-11-10 07:37:34 AM | analyzer.0xa27f262391913a5e21216c70de5358a1e887de25 | Generating return summary for VestingContractWTTEST
[INFO] | 2024-11-10 07:37:34 AM | analyzer.0xa27f262391913a5e21216c70de5358a1e887de25 | Return summary generated for VestingContractWTTEST
[INFO] | 2024-11-10 07:37:34 AM | analyzer.0xa27f262391913a5e21216c70de5358a1e887de25 | Range graph generated
[INFO] | 2024-11-10 07:37:34 AM | analyzer.0xa27f262391913a5e21216c70de5358a1e887de25 | Processed function VestingContractWTTEST
[INFO] | 2024-11-10 07:37:34 AM | analyzer.0xa27f262391913a5e21216c70de5358a1e887de25 | Generating return summary for setOwner
[INFO] | 2024-11-10 07:37:34 AM | analyzer.0xa27f262391913a5e21216c70de5358a1e887de25 | Return summary generated for setOwner
[INFO] | 2024-11-10 07:37:34 AM | analyzer.0xa27f262391913a5e21216c70de5358a1e887de25 | Range graph generated
[INFO] | 2024-11-10 07:37:34 AM | analyzer.0xa27f262391913a5e21216c70de5358a1e887de25 | Processed function setOwner
[INFO] | 2024-11-10 07:37:34 AM | analyzer.0xa27f262391913a5e21216c70de5358a1e887de25 | Generating return summary for ownerTransfer
[INFO] | 2024-11-10 07:37:34 AM | analyzer.0xa27f262391913a5e21216c70de5358a1e887de25 | Return summary generated for ownerTransfer
[INFO] | 2024-11-10 07:37:34 AM | analyzer.0xa27f262391913a5e21216c70de5358a1e887de25 | State variable assignement do not exist
[INFO] | 2024-11-10 07:37:34 AM | analyzer.0xa27f262391913a5e21216c70de5358a1e887de25 | Processed function ownerTransfer
[INFO] | 2024-11-10 07:37:34 AM | analyzer.0xa27f262391913a5e21216c70de5358a1e887de25 | Value Range Analysis took 0.015651 seconds
[INFO] | 2024-11-10 07:37:34 AM | analyzer.0xa27f262391913a5e21216c70de5358a1e887de25 | Value Range Analysis finished
[INFO] | 2024-11-10 07:37:34 AM | analyzer.0xa27f262391913a5e21216c70de5358a1e887de25 | Storage dependency graph compostion started!
[INFO] | 2024-11-10 07:37:34 AM | analyzer.0xa27f262391913a5e21216c70de5358a1e887de25 | Storage dependency graph compostion finished!
[INFO] | 2024-11-10 07:37:34 AM | analyzer.0xa27f262391913a5e21216c70de5358a1e887de25 | Dependency detection started!
[INFO] | 2024-11-10 07:37:34 AM | analyzer.0xa27f262391913a5e21216c70de5358a1e887de25 | Dependency detection finished!
[INFO] | 2024-11-10 07:37:34 AM | analyzer.0xa27f262391913a5e21216c70de5358a1e887de25 | Static Analysis took 2.308477 seconds
[INFO] | 2024-11-10 07:37:34 AM | analyzer.0xa27f262391913a5e21216c70de5358a1e887de25 | Dependency does not exist
[INFO] | 2024-11-10 07:37:34 AM | analyzer.0xa27f262391913a5e21216c70de5358a1e887de25 | Symbolic execution is not needed!
[INFO] | 2024-11-10 07:37:34 AM | analyzer.0xa27f262391913a5e21216c70de5358a1e887de25 | Analysis finished!
[INFO] | 2024-11-10 07:37:34 AM | analyzer.0xa27f262391913a5e21216c70de5358a1e887de25 | Analysis took 2.308789 seconds
[INFO] | 2024-11-10 07:37:34 AM | analyzer.0xa27f262391913a5e21216c70de5358a1e887de25 | Analysis finished at: 2024-11-10 07:37:34 AM

real	0m4.209s
user	0m4.928s
sys	0m2.216s
