[INFO] | 2024-11-10 07:41:10 AM | analyzer.0xacb8a40073d0a7e041b29381debcafc2b538cd7c | Analysis started at: 2024-11-10 07:41:10 AM
[INFO] | 2024-11-10 07:41:11 AM | analyzer.0xacb8a40073d0a7e041b29381debcafc2b538cd7c | Return summary generated for Deposit
[INFO] | 2024-11-10 07:41:11 AM | analyzer.0xacb8a40073d0a7e041b29381debcafc2b538cd7c | Range graph generated
[INFO] | 2024-11-10 07:41:11 AM | analyzer.0xacb8a40073d0a7e041b29381debcafc2b538cd7c | Processed function Deposit
[INFO] | 2024-11-10 07:41:11 AM | analyzer.0xacb8a40073d0a7e041b29381debcafc2b538cd7c | Generating return summary for ToLend
[INFO] | 2024-11-10 07:41:11 AM | analyzer.0xacb8a40073d0a7e041b29381debcafc2b538cd7c | Return summary generated for ToLend
[INFO] | 2024-11-10 07:41:11 AM | analyzer.0xacb8a40073d0a7e041b29381debcafc2b538cd7c | Range graph generated
[INFO] | 2024-11-10 07:41:11 AM | analyzer.0xacb8a40073d0a7e041b29381debcafc2b538cd7c | Processed function ToLend
[INFO] | 2024-11-10 07:41:11 AM | analyzer.0xacb8a40073d0a7e041b29381debcafc2b538cd7c | Generating return summary for RefundDeposit
[INFO] | 2024-11-10 07:41:11 AM | analyzer.0xacb8a40073d0a7e041b29381debcafc2b538cd7c | Return summary generated for RefundDeposit
[INFO] | 2024-11-10 07:41:11 AM | analyzer.0xacb8a40073d0a7e041b29381debcafc2b538cd7c | Range graph generated
[INFO] | 2024-11-10 07:41:11 AM | analyzer.0xacb8a40073d0a7e041b29381debcafc2b538cd7c | Processed function RefundDeposit
[INFO] | 2024-11-10 07:41:11 AM | analyzer.0xacb8a40073d0a7e041b29381debcafc2b538cd7c | Generating return summary for Close
[INFO] | 2024-11-10 07:41:11 AM | analyzer.0xacb8a40073d0a7e041b29381debcafc2b538cd7c | Return summary generated for Close
[INFO] | 2024-11-10 07:41:11 AM | analyzer.0xacb8a40073d0a7e041b29381debcafc2b538cd7c | State variable assignement do not exist
[INFO] | 2024-11-10 07:41:11 AM | analyzer.0xacb8a40073d0a7e041b29381debcafc2b538cd7c | Processed function Close
[INFO] | 2024-11-10 07:41:11 AM | analyzer.0xacb8a40073d0a7e041b29381debcafc2b538cd7c | Generating return summary for slitherConstructorVariables
[INFO] | 2024-11-10 07:41:11 AM | analyzer.0xacb8a40073d0a7e041b29381debcafc2b538cd7c | Return summary generated for slitherConstructorVariables
[INFO] | 2024-11-10 07:41:11 AM | analyzer.0xacb8a40073d0a7e041b29381debcafc2b538cd7c | Range graph generated
[INFO] | 2024-11-10 07:41:11 AM | analyzer.0xacb8a40073d0a7e041b29381debcafc2b538cd7c | Processed function slitherConstructorVariables
[INFO] | 2024-11-10 07:41:11 AM | analyzer.0xacb8a40073d0a7e041b29381debcafc2b538cd7c | Generating return summary for fallback
[INFO] | 2024-11-10 07:41:11 AM | analyzer.0xacb8a40073d0a7e041b29381debcafc2b538cd7c | Return summary generated for fallback
[INFO] | 2024-11-10 07:41:11 AM | analyzer.0xacb8a40073d0a7e041b29381debcafc2b538cd7c | Range graph generated
[INFO] | 2024-11-10 07:41:11 AM | analyzer.0xacb8a40073d0a7e041b29381debcafc2b538cd7c | Processed function fallback
[INFO] | 2024-11-10 07:41:11 AM | analyzer.0xacb8a40073d0a7e041b29381debcafc2b538cd7c | Value Range Analysis took 0.009152 seconds
[INFO] | 2024-11-10 07:41:11 AM | analyzer.0xacb8a40073d0a7e041b29381debcafc2b538cd7c | Value Range Analysis finished
[INFO] | 2024-11-10 07:41:11 AM | analyzer.0xacb8a40073d0a7e041b29381debcafc2b538cd7c | Storage dependency graph compostion started!
[INFO] | 2024-11-10 07:41:11 AM | analyzer.0xacb8a40073d0a7e041b29381debcafc2b538cd7c | Storage dependency graph compostion finished!
[INFO] | 2024-11-10 07:41:11 AM | analyzer.0xacb8a40073d0a7e041b29381debcafc2b538cd7c | Dependency detection started!
[INFO] | 2024-11-10 07:41:11 AM | analyzer.0xacb8a40073d0a7e041b29381debcafc2b538cd7c | Dependency detection finished!
[INFO] | 2024-11-10 07:41:11 AM | analyzer.0xacb8a40073d0a7e041b29381debcafc2b538cd7c | Static Analysis took 1.231895 seconds
[INFO] | 2024-11-10 07:41:11 AM | analyzer.0xacb8a40073d0a7e041b29381debcafc2b538cd7c | Dependency does not exist
[INFO] | 2024-11-10 07:41:11 AM | analyzer.0xacb8a40073d0a7e041b29381debcafc2b538cd7c | Symbolic execution is not needed!
[INFO] | 2024-11-10 07:41:11 AM | analyzer.0xacb8a40073d0a7e041b29381debcafc2b538cd7c | Analysis finished!
[INFO] | 2024-11-10 07:41:11 AM | analyzer.0xacb8a40073d0a7e041b29381debcafc2b538cd7c | Analysis took 1.232157 seconds
[INFO] | 2024-11-10 07:41:11 AM | analyzer.0xacb8a40073d0a7e041b29381debcafc2b538cd7c | Analysis finished at: 2024-11-10 07:41:11 AM

real	0m2.804s
user	0m4.392s
sys	0m2.948s
