[INFO] | 2024-11-10 07:40:52 AM | analyzer.0xf145cc0345f95d45ea5fda21ef8abd1b824cbe0d | Analysis started at: 2024-11-10 07:40:52 AM
[INFO] | 2024-11-10 07:40:55 AM | analyzer.0xf145cc0345f95d45ea5fda21ef8abd1b824cbe0d | Return summary generated for balanceOf
[INFO] | 2024-11-10 07:40:55 AM | analyzer.0xf145cc0345f95d45ea5fda21ef8abd1b824cbe0d | State variable assignement do not exist
[INFO] | 2024-11-10 07:40:55 AM | analyzer.0xf145cc0345f95d45ea5fda21ef8abd1b824cbe0d | Processed function balanceOf
[INFO] | 2024-11-10 07:40:55 AM | analyzer.0xf145cc0345f95d45ea5fda21ef8abd1b824cbe0d | Generating return summary for transfer
[INFO] | 2024-11-10 07:40:55 AM | analyzer.0xf145cc0345f95d45ea5fda21ef8abd1b824cbe0d | Return summary generated for transfer
[INFO] | 2024-11-10 07:40:55 AM | analyzer.0xf145cc0345f95d45ea5fda21ef8abd1b824cbe0d | State variable assignement do not exist
[INFO] | 2024-11-10 07:40:55 AM | analyzer.0xf145cc0345f95d45ea5fda21ef8abd1b824cbe0d | Processed function transfer
[INFO] | 2024-11-10 07:40:55 AM | analyzer.0xf145cc0345f95d45ea5fda21ef8abd1b824cbe0d | Generating return summary for totalSupply
[INFO] | 2024-11-10 07:40:55 AM | analyzer.0xf145cc0345f95d45ea5fda21ef8abd1b824cbe0d | Return summary generated for totalSupply
[INFO] | 2024-11-10 07:40:55 AM | analyzer.0xf145cc0345f95d45ea5fda21ef8abd1b824cbe0d | State variable assignement do not exist
[INFO] | 2024-11-10 07:40:55 AM | analyzer.0xf145cc0345f95d45ea5fda21ef8abd1b824cbe0d | Processed function totalSupply
[INFO] | 2024-11-10 07:40:55 AM | analyzer.0xf145cc0345f95d45ea5fda21ef8abd1b824cbe0d | Generating return summary for balanceOf
[INFO] | 2024-11-10 07:40:55 AM | analyzer.0xf145cc0345f95d45ea5fda21ef8abd1b824cbe0d | Return summary generated for balanceOf
[INFO] | 2024-11-10 07:40:55 AM | analyzer.0xf145cc0345f95d45ea5fda21ef8abd1b824cbe0d | State variable assignement do not exist
[INFO] | 2024-11-10 07:40:55 AM | analyzer.0xf145cc0345f95d45ea5fda21ef8abd1b824cbe0d | Processed function balanceOf
[INFO] | 2024-11-10 07:40:55 AM | analyzer.0xf145cc0345f95d45ea5fda21ef8abd1b824cbe0d | Generating return summary for transfer
[INFO] | 2024-11-10 07:40:55 AM | analyzer.0xf145cc0345f95d45ea5fda21ef8abd1b824cbe0d | Return summary generated for transfer
[INFO] | 2024-11-10 07:40:55 AM | analyzer.0xf145cc0345f95d45ea5fda21ef8abd1b824cbe0d | State variable assignement do not exist
[INFO] | 2024-11-10 07:40:55 AM | analyzer.0xf145cc0345f95d45ea5fda21ef8abd1b824cbe0d | Processed function transfer
[INFO] | 2024-11-10 07:40:55 AM | analyzer.0xf145cc0345f95d45ea5fda21ef8abd1b824cbe0d | Generating return summary for fallback
[INFO] | 2024-11-10 07:40:55 AM | analyzer.0xf145cc0345f95d45ea5fda21ef8abd1b824cbe0d | Return summary generated for fallback
[INFO] | 2024-11-10 07:40:55 AM | analyzer.0xf145cc0345f95d45ea5fda21ef8abd1b824cbe0d | State variable assignement do not exist
[INFO] | 2024-11-10 07:40:55 AM | analyzer.0xf145cc0345f95d45ea5fda21ef8abd1b824cbe0d | Processed function fallback
[INFO] | 2024-11-10 07:40:55 AM | analyzer.0xf145cc0345f95d45ea5fda21ef8abd1b824cbe0d | Generating return summary for totalSupply
[INFO] | 2024-11-10 07:40:55 AM | analyzer.0xf145cc0345f95d45ea5fda21ef8abd1b824cbe0d | Return summary generated for totalSupply
[INFO] | 2024-11-10 07:40:55 AM | analyzer.0xf145cc0345f95d45ea5fda21ef8abd1b824cbe0d | State variable assignement do not exist
[INFO] | 2024-11-10 07:40:55 AM | analyzer.0xf145cc0345f95d45ea5fda21ef8abd1b824cbe0d | Processed function totalSupply
[INFO] | 2024-11-10 07:40:55 AM | analyzer.0xf145cc0345f95d45ea5fda21ef8abd1b824cbe0d | Generating return summary for balanceOf
[INFO] | 2024-11-10 07:40:55 AM | analyzer.0xf145cc0345f95d45ea5fda21ef8abd1b824cbe0d | Return summary generated for balanceOf
[INFO] | 2024-11-10 07:40:55 AM | analyzer.0xf145cc0345f95d45ea5fda21ef8abd1b824cbe0d | State variable assignement do not exist
[INFO] | 2024-11-10 07:40:55 AM | analyzer.0xf145cc0345f95d45ea5fda21ef8abd1b824cbe0d | Processed function balanceOf
[INFO] | 2024-11-10 07:40:55 AM | analyzer.0xf145cc0345f95d45ea5fda21ef8abd1b824cbe0d | Generating return summary for getFirstCommonsForum
[INFO] | 2024-11-10 07:40:55 AM | analyzer.0xf145cc0345f95d45ea5fda21ef8abd1b824cbe0d | Return summary generated for getFirstCommonsForum
[INFO] | 2024-11-10 07:40:55 AM | analyzer.0xf145cc0345f95d45ea5fda21ef8abd1b824cbe0d | State variable assignement do not exist
[INFO] | 2024-11-10 07:40:55 AM | analyzer.0xf145cc0345f95d45ea5fda21ef8abd1b824cbe0d | Processed function getFirstCommonsForum
[INFO] | 2024-11-10 07:40:55 AM | analyzer.0xf145cc0345f95d45ea5fda21ef8abd1b824cbe0d | Generating return summary for _addShareToNewOwner
[INFO] | 2024-11-10 07:40:55 AM | analyzer.0xf145cc0345f95d45ea5fda21ef8abd1b824cbe0d | Return summary generated for _addShareToNewOwner
[INFO] | 2024-11-10 07:40:55 AM | analyzer.0xf145cc0345f95d45ea5fda21ef8abd1b824cbe0d | Range graph generated
[INFO] | 2024-11-10 07:40:55 AM | analyzer.0xf145cc0345f95d45ea5fda21ef8abd1b824cbe0d | Processed function _addShareToNewOwner
[INFO] | 2024-11-10 07:40:55 AM | analyzer.0xf145cc0345f95d45ea5fda21ef8abd1b824cbe0d | Generating return summary for _addNewOwnerHoldingsToToken
[INFO] | 2024-11-10 07:40:55 AM | analyzer.0xf145cc0345f95d45ea5fda21ef8abd1b824cbe0d | Return summary generated for _addNewOwnerHoldingsToToken
[INFO] | 2024-11-10 07:40:55 AM | analyzer.0xf145cc0345f95d45ea5fda21ef8abd1b824cbe0d | Range graph generated
[INFO] | 2024-11-10 07:40:55 AM | analyzer.0xf145cc0345f95d45ea5fda21ef8abd1b824cbe0d | Processed function _addNewOwnerHoldingsToToken
[INFO] | 2024-11-10 07:40:55 AM | analyzer.0xf145cc0345f95d45ea5fda21ef8abd1b824cbe0d | Generating return summary for _removeShareFromLastOwner
[INFO] | 2024-11-10 07:40:55 AM | analyzer.0xf145cc0345f95d45ea5fda21ef8abd1b824cbe0d | Return summary generated for _removeShareFromLastOwner
[INFO] | 2024-11-10 07:40:55 AM | analyzer.0xf145cc0345f95d45ea5fda21ef8abd1b824cbe0d | Range graph generated
[INFO] | 2024-11-10 07:40:55 AM | analyzer.0xf145cc0345f95d45ea5fda21ef8abd1b824cbe0d | Processed function _removeShareFromLastOwner
[INFO] | 2024-11-10 07:40:55 AM | analyzer.0xf145cc0345f95d45ea5fda21ef8abd1b824cbe0d | Generating return summary for _removeLastOwnerHoldingsFromToken
[INFO] | 2024-11-10 07:40:55 AM | analyzer.0xf145cc0345f95d45ea5fda21ef8abd1b824cbe0d | Return summary generated for _removeLastOwnerHoldingsFromToken
[INFO] | 2024-11-10 07:40:55 AM | analyzer.0xf145cc0345f95d45ea5fda21ef8abd1b824cbe0d | Range graph generated
[INFO] | 2024-11-10 07:40:55 AM | analyzer.0xf145cc0345f95d45ea5fda21ef8abd1b824cbe0d | Processed function _removeLastOwnerHoldingsFromToken
[INFO] | 2024-11-10 07:40:55 AM | analyzer.0xf145cc0345f95d45ea5fda21ef8abd1b824cbe0d | Generating return summary for slitherConstructorVariables
[INFO] | 2024-11-10 07:40:55 AM | analyzer.0xf145cc0345f95d45ea5fda21ef8abd1b824cbe0d | Return summary generated for slitherConstructorVariables
[INFO] | 2024-11-10 07:40:55 AM | analyzer.0xf145cc0345f95d45ea5fda21ef8abd1b824cbe0d | Range graph generated
[INFO] | 2024-11-10 07:40:55 AM | analyzer.0xf145cc0345f95d45ea5fda21ef8abd1b824cbe0d | Processed function slitherConstructorVariables
[INFO] | 2024-11-10 07:40:55 AM | analyzer.0xf145cc0345f95d45ea5fda21ef8abd1b824cbe0d | Generating return summary for onlyOwner
[INFO] | 2024-11-10 07:40:55 AM | analyzer.0xf145cc0345f95d45ea5fda21ef8abd1b824cbe0d | Return summary generated for onlyOwner
[INFO] | 2024-11-10 07:40:55 AM | analyzer.0xf145cc0345f95d45ea5fda21ef8abd1b824cbe0d | State variable assignement do not exist
[INFO] | 2024-11-10 07:40:55 AM | analyzer.0xf145cc0345f95d45ea5fda21ef8abd1b824cbe0d | Processed function onlyOwner
[INFO] | 2024-11-10 07:40:55 AM | analyzer.0xf145cc0345f95d45ea5fda21ef8abd1b824cbe0d | Generating return summary for fallback
[INFO] | 2024-11-10 07:40:55 AM | analyzer.0xf145cc0345f95d45ea5fda21ef8abd1b824cbe0d | Return summary generated for fallback
[INFO] | 2024-11-10 07:40:55 AM | analyzer.0xf145cc0345f95d45ea5fda21ef8abd1b824cbe0d | State variable assignement do not exist
[INFO] | 2024-11-10 07:40:55 AM | analyzer.0xf145cc0345f95d45ea5fda21ef8abd1b824cbe0d | Processed function fallback
[INFO] | 2024-11-10 07:40:55 AM | analyzer.0xf145cc0345f95d45ea5fda21ef8abd1b824cbe0d | Generating return summary for isConfirmed
[INFO] | 2024-11-10 07:40:55 AM | analyzer.0xf145cc0345f95d45ea5fda21ef8abd1b824cbe0d | Return summary generated for isConfirmed
[INFO] | 2024-11-10 07:40:55 AM | analyzer.0xf145cc0345f95d45ea5fda21ef8abd1b824cbe0d | State variable assignement do not exist
[INFO] | 2024-11-10 07:40:55 AM | analyzer.0xf145cc0345f95d45ea5fda21ef8abd1b824cbe0d | Processed function isConfirmed
[INFO] | 2024-11-10 07:40:55 AM | analyzer.0xf145cc0345f95d45ea5fda21ef8abd1b824cbe0d | Generating return summary for getConfirmationCount
[WARNING] | 2024-11-10 07:40:55 AM | analyzer.0xf145cc0345f95d45ea5fda21ef8abd1b824cbe0d | No lvalue eligible assignment, is this some bug!
[INFO] | 2024-11-10 07:40:55 AM | analyzer.0xf145cc0345f95d45ea5fda21ef8abd1b824cbe0d | Return summary generated for getConfirmationCount
[INFO] | 2024-11-10 07:40:55 AM | analyzer.0xf145cc0345f95d45ea5fda21ef8abd1b824cbe0d | State variable assignement do not exist
[INFO] | 2024-11-10 07:40:55 AM | analyzer.0xf145cc0345f95d45ea5fda21ef8abd1b824cbe0d | Processed function getConfirmationCount
[INFO] | 2024-11-10 07:40:55 AM | analyzer.0xf145cc0345f95d45ea5fda21ef8abd1b824cbe0d | Generating return summary for getTransactionCount
[WARNING] | 2024-11-10 07:40:55 AM | analyzer.0xf145cc0345f95d45ea5fda21ef8abd1b824cbe0d | No lvalue eligible assignment, is this some bug!
[INFO] | 2024-11-10 07:40:55 AM | analyzer.0xf145cc0345f95d45ea5fda21ef8abd1b824cbe0d | Return summary generated for getTransactionCount
[INFO] | 2024-11-10 07:40:55 AM | analyzer.0xf145cc0345f95d45ea5fda21ef8abd1b824cbe0d | State variable assignement do not exist
[INFO] | 2024-11-10 07:40:55 AM | analyzer.0xf145cc0345f95d45ea5fda21ef8abd1b824cbe0d | Processed function getTransactionCount
[INFO] | 2024-11-10 07:40:55 AM | analyzer.0xf145cc0345f95d45ea5fda21ef8abd1b824cbe0d | Generating return summary for getOwners
[INFO] | 2024-11-10 07:40:55 AM | analyzer.0xf145cc0345f95d45ea5fda21ef8abd1b824cbe0d | Return summary generated for getOwners
[INFO] | 2024-11-10 07:40:55 AM | analyzer.0xf145cc0345f95d45ea5fda21ef8abd1b824cbe0d | State variable assignement do not exist
[INFO] | 2024-11-10 07:40:55 AM | analyzer.0xf145cc0345f95d45ea5fda21ef8abd1b824cbe0d | Processed function getOwners
[INFO] | 2024-11-10 07:40:55 AM | analyzer.0xf145cc0345f95d45ea5fda21ef8abd1b824cbe0d | Generating return summary for getConfirmations
[INFO] | 2024-11-10 07:40:55 AM | analyzer.0xf145cc0345f95d45ea5fda21ef8abd1b824cbe0d | Return summary generated for getConfirmations
[INFO] | 2024-11-10 07:40:55 AM | analyzer.0xf145cc0345f95d45ea5fda21ef8abd1b824cbe0d | State variable assignement do not exist
[INFO] | 2024-11-10 07:40:55 AM | analyzer.0xf145cc0345f95d45ea5fda21ef8abd1b824cbe0d | Processed function getConfirmations
[INFO] | 2024-11-10 07:40:55 AM | analyzer.0xf145cc0345f95d45ea5fda21ef8abd1b824cbe0d | Generating return summary for getTransactionIds
[INFO] | 2024-11-10 07:40:55 AM | analyzer.0xf145cc0345f95d45ea5fda21ef8abd1b824cbe0d | Return summary generated for getTransactionIds
[INFO] | 2024-11-10 07:40:55 AM | analyzer.0xf145cc0345f95d45ea5fda21ef8abd1b824cbe0d | State variable assignement do not exist
[INFO] | 2024-11-10 07:40:55 AM | analyzer.0xf145cc0345f95d45ea5fda21ef8abd1b824cbe0d | Processed function getTransactionIds
[INFO] | 2024-11-10 07:40:55 AM | analyzer.0xf145cc0345f95d45ea5fda21ef8abd1b824cbe0d | Generating return summary for slitherConstructorVariables
[INFO] | 2024-11-10 07:40:55 AM | analyzer.0xf145cc0345f95d45ea5fda21ef8abd1b824cbe0d | Return summary generated for slitherConstructorVariables
[INFO] | 2024-11-10 07:40:55 AM | analyzer.0xf145cc0345f95d45ea5fda21ef8abd1b824cbe0d | Range graph generated
[INFO] | 2024-11-10 07:40:55 AM | analyzer.0xf145cc0345f95d45ea5fda21ef8abd1b824cbe0d | Processed function slitherConstructorVariables
[INFO] | 2024-11-10 07:40:55 AM | analyzer.0xf145cc0345f95d45ea5fda21ef8abd1b824cbe0d | Generating return summary for validRequirement
[INFO] | 2024-11-10 07:40:55 AM | analyzer.0xf145cc0345f95d45ea5fda21ef8abd1b824cbe0d | Return summary generated for validRequirement
[INFO] | 2024-11-10 07:40:55 AM | analyzer.0xf145cc0345f95d45ea5fda21ef8abd1b824cbe0d | State variable assignement do not exist
[INFO] | 2024-11-10 07:40:55 AM | analyzer.0xf145cc0345f95d45ea5fda21ef8abd1b824cbe0d | Processed function validRequirement
[INFO] | 2024-11-10 07:40:55 AM | analyzer.0xf145cc0345f95d45ea5fda21ef8abd1b824cbe0d | Generating return summary for notNull
[INFO] | 2024-11-10 07:40:55 AM | analyzer.0xf145cc0345f95d45ea5fda21ef8abd1b824cbe0d | Return summary generated for notNull
[INFO] | 2024-11-10 07:40:55 AM | analyzer.0xf145cc0345f95d45ea5fda21ef8abd1b824cbe0d | State variable assignement do not exist
[INFO] | 2024-11-10 07:40:55 AM | analyzer.0xf145cc0345f95d45ea5fda21ef8abd1b824cbe0d | Processed function notNull
[INFO] | 2024-11-10 07:40:55 AM | analyzer.0xf145cc0345f95d45ea5fda21ef8abd1b824cbe0d | Generating return summary for ownerDoesNotExist
[INFO] | 2024-11-10 07:40:55 AM | analyzer.0xf145cc0345f95d45ea5fda21ef8abd1b824cbe0d | Return summary generated for ownerDoesNotExist
[INFO] | 2024-11-10 07:40:55 AM | analyzer.0xf145cc0345f95d45ea5fda21ef8abd1b824cbe0d | State variable assignement do not exist
[INFO] | 2024-11-10 07:40:55 AM | analyzer.0xf145cc0345f95d45ea5fda21ef8abd1b824cbe0d | Processed function ownerDoesNotExist
[INFO] | 2024-11-10 07:40:55 AM | analyzer.0xf145cc0345f95d45ea5fda21ef8abd1b824cbe0d | Generating return summary for onlyWallet
[INFO] | 2024-11-10 07:40:55 AM | analyzer.0xf145cc0345f95d45ea5fda21ef8abd1b824cbe0d | Return summary generated for onlyWallet
[INFO] | 2024-11-10 07:40:55 AM | analyzer.0xf145cc0345f95d45ea5fda21ef8abd1b824cbe0d | State variable assignement do not exist
[INFO] | 2024-11-10 07:40:55 AM | analyzer.0xf145cc0345f95d45ea5fda21ef8abd1b824cbe0d | Processed function onlyWallet
[INFO] | 2024-11-10 07:40:55 AM | analyzer.0xf145cc0345f95d45ea5fda21ef8abd1b824cbe0d | Generating return summary for ownerExists
[INFO] | 2024-11-10 07:40:55 AM | analyzer.0xf145cc0345f95d45ea5fda21ef8abd1b824cbe0d | Return summary generated for ownerExists
[INFO] | 2024-11-10 07:40:55 AM | analyzer.0xf145cc0345f95d45ea5fda21ef8abd1b824cbe0d | State variable assignement do not exist
[INFO] | 2024-11-10 07:40:55 AM | analyzer.0xf145cc0345f95d45ea5fda21ef8abd1b824cbe0d | Processed function ownerExists
[INFO] | 2024-11-10 07:40:55 AM | analyzer.0xf145cc0345f95d45ea5fda21ef8abd1b824cbe0d | Generating return summary for notConfirmed
[INFO] | 2024-11-10 07:40:55 AM | analyzer.0xf145cc0345f95d45ea5fda21ef8abd1b824cbe0d | Return summary generated for notConfirmed
[INFO] | 2024-11-10 07:40:55 AM | analyzer.0xf145cc0345f95d45ea5fda21ef8abd1b824cbe0d | State variable assignement do not exist
[INFO] | 2024-11-10 07:40:55 AM | analyzer.0xf145cc0345f95d45ea5fda21ef8abd1b824cbe0d | Processed function notConfirmed
[INFO] | 2024-11-10 07:40:55 AM | analyzer.0xf145cc0345f95d45ea5fda21ef8abd1b824cbe0d | Generating return summary for transactionExists
[INFO] | 2024-11-10 07:40:55 AM | analyzer.0xf145cc0345f95d45ea5fda21ef8abd1b824cbe0d | Return summary generated for transactionExists
[INFO] | 2024-11-10 07:40:55 AM | analyzer.0xf145cc0345f95d45ea5fda21ef8abd1b824cbe0d | State variable assignement do not exist
[INFO] | 2024-11-10 07:40:55 AM | analyzer.0xf145cc0345f95d45ea5fda21ef8abd1b824cbe0d | Processed function transactionExists
[INFO] | 2024-11-10 07:40:55 AM | analyzer.0xf145cc0345f95d45ea5fda21ef8abd1b824cbe0d | Generating return summary for notExecuted
[INFO] | 2024-11-10 07:40:55 AM | analyzer.0xf145cc0345f95d45ea5fda21ef8abd1b824cbe0d | Return summary generated for notExecuted
[INFO] | 2024-11-10 07:40:55 AM | analyzer.0xf145cc0345f95d45ea5fda21ef8abd1b824cbe0d | State variable assignement do not exist
[INFO] | 2024-11-10 07:40:55 AM | analyzer.0xf145cc0345f95d45ea5fda21ef8abd1b824cbe0d | Processed function notExecuted
[INFO] | 2024-11-10 07:40:55 AM | analyzer.0xf145cc0345f95d45ea5fda21ef8abd1b824cbe0d | Generating return summary for confirmed
[INFO] | 2024-11-10 07:40:55 AM | analyzer.0xf145cc0345f95d45ea5fda21ef8abd1b824cbe0d | Return summary generated for confirmed
[INFO] | 2024-11-10 07:40:55 AM | analyzer.0xf145cc0345f95d45ea5fda21ef8abd1b824cbe0d | State variable assignement do not exist
[INFO] | 2024-11-10 07:40:55 AM | analyzer.0xf145cc0345f95d45ea5fda21ef8abd1b824cbe0d | Processed function confirmed
[INFO] | 2024-11-10 07:40:55 AM | analyzer.0xf145cc0345f95d45ea5fda21ef8abd1b824cbe0d | Generating return summary for DivisibleFirstCommonsForumToken
[INFO] | 2024-11-10 07:40:55 AM | analyzer.0xf145cc0345f95d45ea5fda21ef8abd1b824cbe0d | Return summary generated for DivisibleFirstCommonsForumToken
[INFO] | 2024-11-10 07:40:55 AM | analyzer.0xf145cc0345f95d45ea5fda21ef8abd1b824cbe0d | Range graph generated
[INFO] | 2024-11-10 07:40:55 AM | analyzer.0xf145cc0345f95d45ea5fda21ef8abd1b824cbe0d | Processed function DivisibleFirstCommonsForumToken
[INFO] | 2024-11-10 07:40:55 AM | analyzer.0xf145cc0345f95d45ea5fda21ef8abd1b824cbe0d | Generating return summary for transfer
[INFO] | 2024-11-10 07:40:55 AM | analyzer.0xf145cc0345f95d45ea5fda21ef8abd1b824cbe0d | Return summary generated for transfer
[INFO] | 2024-11-10 07:40:55 AM | analyzer.0xf145cc0345f95d45ea5fda21ef8abd1b824cbe0d | Range graph generated
[INFO] | 2024-11-10 07:40:55 AM | analyzer.0xf145cc0345f95d45ea5fda21ef8abd1b824cbe0d | Processed function transfer
[INFO] | 2024-11-10 07:40:55 AM | analyzer.0xf145cc0345f95d45ea5fda21ef8abd1b824cbe0d | Generating return summary for assignSharedOwnership
[INFO] | 2024-11-10 07:40:55 AM | analyzer.0xf145cc0345f95d45ea5fda21ef8abd1b824cbe0d | Return summary generated for assignSharedOwnership
[INFO] | 2024-11-10 07:40:55 AM | analyzer.0xf145cc0345f95d45ea5fda21ef8abd1b824cbe0d | Range graph generated
[INFO] | 2024-11-10 07:40:55 AM | analyzer.0xf145cc0345f95d45ea5fda21ef8abd1b824cbe0d | Processed function assignSharedOwnership
[INFO] | 2024-11-10 07:40:55 AM | analyzer.0xf145cc0345f95d45ea5fda21ef8abd1b824cbe0d | Generating return summary for turnOnTradable
[INFO] | 2024-11-10 07:40:55 AM | analyzer.0xf145cc0345f95d45ea5fda21ef8abd1b824cbe0d | Return summary generated for turnOnTradable
[INFO] | 2024-11-10 07:40:55 AM | analyzer.0xf145cc0345f95d45ea5fda21ef8abd1b824cbe0d | Range graph generated
[INFO] | 2024-11-10 07:40:55 AM | analyzer.0xf145cc0345f95d45ea5fda21ef8abd1b824cbe0d | Processed function turnOnTradable
[INFO] | 2024-11-10 07:40:55 AM | analyzer.0xf145cc0345f95d45ea5fda21ef8abd1b824cbe0d | Generating return summary for withdrawEther
[INFO] | 2024-11-10 07:40:55 AM | analyzer.0xf145cc0345f95d45ea5fda21ef8abd1b824cbe0d | Return summary generated for withdrawEther
[INFO] | 2024-11-10 07:40:55 AM | analyzer.0xf145cc0345f95d45ea5fda21ef8abd1b824cbe0d | State variable assignement do not exist
[INFO] | 2024-11-10 07:40:55 AM | analyzer.0xf145cc0345f95d45ea5fda21ef8abd1b824cbe0d | Processed function withdrawEther
[INFO] | 2024-11-10 07:40:55 AM | analyzer.0xf145cc0345f95d45ea5fda21ef8abd1b824cbe0d | Generating return summary for executeTransaction
[INFO] | 2024-11-10 07:40:55 AM | analyzer.0xf145cc0345f95d45ea5fda21ef8abd1b824cbe0d | Return summary generated for executeTransaction
[INFO] | 2024-11-10 07:40:55 AM | analyzer.0xf145cc0345f95d45ea5fda21ef8abd1b824cbe0d | State variable assignement do not exist
[INFO] | 2024-11-10 07:40:55 AM | analyzer.0xf145cc0345f95d45ea5fda21ef8abd1b824cbe0d | Processed function executeTransaction
[INFO] | 2024-11-10 07:40:55 AM | analyzer.0xf145cc0345f95d45ea5fda21ef8abd1b824cbe0d | Generating return summary for MultiSigWallet
[INFO] | 2024-11-10 07:40:55 AM | analyzer.0xf145cc0345f95d45ea5fda21ef8abd1b824cbe0d | Return summary generated for MultiSigWallet
[INFO] | 2024-11-10 07:40:55 AM | analyzer.0xf145cc0345f95d45ea5fda21ef8abd1b824cbe0d | Range graph generated
[INFO] | 2024-11-10 07:40:55 AM | analyzer.0xf145cc0345f95d45ea5fda21ef8abd1b824cbe0d | Processed function MultiSigWallet
[INFO] | 2024-11-10 07:40:55 AM | analyzer.0xf145cc0345f95d45ea5fda21ef8abd1b824cbe0d | Generating return summary for addOwner
[INFO] | 2024-11-10 07:40:55 AM | analyzer.0xf145cc0345f95d45ea5fda21ef8abd1b824cbe0d | Return summary generated for addOwner
[INFO] | 2024-11-10 07:40:55 AM | analyzer.0xf145cc0345f95d45ea5fda21ef8abd1b824cbe0d | Range graph generated
[INFO] | 2024-11-10 07:40:55 AM | analyzer.0xf145cc0345f95d45ea5fda21ef8abd1b824cbe0d | Processed function addOwner
[INFO] | 2024-11-10 07:40:55 AM | analyzer.0xf145cc0345f95d45ea5fda21ef8abd1b824cbe0d | Generating return summary for changeRequirement
[INFO] | 2024-11-10 07:40:55 AM | analyzer.0xf145cc0345f95d45ea5fda21ef8abd1b824cbe0d | Return summary generated for changeRequirement
[INFO] | 2024-11-10 07:40:55 AM | analyzer.0xf145cc0345f95d45ea5fda21ef8abd1b824cbe0d | Range graph generated
[INFO] | 2024-11-10 07:40:55 AM | analyzer.0xf145cc0345f95d45ea5fda21ef8abd1b824cbe0d | Processed function changeRequirement
[INFO] | 2024-11-10 07:40:55 AM | analyzer.0xf145cc0345f95d45ea5fda21ef8abd1b824cbe0d | Generating return summary for addTransaction
[WARNING] | 2024-11-10 07:40:55 AM | analyzer.0xf145cc0345f95d45ea5fda21ef8abd1b824cbe0d | No lvalue eligible assignment, is this some bug!
[INFO] | 2024-11-10 07:40:55 AM | analyzer.0xf145cc0345f95d45ea5fda21ef8abd1b824cbe0d | Return summary generated for addTransaction
[INFO] | 2024-11-10 07:40:55 AM | analyzer.0xf145cc0345f95d45ea5fda21ef8abd1b824cbe0d | Range graph generated
