[INFO] | 2024-11-10 07:37:52 AM | analyzer.0x9bf7b6be208672cabbb671a3438c60c1ecb13061 | Analysis started at: 2024-11-10 07:37:52 AM
[INFO] | 2024-11-10 07:37:53 AM | analyzer.0x9bf7b6be208672cabbb671a3438c60c1ecb13061 | Return summary generated for sweepToken
[INFO] | 2024-11-10 07:37:53 AM | analyzer.0x9bf7b6be208672cabbb671a3438c60c1ecb13061 | State variable assignement do not exist
[INFO] | 2024-11-10 07:37:53 AM | analyzer.0x9bf7b6be208672cabbb671a3438c60c1ecb13061 | Processed function sweepToken
[INFO] | 2024-11-10 07:37:53 AM | analyzer.0x9bf7b6be208672cabbb671a3438c60c1ecb13061 | Generating return summary for transferToken
[INFO] | 2024-11-10 07:37:53 AM | analyzer.0x9bf7b6be208672cabbb671a3438c60c1ecb13061 | Return summary generated for transferToken
[INFO] | 2024-11-10 07:37:53 AM | analyzer.0x9bf7b6be208672cabbb671a3438c60c1ecb13061 | State variable assignement do not exist
[INFO] | 2024-11-10 07:37:53 AM | analyzer.0x9bf7b6be208672cabbb671a3438c60c1ecb13061 | Processed function transferToken
[INFO] | 2024-11-10 07:37:53 AM | analyzer.0x9bf7b6be208672cabbb671a3438c60c1ecb13061 | Generating return summary for transferTokenFrom
[INFO] | 2024-11-10 07:37:53 AM | analyzer.0x9bf7b6be208672cabbb671a3438c60c1ecb13061 | Return summary generated for transferTokenFrom
[INFO] | 2024-11-10 07:37:53 AM | analyzer.0x9bf7b6be208672cabbb671a3438c60c1ecb13061 | State variable assignement do not exist
[INFO] | 2024-11-10 07:37:53 AM | analyzer.0x9bf7b6be208672cabbb671a3438c60c1ecb13061 | Processed function transferTokenFrom
[INFO] | 2024-11-10 07:37:53 AM | analyzer.0x9bf7b6be208672cabbb671a3438c60c1ecb13061 | Generating return summary for approveTokenTransfer
[INFO] | 2024-11-10 07:37:53 AM | analyzer.0x9bf7b6be208672cabbb671a3438c60c1ecb13061 | Return summary generated for approveTokenTransfer
[INFO] | 2024-11-10 07:37:53 AM | analyzer.0x9bf7b6be208672cabbb671a3438c60c1ecb13061 | State variable assignement do not exist
[INFO] | 2024-11-10 07:37:53 AM | analyzer.0x9bf7b6be208672cabbb671a3438c60c1ecb13061 | Processed function approveTokenTransfer
[INFO] | 2024-11-10 07:37:53 AM | analyzer.0x9bf7b6be208672cabbb671a3438c60c1ecb13061 | Generating return summary for transferNonFungibleToken
[INFO] | 2024-11-10 07:37:53 AM | analyzer.0x9bf7b6be208672cabbb671a3438c60c1ecb13061 | Return summary generated for transferNonFungibleToken
[INFO] | 2024-11-10 07:37:53 AM | analyzer.0x9bf7b6be208672cabbb671a3438c60c1ecb13061 | State variable assignement do not exist
[INFO] | 2024-11-10 07:37:53 AM | analyzer.0x9bf7b6be208672cabbb671a3438c60c1ecb13061 | Processed function transferNonFungibleToken
[INFO] | 2024-11-10 07:37:53 AM | analyzer.0x9bf7b6be208672cabbb671a3438c60c1ecb13061 | Generating return summary for transferNonFungibleTokenMulti
[INFO] | 2024-11-10 07:37:53 AM | analyzer.0x9bf7b6be208672cabbb671a3438c60c1ecb13061 | Return summary generated for transferNonFungibleTokenMulti
[INFO] | 2024-11-10 07:37:53 AM | analyzer.0x9bf7b6be208672cabbb671a3438c60c1ecb13061 | State variable assignement do not exist
[INFO] | 2024-11-10 07:37:53 AM | analyzer.0x9bf7b6be208672cabbb671a3438c60c1ecb13061 | Processed function transferNonFungibleTokenMulti
[INFO] | 2024-11-10 07:37:53 AM | analyzer.0x9bf7b6be208672cabbb671a3438c60c1ecb13061 | Generating return summary for transferNonFungibleTokenFrom
[INFO] | 2024-11-10 07:37:53 AM | analyzer.0x9bf7b6be208672cabbb671a3438c60c1ecb13061 | Return summary generated for transferNonFungibleTokenFrom
[INFO] | 2024-11-10 07:37:53 AM | analyzer.0x9bf7b6be208672cabbb671a3438c60c1ecb13061 | State variable assignement do not exist
[INFO] | 2024-11-10 07:37:53 AM | analyzer.0x9bf7b6be208672cabbb671a3438c60c1ecb13061 | Processed function transferNonFungibleTokenFrom
[INFO] | 2024-11-10 07:37:53 AM | analyzer.0x9bf7b6be208672cabbb671a3438c60c1ecb13061 | Generating return summary for changeOwner
[INFO] | 2024-11-10 07:37:53 AM | analyzer.0x9bf7b6be208672cabbb671a3438c60c1ecb13061 | Return summary generated for changeOwner
[INFO] | 2024-11-10 07:37:53 AM | analyzer.0x9bf7b6be208672cabbb671a3438c60c1ecb13061 | Range graph generated
[INFO] | 2024-11-10 07:37:53 AM | analyzer.0x9bf7b6be208672cabbb671a3438c60c1ecb13061 | Processed function changeOwner
[INFO] | 2024-11-10 07:37:53 AM | analyzer.0x9bf7b6be208672cabbb671a3438c60c1ecb13061 | Value Range Analysis took 0.009156 seconds
[INFO] | 2024-11-10 07:37:53 AM | analyzer.0x9bf7b6be208672cabbb671a3438c60c1ecb13061 | Value Range Analysis finished
[INFO] | 2024-11-10 07:37:53 AM | analyzer.0x9bf7b6be208672cabbb671a3438c60c1ecb13061 | Storage dependency graph compostion started!
[INFO] | 2024-11-10 07:37:53 AM | analyzer.0x9bf7b6be208672cabbb671a3438c60c1ecb13061 | Storage dependency graph compostion finished!
[INFO] | 2024-11-10 07:37:53 AM | analyzer.0x9bf7b6be208672cabbb671a3438c60c1ecb13061 | Dependency detection started!
[INFO] | 2024-11-10 07:37:53 AM | analyzer.0x9bf7b6be208672cabbb671a3438c60c1ecb13061 | Dependency detection finished!
[INFO] | 2024-11-10 07:37:53 AM | analyzer.0x9bf7b6be208672cabbb671a3438c60c1ecb13061 | Static Analysis took 1.593968 seconds
[INFO] | 2024-11-10 07:37:53 AM | analyzer.0x9bf7b6be208672cabbb671a3438c60c1ecb13061 | Dependency does not exist
[INFO] | 2024-11-10 07:37:53 AM | analyzer.0x9bf7b6be208672cabbb671a3438c60c1ecb13061 | Symbolic execution is not needed!
[INFO] | 2024-11-10 07:37:53 AM | analyzer.0x9bf7b6be208672cabbb671a3438c60c1ecb13061 | Analysis finished!
[INFO] | 2024-11-10 07:37:53 AM | analyzer.0x9bf7b6be208672cabbb671a3438c60c1ecb13061 | Analysis took 1.594293 seconds
[INFO] | 2024-11-10 07:37:53 AM | analyzer.0x9bf7b6be208672cabbb671a3438c60c1ecb13061 | Analysis finished at: 2024-11-10 07:37:53 AM

real	0m3.446s
user	0m4.380s
sys	0m2.058s
