[INFO] | 2024-11-10 07:43:43 AM | analyzer.0xfb0f7189b354660e649ae14261a9fe0e8febf369 | Analysis started at: 2024-11-10 07:43:43 AM
[INFO] | 2024-11-10 07:43:44 AM | analyzer.0xfb0f7189b354660e649ae14261a9fe0e8febf369 | Processed function constructor
[INFO] | 2024-11-10 07:43:44 AM | analyzer.0xfb0f7189b354660e649ae14261a9fe0e8febf369 | Generating return summary for constructor
[INFO] | 2024-11-10 07:43:44 AM | analyzer.0xfb0f7189b354660e649ae14261a9fe0e8febf369 | Return summary generated for constructor
[INFO] | 2024-11-10 07:43:44 AM | analyzer.0xfb0f7189b354660e649ae14261a9fe0e8febf369 | Range graph generated
[INFO] | 2024-11-10 07:43:44 AM | analyzer.0xfb0f7189b354660e649ae14261a9fe0e8febf369 | Processed function constructor
[INFO] | 2024-11-10 07:43:44 AM | analyzer.0xfb0f7189b354660e649ae14261a9fe0e8febf369 | Generating return summary for getCurrentCandyAmount
[INFO] | 2024-11-10 07:43:44 AM | analyzer.0xfb0f7189b354660e649ae14261a9fe0e8febf369 | Return summary generated for getCurrentCandyAmount
[INFO] | 2024-11-10 07:43:44 AM | analyzer.0xfb0f7189b354660e649ae14261a9fe0e8febf369 | State variable assignement do not exist
[INFO] | 2024-11-10 07:43:44 AM | analyzer.0xfb0f7189b354660e649ae14261a9fe0e8febf369 | Processed function getCurrentCandyAmount
[INFO] | 2024-11-10 07:43:44 AM | analyzer.0xfb0f7189b354660e649ae14261a9fe0e8febf369 | Generating return summary for onlyOwner
[INFO] | 2024-11-10 07:43:44 AM | analyzer.0xfb0f7189b354660e649ae14261a9fe0e8febf369 | Return summary generated for onlyOwner
[INFO] | 2024-11-10 07:43:44 AM | analyzer.0xfb0f7189b354660e649ae14261a9fe0e8febf369 | State variable assignement do not exist
[INFO] | 2024-11-10 07:43:44 AM | analyzer.0xfb0f7189b354660e649ae14261a9fe0e8febf369 | Processed function onlyOwner
[INFO] | 2024-11-10 07:43:44 AM | analyzer.0xfb0f7189b354660e649ae14261a9fe0e8febf369 | Generating return summary for fallback
[INFO] | 2024-11-10 07:43:44 AM | analyzer.0xfb0f7189b354660e649ae14261a9fe0e8febf369 | Return summary generated for fallback
[INFO] | 2024-11-10 07:43:44 AM | analyzer.0xfb0f7189b354660e649ae14261a9fe0e8febf369 | Range graph generated
[INFO] | 2024-11-10 07:43:44 AM | analyzer.0xfb0f7189b354660e649ae14261a9fe0e8febf369 | Processed function fallback
[INFO] | 2024-11-10 07:43:44 AM | analyzer.0xfb0f7189b354660e649ae14261a9fe0e8febf369 | Generating return summary for collectBack
[INFO] | 2024-11-10 07:43:44 AM | analyzer.0xfb0f7189b354660e649ae14261a9fe0e8febf369 | Return summary generated for collectBack
[INFO] | 2024-11-10 07:43:44 AM | analyzer.0xfb0f7189b354660e649ae14261a9fe0e8febf369 | Range graph generated
[INFO] | 2024-11-10 07:43:44 AM | analyzer.0xfb0f7189b354660e649ae14261a9fe0e8febf369 | Processed function collectBack
[INFO] | 2024-11-10 07:43:44 AM | analyzer.0xfb0f7189b354660e649ae14261a9fe0e8febf369 | Generating return summary for transferOwnership
[INFO] | 2024-11-10 07:43:44 AM | analyzer.0xfb0f7189b354660e649ae14261a9fe0e8febf369 | Return summary generated for transferOwnership
[INFO] | 2024-11-10 07:43:44 AM | analyzer.0xfb0f7189b354660e649ae14261a9fe0e8febf369 | Range graph generated
[INFO] | 2024-11-10 07:43:44 AM | analyzer.0xfb0f7189b354660e649ae14261a9fe0e8febf369 | Processed function transferOwnership
[INFO] | 2024-11-10 07:43:44 AM | analyzer.0xfb0f7189b354660e649ae14261a9fe0e8febf369 | Generating return summary for transferOwnership
[INFO] | 2024-11-10 07:43:44 AM | analyzer.0xfb0f7189b354660e649ae14261a9fe0e8febf369 | Return summary generated for transferOwnership
[INFO] | 2024-11-10 07:43:44 AM | analyzer.0xfb0f7189b354660e649ae14261a9fe0e8febf369 | Range graph generated
[INFO] | 2024-11-10 07:43:44 AM | analyzer.0xfb0f7189b354660e649ae14261a9fe0e8febf369 | Processed function transferOwnership
[INFO] | 2024-11-10 07:43:44 AM | analyzer.0xfb0f7189b354660e649ae14261a9fe0e8febf369 | Value Range Analysis took 0.004907 seconds
[INFO] | 2024-11-10 07:43:44 AM | analyzer.0xfb0f7189b354660e649ae14261a9fe0e8febf369 | Value Range Analysis finished
[INFO] | 2024-11-10 07:43:44 AM | analyzer.0xfb0f7189b354660e649ae14261a9fe0e8febf369 | Storage dependency graph compostion started!
[INFO] | 2024-11-10 07:43:44 AM | analyzer.0xfb0f7189b354660e649ae14261a9fe0e8febf369 | Storage dependency graph compostion finished!
[INFO] | 2024-11-10 07:43:44 AM | analyzer.0xfb0f7189b354660e649ae14261a9fe0e8febf369 | Dependency detection started!
[INFO] | 2024-11-10 07:43:44 AM | analyzer.0xfb0f7189b354660e649ae14261a9fe0e8febf369 | Dependency detection finished!
[INFO] | 2024-11-10 07:43:44 AM | analyzer.0xfb0f7189b354660e649ae14261a9fe0e8febf369 | Static Analysis took 1.034886 seconds
[INFO] | 2024-11-10 07:43:44 AM | analyzer.0xfb0f7189b354660e649ae14261a9fe0e8febf369 | Dependency does not exist
[INFO] | 2024-11-10 07:43:44 AM | analyzer.0xfb0f7189b354660e649ae14261a9fe0e8febf369 | Symbolic execution is not needed!
[INFO] | 2024-11-10 07:43:44 AM | analyzer.0xfb0f7189b354660e649ae14261a9fe0e8febf369 | Analysis finished!
[INFO] | 2024-11-10 07:43:44 AM | analyzer.0xfb0f7189b354660e649ae14261a9fe0e8febf369 | Analysis took 1.035125 seconds
[INFO] | 2024-11-10 07:43:44 AM | analyzer.0xfb0f7189b354660e649ae14261a9fe0e8febf369 | Analysis finished at: 2024-11-10 07:43:44 AM

real	0m2.154s
user	0m4.472s
sys	0m4.110s
