[INFO] | 2024-11-10 07:38:15 AM | analyzer.0x04f062809b244e37e7fdc21d9409469c989c2342 | Analysis started at: 2024-11-10 07:38:15 AM
[INFO] | 2024-11-10 07:38:27 AM | analyzer.0x04f062809b244e37e7fdc21d9409469c989c2342 | Generating return summary for totalSupply
[INFO] | 2024-11-10 07:38:27 AM | analyzer.0x04f062809b244e37e7fdc21d9409469c989c2342 | Return summary generated for totalSupply
[INFO] | 2024-11-10 07:38:27 AM | analyzer.0x04f062809b244e37e7fdc21d9409469c989c2342 | State variable assignement do not exist
[INFO] | 2024-11-10 07:38:27 AM | analyzer.0x04f062809b244e37e7fdc21d9409469c989c2342 | Processed function totalSupply
[INFO] | 2024-11-10 07:38:27 AM | analyzer.0x04f062809b244e37e7fdc21d9409469c989c2342 | Generating return summary for balanceOf
[INFO] | 2024-11-10 07:38:27 AM | analyzer.0x04f062809b244e37e7fdc21d9409469c989c2342 | Return summary generated for balanceOf
[INFO] | 2024-11-10 07:38:27 AM | analyzer.0x04f062809b244e37e7fdc21d9409469c989c2342 | State variable assignement do not exist
[INFO] | 2024-11-10 07:38:27 AM | analyzer.0x04f062809b244e37e7fdc21d9409469c989c2342 | Processed function balanceOf
[INFO] | 2024-11-10 07:38:27 AM | analyzer.0x04f062809b244e37e7fdc21d9409469c989c2342 | Generating return summary for transfer
[INFO] | 2024-11-10 07:38:27 AM | analyzer.0x04f062809b244e37e7fdc21d9409469c989c2342 | Return summary generated for transfer
[INFO] | 2024-11-10 07:38:27 AM | analyzer.0x04f062809b244e37e7fdc21d9409469c989c2342 | State variable assignement do not exist
[INFO] | 2024-11-10 07:38:27 AM | analyzer.0x04f062809b244e37e7fdc21d9409469c989c2342 | Processed function transfer
[INFO] | 2024-11-10 07:38:27 AM | analyzer.0x04f062809b244e37e7fdc21d9409469c989c2342 | Generating return summary for totalSupply
[INFO] | 2024-11-10 07:38:27 AM | analyzer.0x04f062809b244e37e7fdc21d9409469c989c2342 | Return summary generated for totalSupply
[INFO] | 2024-11-10 07:38:27 AM | analyzer.0x04f062809b244e37e7fdc21d9409469c989c2342 | State variable assignement do not exist
[INFO] | 2024-11-10 07:38:27 AM | analyzer.0x04f062809b244e37e7fdc21d9409469c989c2342 | Processed function totalSupply
[INFO] | 2024-11-10 07:38:27 AM | analyzer.0x04f062809b244e37e7fdc21d9409469c989c2342 | Generating return summary for balanceOf
[INFO] | 2024-11-10 07:38:27 AM | analyzer.0x04f062809b244e37e7fdc21d9409469c989c2342 | Return summary generated for balanceOf
[INFO] | 2024-11-10 07:38:27 AM | analyzer.0x04f062809b244e37e7fdc21d9409469c989c2342 | State variable assignement do not exist
[INFO] | 2024-11-10 07:38:27 AM | analyzer.0x04f062809b244e37e7fdc21d9409469c989c2342 | Processed function balanceOf
[INFO] | 2024-11-10 07:38:27 AM | analyzer.0x04f062809b244e37e7fdc21d9409469c989c2342 | Generating return summary for transfer
[INFO] | 2024-11-10 07:38:27 AM | analyzer.0x04f062809b244e37e7fdc21d9409469c989c2342 | Return summary generated for transfer
[INFO] | 2024-11-10 07:38:27 AM | analyzer.0x04f062809b244e37e7fdc21d9409469c989c2342 | State variable assignement do not exist
[INFO] | 2024-11-10 07:38:27 AM | analyzer.0x04f062809b244e37e7fdc21d9409469c989c2342 | Processed function transfer
[INFO] | 2024-11-10 07:38:27 AM | analyzer.0x04f062809b244e37e7fdc21d9409469c989c2342 | Generating return summary for allowance
[INFO] | 2024-11-10 07:38:27 AM | analyzer.0x04f062809b244e37e7fdc21d9409469c989c2342 | Return summary generated for allowance
[INFO] | 2024-11-10 07:38:27 AM | analyzer.0x04f062809b244e37e7fdc21d9409469c989c2342 | State variable assignement do not exist
[INFO] | 2024-11-10 07:38:27 AM | analyzer.0x04f062809b244e37e7fdc21d9409469c989c2342 | Processed function allowance
[INFO] | 2024-11-10 07:38:27 AM | analyzer.0x04f062809b244e37e7fdc21d9409469c989c2342 | Generating return summary for transferFrom
[INFO] | 2024-11-10 07:38:27 AM | analyzer.0x04f062809b244e37e7fdc21d9409469c989c2342 | Return summary generated for transferFrom
[INFO] | 2024-11-10 07:38:27 AM | analyzer.0x04f062809b244e37e7fdc21d9409469c989c2342 | State variable assignement do not exist
[INFO] | 2024-11-10 07:38:27 AM | analyzer.0x04f062809b244e37e7fdc21d9409469c989c2342 | Processed function transferFrom
[INFO] | 2024-11-10 07:38:27 AM | analyzer.0x04f062809b244e37e7fdc21d9409469c989c2342 | Generating return summary for approve
[INFO] | 2024-11-10 07:38:27 AM | analyzer.0x04f062809b244e37e7fdc21d9409469c989c2342 | Return summary generated for approve
[INFO] | 2024-11-10 07:38:27 AM | analyzer.0x04f062809b244e37e7fdc21d9409469c989c2342 | State variable assignement do not exist
[INFO] | 2024-11-10 07:38:27 AM | analyzer.0x04f062809b244e37e7fdc21d9409469c989c2342 | Processed function approve
[INFO] | 2024-11-10 07:38:27 AM | analyzer.0x04f062809b244e37e7fdc21d9409469c989c2342 | Generating return summary for mul
[INFO] | 2024-11-10 07:38:27 AM | analyzer.0x04f062809b244e37e7fdc21d9409469c989c2342 | Return summary generated for mul
[INFO] | 2024-11-10 07:38:27 AM | analyzer.0x04f062809b244e37e7fdc21d9409469c989c2342 | State variable assignement do not exist
[INFO] | 2024-11-10 07:38:27 AM | analyzer.0x04f062809b244e37e7fdc21d9409469c989c2342 | Processed function mul
[INFO] | 2024-11-10 07:38:27 AM | analyzer.0x04f062809b244e37e7fdc21d9409469c989c2342 | Generating return summary for sub
[INFO] | 2024-11-10 07:38:27 AM | analyzer.0x04f062809b244e37e7fdc21d9409469c989c2342 | Return summary generated for sub
[INFO] | 2024-11-10 07:38:27 AM | analyzer.0x04f062809b244e37e7fdc21d9409469c989c2342 | State variable assignement do not exist
[INFO] | 2024-11-10 07:38:27 AM | analyzer.0x04f062809b244e37e7fdc21d9409469c989c2342 | Processed function sub
[INFO] | 2024-11-10 07:38:27 AM | analyzer.0x04f062809b244e37e7fdc21d9409469c989c2342 | Generating return summary for add
[INFO] | 2024-11-10 07:38:27 AM | analyzer.0x04f062809b244e37e7fdc21d9409469c989c2342 | Return summary generated for add
[INFO] | 2024-11-10 07:38:27 AM | analyzer.0x04f062809b244e37e7fdc21d9409469c989c2342 | State variable assignement do not exist
[INFO] | 2024-11-10 07:38:27 AM | analyzer.0x04f062809b244e37e7fdc21d9409469c989c2342 | Processed function add
[INFO] | 2024-11-10 07:38:27 AM | analyzer.0x04f062809b244e37e7fdc21d9409469c989c2342 | Generating return summary for migrate
[INFO] | 2024-11-10 07:38:27 AM | analyzer.0x04f062809b244e37e7fdc21d9409469c989c2342 | Return summary generated for migrate
[INFO] | 2024-11-10 07:38:27 AM | analyzer.0x04f062809b244e37e7fdc21d9409469c989c2342 | State variable assignement do not exist
[INFO] | 2024-11-10 07:38:27 AM | analyzer.0x04f062809b244e37e7fdc21d9409469c989c2342 | Processed function migrate
[INFO] | 2024-11-10 07:38:27 AM | analyzer.0x04f062809b244e37e7fdc21d9409469c989c2342 | Generating return summary for decodeOrderUserId
[INFO] | 2024-11-10 07:38:27 AM | analyzer.0x04f062809b244e37e7fdc21d9409469c989c2342 | Return summary generated for decodeOrderUserId
[INFO] | 2024-11-10 07:38:27 AM | analyzer.0x04f062809b244e37e7fdc21d9409469c989c2342 | State variable assignement do not exist
[INFO] | 2024-11-10 07:38:27 AM | analyzer.0x04f062809b244e37e7fdc21d9409469c989c2342 | Processed function decodeOrderUserId
[INFO] | 2024-11-10 07:38:27 AM | analyzer.0x04f062809b244e37e7fdc21d9409469c989c2342 | Generating return summary for retrieveV
[INFO] | 2024-11-10 07:38:27 AM | analyzer.0x04f062809b244e37e7fdc21d9409469c989c2342 | Return summary generated for retrieveV
[INFO] | 2024-11-10 07:38:27 AM | analyzer.0x04f062809b244e37e7fdc21d9409469c989c2342 | State variable assignement do not exist
[INFO] | 2024-11-10 07:38:27 AM | analyzer.0x04f062809b244e37e7fdc21d9409469c989c2342 | Processed function retrieveV
[INFO] | 2024-11-10 07:38:27 AM | analyzer.0x04f062809b244e37e7fdc21d9409469c989c2342 | Generating return summary for decodeOrderUserId
[INFO] | 2024-11-10 07:38:27 AM | analyzer.0x04f062809b244e37e7fdc21d9409469c989c2342 | Return summary generated for decodeOrderUserId
[INFO] | 2024-11-10 07:38:27 AM | analyzer.0x04f062809b244e37e7fdc21d9409469c989c2342 | State variable assignement do not exist
[INFO] | 2024-11-10 07:38:27 AM | analyzer.0x04f062809b244e37e7fdc21d9409469c989c2342 | Processed function decodeOrderUserId
[INFO] | 2024-11-10 07:38:27 AM | analyzer.0x04f062809b244e37e7fdc21d9409469c989c2342 | Generating return summary for retrieveV
[INFO] | 2024-11-10 07:38:27 AM | analyzer.0x04f062809b244e37e7fdc21d9409469c989c2342 | Return summary generated for retrieveV
[INFO] | 2024-11-10 07:38:27 AM | analyzer.0x04f062809b244e37e7fdc21d9409469c989c2342 | State variable assignement do not exist
[INFO] | 2024-11-10 07:38:27 AM | analyzer.0x04f062809b244e37e7fdc21d9409469c989c2342 | Processed function retrieveV
[INFO] | 2024-11-10 07:38:27 AM | analyzer.0x04f062809b244e37e7fdc21d9409469c989c2342 | Generating return summary for Ownable
[INFO] | 2024-11-10 07:38:27 AM | analyzer.0x04f062809b244e37e7fdc21d9409469c989c2342 | Return summary generated for Ownable
[INFO] | 2024-11-10 07:38:27 AM | analyzer.0x04f062809b244e37e7fdc21d9409469c989c2342 | Range graph generated
[INFO] | 2024-11-10 07:38:27 AM | analyzer.0x04f062809b244e37e7fdc21d9409469c989c2342 | Processed function Ownable
[INFO] | 2024-11-10 07:38:27 AM | analyzer.0x04f062809b244e37e7fdc21d9409469c989c2342 | Generating return summary for unlockMe
[INFO] | 2024-11-10 07:38:27 AM | analyzer.0x04f062809b244e37e7fdc21d9409469c989c2342 | Return summary generated for unlockMe
[INFO] | 2024-11-10 07:38:27 AM | analyzer.0x04f062809b244e37e7fdc21d9409469c989c2342 | Range graph generated
[INFO] | 2024-11-10 07:38:27 AM | analyzer.0x04f062809b244e37e7fdc21d9409469c989c2342 | Processed function unlockMe
[INFO] | 2024-11-10 07:38:27 AM | analyzer.0x04f062809b244e37e7fdc21d9409469c989c2342 | Generating return summary for getBalance
[INFO] | 2024-11-10 07:38:27 AM | analyzer.0x04f062809b244e37e7fdc21d9409469c989c2342 | Return summary generated for getBalance
[INFO] | 2024-11-10 07:38:27 AM | analyzer.0x04f062809b244e37e7fdc21d9409469c989c2342 | State variable assignement do not exist
[INFO] | 2024-11-10 07:38:27 AM | analyzer.0x04f062809b244e37e7fdc21d9409469c989c2342 | Processed function getBalance
[INFO] | 2024-11-10 07:38:27 AM | analyzer.0x04f062809b244e37e7fdc21d9409469c989c2342 | Generating return summary for decodeOrderTokenAndIsBuy
[INFO] | 2024-11-10 07:38:27 AM | analyzer.0x04f062809b244e37e7fdc21d9409469c989c2342 | Return summary generated for decodeOrderTokenAndIsBuy
[INFO] | 2024-11-10 07:38:27 AM | analyzer.0x04f062809b244e37e7fdc21d9409469c989c2342 | State variable assignement do not exist
[INFO] | 2024-11-10 07:38:27 AM | analyzer.0x04f062809b244e37e7fdc21d9409469c989c2342 | Processed function decodeOrderTokenAndIsBuy
[INFO] | 2024-11-10 07:38:27 AM | analyzer.0x04f062809b244e37e7fdc21d9409469c989c2342 | Generating return summary for decodeTokenOrderTokenAndIsBuy
[INFO] | 2024-11-10 07:38:27 AM | analyzer.0x04f062809b244e37e7fdc21d9409469c989c2342 | Return summary generated for decodeTokenOrderTokenAndIsBuy
[INFO] | 2024-11-10 07:38:27 AM | analyzer.0x04f062809b244e37e7fdc21d9409469c989c2342 | State variable assignement do not exist
[INFO] | 2024-11-10 07:38:27 AM | analyzer.0x04f062809b244e37e7fdc21d9409469c989c2342 | Processed function decodeTokenOrderTokenAndIsBuy
[INFO] | 2024-11-10 07:38:27 AM | analyzer.0x04f062809b244e37e7fdc21d9409469c989c2342 | Generating return summary for getTime
[INFO] | 2024-11-10 07:38:27 AM | analyzer.0x04f062809b244e37e7fdc21d9409469c989c2342 | Return summary generated for getTime
[INFO] | 2024-11-10 07:38:27 AM | analyzer.0x04f062809b244e37e7fdc21d9409469c989c2342 | State variable assignement do not exist
[INFO] | 2024-11-10 07:38:27 AM | analyzer.0x04f062809b244e37e7fdc21d9409469c989c2342 | Processed function getTime
[INFO] | 2024-11-10 07:38:27 AM | analyzer.0x04f062809b244e37e7fdc21d9409469c989c2342 | Generating return summary for getTokenOrderDataHash
[INFO] | 2024-11-10 07:38:27 AM | analyzer.0x04f062809b244e37e7fdc21d9409469c989c2342 | Return summary generated for getTokenOrderDataHash
[INFO] | 2024-11-10 07:38:27 AM | analyzer.0x04f062809b244e37e7fdc21d9409469c989c2342 | State variable assignement do not exist
[INFO] | 2024-11-10 07:38:27 AM | analyzer.0x04f062809b244e37e7fdc21d9409469c989c2342 | Processed function getTokenOrderDataHash
[INFO] | 2024-11-10 07:38:27 AM | analyzer.0x04f062809b244e37e7fdc21d9409469c989c2342 | Generating return summary for verify
[INFO] | 2024-11-10 07:38:27 AM | analyzer.0x04f062809b244e37e7fdc21d9409469c989c2342 | Return summary generated for verify
[INFO] | 2024-11-10 07:38:27 AM | analyzer.0x04f062809b244e37e7fdc21d9409469c989c2342 | State variable assignement do not exist
[INFO] | 2024-11-10 07:38:27 AM | analyzer.0x04f062809b244e37e7fdc21d9409469c989c2342 | Processed function verify
[INFO] | 2024-11-10 07:38:27 AM | analyzer.0x04f062809b244e37e7fdc21d9409469c989c2342 | Generating return summary for addUser
[INFO] | 2024-11-10 07:38:27 AM | analyzer.0x04f062809b244e37e7fdc21d9409469c989c2342 | Return summary generated for addUser
[INFO] | 2024-11-10 07:38:27 AM | analyzer.0x04f062809b244e37e7fdc21d9409469c989c2342 | Range graph generated
[INFO] | 2024-11-10 07:38:27 AM | analyzer.0x04f062809b244e37e7fdc21d9409469c989c2342 | Processed function addUser
[INFO] | 2024-11-10 07:38:27 AM | analyzer.0x04f062809b244e37e7fdc21d9409469c989c2342 | Generating return summary for slitherConstructorVariables
[INFO] | 2024-11-10 07:38:27 AM | analyzer.0x04f062809b244e37e7fdc21d9409469c989c2342 | Return summary generated for slitherConstructorVariables
[INFO] | 2024-11-10 07:38:27 AM | analyzer.0x04f062809b244e37e7fdc21d9409469c989c2342 | Range graph generated
[INFO] | 2024-11-10 07:38:27 AM | analyzer.0x04f062809b244e37e7fdc21d9409469c989c2342 | Processed function slitherConstructorVariables
[INFO] | 2024-11-10 07:38:27 AM | analyzer.0x04f062809b244e37e7fdc21d9409469c989c2342 | Generating return summary for onlyOwner
[INFO] | 2024-11-10 07:38:27 AM | analyzer.0x04f062809b244e37e7fdc21d9409469c989c2342 | Return summary generated for onlyOwner
[INFO] | 2024-11-10 07:38:27 AM | analyzer.0x04f062809b244e37e7fdc21d9409469c989c2342 | State variable assignement do not exist
[INFO] | 2024-11-10 07:38:27 AM | analyzer.0x04f062809b244e37e7fdc21d9409469c989c2342 | Processed function onlyOwner
[INFO] | 2024-11-10 07:38:27 AM | analyzer.0x04f062809b244e37e7fdc21d9409469c989c2342 | Generating return summary for onlyAdmin
[INFO] | 2024-11-10 07:38:27 AM | analyzer.0x04f062809b244e37e7fdc21d9409469c989c2342 | Return summary generated for onlyAdmin
[INFO] | 2024-11-10 07:38:27 AM | analyzer.0x04f062809b244e37e7fdc21d9409469c989c2342 | State variable assignement do not exist
[INFO] | 2024-11-10 07:38:27 AM | analyzer.0x04f062809b244e37e7fdc21d9409469c989c2342 | Processed function onlyAdmin
[INFO] | 2024-11-10 07:38:27 AM | analyzer.0x04f062809b244e37e7fdc21d9409469c989c2342 | Generating return summary for transferOwnership
[INFO] | 2024-11-10 07:38:27 AM | analyzer.0x04f062809b244e37e7fdc21d9409469c989c2342 | Return summary generated for transferOwnership
[INFO] | 2024-11-10 07:38:27 AM | analyzer.0x04f062809b244e37e7fdc21d9409469c989c2342 | Range graph generated
[INFO] | 2024-11-10 07:38:27 AM | analyzer.0x04f062809b244e37e7fdc21d9409469c989c2342 | Processed function transferOwnership
[INFO] | 2024-11-10 07:38:27 AM | analyzer.0x04f062809b244e37e7fdc21d9409469c989c2342 | Generating return summary for withdraw
[INFO] | 2024-11-10 07:38:27 AM | analyzer.0x04f062809b244e37e7fdc21d9409469c989c2342 | Return summary generated for withdraw
[INFO] | 2024-11-10 07:38:27 AM | analyzer.0x04f062809b244e37e7fdc21d9409469c989c2342 | Range graph generated
[INFO] | 2024-11-10 07:38:27 AM | analyzer.0x04f062809b244e37e7fdc21d9409469c989c2342 | Processed function withdraw
[INFO] | 2024-11-10 07:38:27 AM | analyzer.0x04f062809b244e37e7fdc21d9409469c989c2342 | Generating return summary for collectFee
[INFO] | 2024-11-10 07:38:27 AM | analyzer.0x04f062809b244e37e7fdc21d9409469c989c2342 | Return summary generated for collectFee
[INFO] | 2024-11-10 07:38:27 AM | analyzer.0x04f062809b244e37e7fdc21d9409469c989c2342 | Range graph generated
[INFO] | 2024-11-10 07:38:27 AM | analyzer.0x04f062809b244e37e7fdc21d9409469c989c2342 | Processed function collectFee
[INFO] | 2024-11-10 07:38:27 AM | analyzer.0x04f062809b244e37e7fdc21d9409469c989c2342 | Generating return summary for withdrawByAdmin_Unau
[INFO] | 2024-11-10 07:38:27 AM | analyzer.0x04f062809b244e37e7fdc21d9409469c989c2342 | Return summary generated for withdrawByAdmin_Unau
[INFO] | 2024-11-10 07:38:27 AM | analyzer.0x04f062809b244e37e7fdc21d9409469c989c2342 | Range graph generated
[INFO] | 2024-11-10 07:38:27 AM | analyzer.0x04f062809b244e37e7fdc21d9409469c989c2342 | Processed function withdrawByAdmin_Unau
[INFO] | 2024-11-10 07:38:27 AM | analyzer.0x04f062809b244e37e7fdc21d9409469c989c2342 | Generating return summary for depositToken
[INFO] | 2024-11-10 07:38:27 AM | analyzer.0x04f062809b244e37e7fdc21d9409469c989c2342 | Return summary generated for depositToken
[INFO] | 2024-11-10 07:38:27 AM | analyzer.0x04f062809b244e37e7fdc21d9409469c989c2342 | Range graph generated
[INFO] | 2024-11-10 07:38:27 AM | analyzer.0x04f062809b244e37e7fdc21d9409469c989c2342 | Processed function depositToken
[INFO] | 2024-11-10 07:38:27 AM | analyzer.0x04f062809b244e37e7fdc21d9409469c989c2342 | Generating return summary for migrateByAdmin_DQV
[INFO] | 2024-11-10 07:38:27 AM | analyzer.0x04f062809b244e37e7fdc21d9409469c989c2342 | Return summary generated for migrateByAdmin_DQV
[INFO] | 2024-11-10 07:38:27 AM | analyzer.0x04f062809b244e37e7fdc21d9409469c989c2342 | Range graph generated
[INFO] | 2024-11-10 07:38:27 AM | analyzer.0x04f062809b244e37e7fdc21d9409469c989c2342 | Processed function migrateByAdmin_DQV
[INFO] | 2024-11-10 07:38:27 AM | analyzer.0x04f062809b244e37e7fdc21d9409469c989c2342 | Generating return summary for calculateFee
[INFO] | 2024-11-10 07:38:27 AM | analyzer.0x04f062809b244e37e7fdc21d9409469c989c2342 | Return summary generated for calculateFee
[INFO] | 2024-11-10 07:38:27 AM | analyzer.0x04f062809b244e37e7fdc21d9409469c989c2342 | State variable assignement do not exist
[INFO] | 2024-11-10 07:38:27 AM | analyzer.0x04f062809b244e37e7fdc21d9409469c989c2342 | Processed function calculateFee
[INFO] | 2024-11-10 07:38:27 AM | analyzer.0x04f062809b244e37e7fdc21d9409469c989c2342 | Generating return summary for calculateBaseGet
[INFO] | 2024-11-10 07:38:27 AM | analyzer.0x04f062809b244e37e7fdc21d9409469c989c2342 | Return summary generated for calculateBaseGet
[INFO] | 2024-11-10 07:38:27 AM | analyzer.0x04f062809b244e37e7fdc21d9409469c989c2342 | State variable assignement do not exist
[INFO] | 2024-11-10 07:38:27 AM | analyzer.0x04f062809b244e37e7fdc21d9409469c989c2342 | Processed function calculateBaseGet
[INFO] | 2024-11-10 07:38:27 AM | analyzer.0x04f062809b244e37e7fdc21d9409469c989c2342 | Generating return summary for cancelByAdmin
[INFO] | 2024-11-10 07:38:27 AM | analyzer.0x04f062809b244e37e7fdc21d9409469c989c2342 | Return summary generated for cancelByAdmin
[INFO] | 2024-11-10 07:38:27 AM | analyzer.0x04f062809b244e37e7fdc21d9409469c989c2342 | Range graph generated
[INFO] | 2024-11-10 07:38:27 AM | analyzer.0x04f062809b244e37e7fdc21d9409469c989c2342 | Processed function cancelByAdmin
[INFO] | 2024-11-10 07:38:27 AM | analyzer.0x04f062809b244e37e7fdc21d9409469c989c2342 | Generating return summary for transferForAdmin
[INFO] | 2024-11-10 07:38:27 AM | analyzer.0x04f062809b244e37e7fdc21d9409469c989c2342 | Return summary generated for transferForAdmin
[INFO] | 2024-11-10 07:38:27 AM | analyzer.0x04f062809b244e37e7fdc21d9409469c989c2342 | Range graph generated
[INFO] | 2024-11-10 07:38:27 AM | analyzer.0x04f062809b244e37e7fdc21d9409469c989c2342 | Processed function transferForAdmin
[INFO] | 2024-11-10 07:38:27 AM | analyzer.0x04f062809b244e37e7fdc21d9409469c989c2342 | Generating return summary for updateUserBalance
[INFO] | 2024-11-10 07:38:27 AM | analyzer.0x04f062809b244e37e7fdc21d9409469c989c2342 | Return summary generated for updateUserBalance
Traceback (most recent call last):
  File "contractlint.py", line 100, in analyze_contracts
    generated_vrg = VRG(slither_obj, callgraph, sdg_objects, target_contracts, graph_dir, dump_graph, log)
  File "/root/sailfish/code/static_analysis/analysis/range_graph.py", line 74, in __init__
    self.setup()
  File "/root/sailfish/code/static_analysis/analysis/range_graph.py", line 162, in setup
    self.process_bottom_up(leaf_nodes, self.callgraph._callgraph)
  File "/root/sailfish/code/static_analysis/analysis/range_graph.py", line 194, in process_bottom_up
    self.process_nonleaf_functions(cfg_obj)
  File "/root/sailfish/code/static_analysis/analysis/range_graph.py", line 265, in process_nonleaf_functions
    self.generate_range_graph(cfg_obj, parameters, return_values)
  File "/root/sailfish/code/static_analysis/analysis/range_graph.py", line 324, in generate_range_graph
    self.process_statevar_assignment(cfg_obj, parameters, return_values)
  File "/root/sailfish/code/static_analysis/analysis/range_graph.py", line 607, in process_statevar_assignment
    self.collect_conditional_pre_dominators(container_bb, cfg_obj, graph[0], graph[1], parameters)
  File "/root/sailfish/code/static_analysis/analysis/range_graph.py", line 409, in collect_conditional_pre_dominators
    range_node = RangeNode(var_list[0], parent, 'true', '==')
  File "/root/sailfish/code/static_analysis/analysis/range_node.py", line 31, in __init__
    self.setup()
  File "/root/sailfish/code/static_analysis/analysis/range_node.py", line 80, in setup
    left_expression = self.process_value_expressions(self._variable)
  File "/root/sailfish/code/static_analysis/analysis/range_node.py", line 178, in process_value_expressions
    lvalue = self.process_value_expressions(value[0])
  File "/root/sailfish/code/static_analysis/analysis/range_node.py", line 295, in process_value_expressions
    assert real_count_or == right_count_or, "ORed count does not match, debug!"
AssertionError: ORed count does not match, debug!

real	0m13.119s
user	0m13.789s
sys	0m2.340s
