[INFO] | 2024-11-10 07:37:46 AM | analyzer.0xd96d1947b7758271c4b0621d90808825121bf329 | Analysis started at: 2024-11-10 07:37:46 AM
[INFO] | 2024-11-10 07:37:47 AM | analyzer.0xd96d1947b7758271c4b0621d90808825121bf329 | Value Range Analysis took 0.002797 seconds
[INFO] | 2024-11-10 07:37:47 AM | analyzer.0xd96d1947b7758271c4b0621d90808825121bf329 | Value Range Analysis finished
[INFO] | 2024-11-10 07:37:47 AM | analyzer.0xd96d1947b7758271c4b0621d90808825121bf329 | Storage dependency graph compostion started!
[INFO] | 2024-11-10 07:37:47 AM | analyzer.0xd96d1947b7758271c4b0621d90808825121bf329 | Storage dependency graph compostion finished!
[INFO] | 2024-11-10 07:37:47 AM | analyzer.0xd96d1947b7758271c4b0621d90808825121bf329 | Dependency detection started!
[INFO] | 2024-11-10 07:37:47 AM | analyzer.0xd96d1947b7758271c4b0621d90808825121bf329 | Dependency detection finished!
[INFO] | 2024-11-10 07:37:47 AM | analyzer.0xd96d1947b7758271c4b0621d90808825121bf329 | Static Analysis took 1.358112 seconds
[INFO] | 2024-11-10 07:37:47 AM | analyzer.0xd96d1947b7758271c4b0621d90808825121bf329 | Dependency does not exist
[INFO] | 2024-11-10 07:37:47 AM | analyzer.0xd96d1947b7758271c4b0621d90808825121bf329 | Symbolic execution is not needed!
[INFO] | 2024-11-10 07:37:47 AM | analyzer.0xd96d1947b7758271c4b0621d90808825121bf329 | Analysis finished!
[INFO] | 2024-11-10 07:37:47 AM | analyzer.0xd96d1947b7758271c4b0621d90808825121bf329 | Analysis took 1.358309 seconds
[INFO] | 2024-11-10 07:37:47 AM | analyzer.0xd96d1947b7758271c4b0621d90808825121bf329 | Analysis finished at: 2024-11-10 07:37:47 AM

real	0m3.102s
user	0m3.859s
sys	0m2.241s
