[INFO] | 2024-11-10 07:38:37 AM | analyzer.0xe66888a40b5e6271006e2a0de47cfc70ca0ba4fa | Analysis started at: 2024-11-10 07:38:37 AM
[INFO] | 2024-11-10 07:38:39 AM | analyzer.0xe66888a40b5e6271006e2a0de47cfc70ca0ba4fa | Generating return summary for onlyOwner
[INFO] | 2024-11-10 07:38:39 AM | analyzer.0xe66888a40b5e6271006e2a0de47cfc70ca0ba4fa | Return summary generated for onlyOwner
[INFO] | 2024-11-10 07:38:39 AM | analyzer.0xe66888a40b5e6271006e2a0de47cfc70ca0ba4fa | State variable assignement do not exist
[INFO] | 2024-11-10 07:38:39 AM | analyzer.0xe66888a40b5e6271006e2a0de47cfc70ca0ba4fa | Processed function onlyOwner
[INFO] | 2024-11-10 07:38:39 AM | analyzer.0xe66888a40b5e6271006e2a0de47cfc70ca0ba4fa | Generating return summary for isAllowed
[INFO] | 2024-11-10 07:38:39 AM | analyzer.0xe66888a40b5e6271006e2a0de47cfc70ca0ba4fa | Return summary generated for isAllowed
[INFO] | 2024-11-10 07:38:39 AM | analyzer.0xe66888a40b5e6271006e2a0de47cfc70ca0ba4fa | State variable assignement do not exist
[INFO] | 2024-11-10 07:38:39 AM | analyzer.0xe66888a40b5e6271006e2a0de47cfc70ca0ba4fa | Processed function isAllowed
[INFO] | 2024-11-10 07:38:39 AM | analyzer.0xe66888a40b5e6271006e2a0de47cfc70ca0ba4fa | Generating return summary for transferOwnership
[INFO] | 2024-11-10 07:38:39 AM | analyzer.0xe66888a40b5e6271006e2a0de47cfc70ca0ba4fa | Return summary generated for transferOwnership
[INFO] | 2024-11-10 07:38:39 AM | analyzer.0xe66888a40b5e6271006e2a0de47cfc70ca0ba4fa | Range graph generated
[INFO] | 2024-11-10 07:38:39 AM | analyzer.0xe66888a40b5e6271006e2a0de47cfc70ca0ba4fa | Processed function transferOwnership
[INFO] | 2024-11-10 07:38:39 AM | analyzer.0xe66888a40b5e6271006e2a0de47cfc70ca0ba4fa | Generating return summary for airdrop
[INFO] | 2024-11-10 07:38:39 AM | analyzer.0xe66888a40b5e6271006e2a0de47cfc70ca0ba4fa | Return summary generated for airdrop
[INFO] | 2024-11-10 07:38:39 AM | analyzer.0xe66888a40b5e6271006e2a0de47cfc70ca0ba4fa | Range graph generated
[INFO] | 2024-11-10 07:38:39 AM | analyzer.0xe66888a40b5e6271006e2a0de47cfc70ca0ba4fa | Processed function airdrop
[INFO] | 2024-11-10 07:38:39 AM | analyzer.0xe66888a40b5e6271006e2a0de47cfc70ca0ba4fa | Generating return summary for airdropManually
[INFO] | 2024-11-10 07:38:39 AM | analyzer.0xe66888a40b5e6271006e2a0de47cfc70ca0ba4fa | Return summary generated for airdropManually
[INFO] | 2024-11-10 07:38:39 AM | analyzer.0xe66888a40b5e6271006e2a0de47cfc70ca0ba4fa | Range graph generated
[INFO] | 2024-11-10 07:38:39 AM | analyzer.0xe66888a40b5e6271006e2a0de47cfc70ca0ba4fa | Processed function airdropManually
[INFO] | 2024-11-10 07:38:39 AM | analyzer.0xe66888a40b5e6271006e2a0de47cfc70ca0ba4fa | Generating return summary for remainingTokenAmount
[INFO] | 2024-11-10 07:38:39 AM | analyzer.0xe66888a40b5e6271006e2a0de47cfc70ca0ba4fa | Return summary generated for remainingTokenAmount
[INFO] | 2024-11-10 07:38:39 AM | analyzer.0xe66888a40b5e6271006e2a0de47cfc70ca0ba4fa | State variable assignement do not exist
[INFO] | 2024-11-10 07:38:39 AM | analyzer.0xe66888a40b5e6271006e2a0de47cfc70ca0ba4fa | Processed function remainingTokenAmount
[INFO] | 2024-11-10 07:38:39 AM | analyzer.0xe66888a40b5e6271006e2a0de47cfc70ca0ba4fa | Generating return summary for transferOwnership
[INFO] | 2024-11-10 07:38:39 AM | analyzer.0xe66888a40b5e6271006e2a0de47cfc70ca0ba4fa | Return summary generated for transferOwnership
[INFO] | 2024-11-10 07:38:39 AM | analyzer.0xe66888a40b5e6271006e2a0de47cfc70ca0ba4fa | Range graph generated
[INFO] | 2024-11-10 07:38:39 AM | analyzer.0xe66888a40b5e6271006e2a0de47cfc70ca0ba4fa | Processed function transferOwnership
[INFO] | 2024-11-10 07:38:39 AM | analyzer.0xe66888a40b5e6271006e2a0de47cfc70ca0ba4fa | Generating return summary for setTokenAddress
[INFO] | 2024-11-10 07:38:39 AM | analyzer.0xe66888a40b5e6271006e2a0de47cfc70ca0ba4fa | Return summary generated for setTokenAddress
[INFO] | 2024-11-10 07:38:39 AM | analyzer.0xe66888a40b5e6271006e2a0de47cfc70ca0ba4fa | Range graph generated
[INFO] | 2024-11-10 07:38:39 AM | analyzer.0xe66888a40b5e6271006e2a0de47cfc70ca0ba4fa | Processed function setTokenAddress
[INFO] | 2024-11-10 07:38:39 AM | analyzer.0xe66888a40b5e6271006e2a0de47cfc70ca0ba4fa | Generating return summary for setAirdropEnabled
[INFO] | 2024-11-10 07:38:39 AM | analyzer.0xe66888a40b5e6271006e2a0de47cfc70ca0ba4fa | Return summary generated for setAirdropEnabled
[INFO] | 2024-11-10 07:38:39 AM | analyzer.0xe66888a40b5e6271006e2a0de47cfc70ca0ba4fa | Range graph generated
[INFO] | 2024-11-10 07:38:39 AM | analyzer.0xe66888a40b5e6271006e2a0de47cfc70ca0ba4fa | Processed function setAirdropEnabled
[INFO] | 2024-11-10 07:38:39 AM | analyzer.0xe66888a40b5e6271006e2a0de47cfc70ca0ba4fa | Value Range Analysis took 0.009414 seconds
[INFO] | 2024-11-10 07:38:39 AM | analyzer.0xe66888a40b5e6271006e2a0de47cfc70ca0ba4fa | Value Range Analysis finished
[INFO] | 2024-11-10 07:38:39 AM | analyzer.0xe66888a40b5e6271006e2a0de47cfc70ca0ba4fa | Storage dependency graph compostion started!
[INFO] | 2024-11-10 07:38:39 AM | analyzer.0xe66888a40b5e6271006e2a0de47cfc70ca0ba4fa | Storage dependency graph compostion finished!
[INFO] | 2024-11-10 07:38:39 AM | analyzer.0xe66888a40b5e6271006e2a0de47cfc70ca0ba4fa | Dependency detection started!
[INFO] | 2024-11-10 07:38:39 AM | analyzer.0xe66888a40b5e6271006e2a0de47cfc70ca0ba4fa | Dependency detection finished!
[INFO] | 2024-11-10 07:38:39 AM | analyzer.0xe66888a40b5e6271006e2a0de47cfc70ca0ba4fa | Static Analysis took 1.983298 seconds
[INFO] | 2024-11-10 07:38:39 AM | analyzer.0xe66888a40b5e6271006e2a0de47cfc70ca0ba4fa | Dependency does not exist
[INFO] | 2024-11-10 07:38:39 AM | analyzer.0xe66888a40b5e6271006e2a0de47cfc70ca0ba4fa | Symbolic execution is not needed!
[INFO] | 2024-11-10 07:38:39 AM | analyzer.0xe66888a40b5e6271006e2a0de47cfc70ca0ba4fa | Analysis finished!
[INFO] | 2024-11-10 07:38:39 AM | analyzer.0xe66888a40b5e6271006e2a0de47cfc70ca0ba4fa | Analysis took 1.983525 seconds
[INFO] | 2024-11-10 07:38:39 AM | analyzer.0xe66888a40b5e6271006e2a0de47cfc70ca0ba4fa | Analysis finished at: 2024-11-10 07:38:39 AM

real	0m3.759s
user	0m4.519s
sys	0m2.211s
