[INFO] | 2024-11-10 07:39:27 AM | analyzer.0x1963737af12d3649f6f319fb64af2aa29f7256b7 | Analysis started at: 2024-11-10 07:39:27 AM
[INFO] | 2024-11-10 07:39:33 AM | analyzer.0x1963737af12d3649f6f319fb64af2aa29f7256b7 | Return summary generated for transfer
[INFO] | 2024-11-10 07:39:33 AM | analyzer.0x1963737af12d3649f6f319fb64af2aa29f7256b7 | State variable assignement do not exist
[INFO] | 2024-11-10 07:39:33 AM | analyzer.0x1963737af12d3649f6f319fb64af2aa29f7256b7 | Processed function transfer
[INFO] | 2024-11-10 07:39:33 AM | analyzer.0x1963737af12d3649f6f319fb64af2aa29f7256b7 | Generating return summary for totalSupply
[INFO] | 2024-11-10 07:39:33 AM | analyzer.0x1963737af12d3649f6f319fb64af2aa29f7256b7 | Return summary generated for totalSupply
[INFO] | 2024-11-10 07:39:33 AM | analyzer.0x1963737af12d3649f6f319fb64af2aa29f7256b7 | State variable assignement do not exist
[INFO] | 2024-11-10 07:39:33 AM | analyzer.0x1963737af12d3649f6f319fb64af2aa29f7256b7 | Processed function totalSupply
[INFO] | 2024-11-10 07:39:33 AM | analyzer.0x1963737af12d3649f6f319fb64af2aa29f7256b7 | Generating return summary for balanceOf
[INFO] | 2024-11-10 07:39:33 AM | analyzer.0x1963737af12d3649f6f319fb64af2aa29f7256b7 | Return summary generated for balanceOf
[INFO] | 2024-11-10 07:39:33 AM | analyzer.0x1963737af12d3649f6f319fb64af2aa29f7256b7 | State variable assignement do not exist
[INFO] | 2024-11-10 07:39:33 AM | analyzer.0x1963737af12d3649f6f319fb64af2aa29f7256b7 | Processed function balanceOf
[INFO] | 2024-11-10 07:39:33 AM | analyzer.0x1963737af12d3649f6f319fb64af2aa29f7256b7 | Generating return summary for transfer
[INFO] | 2024-11-10 07:39:33 AM | analyzer.0x1963737af12d3649f6f319fb64af2aa29f7256b7 | Return summary generated for transfer
[INFO] | 2024-11-10 07:39:33 AM | analyzer.0x1963737af12d3649f6f319fb64af2aa29f7256b7 | State variable assignement do not exist
[INFO] | 2024-11-10 07:39:33 AM | analyzer.0x1963737af12d3649f6f319fb64af2aa29f7256b7 | Processed function transfer
[INFO] | 2024-11-10 07:39:33 AM | analyzer.0x1963737af12d3649f6f319fb64af2aa29f7256b7 | Generating return summary for name
[INFO] | 2024-11-10 07:39:33 AM | analyzer.0x1963737af12d3649f6f319fb64af2aa29f7256b7 | Return summary generated for name
[INFO] | 2024-11-10 07:39:33 AM | analyzer.0x1963737af12d3649f6f319fb64af2aa29f7256b7 | State variable assignement do not exist
[INFO] | 2024-11-10 07:39:33 AM | analyzer.0x1963737af12d3649f6f319fb64af2aa29f7256b7 | Processed function name
[INFO] | 2024-11-10 07:39:33 AM | analyzer.0x1963737af12d3649f6f319fb64af2aa29f7256b7 | Generating return summary for symbol
[INFO] | 2024-11-10 07:39:33 AM | analyzer.0x1963737af12d3649f6f319fb64af2aa29f7256b7 | Return summary generated for symbol
[INFO] | 2024-11-10 07:39:33 AM | analyzer.0x1963737af12d3649f6f319fb64af2aa29f7256b7 | State variable assignement do not exist
[INFO] | 2024-11-10 07:39:33 AM | analyzer.0x1963737af12d3649f6f319fb64af2aa29f7256b7 | Processed function symbol
[INFO] | 2024-11-10 07:39:33 AM | analyzer.0x1963737af12d3649f6f319fb64af2aa29f7256b7 | Generating return summary for allowance
[INFO] | 2024-11-10 07:39:33 AM | analyzer.0x1963737af12d3649f6f319fb64af2aa29f7256b7 | Return summary generated for allowance
[INFO] | 2024-11-10 07:39:33 AM | analyzer.0x1963737af12d3649f6f319fb64af2aa29f7256b7 | State variable assignement do not exist
[INFO] | 2024-11-10 07:39:33 AM | analyzer.0x1963737af12d3649f6f319fb64af2aa29f7256b7 | Processed function allowance
[INFO] | 2024-11-10 07:39:33 AM | analyzer.0x1963737af12d3649f6f319fb64af2aa29f7256b7 | Generating return summary for transferFrom
[INFO] | 2024-11-10 07:39:33 AM | analyzer.0x1963737af12d3649f6f319fb64af2aa29f7256b7 | Return summary generated for transferFrom
[INFO] | 2024-11-10 07:39:33 AM | analyzer.0x1963737af12d3649f6f319fb64af2aa29f7256b7 | State variable assignement do not exist
[INFO] | 2024-11-10 07:39:33 AM | analyzer.0x1963737af12d3649f6f319fb64af2aa29f7256b7 | Processed function transferFrom
[INFO] | 2024-11-10 07:39:33 AM | analyzer.0x1963737af12d3649f6f319fb64af2aa29f7256b7 | Generating return summary for approve
[INFO] | 2024-11-10 07:39:33 AM | analyzer.0x1963737af12d3649f6f319fb64af2aa29f7256b7 | Return summary generated for approve
[INFO] | 2024-11-10 07:39:33 AM | analyzer.0x1963737af12d3649f6f319fb64af2aa29f7256b7 | State variable assignement do not exist
[INFO] | 2024-11-10 07:39:33 AM | analyzer.0x1963737af12d3649f6f319fb64af2aa29f7256b7 | Processed function approve
[INFO] | 2024-11-10 07:39:33 AM | analyzer.0x1963737af12d3649f6f319fb64af2aa29f7256b7 | Generating return summary for isContract
[WARNING] | 2024-11-10 07:39:33 AM | analyzer.0x1963737af12d3649f6f319fb64af2aa29f7256b7 | Can there be this kind of variables
[INFO] | 2024-11-10 07:39:33 AM | analyzer.0x1963737af12d3649f6f319fb64af2aa29f7256b7 | Return summary generated for isContract
[INFO] | 2024-11-10 07:39:33 AM | analyzer.0x1963737af12d3649f6f319fb64af2aa29f7256b7 | State variable assignement do not exist
[INFO] | 2024-11-10 07:39:33 AM | analyzer.0x1963737af12d3649f6f319fb64af2aa29f7256b7 | Processed function isContract
[INFO] | 2024-11-10 07:39:33 AM | analyzer.0x1963737af12d3649f6f319fb64af2aa29f7256b7 | Generating return summary for MiMCSponge
[INFO] | 2024-11-10 07:39:33 AM | analyzer.0x1963737af12d3649f6f319fb64af2aa29f7256b7 | Return summary generated for MiMCSponge
[INFO] | 2024-11-10 07:39:33 AM | analyzer.0x1963737af12d3649f6f319fb64af2aa29f7256b7 | State variable assignement do not exist
[INFO] | 2024-11-10 07:39:33 AM | analyzer.0x1963737af12d3649f6f319fb64af2aa29f7256b7 | Processed function MiMCSponge
[INFO] | 2024-11-10 07:39:33 AM | analyzer.0x1963737af12d3649f6f319fb64af2aa29f7256b7 | Generating return summary for isKnownRoot
[INFO] | 2024-11-10 07:39:33 AM | analyzer.0x1963737af12d3649f6f319fb64af2aa29f7256b7 | Return summary generated for isKnownRoot
[INFO] | 2024-11-10 07:39:33 AM | analyzer.0x1963737af12d3649f6f319fb64af2aa29f7256b7 | State variable assignement do not exist
[INFO] | 2024-11-10 07:39:33 AM | analyzer.0x1963737af12d3649f6f319fb64af2aa29f7256b7 | Processed function isKnownRoot
[INFO] | 2024-11-10 07:39:33 AM | analyzer.0x1963737af12d3649f6f319fb64af2aa29f7256b7 | Generating return summary for getLastRoot
[INFO] | 2024-11-10 07:39:33 AM | analyzer.0x1963737af12d3649f6f319fb64af2aa29f7256b7 | Return summary generated for getLastRoot
[INFO] | 2024-11-10 07:39:33 AM | analyzer.0x1963737af12d3649f6f319fb64af2aa29f7256b7 | State variable assignement do not exist
[INFO] | 2024-11-10 07:39:33 AM | analyzer.0x1963737af12d3649f6f319fb64af2aa29f7256b7 | Processed function getLastRoot
[INFO] | 2024-11-10 07:39:33 AM | analyzer.0x1963737af12d3649f6f319fb64af2aa29f7256b7 | Generating return summary for slitherConstructorVariables
[INFO] | 2024-11-10 07:39:33 AM | analyzer.0x1963737af12d3649f6f319fb64af2aa29f7256b7 | Return summary generated for slitherConstructorVariables
[INFO] | 2024-11-10 07:39:33 AM | analyzer.0x1963737af12d3649f6f319fb64af2aa29f7256b7 | Range graph generated
[INFO] | 2024-11-10 07:39:33 AM | analyzer.0x1963737af12d3649f6f319fb64af2aa29f7256b7 | Processed function slitherConstructorVariables
[INFO] | 2024-11-10 07:39:33 AM | analyzer.0x1963737af12d3649f6f319fb64af2aa29f7256b7 | Generating return summary for verifyProof
[INFO] | 2024-11-10 07:39:33 AM | analyzer.0x1963737af12d3649f6f319fb64af2aa29f7256b7 | Return summary generated for verifyProof
[INFO] | 2024-11-10 07:39:33 AM | analyzer.0x1963737af12d3649f6f319fb64af2aa29f7256b7 | State variable assignement do not exist
[INFO] | 2024-11-10 07:39:33 AM | analyzer.0x1963737af12d3649f6f319fb64af2aa29f7256b7 | Processed function verifyProof
[INFO] | 2024-11-10 07:39:33 AM | analyzer.0x1963737af12d3649f6f319fb64af2aa29f7256b7 | Generating return summary for verifyNullifier
[INFO] | 2024-11-10 07:39:33 AM | analyzer.0x1963737af12d3649f6f319fb64af2aa29f7256b7 | Return summary generated for verifyNullifier
[INFO] | 2024-11-10 07:39:33 AM | analyzer.0x1963737af12d3649f6f319fb64af2aa29f7256b7 | State variable assignement do not exist
[INFO] | 2024-11-10 07:39:33 AM | analyzer.0x1963737af12d3649f6f319fb64af2aa29f7256b7 | Processed function verifyNullifier
[INFO] | 2024-11-10 07:39:33 AM | analyzer.0x1963737af12d3649f6f319fb64af2aa29f7256b7 | Generating return summary for constructor
[INFO] | 2024-11-10 07:39:33 AM | analyzer.0x1963737af12d3649f6f319fb64af2aa29f7256b7 | Return summary generated for constructor
[INFO] | 2024-11-10 07:39:33 AM | analyzer.0x1963737af12d3649f6f319fb64af2aa29f7256b7 | Range graph generated
[INFO] | 2024-11-10 07:39:33 AM | analyzer.0x1963737af12d3649f6f319fb64af2aa29f7256b7 | Processed function constructor
[INFO] | 2024-11-10 07:39:33 AM | analyzer.0x1963737af12d3649f6f319fb64af2aa29f7256b7 | Generating return summary for WETH
[INFO] | 2024-11-10 07:39:33 AM | analyzer.0x1963737af12d3649f6f319fb64af2aa29f7256b7 | Return summary generated for WETH
[INFO] | 2024-11-10 07:39:33 AM | analyzer.0x1963737af12d3649f6f319fb64af2aa29f7256b7 | State variable assignement do not exist
[INFO] | 2024-11-10 07:39:33 AM | analyzer.0x1963737af12d3649f6f319fb64af2aa29f7256b7 | Processed function WETH
[INFO] | 2024-11-10 07:39:33 AM | analyzer.0x1963737af12d3649f6f319fb64af2aa29f7256b7 | Generating return summary for swapExactETHForTokensSupportingFeeOnTransferTokens
[INFO] | 2024-11-10 07:39:33 AM | analyzer.0x1963737af12d3649f6f319fb64af2aa29f7256b7 | Return summary generated for swapExactETHForTokensSupportingFeeOnTransferTokens
[INFO] | 2024-11-10 07:39:33 AM | analyzer.0x1963737af12d3649f6f319fb64af2aa29f7256b7 | State variable assignement do not exist
[INFO] | 2024-11-10 07:39:33 AM | analyzer.0x1963737af12d3649f6f319fb64af2aa29f7256b7 | Processed function swapExactETHForTokensSupportingFeeOnTransferTokens
[INFO] | 2024-11-10 07:39:33 AM | analyzer.0x1963737af12d3649f6f319fb64af2aa29f7256b7 | Generating return summary for constructor
[INFO] | 2024-11-10 07:39:33 AM | analyzer.0x1963737af12d3649f6f319fb64af2aa29f7256b7 | Return summary generated for constructor
[INFO] | 2024-11-10 07:39:33 AM | analyzer.0x1963737af12d3649f6f319fb64af2aa29f7256b7 | Range graph generated
[INFO] | 2024-11-10 07:39:33 AM | analyzer.0x1963737af12d3649f6f319fb64af2aa29f7256b7 | Processed function constructor
[INFO] | 2024-11-10 07:39:33 AM | analyzer.0x1963737af12d3649f6f319fb64af2aa29f7256b7 | Generating return summary for isKnownRoot
[INFO] | 2024-11-10 07:39:33 AM | analyzer.0x1963737af12d3649f6f319fb64af2aa29f7256b7 | Return summary generated for isKnownRoot
[INFO] | 2024-11-10 07:39:33 AM | analyzer.0x1963737af12d3649f6f319fb64af2aa29f7256b7 | State variable assignement do not exist
[INFO] | 2024-11-10 07:39:33 AM | analyzer.0x1963737af12d3649f6f319fb64af2aa29f7256b7 | Processed function isKnownRoot
[INFO] | 2024-11-10 07:39:33 AM | analyzer.0x1963737af12d3649f6f319fb64af2aa29f7256b7 | Generating return summary for getLastRoot
[INFO] | 2024-11-10 07:39:33 AM | analyzer.0x1963737af12d3649f6f319fb64af2aa29f7256b7 | Return summary generated for getLastRoot
[INFO] | 2024-11-10 07:39:33 AM | analyzer.0x1963737af12d3649f6f319fb64af2aa29f7256b7 | State variable assignement do not exist
[INFO] | 2024-11-10 07:39:33 AM | analyzer.0x1963737af12d3649f6f319fb64af2aa29f7256b7 | Processed function getLastRoot
[INFO] | 2024-11-10 07:39:33 AM | analyzer.0x1963737af12d3649f6f319fb64af2aa29f7256b7 | Generating return summary for version
[INFO] | 2024-11-10 07:39:33 AM | analyzer.0x1963737af12d3649f6f319fb64af2aa29f7256b7 | Return summary generated for version
[INFO] | 2024-11-10 07:39:33 AM | analyzer.0x1963737af12d3649f6f319fb64af2aa29f7256b7 | State variable assignement do not exist
[INFO] | 2024-11-10 07:39:33 AM | analyzer.0x1963737af12d3649f6f319fb64af2aa29f7256b7 | Processed function version
[INFO] | 2024-11-10 07:39:33 AM | analyzer.0x1963737af12d3649f6f319fb64af2aa29f7256b7 | Generating return summary for slitherConstructorVariables
[INFO] | 2024-11-10 07:39:33 AM | analyzer.0x1963737af12d3649f6f319fb64af2aa29f7256b7 | Return summary generated for slitherConstructorVariables
[INFO] | 2024-11-10 07:39:33 AM | analyzer.0x1963737af12d3649f6f319fb64af2aa29f7256b7 | Range graph generated
[INFO] | 2024-11-10 07:39:33 AM | analyzer.0x1963737af12d3649f6f319fb64af2aa29f7256b7 | Processed function slitherConstructorVariables
[INFO] | 2024-11-10 07:39:33 AM | analyzer.0x1963737af12d3649f6f319fb64af2aa29f7256b7 | Generating return summary for nonReentrant
[INFO] | 2024-11-10 07:39:33 AM | analyzer.0x1963737af12d3649f6f319fb64af2aa29f7256b7 | Return summary generated for nonReentrant
[INFO] | 2024-11-10 07:39:33 AM | analyzer.0x1963737af12d3649f6f319fb64af2aa29f7256b7 | Range graph generated
[INFO] | 2024-11-10 07:39:33 AM | analyzer.0x1963737af12d3649f6f319fb64af2aa29f7256b7 | Processed function nonReentrant
[INFO] | 2024-11-10 07:39:33 AM | analyzer.0x1963737af12d3649f6f319fb64af2aa29f7256b7 | Generating return summary for onlyOwner
[INFO] | 2024-11-10 07:39:33 AM | analyzer.0x1963737af12d3649f6f319fb64af2aa29f7256b7 | Return summary generated for onlyOwner
[INFO] | 2024-11-10 07:39:33 AM | analyzer.0x1963737af12d3649f6f319fb64af2aa29f7256b7 | State variable assignement do not exist
[INFO] | 2024-11-10 07:39:33 AM | analyzer.0x1963737af12d3649f6f319fb64af2aa29f7256b7 | Processed function onlyOwner
[INFO] | 2024-11-10 07:39:33 AM | analyzer.0x1963737af12d3649f6f319fb64af2aa29f7256b7 | Generating return summary for swapAndShare
[INFO] | 2024-11-10 07:39:33 AM | analyzer.0x1963737af12d3649f6f319fb64af2aa29f7256b7 | Return summary generated for swapAndShare
[INFO] | 2024-11-10 07:39:33 AM | analyzer.0x1963737af12d3649f6f319fb64af2aa29f7256b7 | Range graph generated
[INFO] | 2024-11-10 07:39:33 AM | analyzer.0x1963737af12d3649f6f319fb64af2aa29f7256b7 | Processed function swapAndShare
[INFO] | 2024-11-10 07:39:33 AM | analyzer.0x1963737af12d3649f6f319fb64af2aa29f7256b7 | Generating return summary for getAccumulateM87
[INFO] | 2024-11-10 07:39:33 AM | analyzer.0x1963737af12d3649f6f319fb64af2aa29f7256b7 | Return summary generated for getAccumulateM87
[INFO] | 2024-11-10 07:39:33 AM | analyzer.0x1963737af12d3649f6f319fb64af2aa29f7256b7 | State variable assignement do not exist
[INFO] | 2024-11-10 07:39:33 AM | analyzer.0x1963737af12d3649f6f319fb64af2aa29f7256b7 | Processed function getAccumulateM87
[INFO] | 2024-11-10 07:39:33 AM | analyzer.0x1963737af12d3649f6f319fb64af2aa29f7256b7 | Generating return summary for sendRewardtoPool
[INFO] | 2024-11-10 07:39:33 AM | analyzer.0x1963737af12d3649f6f319fb64af2aa29f7256b7 | Return summary generated for sendRewardtoPool
[WARNING] | 2024-11-10 07:39:33 AM | analyzer.0x1963737af12d3649f6f319fb64af2aa29f7256b7 | No lvalue eligible assignment, is this some bug!
[INFO] | 2024-11-10 07:39:33 AM | analyzer.0x1963737af12d3649f6f319fb64af2aa29f7256b7 | Range graph generated
[INFO] | 2024-11-10 07:39:33 AM | analyzer.0x1963737af12d3649f6f319fb64af2aa29f7256b7 | Processed function sendRewardtoPool
[INFO] | 2024-11-10 07:39:33 AM | analyzer.0x1963737af12d3649f6f319fb64af2aa29f7256b7 | Generating return summary for constructor
[INFO] | 2024-11-10 07:39:33 AM | analyzer.0x1963737af12d3649f6f319fb64af2aa29f7256b7 | Return summary generated for constructor
[INFO] | 2024-11-10 07:39:33 AM | analyzer.0x1963737af12d3649f6f319fb64af2aa29f7256b7 | Range graph generated
[INFO] | 2024-11-10 07:39:33 AM | analyzer.0x1963737af12d3649f6f319fb64af2aa29f7256b7 | Processed function constructor
[INFO] | 2024-11-10 07:39:33 AM | analyzer.0x1963737af12d3649f6f319fb64af2aa29f7256b7 | Generating return summary for updateM87Token
[INFO] | 2024-11-10 07:39:33 AM | analyzer.0x1963737af12d3649f6f319fb64af2aa29f7256b7 | Return summary generated for updateM87Token
[INFO] | 2024-11-10 07:39:33 AM | analyzer.0x1963737af12d3649f6f319fb64af2aa29f7256b7 | Range graph generated
[INFO] | 2024-11-10 07:39:33 AM | analyzer.0x1963737af12d3649f6f319fb64af2aa29f7256b7 | Processed function updateM87Token
[INFO] | 2024-11-10 07:39:33 AM | analyzer.0x1963737af12d3649f6f319fb64af2aa29f7256b7 | Generating return summary for callOptionalReturn
[INFO] | 2024-11-10 07:39:33 AM | analyzer.0x1963737af12d3649f6f319fb64af2aa29f7256b7 | Return summary generated for callOptionalReturn
[INFO] | 2024-11-10 07:39:33 AM | analyzer.0x1963737af12d3649f6f319fb64af2aa29f7256b7 | State variable assignement do not exist
[INFO] | 2024-11-10 07:39:33 AM | analyzer.0x1963737af12d3649f6f319fb64af2aa29f7256b7 | Processed function callOptionalReturn
[INFO] | 2024-11-10 07:39:33 AM | analyzer.0x1963737af12d3649f6f319fb64af2aa29f7256b7 | Generating return summary for hashLeftRight
[INFO] | 2024-11-10 07:39:33 AM | analyzer.0x1963737af12d3649f6f319fb64af2aa29f7256b7 | Generating return summary for MiMCSponge
[INFO] | 2024-11-10 07:39:33 AM | analyzer.0x1963737af12d3649f6f319fb64af2aa29f7256b7 | Return summary generated for MiMCSponge
[INFO] | 2024-11-10 07:39:33 AM | analyzer.0x1963737af12d3649f6f319fb64af2aa29f7256b7 | Return summary generated for hashLeftRight
[INFO] | 2024-11-10 07:39:33 AM | analyzer.0x1963737af12d3649f6f319fb64af2aa29f7256b7 | State variable assignement do not exist
[INFO] | 2024-11-10 07:39:33 AM | analyzer.0x1963737af12d3649f6f319fb64af2aa29f7256b7 | Processed function hashLeftRight
[INFO] | 2024-11-10 07:39:33 AM | analyzer.0x1963737af12d3649f6f319fb64af2aa29f7256b7 | Generating return summary for hashLeftRight
[INFO] | 2024-11-10 07:39:33 AM | analyzer.0x1963737af12d3649f6f319fb64af2aa29f7256b7 | Generating return summary for MiMCSponge
[INFO] | 2024-11-10 07:39:33 AM | analyzer.0x1963737af12d3649f6f319fb64af2aa29f7256b7 | Return summary generated for MiMCSponge
[INFO] | 2024-11-10 07:39:33 AM | analyzer.0x1963737af12d3649f6f319fb64af2aa29f7256b7 | Return summary generated for hashLeftRight
[INFO] | 2024-11-10 07:39:33 AM | analyzer.0x1963737af12d3649f6f319fb64af2aa29f7256b7 | State variable assignement do not exist
[INFO] | 2024-11-10 07:39:33 AM | analyzer.0x1963737af12d3649f6f319fb64af2aa29f7256b7 | Processed function hashLeftRight
[INFO] | 2024-11-10 07:39:33 AM | analyzer.0x1963737af12d3649f6f319fb64af2aa29f7256b7 | Generating return summary for updateVerifier
[INFO] | 2024-11-10 07:39:33 AM | analyzer.0x1963737af12d3649f6f319fb64af2aa29f7256b7 | Return summary generated for updateVerifier
[INFO] | 2024-11-10 07:39:33 AM | analyzer.0x1963737af12d3649f6f319fb64af2aa29f7256b7 | Range graph generated
[INFO] | 2024-11-10 07:39:33 AM | analyzer.0x1963737af12d3649f6f319fb64af2aa29f7256b7 | Processed function updateVerifier
[INFO] | 2024-11-10 07:39:33 AM | analyzer.0x1963737af12d3649f6f319fb64af2aa29f7256b7 | Generating return summary for changeMessierOwner
[INFO] | 2024-11-10 07:39:33 AM | analyzer.0x1963737af12d3649f6f319fb64af2aa29f7256b7 | Return summary generated for changeMessierOwner
[INFO] | 2024-11-10 07:39:33 AM | analyzer.0x1963737af12d3649f6f319fb64af2aa29f7256b7 | Range graph generated
[INFO] | 2024-11-10 07:39:33 AM | analyzer.0x1963737af12d3649f6f319fb64af2aa29f7256b7 | Processed function changeMessierOwner
[INFO] | 2024-11-10 07:39:33 AM | analyzer.0x1963737af12d3649f6f319fb64af2aa29f7256b7 | Generating return summary for changeTreasury
[INFO] | 2024-11-10 07:39:33 AM | analyzer.0x1963737af12d3649f6f319fb64af2aa29f7256b7 | Return summary generated for changeTreasury
