[INFO] | 2024-11-10 07:37:07 AM | analyzer.0x589fbf3d4168518b8b849b7eedfdb719407900ca | Analysis started at: 2024-11-10 07:37:07 AM
[INFO] | 2024-11-10 07:37:10 AM | analyzer.0x589fbf3d4168518b8b849b7eedfdb719407900ca | Processed function transfer
[INFO] | 2024-11-10 07:37:10 AM | analyzer.0x589fbf3d4168518b8b849b7eedfdb719407900ca | Generating return summary for allowance
[INFO] | 2024-11-10 07:37:10 AM | analyzer.0x589fbf3d4168518b8b849b7eedfdb719407900ca | Return summary generated for allowance
[INFO] | 2024-11-10 07:37:10 AM | analyzer.0x589fbf3d4168518b8b849b7eedfdb719407900ca | State variable assignement do not exist
[INFO] | 2024-11-10 07:37:10 AM | analyzer.0x589fbf3d4168518b8b849b7eedfdb719407900ca | Processed function allowance
[INFO] | 2024-11-10 07:37:10 AM | analyzer.0x589fbf3d4168518b8b849b7eedfdb719407900ca | Generating return summary for transferFrom
[INFO] | 2024-11-10 07:37:10 AM | analyzer.0x589fbf3d4168518b8b849b7eedfdb719407900ca | Return summary generated for transferFrom
[INFO] | 2024-11-10 07:37:10 AM | analyzer.0x589fbf3d4168518b8b849b7eedfdb719407900ca | State variable assignement do not exist
[INFO] | 2024-11-10 07:37:10 AM | analyzer.0x589fbf3d4168518b8b849b7eedfdb719407900ca | Processed function transferFrom
[INFO] | 2024-11-10 07:37:10 AM | analyzer.0x589fbf3d4168518b8b849b7eedfdb719407900ca | Generating return summary for approve
[INFO] | 2024-11-10 07:37:10 AM | analyzer.0x589fbf3d4168518b8b849b7eedfdb719407900ca | Return summary generated for approve
[INFO] | 2024-11-10 07:37:10 AM | analyzer.0x589fbf3d4168518b8b849b7eedfdb719407900ca | State variable assignement do not exist
[INFO] | 2024-11-10 07:37:10 AM | analyzer.0x589fbf3d4168518b8b849b7eedfdb719407900ca | Processed function approve
[INFO] | 2024-11-10 07:37:10 AM | analyzer.0x589fbf3d4168518b8b849b7eedfdb719407900ca | Generating return summary for constructor
[INFO] | 2024-11-10 07:37:10 AM | analyzer.0x589fbf3d4168518b8b849b7eedfdb719407900ca | Return summary generated for constructor
[INFO] | 2024-11-10 07:37:10 AM | analyzer.0x589fbf3d4168518b8b849b7eedfdb719407900ca | Range graph generated
[INFO] | 2024-11-10 07:37:10 AM | analyzer.0x589fbf3d4168518b8b849b7eedfdb719407900ca | Processed function constructor
[INFO] | 2024-11-10 07:37:10 AM | analyzer.0x589fbf3d4168518b8b849b7eedfdb719407900ca | Generating return summary for onlyOwner
[INFO] | 2024-11-10 07:37:10 AM | analyzer.0x589fbf3d4168518b8b849b7eedfdb719407900ca | Return summary generated for onlyOwner
[INFO] | 2024-11-10 07:37:10 AM | analyzer.0x589fbf3d4168518b8b849b7eedfdb719407900ca | State variable assignement do not exist
[INFO] | 2024-11-10 07:37:10 AM | analyzer.0x589fbf3d4168518b8b849b7eedfdb719407900ca | Processed function onlyOwner
[INFO] | 2024-11-10 07:37:10 AM | analyzer.0x589fbf3d4168518b8b849b7eedfdb719407900ca | Generating return summary for mul
[INFO] | 2024-11-10 07:37:10 AM | analyzer.0x589fbf3d4168518b8b849b7eedfdb719407900ca | Return summary generated for mul
[INFO] | 2024-11-10 07:37:10 AM | analyzer.0x589fbf3d4168518b8b849b7eedfdb719407900ca | State variable assignement do not exist
[INFO] | 2024-11-10 07:37:10 AM | analyzer.0x589fbf3d4168518b8b849b7eedfdb719407900ca | Processed function mul
[INFO] | 2024-11-10 07:37:10 AM | analyzer.0x589fbf3d4168518b8b849b7eedfdb719407900ca | Generating return summary for div
[INFO] | 2024-11-10 07:37:10 AM | analyzer.0x589fbf3d4168518b8b849b7eedfdb719407900ca | Return summary generated for div
[INFO] | 2024-11-10 07:37:10 AM | analyzer.0x589fbf3d4168518b8b849b7eedfdb719407900ca | State variable assignement do not exist
[INFO] | 2024-11-10 07:37:10 AM | analyzer.0x589fbf3d4168518b8b849b7eedfdb719407900ca | Processed function div
[INFO] | 2024-11-10 07:37:10 AM | analyzer.0x589fbf3d4168518b8b849b7eedfdb719407900ca | Generating return summary for sub
[INFO] | 2024-11-10 07:37:10 AM | analyzer.0x589fbf3d4168518b8b849b7eedfdb719407900ca | Return summary generated for sub
[INFO] | 2024-11-10 07:37:10 AM | analyzer.0x589fbf3d4168518b8b849b7eedfdb719407900ca | State variable assignement do not exist
[INFO] | 2024-11-10 07:37:10 AM | analyzer.0x589fbf3d4168518b8b849b7eedfdb719407900ca | Processed function sub
[INFO] | 2024-11-10 07:37:10 AM | analyzer.0x589fbf3d4168518b8b849b7eedfdb719407900ca | Generating return summary for add
[INFO] | 2024-11-10 07:37:10 AM | analyzer.0x589fbf3d4168518b8b849b7eedfdb719407900ca | Return summary generated for add
[INFO] | 2024-11-10 07:37:10 AM | analyzer.0x589fbf3d4168518b8b849b7eedfdb719407900ca | State variable assignement do not exist
[INFO] | 2024-11-10 07:37:10 AM | analyzer.0x589fbf3d4168518b8b849b7eedfdb719407900ca | Processed function add
[INFO] | 2024-11-10 07:37:10 AM | analyzer.0x589fbf3d4168518b8b849b7eedfdb719407900ca | Generating return summary for uint2str
[INFO] | 2024-11-10 07:37:10 AM | analyzer.0x589fbf3d4168518b8b849b7eedfdb719407900ca | Return summary generated for uint2str
[INFO] | 2024-11-10 07:37:10 AM | analyzer.0x589fbf3d4168518b8b849b7eedfdb719407900ca | State variable assignement do not exist
[INFO] | 2024-11-10 07:37:10 AM | analyzer.0x589fbf3d4168518b8b849b7eedfdb719407900ca | Processed function uint2str
[INFO] | 2024-11-10 07:37:10 AM | analyzer.0x589fbf3d4168518b8b849b7eedfdb719407900ca | Generating return summary for constructor
[INFO] | 2024-11-10 07:37:10 AM | analyzer.0x589fbf3d4168518b8b849b7eedfdb719407900ca | Return summary generated for constructor
[INFO] | 2024-11-10 07:37:10 AM | analyzer.0x589fbf3d4168518b8b849b7eedfdb719407900ca | Range graph generated
[INFO] | 2024-11-10 07:37:10 AM | analyzer.0x589fbf3d4168518b8b849b7eedfdb719407900ca | Processed function constructor
[INFO] | 2024-11-10 07:37:10 AM | analyzer.0x589fbf3d4168518b8b849b7eedfdb719407900ca | Generating return summary for constructor
[INFO] | 2024-11-10 07:37:10 AM | analyzer.0x589fbf3d4168518b8b849b7eedfdb719407900ca | Return summary generated for constructor
[INFO] | 2024-11-10 07:37:10 AM | analyzer.0x589fbf3d4168518b8b849b7eedfdb719407900ca | Range graph generated
[INFO] | 2024-11-10 07:37:10 AM | analyzer.0x589fbf3d4168518b8b849b7eedfdb719407900ca | Processed function constructor
[INFO] | 2024-11-10 07:37:10 AM | analyzer.0x589fbf3d4168518b8b849b7eedfdb719407900ca | Generating return summary for fallback
[INFO] | 2024-11-10 07:37:10 AM | analyzer.0x589fbf3d4168518b8b849b7eedfdb719407900ca | Return summary generated for fallback
[INFO] | 2024-11-10 07:37:10 AM | analyzer.0x589fbf3d4168518b8b849b7eedfdb719407900ca | State variable assignement do not exist
[INFO] | 2024-11-10 07:37:10 AM | analyzer.0x589fbf3d4168518b8b849b7eedfdb719407900ca | Processed function fallback
[INFO] | 2024-11-10 07:37:10 AM | analyzer.0x589fbf3d4168518b8b849b7eedfdb719407900ca | Generating return summary for slitherConstructorVariables
[INFO] | 2024-11-10 07:37:10 AM | analyzer.0x589fbf3d4168518b8b849b7eedfdb719407900ca | Return summary generated for slitherConstructorVariables
[INFO] | 2024-11-10 07:37:10 AM | analyzer.0x589fbf3d4168518b8b849b7eedfdb719407900ca | Range graph generated
[INFO] | 2024-11-10 07:37:10 AM | analyzer.0x589fbf3d4168518b8b849b7eedfdb719407900ca | Processed function slitherConstructorVariables
[INFO] | 2024-11-10 07:37:10 AM | analyzer.0x589fbf3d4168518b8b849b7eedfdb719407900ca | Generating return summary for onlyOwner
[INFO] | 2024-11-10 07:37:10 AM | analyzer.0x589fbf3d4168518b8b849b7eedfdb719407900ca | Return summary generated for onlyOwner
[INFO] | 2024-11-10 07:37:10 AM | analyzer.0x589fbf3d4168518b8b849b7eedfdb719407900ca | State variable assignement do not exist
[INFO] | 2024-11-10 07:37:10 AM | analyzer.0x589fbf3d4168518b8b849b7eedfdb719407900ca | Processed function onlyOwner
[INFO] | 2024-11-10 07:37:10 AM | analyzer.0x589fbf3d4168518b8b849b7eedfdb719407900ca | Generating return summary for onlyOwnerOrAdmin
[INFO] | 2024-11-10 07:37:10 AM | analyzer.0x589fbf3d4168518b8b849b7eedfdb719407900ca | Return summary generated for onlyOwnerOrAdmin
[INFO] | 2024-11-10 07:37:10 AM | analyzer.0x589fbf3d4168518b8b849b7eedfdb719407900ca | State variable assignement do not exist
[INFO] | 2024-11-10 07:37:10 AM | analyzer.0x589fbf3d4168518b8b849b7eedfdb719407900ca | Processed function onlyOwnerOrAdmin
[INFO] | 2024-11-10 07:37:10 AM | analyzer.0x589fbf3d4168518b8b849b7eedfdb719407900ca | Generating return summary for constructor
[INFO] | 2024-11-10 07:37:10 AM | analyzer.0x589fbf3d4168518b8b849b7eedfdb719407900ca | Return summary generated for constructor
[INFO] | 2024-11-10 07:37:10 AM | analyzer.0x589fbf3d4168518b8b849b7eedfdb719407900ca | Range graph generated
[INFO] | 2024-11-10 07:37:10 AM | analyzer.0x589fbf3d4168518b8b849b7eedfdb719407900ca | Processed function constructor
[INFO] | 2024-11-10 07:37:10 AM | analyzer.0x589fbf3d4168518b8b849b7eedfdb719407900ca | Generating return summary for constructor
[INFO] | 2024-11-10 07:37:10 AM | analyzer.0x589fbf3d4168518b8b849b7eedfdb719407900ca | Return summary generated for constructor
[INFO] | 2024-11-10 07:37:10 AM | analyzer.0x589fbf3d4168518b8b849b7eedfdb719407900ca | Range graph generated
[INFO] | 2024-11-10 07:37:10 AM | analyzer.0x589fbf3d4168518b8b849b7eedfdb719407900ca | Processed function constructor
[INFO] | 2024-11-10 07:37:10 AM | analyzer.0x589fbf3d4168518b8b849b7eedfdb719407900ca | Generating return summary for fallback
[INFO] | 2024-11-10 07:37:10 AM | analyzer.0x589fbf3d4168518b8b849b7eedfdb719407900ca | Return summary generated for fallback
[INFO] | 2024-11-10 07:37:10 AM | analyzer.0x589fbf3d4168518b8b849b7eedfdb719407900ca | State variable assignement do not exist
[INFO] | 2024-11-10 07:37:10 AM | analyzer.0x589fbf3d4168518b8b849b7eedfdb719407900ca | Processed function fallback
[INFO] | 2024-11-10 07:37:10 AM | analyzer.0x589fbf3d4168518b8b849b7eedfdb719407900ca | Generating return summary for slitherConstructorVariables
[INFO] | 2024-11-10 07:37:10 AM | analyzer.0x589fbf3d4168518b8b849b7eedfdb719407900ca | Return summary generated for slitherConstructorVariables
[INFO] | 2024-11-10 07:37:10 AM | analyzer.0x589fbf3d4168518b8b849b7eedfdb719407900ca | Range graph generated
[INFO] | 2024-11-10 07:37:10 AM | analyzer.0x589fbf3d4168518b8b849b7eedfdb719407900ca | Processed function slitherConstructorVariables
[INFO] | 2024-11-10 07:37:10 AM | analyzer.0x589fbf3d4168518b8b849b7eedfdb719407900ca | Generating return summary for onlyOwner
[INFO] | 2024-11-10 07:37:10 AM | analyzer.0x589fbf3d4168518b8b849b7eedfdb719407900ca | Return summary generated for onlyOwner
[INFO] | 2024-11-10 07:37:10 AM | analyzer.0x589fbf3d4168518b8b849b7eedfdb719407900ca | State variable assignement do not exist
[INFO] | 2024-11-10 07:37:10 AM | analyzer.0x589fbf3d4168518b8b849b7eedfdb719407900ca | Processed function onlyOwner
[INFO] | 2024-11-10 07:37:10 AM | analyzer.0x589fbf3d4168518b8b849b7eedfdb719407900ca | Generating return summary for onlyOwnerOrAdmin
[INFO] | 2024-11-10 07:37:10 AM | analyzer.0x589fbf3d4168518b8b849b7eedfdb719407900ca | Return summary generated for onlyOwnerOrAdmin
[INFO] | 2024-11-10 07:37:10 AM | analyzer.0x589fbf3d4168518b8b849b7eedfdb719407900ca | State variable assignement do not exist
[INFO] | 2024-11-10 07:37:10 AM | analyzer.0x589fbf3d4168518b8b849b7eedfdb719407900ca | Processed function onlyOwnerOrAdmin
[INFO] | 2024-11-10 07:37:10 AM | analyzer.0x589fbf3d4168518b8b849b7eedfdb719407900ca | Generating return summary for transferDirect
[INFO] | 2024-11-10 07:37:10 AM | analyzer.0x589fbf3d4168518b8b849b7eedfdb719407900ca | Return summary generated for transferDirect
[INFO] | 2024-11-10 07:37:10 AM | analyzer.0x589fbf3d4168518b8b849b7eedfdb719407900ca | Range graph generated
[INFO] | 2024-11-10 07:37:10 AM | analyzer.0x589fbf3d4168518b8b849b7eedfdb719407900ca | Processed function transferDirect
[INFO] | 2024-11-10 07:37:10 AM | analyzer.0x589fbf3d4168518b8b849b7eedfdb719407900ca | Generating return summary for returnTokens
[INFO] | 2024-11-10 07:37:10 AM | analyzer.0x589fbf3d4168518b8b849b7eedfdb719407900ca | Return summary generated for returnTokens
[INFO] | 2024-11-10 07:37:10 AM | analyzer.0x589fbf3d4168518b8b849b7eedfdb719407900ca | State variable assignement do not exist
[INFO] | 2024-11-10 07:37:10 AM | analyzer.0x589fbf3d4168518b8b849b7eedfdb719407900ca | Processed function returnTokens
[INFO] | 2024-11-10 07:37:10 AM | analyzer.0x589fbf3d4168518b8b849b7eedfdb719407900ca | Generating return summary for refundTokens
[INFO] | 2024-11-10 07:37:10 AM | analyzer.0x589fbf3d4168518b8b849b7eedfdb719407900ca | Return summary generated for refundTokens
[INFO] | 2024-11-10 07:37:10 AM | analyzer.0x589fbf3d4168518b8b849b7eedfdb719407900ca | State variable assignement do not exist
[INFO] | 2024-11-10 07:37:10 AM | analyzer.0x589fbf3d4168518b8b849b7eedfdb719407900ca | Processed function refundTokens
[INFO] | 2024-11-10 07:37:10 AM | analyzer.0x589fbf3d4168518b8b849b7eedfdb719407900ca | Generating return summary for transferDirect
[INFO] | 2024-11-10 07:37:10 AM | analyzer.0x589fbf3d4168518b8b849b7eedfdb719407900ca | Return summary generated for transferDirect
[INFO] | 2024-11-10 07:37:10 AM | analyzer.0x589fbf3d4168518b8b849b7eedfdb719407900ca | Range graph generated
[INFO] | 2024-11-10 07:37:10 AM | analyzer.0x589fbf3d4168518b8b849b7eedfdb719407900ca | Processed function transferDirect
[INFO] | 2024-11-10 07:37:10 AM | analyzer.0x589fbf3d4168518b8b849b7eedfdb719407900ca | Generating return summary for returnTokens
[INFO] | 2024-11-10 07:37:10 AM | analyzer.0x589fbf3d4168518b8b849b7eedfdb719407900ca | Return summary generated for returnTokens
[INFO] | 2024-11-10 07:37:10 AM | analyzer.0x589fbf3d4168518b8b849b7eedfdb719407900ca | State variable assignement do not exist
[INFO] | 2024-11-10 07:37:10 AM | analyzer.0x589fbf3d4168518b8b849b7eedfdb719407900ca | Processed function returnTokens
[INFO] | 2024-11-10 07:37:10 AM | analyzer.0x589fbf3d4168518b8b849b7eedfdb719407900ca | Generating return summary for refundTokens
[INFO] | 2024-11-10 07:37:10 AM | analyzer.0x589fbf3d4168518b8b849b7eedfdb719407900ca | Return summary generated for refundTokens
[INFO] | 2024-11-10 07:37:10 AM | analyzer.0x589fbf3d4168518b8b849b7eedfdb719407900ca | State variable assignement do not exist
[INFO] | 2024-11-10 07:37:10 AM | analyzer.0x589fbf3d4168518b8b849b7eedfdb719407900ca | Processed function refundTokens
[INFO] | 2024-11-10 07:37:10 AM | analyzer.0x589fbf3d4168518b8b849b7eedfdb719407900ca | Generating return summary for transferOwnership
[INFO] | 2024-11-10 07:37:10 AM | analyzer.0x589fbf3d4168518b8b849b7eedfdb719407900ca | Return summary generated for transferOwnership
[INFO] | 2024-11-10 07:37:10 AM | analyzer.0x589fbf3d4168518b8b849b7eedfdb719407900ca | Range graph generated
[INFO] | 2024-11-10 07:37:10 AM | analyzer.0x589fbf3d4168518b8b849b7eedfdb719407900ca | Processed function transferOwnership
[INFO] | 2024-11-10 07:37:10 AM | analyzer.0x589fbf3d4168518b8b849b7eedfdb719407900ca | Generating return summary for transferAdminOwnership
[INFO] | 2024-11-10 07:37:10 AM | analyzer.0x589fbf3d4168518b8b849b7eedfdb719407900ca | Return summary generated for transferAdminOwnership
[INFO] | 2024-11-10 07:37:10 AM | analyzer.0x589fbf3d4168518b8b849b7eedfdb719407900ca | Range graph generated
[INFO] | 2024-11-10 07:37:10 AM | analyzer.0x589fbf3d4168518b8b849b7eedfdb719407900ca | Processed function transferAdminOwnership
[INFO] | 2024-11-10 07:37:10 AM | analyzer.0x589fbf3d4168518b8b849b7eedfdb719407900ca | Generating return summary for constructor
[INFO] | 2024-11-10 07:37:10 AM | analyzer.0x589fbf3d4168518b8b849b7eedfdb719407900ca | Return summary generated for constructor
[INFO] | 2024-11-10 07:37:10 AM | analyzer.0x589fbf3d4168518b8b849b7eedfdb719407900ca | Range graph generated
[INFO] | 2024-11-10 07:37:10 AM | analyzer.0x589fbf3d4168518b8b849b7eedfdb719407900ca | Processed function constructor
[INFO] | 2024-11-10 07:37:10 AM | analyzer.0x589fbf3d4168518b8b849b7eedfdb719407900ca | Generating return summary for transferOwnership
[INFO] | 2024-11-10 07:37:10 AM | analyzer.0x589fbf3d4168518b8b849b7eedfdb719407900ca | Return summary generated for transferOwnership
[INFO] | 2024-11-10 07:37:10 AM | analyzer.0x589fbf3d4168518b8b849b7eedfdb719407900ca | Range graph generated
[INFO] | 2024-11-10 07:37:10 AM | analyzer.0x589fbf3d4168518b8b849b7eedfdb719407900ca | Processed function transferOwnership
[INFO] | 2024-11-10 07:37:10 AM | analyzer.0x589fbf3d4168518b8b849b7eedfdb719407900ca | Generating return summary for transferAdminOwnership
[INFO] | 2024-11-10 07:37:10 AM | analyzer.0x589fbf3d4168518b8b849b7eedfdb719407900ca | Return summary generated for transferAdminOwnership
[INFO] | 2024-11-10 07:37:10 AM | analyzer.0x589fbf3d4168518b8b849b7eedfdb719407900ca | Range graph generated
[INFO] | 2024-11-10 07:37:10 AM | analyzer.0x589fbf3d4168518b8b849b7eedfdb719407900ca | Processed function transferAdminOwnership
[INFO] | 2024-11-10 07:37:10 AM | analyzer.0x589fbf3d4168518b8b849b7eedfdb719407900ca | Generating return summary for transferOwnership
[INFO] | 2024-11-10 07:37:10 AM | analyzer.0x589fbf3d4168518b8b849b7eedfdb719407900ca | Return summary generated for transferOwnership
[INFO] | 2024-11-10 07:37:10 AM | analyzer.0x589fbf3d4168518b8b849b7eedfdb719407900ca | Range graph generated
[INFO] | 2024-11-10 07:37:10 AM | analyzer.0x589fbf3d4168518b8b849b7eedfdb719407900ca | Processed function transferOwnership
[INFO] | 2024-11-10 07:37:10 AM | analyzer.0x589fbf3d4168518b8b849b7eedfdb719407900ca | Generating return summary for transferAdminOwnership
[INFO] | 2024-11-10 07:37:10 AM | analyzer.0x589fbf3d4168518b8b849b7eedfdb719407900ca | Return summary generated for transferAdminOwnership
[INFO] | 2024-11-10 07:37:10 AM | analyzer.0x589fbf3d4168518b8b849b7eedfdb719407900ca | Range graph generated
[INFO] | 2024-11-10 07:37:10 AM | analyzer.0x589fbf3d4168518b8b849b7eedfdb719407900ca | Processed function transferAdminOwnership
[INFO] | 2024-11-10 07:37:10 AM | analyzer.0x589fbf3d4168518b8b849b7eedfdb719407900ca | Generating return summary for transferManyDirect
[INFO] | 2024-11-10 07:37:10 AM | analyzer.0x589fbf3d4168518b8b849b7eedfdb719407900ca | Return summary generated for transferManyDirect
[INFO] | 2024-11-10 07:37:10 AM | analyzer.0x589fbf3d4168518b8b849b7eedfdb719407900ca | Range graph generated
[INFO] | 2024-11-10 07:37:10 AM | analyzer.0x589fbf3d4168518b8b849b7eedfdb719407900ca | Processed function transferManyDirect
[INFO] | 2024-11-10 07:37:10 AM | analyzer.0x589fbf3d4168518b8b849b7eedfdb719407900ca | Generating return summary for transferManyDirect
[INFO] | 2024-11-10 07:37:10 AM | analyzer.0x589fbf3d4168518b8b849b7eedfdb719407900ca | Return summary generated for transferManyDirect
[INFO] | 2024-11-10 07:37:10 AM | analyzer.0x589fbf3d4168518b8b849b7eedfdb719407900ca | Range graph generated
[INFO] | 2024-11-10 07:37:10 AM | analyzer.0x589fbf3d4168518b8b849b7eedfdb719407900ca | Processed function transferManyDirect
[INFO] | 2024-11-10 07:37:10 AM | analyzer.0x589fbf3d4168518b8b849b7eedfdb719407900ca | Value Range Analysis took 0.018527 seconds
[INFO] | 2024-11-10 07:37:10 AM | analyzer.0x589fbf3d4168518b8b849b7eedfdb719407900ca | Value Range Analysis finished
[INFO] | 2024-11-10 07:37:10 AM | analyzer.0x589fbf3d4168518b8b849b7eedfdb719407900ca | Storage dependency graph compostion started!
[INFO] | 2024-11-10 07:37:10 AM | analyzer.0x589fbf3d4168518b8b849b7eedfdb719407900ca | Storage dependency graph compostion finished!
[INFO] | 2024-11-10 07:37:10 AM | analyzer.0x589fbf3d4168518b8b849b7eedfdb719407900ca | Dependency detection started!
[INFO] | 2024-11-10 07:37:10 AM | analyzer.0x589fbf3d4168518b8b849b7eedfdb719407900ca | Dependency detection finished!
[INFO] | 2024-11-10 07:37:10 AM | analyzer.0x589fbf3d4168518b8b849b7eedfdb719407900ca | Static Analysis took 2.253681 seconds
[INFO] | 2024-11-10 07:37:10 AM | analyzer.0x589fbf3d4168518b8b849b7eedfdb719407900ca | Dependency does not exist
[INFO] | 2024-11-10 07:37:10 AM | analyzer.0x589fbf3d4168518b8b849b7eedfdb719407900ca | Symbolic execution is not needed!
[INFO] | 2024-11-10 07:37:10 AM | analyzer.0x589fbf3d4168518b8b849b7eedfdb719407900ca | Analysis finished!
[INFO] | 2024-11-10 07:37:10 AM | analyzer.0x589fbf3d4168518b8b849b7eedfdb719407900ca | Analysis took 2.253904 seconds
[INFO] | 2024-11-10 07:37:10 AM | analyzer.0x589fbf3d4168518b8b849b7eedfdb719407900ca | Analysis finished at: 2024-11-10 07:37:10 AM

real	0m4.224s
user	0m4.474s
sys	0m1.299s
