[INFO] | 2024-11-10 07:38:36 AM | analyzer.0x5d268508179db4da44de9057792758bff280e3ed | Analysis started at: 2024-11-10 07:38:36 AM
[INFO] | 2024-11-10 07:38:37 AM | analyzer.0x5d268508179db4da44de9057792758bff280e3ed | Return summary generated for min256
[INFO] | 2024-11-10 07:38:37 AM | analyzer.0x5d268508179db4da44de9057792758bff280e3ed | State variable assignement do not exist
[INFO] | 2024-11-10 07:38:37 AM | analyzer.0x5d268508179db4da44de9057792758bff280e3ed | Processed function min256
[INFO] | 2024-11-10 07:38:37 AM | analyzer.0x5d268508179db4da44de9057792758bff280e3ed | Generating return summary for assert
[INFO] | 2024-11-10 07:38:37 AM | analyzer.0x5d268508179db4da44de9057792758bff280e3ed | Return summary generated for assert
[INFO] | 2024-11-10 07:38:37 AM | analyzer.0x5d268508179db4da44de9057792758bff280e3ed | State variable assignement do not exist
[INFO] | 2024-11-10 07:38:37 AM | analyzer.0x5d268508179db4da44de9057792758bff280e3ed | Processed function assert
[INFO] | 2024-11-10 07:38:37 AM | analyzer.0x5d268508179db4da44de9057792758bff280e3ed | Generating return summary for withdraw
[INFO] | 2024-11-10 07:38:37 AM | analyzer.0x5d268508179db4da44de9057792758bff280e3ed | Return summary generated for withdraw
[INFO] | 2024-11-10 07:38:37 AM | analyzer.0x5d268508179db4da44de9057792758bff280e3ed | State variable assignement do not exist
[INFO] | 2024-11-10 07:38:37 AM | analyzer.0x5d268508179db4da44de9057792758bff280e3ed | Processed function withdraw
[INFO] | 2024-11-10 07:38:37 AM | analyzer.0x5d268508179db4da44de9057792758bff280e3ed | Generating return summary for mul
[INFO] | 2024-11-10 07:38:37 AM | analyzer.0x5d268508179db4da44de9057792758bff280e3ed | Return summary generated for mul
[INFO] | 2024-11-10 07:38:37 AM | analyzer.0x5d268508179db4da44de9057792758bff280e3ed | State variable assignement do not exist
[INFO] | 2024-11-10 07:38:37 AM | analyzer.0x5d268508179db4da44de9057792758bff280e3ed | Processed function mul
[INFO] | 2024-11-10 07:38:37 AM | analyzer.0x5d268508179db4da44de9057792758bff280e3ed | Generating return summary for sub
[INFO] | 2024-11-10 07:38:37 AM | analyzer.0x5d268508179db4da44de9057792758bff280e3ed | Return summary generated for sub
[INFO] | 2024-11-10 07:38:37 AM | analyzer.0x5d268508179db4da44de9057792758bff280e3ed | State variable assignement do not exist
[INFO] | 2024-11-10 07:38:37 AM | analyzer.0x5d268508179db4da44de9057792758bff280e3ed | Processed function sub
[INFO] | 2024-11-10 07:38:37 AM | analyzer.0x5d268508179db4da44de9057792758bff280e3ed | Generating return summary for add
[INFO] | 2024-11-10 07:38:37 AM | analyzer.0x5d268508179db4da44de9057792758bff280e3ed | Return summary generated for add
[INFO] | 2024-11-10 07:38:37 AM | analyzer.0x5d268508179db4da44de9057792758bff280e3ed | State variable assignement do not exist
[INFO] | 2024-11-10 07:38:37 AM | analyzer.0x5d268508179db4da44de9057792758bff280e3ed | Processed function add
[INFO] | 2024-11-10 07:38:37 AM | analyzer.0x5d268508179db4da44de9057792758bff280e3ed | Generating return summary for fallback
[INFO] | 2024-11-10 07:38:37 AM | analyzer.0x5d268508179db4da44de9057792758bff280e3ed | Return summary generated for fallback
[INFO] | 2024-11-10 07:38:37 AM | analyzer.0x5d268508179db4da44de9057792758bff280e3ed | Range graph generated
[INFO] | 2024-11-10 07:38:37 AM | analyzer.0x5d268508179db4da44de9057792758bff280e3ed | Processed function fallback
[INFO] | 2024-11-10 07:38:37 AM | analyzer.0x5d268508179db4da44de9057792758bff280e3ed | Value Range Analysis took 0.006498 seconds
[INFO] | 2024-11-10 07:38:37 AM | analyzer.0x5d268508179db4da44de9057792758bff280e3ed | Value Range Analysis finished
[INFO] | 2024-11-10 07:38:37 AM | analyzer.0x5d268508179db4da44de9057792758bff280e3ed | Storage dependency graph compostion started!
[INFO] | 2024-11-10 07:38:37 AM | analyzer.0x5d268508179db4da44de9057792758bff280e3ed | Storage dependency graph compostion finished!
[INFO] | 2024-11-10 07:38:37 AM | analyzer.0x5d268508179db4da44de9057792758bff280e3ed | Dependency detection started!
[INFO] | 2024-11-10 07:38:37 AM | analyzer.0x5d268508179db4da44de9057792758bff280e3ed | Dependency detection finished!
[INFO] | 2024-11-10 07:38:37 AM | analyzer.0x5d268508179db4da44de9057792758bff280e3ed | Static Analysis took 1.314665 seconds
[INFO] | 2024-11-10 07:38:37 AM | analyzer.0x5d268508179db4da44de9057792758bff280e3ed | Dependency does not exist
[INFO] | 2024-11-10 07:38:37 AM | analyzer.0x5d268508179db4da44de9057792758bff280e3ed | Symbolic execution is not needed!
[INFO] | 2024-11-10 07:38:37 AM | analyzer.0x5d268508179db4da44de9057792758bff280e3ed | Analysis finished!
[INFO] | 2024-11-10 07:38:37 AM | analyzer.0x5d268508179db4da44de9057792758bff280e3ed | Analysis took 1.314938 seconds
[INFO] | 2024-11-10 07:38:37 AM | analyzer.0x5d268508179db4da44de9057792758bff280e3ed | Analysis finished at: 2024-11-10 07:38:37 AM

real	0m3.403s
user	0m3.765s
sys	0m1.689s
