[INFO] | 2024-11-10 07:40:31 AM | analyzer.0x0a42ef719ee77820993b27369089ae2c6bd6ced5 | Analysis started at: 2024-11-10 07:40:31 AM
[INFO] | 2024-11-10 07:40:33 AM | analyzer.0x0a42ef719ee77820993b27369089ae2c6bd6ced5 | Return summary generated for submitTransaction
[INFO] | 2024-11-10 07:40:33 AM | analyzer.0x0a42ef719ee77820993b27369089ae2c6bd6ced5 | Range graph generated
[INFO] | 2024-11-10 07:40:33 AM | analyzer.0x0a42ef719ee77820993b27369089ae2c6bd6ced5 | Processed function submitTransaction
[INFO] | 2024-11-10 07:40:33 AM | analyzer.0x0a42ef719ee77820993b27369089ae2c6bd6ced5 | Generating return summary for confirmTransaction
[INFO] | 2024-11-10 07:40:33 AM | analyzer.0x0a42ef719ee77820993b27369089ae2c6bd6ced5 | Return summary generated for confirmTransaction
[INFO] | 2024-11-10 07:40:33 AM | analyzer.0x0a42ef719ee77820993b27369089ae2c6bd6ced5 | State variable assignement do not exist
[INFO] | 2024-11-10 07:40:33 AM | analyzer.0x0a42ef719ee77820993b27369089ae2c6bd6ced5 | Processed function confirmTransaction
[INFO] | 2024-11-10 07:40:33 AM | analyzer.0x0a42ef719ee77820993b27369089ae2c6bd6ced5 | Generating return summary for executeTxn
[INFO] | 2024-11-10 07:40:33 AM | analyzer.0x0a42ef719ee77820993b27369089ae2c6bd6ced5 | Return summary generated for executeTxn
[INFO] | 2024-11-10 07:40:33 AM | analyzer.0x0a42ef719ee77820993b27369089ae2c6bd6ced5 | Range graph generated
[INFO] | 2024-11-10 07:40:33 AM | analyzer.0x0a42ef719ee77820993b27369089ae2c6bd6ced5 | Processed function executeTxn
[INFO] | 2024-11-10 07:40:33 AM | analyzer.0x0a42ef719ee77820993b27369089ae2c6bd6ced5 | Generating return summary for submitTokenTransaction
[INFO] | 2024-11-10 07:40:33 AM | analyzer.0x0a42ef719ee77820993b27369089ae2c6bd6ced5 | Return summary generated for submitTokenTransaction
[INFO] | 2024-11-10 07:40:33 AM | analyzer.0x0a42ef719ee77820993b27369089ae2c6bd6ced5 | Range graph generated
[INFO] | 2024-11-10 07:40:33 AM | analyzer.0x0a42ef719ee77820993b27369089ae2c6bd6ced5 | Processed function submitTokenTransaction
[INFO] | 2024-11-10 07:40:33 AM | analyzer.0x0a42ef719ee77820993b27369089ae2c6bd6ced5 | Generating return summary for confirmTokenTransaction
[INFO] | 2024-11-10 07:40:33 AM | analyzer.0x0a42ef719ee77820993b27369089ae2c6bd6ced5 | Return summary generated for confirmTokenTransaction
[INFO] | 2024-11-10 07:40:33 AM | analyzer.0x0a42ef719ee77820993b27369089ae2c6bd6ced5 | State variable assignement do not exist
[INFO] | 2024-11-10 07:40:33 AM | analyzer.0x0a42ef719ee77820993b27369089ae2c6bd6ced5 | Processed function confirmTokenTransaction
[INFO] | 2024-11-10 07:40:33 AM | analyzer.0x0a42ef719ee77820993b27369089ae2c6bd6ced5 | Value Range Analysis took 0.012893 seconds
[INFO] | 2024-11-10 07:40:33 AM | analyzer.0x0a42ef719ee77820993b27369089ae2c6bd6ced5 | Value Range Analysis finished
[INFO] | 2024-11-10 07:40:33 AM | analyzer.0x0a42ef719ee77820993b27369089ae2c6bd6ced5 | Storage dependency graph compostion started!
[INFO] | 2024-11-10 07:40:33 AM | analyzer.0x0a42ef719ee77820993b27369089ae2c6bd6ced5 | Storage dependency graph compostion finished!
[INFO] | 2024-11-10 07:40:33 AM | analyzer.0x0a42ef719ee77820993b27369089ae2c6bd6ced5 | Dependency detection started!
[INFO] | 2024-11-10 07:40:33 AM | analyzer.0x0a42ef719ee77820993b27369089ae2c6bd6ced5 | Dependency detection finished!
[INFO] | 2024-11-10 07:40:33 AM | analyzer.0x0a42ef719ee77820993b27369089ae2c6bd6ced5 | Static Analysis took 2.181673 seconds
[INFO] | 2024-11-10 07:40:33 AM | analyzer.0x0a42ef719ee77820993b27369089ae2c6bd6ced5 | Dependency does not exist
[INFO] | 2024-11-10 07:40:33 AM | analyzer.0x0a42ef719ee77820993b27369089ae2c6bd6ced5 | Symbolic execution is not needed!
[INFO] | 2024-11-10 07:40:33 AM | analyzer.0x0a42ef719ee77820993b27369089ae2c6bd6ced5 | Analysis finished!
[INFO] | 2024-11-10 07:40:33 AM | analyzer.0x0a42ef719ee77820993b27369089ae2c6bd6ced5 | Analysis took 2.181876 seconds
[INFO] | 2024-11-10 07:40:33 AM | analyzer.0x0a42ef719ee77820993b27369089ae2c6bd6ced5 | Analysis finished at: 2024-11-10 07:40:33 AM

real	0m3.528s
user	0m4.789s
sys	0m2.962s
