[INFO] | 2024-11-10 07:38:31 AM | analyzer.0x62a03c868c959386b2df7f266e79bc711fb92398 | Analysis started at: 2024-11-10 07:38:31 AM
[INFO] | 2024-11-10 07:38:33 AM | analyzer.0x62a03c868c959386b2df7f266e79bc711fb92398 | Generating return summary for sub
[INFO] | 2024-11-10 07:38:33 AM | analyzer.0x62a03c868c959386b2df7f266e79bc711fb92398 | Return summary generated for sub
[INFO] | 2024-11-10 07:38:33 AM | analyzer.0x62a03c868c959386b2df7f266e79bc711fb92398 | State variable assignement do not exist
[INFO] | 2024-11-10 07:38:33 AM | analyzer.0x62a03c868c959386b2df7f266e79bc711fb92398 | Processed function sub
[INFO] | 2024-11-10 07:38:33 AM | analyzer.0x62a03c868c959386b2df7f266e79bc711fb92398 | Generating return summary for add
[INFO] | 2024-11-10 07:38:33 AM | analyzer.0x62a03c868c959386b2df7f266e79bc711fb92398 | Return summary generated for add
[INFO] | 2024-11-10 07:38:33 AM | analyzer.0x62a03c868c959386b2df7f266e79bc711fb92398 | State variable assignement do not exist
[INFO] | 2024-11-10 07:38:33 AM | analyzer.0x62a03c868c959386b2df7f266e79bc711fb92398 | Processed function add
[INFO] | 2024-11-10 07:38:33 AM | analyzer.0x62a03c868c959386b2df7f266e79bc711fb92398 | Generating return summary for max64
[INFO] | 2024-11-10 07:38:33 AM | analyzer.0x62a03c868c959386b2df7f266e79bc711fb92398 | Return summary generated for max64
[INFO] | 2024-11-10 07:38:33 AM | analyzer.0x62a03c868c959386b2df7f266e79bc711fb92398 | State variable assignement do not exist
[INFO] | 2024-11-10 07:38:33 AM | analyzer.0x62a03c868c959386b2df7f266e79bc711fb92398 | Processed function max64
[INFO] | 2024-11-10 07:38:33 AM | analyzer.0x62a03c868c959386b2df7f266e79bc711fb92398 | Generating return summary for min64
[INFO] | 2024-11-10 07:38:33 AM | analyzer.0x62a03c868c959386b2df7f266e79bc711fb92398 | Return summary generated for min64
[INFO] | 2024-11-10 07:38:33 AM | analyzer.0x62a03c868c959386b2df7f266e79bc711fb92398 | State variable assignement do not exist
[INFO] | 2024-11-10 07:38:33 AM | analyzer.0x62a03c868c959386b2df7f266e79bc711fb92398 | Processed function min64
[INFO] | 2024-11-10 07:38:33 AM | analyzer.0x62a03c868c959386b2df7f266e79bc711fb92398 | Generating return summary for max256
[INFO] | 2024-11-10 07:38:33 AM | analyzer.0x62a03c868c959386b2df7f266e79bc711fb92398 | Return summary generated for max256
[INFO] | 2024-11-10 07:38:33 AM | analyzer.0x62a03c868c959386b2df7f266e79bc711fb92398 | State variable assignement do not exist
[INFO] | 2024-11-10 07:38:33 AM | analyzer.0x62a03c868c959386b2df7f266e79bc711fb92398 | Processed function max256
[INFO] | 2024-11-10 07:38:33 AM | analyzer.0x62a03c868c959386b2df7f266e79bc711fb92398 | Generating return summary for min256
[INFO] | 2024-11-10 07:38:33 AM | analyzer.0x62a03c868c959386b2df7f266e79bc711fb92398 | Return summary generated for min256
[INFO] | 2024-11-10 07:38:33 AM | analyzer.0x62a03c868c959386b2df7f266e79bc711fb92398 | State variable assignement do not exist
[INFO] | 2024-11-10 07:38:33 AM | analyzer.0x62a03c868c959386b2df7f266e79bc711fb92398 | Processed function min256
[INFO] | 2024-11-10 07:38:33 AM | analyzer.0x62a03c868c959386b2df7f266e79bc711fb92398 | Generating return summary for Ownable
[INFO] | 2024-11-10 07:38:33 AM | analyzer.0x62a03c868c959386b2df7f266e79bc711fb92398 | Return summary generated for Ownable
[INFO] | 2024-11-10 07:38:33 AM | analyzer.0x62a03c868c959386b2df7f266e79bc711fb92398 | State variable assignement do not exist
[INFO] | 2024-11-10 07:38:33 AM | analyzer.0x62a03c868c959386b2df7f266e79bc711fb92398 | Processed function Ownable
[INFO] | 2024-11-10 07:38:33 AM | analyzer.0x62a03c868c959386b2df7f266e79bc711fb92398 | Generating return summary for onlyOwner
[INFO] | 2024-11-10 07:38:33 AM | analyzer.0x62a03c868c959386b2df7f266e79bc711fb92398 | Return summary generated for onlyOwner
[INFO] | 2024-11-10 07:38:33 AM | analyzer.0x62a03c868c959386b2df7f266e79bc711fb92398 | State variable assignement do not exist
[INFO] | 2024-11-10 07:38:33 AM | analyzer.0x62a03c868c959386b2df7f266e79bc711fb92398 | Processed function onlyOwner
[INFO] | 2024-11-10 07:38:33 AM | analyzer.0x62a03c868c959386b2df7f266e79bc711fb92398 | Generating return summary for transfer
[INFO] | 2024-11-10 07:38:33 AM | analyzer.0x62a03c868c959386b2df7f266e79bc711fb92398 | Return summary generated for transfer
[INFO] | 2024-11-10 07:38:33 AM | analyzer.0x62a03c868c959386b2df7f266e79bc711fb92398 | State variable assignement do not exist
[INFO] | 2024-11-10 07:38:33 AM | analyzer.0x62a03c868c959386b2df7f266e79bc711fb92398 | Processed function transfer
[INFO] | 2024-11-10 07:38:33 AM | analyzer.0x62a03c868c959386b2df7f266e79bc711fb92398 | Generating return summary for balanceOf
[INFO] | 2024-11-10 07:38:33 AM | analyzer.0x62a03c868c959386b2df7f266e79bc711fb92398 | Return summary generated for balanceOf
[INFO] | 2024-11-10 07:38:33 AM | analyzer.0x62a03c868c959386b2df7f266e79bc711fb92398 | State variable assignement do not exist
[INFO] | 2024-11-10 07:38:33 AM | analyzer.0x62a03c868c959386b2df7f266e79bc711fb92398 | Processed function balanceOf
[INFO] | 2024-11-10 07:38:33 AM | analyzer.0x62a03c868c959386b2df7f266e79bc711fb92398 | Generating return summary for Ownable
[INFO] | 2024-11-10 07:38:33 AM | analyzer.0x62a03c868c959386b2df7f266e79bc711fb92398 | Return summary generated for Ownable
[INFO] | 2024-11-10 07:38:33 AM | analyzer.0x62a03c868c959386b2df7f266e79bc711fb92398 | State variable assignement do not exist
[INFO] | 2024-11-10 07:38:33 AM | analyzer.0x62a03c868c959386b2df7f266e79bc711fb92398 | Processed function Ownable
[INFO] | 2024-11-10 07:38:33 AM | analyzer.0x62a03c868c959386b2df7f266e79bc711fb92398 | Generating return summary for BatchTransfer
[INFO] | 2024-11-10 07:38:33 AM | analyzer.0x62a03c868c959386b2df7f266e79bc711fb92398 | Return summary generated for BatchTransfer
[INFO] | 2024-11-10 07:38:33 AM | analyzer.0x62a03c868c959386b2df7f266e79bc711fb92398 | Range graph generated
[INFO] | 2024-11-10 07:38:33 AM | analyzer.0x62a03c868c959386b2df7f266e79bc711fb92398 | Processed function BatchTransfer
[INFO] | 2024-11-10 07:38:33 AM | analyzer.0x62a03c868c959386b2df7f266e79bc711fb92398 | Generating return summary for onlyOwner
[INFO] | 2024-11-10 07:38:33 AM | analyzer.0x62a03c868c959386b2df7f266e79bc711fb92398 | Return summary generated for onlyOwner
[INFO] | 2024-11-10 07:38:33 AM | analyzer.0x62a03c868c959386b2df7f266e79bc711fb92398 | State variable assignement do not exist
[INFO] | 2024-11-10 07:38:33 AM | analyzer.0x62a03c868c959386b2df7f266e79bc711fb92398 | Processed function onlyOwner
[INFO] | 2024-11-10 07:38:33 AM | analyzer.0x62a03c868c959386b2df7f266e79bc711fb92398 | Generating return summary for onlyOwnerOrAdmin
[INFO] | 2024-11-10 07:38:33 AM | analyzer.0x62a03c868c959386b2df7f266e79bc711fb92398 | Return summary generated for onlyOwnerOrAdmin
[INFO] | 2024-11-10 07:38:33 AM | analyzer.0x62a03c868c959386b2df7f266e79bc711fb92398 | State variable assignement do not exist
[INFO] | 2024-11-10 07:38:33 AM | analyzer.0x62a03c868c959386b2df7f266e79bc711fb92398 | Processed function onlyOwnerOrAdmin
[INFO] | 2024-11-10 07:38:33 AM | analyzer.0x62a03c868c959386b2df7f266e79bc711fb92398 | Generating return summary for batchTransfer
[INFO] | 2024-11-10 07:38:33 AM | analyzer.0x62a03c868c959386b2df7f266e79bc711fb92398 | Return summary generated for batchTransfer
[INFO] | 2024-11-10 07:38:33 AM | analyzer.0x62a03c868c959386b2df7f266e79bc711fb92398 | Range graph generated
[INFO] | 2024-11-10 07:38:33 AM | analyzer.0x62a03c868c959386b2df7f266e79bc711fb92398 | Processed function batchTransfer
[INFO] | 2024-11-10 07:38:33 AM | analyzer.0x62a03c868c959386b2df7f266e79bc711fb92398 | Generating return summary for changeOwner
[INFO] | 2024-11-10 07:38:33 AM | analyzer.0x62a03c868c959386b2df7f266e79bc711fb92398 | Return summary generated for changeOwner
[INFO] | 2024-11-10 07:38:33 AM | analyzer.0x62a03c868c959386b2df7f266e79bc711fb92398 | Range graph generated
[INFO] | 2024-11-10 07:38:33 AM | analyzer.0x62a03c868c959386b2df7f266e79bc711fb92398 | Processed function changeOwner
[INFO] | 2024-11-10 07:38:33 AM | analyzer.0x62a03c868c959386b2df7f266e79bc711fb92398 | Generating return summary for balanceOf
[INFO] | 2024-11-10 07:38:33 AM | analyzer.0x62a03c868c959386b2df7f266e79bc711fb92398 | Return summary generated for balanceOf
[INFO] | 2024-11-10 07:38:33 AM | analyzer.0x62a03c868c959386b2df7f266e79bc711fb92398 | State variable assignement do not exist
[INFO] | 2024-11-10 07:38:33 AM | analyzer.0x62a03c868c959386b2df7f266e79bc711fb92398 | Processed function balanceOf
[INFO] | 2024-11-10 07:38:33 AM | analyzer.0x62a03c868c959386b2df7f266e79bc711fb92398 | Generating return summary for changeOwner
[INFO] | 2024-11-10 07:38:33 AM | analyzer.0x62a03c868c959386b2df7f266e79bc711fb92398 | Return summary generated for changeOwner
[INFO] | 2024-11-10 07:38:33 AM | analyzer.0x62a03c868c959386b2df7f266e79bc711fb92398 | Range graph generated
[INFO] | 2024-11-10 07:38:33 AM | analyzer.0x62a03c868c959386b2df7f266e79bc711fb92398 | Processed function changeOwner
[INFO] | 2024-11-10 07:38:33 AM | analyzer.0x62a03c868c959386b2df7f266e79bc711fb92398 | Generating return summary for setContractToken
[INFO] | 2024-11-10 07:38:33 AM | analyzer.0x62a03c868c959386b2df7f266e79bc711fb92398 | Return summary generated for setContractToken
[INFO] | 2024-11-10 07:38:33 AM | analyzer.0x62a03c868c959386b2df7f266e79bc711fb92398 | Range graph generated
[INFO] | 2024-11-10 07:38:33 AM | analyzer.0x62a03c868c959386b2df7f266e79bc711fb92398 | Processed function setContractToken
[INFO] | 2024-11-10 07:38:33 AM | analyzer.0x62a03c868c959386b2df7f266e79bc711fb92398 | Generating return summary for setContractAdmin
[INFO] | 2024-11-10 07:38:33 AM | analyzer.0x62a03c868c959386b2df7f266e79bc711fb92398 | Return summary generated for setContractAdmin
[INFO] | 2024-11-10 07:38:33 AM | analyzer.0x62a03c868c959386b2df7f266e79bc711fb92398 | Range graph generated
[INFO] | 2024-11-10 07:38:33 AM | analyzer.0x62a03c868c959386b2df7f266e79bc711fb92398 | Processed function setContractAdmin
[INFO] | 2024-11-10 07:38:33 AM | analyzer.0x62a03c868c959386b2df7f266e79bc711fb92398 | Value Range Analysis took 0.008409 seconds
[INFO] | 2024-11-10 07:38:33 AM | analyzer.0x62a03c868c959386b2df7f266e79bc711fb92398 | Value Range Analysis finished
[INFO] | 2024-11-10 07:38:33 AM | analyzer.0x62a03c868c959386b2df7f266e79bc711fb92398 | Storage dependency graph compostion started!
[INFO] | 2024-11-10 07:38:33 AM | analyzer.0x62a03c868c959386b2df7f266e79bc711fb92398 | Storage dependency graph compostion finished!
[INFO] | 2024-11-10 07:38:33 AM | analyzer.0x62a03c868c959386b2df7f266e79bc711fb92398 | Dependency detection started!
[INFO] | 2024-11-10 07:38:33 AM | analyzer.0x62a03c868c959386b2df7f266e79bc711fb92398 | Dependency detection finished!
[INFO] | 2024-11-10 07:38:33 AM | analyzer.0x62a03c868c959386b2df7f266e79bc711fb92398 | Static Analysis took 2.102007 seconds
[INFO] | 2024-11-10 07:38:33 AM | analyzer.0x62a03c868c959386b2df7f266e79bc711fb92398 | Dependency does not exist
[INFO] | 2024-11-10 07:38:33 AM | analyzer.0x62a03c868c959386b2df7f266e79bc711fb92398 | Symbolic execution is not needed!
[INFO] | 2024-11-10 07:38:33 AM | analyzer.0x62a03c868c959386b2df7f266e79bc711fb92398 | Analysis finished!
[INFO] | 2024-11-10 07:38:33 AM | analyzer.0x62a03c868c959386b2df7f266e79bc711fb92398 | Analysis took 2.102222 seconds
[INFO] | 2024-11-10 07:38:33 AM | analyzer.0x62a03c868c959386b2df7f266e79bc711fb92398 | Analysis finished at: 2024-11-10 07:38:33 AM
