[INFO] | 2024-11-10 07:37:04 AM | analyzer.0x04d660832910ff492e940daff9ec7b3497e886ac | Analysis started at: 2024-11-10 07:37:04 AM
[INFO] | 2024-11-10 07:37:11 AM | analyzer.0x04d660832910ff492e940daff9ec7b3497e886ac | Return summary generated for requireNotZero
[INFO] | 2024-11-10 07:37:11 AM | analyzer.0x04d660832910ff492e940daff9ec7b3497e886ac | State variable assignement do not exist
[INFO] | 2024-11-10 07:37:11 AM | analyzer.0x04d660832910ff492e940daff9ec7b3497e886ac | Processed function requireNotZero
[INFO] | 2024-11-10 07:37:11 AM | analyzer.0x04d660832910ff492e940daff9ec7b3497e886ac | Generating return summary for notZero
[INFO] | 2024-11-10 07:37:11 AM | analyzer.0x04d660832910ff492e940daff9ec7b3497e886ac | Return summary generated for notZero
[INFO] | 2024-11-10 07:37:11 AM | analyzer.0x04d660832910ff492e940daff9ec7b3497e886ac | State variable assignement do not exist
[INFO] | 2024-11-10 07:37:11 AM | analyzer.0x04d660832910ff492e940daff9ec7b3497e886ac | Processed function notZero
[INFO] | 2024-11-10 07:37:11 AM | analyzer.0x04d660832910ff492e940daff9ec7b3497e886ac | Generating return summary for isZero
[INFO] | 2024-11-10 07:37:11 AM | analyzer.0x04d660832910ff492e940daff9ec7b3497e886ac | Return summary generated for isZero
[INFO] | 2024-11-10 07:37:11 AM | analyzer.0x04d660832910ff492e940daff9ec7b3497e886ac | State variable assignement do not exist
[INFO] | 2024-11-10 07:37:11 AM | analyzer.0x04d660832910ff492e940daff9ec7b3497e886ac | Processed function isZero
[INFO] | 2024-11-10 07:37:11 AM | analyzer.0x04d660832910ff492e940daff9ec7b3497e886ac | Generating return summary for isZero
[INFO] | 2024-11-10 07:37:11 AM | analyzer.0x04d660832910ff492e940daff9ec7b3497e886ac | Return summary generated for isZero
[INFO] | 2024-11-10 07:37:11 AM | analyzer.0x04d660832910ff492e940daff9ec7b3497e886ac | State variable assignement do not exist
[INFO] | 2024-11-10 07:37:11 AM | analyzer.0x04d660832910ff492e940daff9ec7b3497e886ac | Processed function isZero
[INFO] | 2024-11-10 07:37:11 AM | analyzer.0x04d660832910ff492e940daff9ec7b3497e886ac | Generating return summary for notZero
[INFO] | 2024-11-10 07:37:11 AM | analyzer.0x04d660832910ff492e940daff9ec7b3497e886ac | Return summary generated for notZero
[INFO] | 2024-11-10 07:37:11 AM | analyzer.0x04d660832910ff492e940daff9ec7b3497e886ac | State variable assignement do not exist
[INFO] | 2024-11-10 07:37:11 AM | analyzer.0x04d660832910ff492e940daff9ec7b3497e886ac | Processed function notZero
[INFO] | 2024-11-10 07:37:11 AM | analyzer.0x04d660832910ff492e940daff9ec7b3497e886ac | Generating return summary for mul
[INFO] | 2024-11-10 07:37:11 AM | analyzer.0x04d660832910ff492e940daff9ec7b3497e886ac | Return summary generated for mul
[INFO] | 2024-11-10 07:37:11 AM | analyzer.0x04d660832910ff492e940daff9ec7b3497e886ac | State variable assignement do not exist
[INFO] | 2024-11-10 07:37:11 AM | analyzer.0x04d660832910ff492e940daff9ec7b3497e886ac | Processed function mul
[INFO] | 2024-11-10 07:37:11 AM | analyzer.0x04d660832910ff492e940daff9ec7b3497e886ac | Generating return summary for div
[INFO] | 2024-11-10 07:37:11 AM | analyzer.0x04d660832910ff492e940daff9ec7b3497e886ac | Return summary generated for div
[INFO] | 2024-11-10 07:37:11 AM | analyzer.0x04d660832910ff492e940daff9ec7b3497e886ac | State variable assignement do not exist
[INFO] | 2024-11-10 07:37:11 AM | analyzer.0x04d660832910ff492e940daff9ec7b3497e886ac | Processed function div
[INFO] | 2024-11-10 07:37:11 AM | analyzer.0x04d660832910ff492e940daff9ec7b3497e886ac | Generating return summary for toMemory
[INFO] | 2024-11-10 07:37:11 AM | analyzer.0x04d660832910ff492e940daff9ec7b3497e886ac | Return summary generated for toMemory
[INFO] | 2024-11-10 07:37:11 AM | analyzer.0x04d660832910ff492e940daff9ec7b3497e886ac | State variable assignement do not exist
[INFO] | 2024-11-10 07:37:11 AM | analyzer.0x04d660832910ff492e940daff9ec7b3497e886ac | Processed function toMemory
[INFO] | 2024-11-10 07:37:11 AM | analyzer.0x04d660832910ff492e940daff9ec7b3497e886ac | Generating return summary for mmul
[INFO] | 2024-11-10 07:37:11 AM | analyzer.0x04d660832910ff492e940daff9ec7b3497e886ac | Return summary generated for mmul
[INFO] | 2024-11-10 07:37:11 AM | analyzer.0x04d660832910ff492e940daff9ec7b3497e886ac | State variable assignement do not exist
[INFO] | 2024-11-10 07:37:11 AM | analyzer.0x04d660832910ff492e940daff9ec7b3497e886ac | Processed function mmul
[INFO] | 2024-11-10 07:37:11 AM | analyzer.0x04d660832910ff492e940daff9ec7b3497e886ac | Generating return summary for mdiv
[INFO] | 2024-11-10 07:37:11 AM | analyzer.0x04d660832910ff492e940daff9ec7b3497e886ac | Return summary generated for mdiv
[INFO] | 2024-11-10 07:37:11 AM | analyzer.0x04d660832910ff492e940daff9ec7b3497e886ac | State variable assignement do not exist
[INFO] | 2024-11-10 07:37:11 AM | analyzer.0x04d660832910ff492e940daff9ec7b3497e886ac | Processed function mdiv
[INFO] | 2024-11-10 07:37:11 AM | analyzer.0x04d660832910ff492e940daff9ec7b3497e886ac | Generating return summary for toAddress
[INFO] | 2024-11-10 07:37:11 AM | analyzer.0x04d660832910ff492e940daff9ec7b3497e886ac | We should not consider this kind of return values!
[INFO] | 2024-11-10 07:37:11 AM | analyzer.0x04d660832910ff492e940daff9ec7b3497e886ac | Return summary generated for toAddress
[INFO] | 2024-11-10 07:37:11 AM | analyzer.0x04d660832910ff492e940daff9ec7b3497e886ac | State variable assignement do not exist
[INFO] | 2024-11-10 07:37:11 AM | analyzer.0x04d660832910ff492e940daff9ec7b3497e886ac | Processed function toAddress
[INFO] | 2024-11-10 07:37:11 AM | analyzer.0x04d660832910ff492e940daff9ec7b3497e886ac | Generating return summary for isNotContract
[WARNING] | 2024-11-10 07:37:11 AM | analyzer.0x04d660832910ff492e940daff9ec7b3497e886ac | Can there be this kind of variables
[INFO] | 2024-11-10 07:37:11 AM | analyzer.0x04d660832910ff492e940daff9ec7b3497e886ac | Return summary generated for isNotContract
[INFO] | 2024-11-10 07:37:11 AM | analyzer.0x04d660832910ff492e940daff9ec7b3497e886ac | State variable assignement do not exist
[INFO] | 2024-11-10 07:37:11 AM | analyzer.0x04d660832910ff492e940daff9ec7b3497e886ac | Processed function isNotContract
[INFO] | 2024-11-10 07:37:11 AM | analyzer.0x04d660832910ff492e940daff9ec7b3497e886ac | Generating return summary for mul
[INFO] | 2024-11-10 07:37:11 AM | analyzer.0x04d660832910ff492e940daff9ec7b3497e886ac | Return summary generated for mul
[INFO] | 2024-11-10 07:37:11 AM | analyzer.0x04d660832910ff492e940daff9ec7b3497e886ac | State variable assignement do not exist
[INFO] | 2024-11-10 07:37:11 AM | analyzer.0x04d660832910ff492e940daff9ec7b3497e886ac | Processed function mul
[INFO] | 2024-11-10 07:37:11 AM | analyzer.0x04d660832910ff492e940daff9ec7b3497e886ac | Generating return summary for div
[INFO] | 2024-11-10 07:37:11 AM | analyzer.0x04d660832910ff492e940daff9ec7b3497e886ac | Return summary generated for div
[INFO] | 2024-11-10 07:37:11 AM | analyzer.0x04d660832910ff492e940daff9ec7b3497e886ac | State variable assignement do not exist
[INFO] | 2024-11-10 07:37:11 AM | analyzer.0x04d660832910ff492e940daff9ec7b3497e886ac | Processed function div
[INFO] | 2024-11-10 07:37:11 AM | analyzer.0x04d660832910ff492e940daff9ec7b3497e886ac | Generating return summary for sub
[INFO] | 2024-11-10 07:37:11 AM | analyzer.0x04d660832910ff492e940daff9ec7b3497e886ac | Return summary generated for sub
[INFO] | 2024-11-10 07:37:11 AM | analyzer.0x04d660832910ff492e940daff9ec7b3497e886ac | State variable assignement do not exist
[INFO] | 2024-11-10 07:37:11 AM | analyzer.0x04d660832910ff492e940daff9ec7b3497e886ac | Processed function sub
[INFO] | 2024-11-10 07:37:11 AM | analyzer.0x04d660832910ff492e940daff9ec7b3497e886ac | Generating return summary for add
[INFO] | 2024-11-10 07:37:11 AM | analyzer.0x04d660832910ff492e940daff9ec7b3497e886ac | Return summary generated for add
[INFO] | 2024-11-10 07:37:11 AM | analyzer.0x04d660832910ff492e940daff9ec7b3497e886ac | State variable assignement do not exist
[INFO] | 2024-11-10 07:37:11 AM | analyzer.0x04d660832910ff492e940daff9ec7b3497e886ac | Processed function add
[INFO] | 2024-11-10 07:37:11 AM | analyzer.0x04d660832910ff492e940daff9ec7b3497e886ac | Generating return summary for mod
[INFO] | 2024-11-10 07:37:11 AM | analyzer.0x04d660832910ff492e940daff9ec7b3497e886ac | Return summary generated for mod
[INFO] | 2024-11-10 07:37:11 AM | analyzer.0x04d660832910ff492e940daff9ec7b3497e886ac | State variable assignement do not exist
[INFO] | 2024-11-10 07:37:11 AM | analyzer.0x04d660832910ff492e940daff9ec7b3497e886ac | Processed function mod
[INFO] | 2024-11-10 07:37:11 AM | analyzer.0x04d660832910ff492e940daff9ec7b3497e886ac | Generating return summary for constructor
[INFO] | 2024-11-10 07:37:11 AM | analyzer.0x04d660832910ff492e940daff9ec7b3497e886ac | Return summary generated for constructor
[INFO] | 2024-11-10 07:37:11 AM | analyzer.0x04d660832910ff492e940daff9ec7b3497e886ac | Range graph generated
[INFO] | 2024-11-10 07:37:11 AM | analyzer.0x04d660832910ff492e940daff9ec7b3497e886ac | Processed function constructor
[INFO] | 2024-11-10 07:37:11 AM | analyzer.0x04d660832910ff492e940daff9ec7b3497e886ac | Generating return summary for disown
[INFO] | 2024-11-10 07:37:11 AM | analyzer.0x04d660832910ff492e940daff9ec7b3497e886ac | Return summary generated for disown
[INFO] | 2024-11-10 07:37:11 AM | analyzer.0x04d660832910ff492e940daff9ec7b3497e886ac | State variable assignement do not exist
[INFO] | 2024-11-10 07:37:11 AM | analyzer.0x04d660832910ff492e940daff9ec7b3497e886ac | Processed function disown
[INFO] | 2024-11-10 07:37:11 AM | analyzer.0x04d660832910ff492e940daff9ec7b3497e886ac | Generating return summary for constructor
[INFO] | 2024-11-10 07:37:11 AM | analyzer.0x04d660832910ff492e940daff9ec7b3497e886ac | Return summary generated for constructor
[INFO] | 2024-11-10 07:37:11 AM | analyzer.0x04d660832910ff492e940daff9ec7b3497e886ac | Range graph generated
[INFO] | 2024-11-10 07:37:11 AM | analyzer.0x04d660832910ff492e940daff9ec7b3497e886ac | Processed function constructor
[INFO] | 2024-11-10 07:37:11 AM | analyzer.0x04d660832910ff492e940daff9ec7b3497e886ac | Generating return summary for disown
[INFO] | 2024-11-10 07:37:11 AM | analyzer.0x04d660832910ff492e940daff9ec7b3497e886ac | Return summary generated for disown
[INFO] | 2024-11-10 07:37:11 AM | analyzer.0x04d660832910ff492e940daff9ec7b3497e886ac | State variable assignement do not exist
[INFO] | 2024-11-10 07:37:11 AM | analyzer.0x04d660832910ff492e940daff9ec7b3497e886ac | Processed function disown
[INFO] | 2024-11-10 07:37:11 AM | analyzer.0x04d660832910ff492e940daff9ec7b3497e886ac | Generating return summary for isInvestor
[INFO] | 2024-11-10 07:37:11 AM | analyzer.0x04d660832910ff492e940daff9ec7b3497e886ac | Return summary generated for isInvestor
[INFO] | 2024-11-10 07:37:11 AM | analyzer.0x04d660832910ff492e940daff9ec7b3497e886ac | State variable assignement do not exist
[INFO] | 2024-11-10 07:37:11 AM | analyzer.0x04d660832910ff492e940daff9ec7b3497e886ac | Processed function isInvestor
[INFO] | 2024-11-10 07:37:11 AM | analyzer.0x04d660832910ff492e940daff9ec7b3497e886ac | Generating return summary for investorInfo
[WARNING] | 2024-11-10 07:37:11 AM | analyzer.0x04d660832910ff492e940daff9ec7b3497e886ac | No lvalue eligible assignment, is this some bug!
[INFO] | 2024-11-10 07:37:11 AM | analyzer.0x04d660832910ff492e940daff9ec7b3497e886ac | Return summary generated for investorInfo
[INFO] | 2024-11-10 07:37:11 AM | analyzer.0x04d660832910ff492e940daff9ec7b3497e886ac | State variable assignement do not exist
[INFO] | 2024-11-10 07:37:11 AM | analyzer.0x04d660832910ff492e940daff9ec7b3497e886ac | Processed function investorInfo
[INFO] | 2024-11-10 07:37:11 AM | analyzer.0x04d660832910ff492e940daff9ec7b3497e886ac | Generating return summary for updatePercent
[INFO] | 2024-11-10 07:37:11 AM | analyzer.0x04d660832910ff492e940daff9ec7b3497e886ac | Return summary generated for updatePercent
