[INFO] | 2024-11-10 07:40:39 AM | analyzer.0x066416dc99bea2c852e46acf88128480479cf191 | Analysis started at: 2024-11-10 07:40:39 AM
[INFO] | 2024-11-10 07:40:43 AM | analyzer.0x066416dc99bea2c852e46acf88128480479cf191 | State variable assignement do not exist
[INFO] | 2024-11-10 07:40:43 AM | analyzer.0x066416dc99bea2c852e46acf88128480479cf191 | Processed function transferFrom
[INFO] | 2024-11-10 07:40:43 AM | analyzer.0x066416dc99bea2c852e46acf88128480479cf191 | Generating return summary for balances
[INFO] | 2024-11-10 07:40:43 AM | analyzer.0x066416dc99bea2c852e46acf88128480479cf191 | Return summary generated for balances
[INFO] | 2024-11-10 07:40:43 AM | analyzer.0x066416dc99bea2c852e46acf88128480479cf191 | State variable assignement do not exist
[INFO] | 2024-11-10 07:40:43 AM | analyzer.0x066416dc99bea2c852e46acf88128480479cf191 | Processed function balances
[INFO] | 2024-11-10 07:40:43 AM | analyzer.0x066416dc99bea2c852e46acf88128480479cf191 | Generating return summary for transfer
[INFO] | 2024-11-10 07:40:43 AM | analyzer.0x066416dc99bea2c852e46acf88128480479cf191 | Return summary generated for transfer
[INFO] | 2024-11-10 07:40:43 AM | analyzer.0x066416dc99bea2c852e46acf88128480479cf191 | State variable assignement do not exist
[INFO] | 2024-11-10 07:40:43 AM | analyzer.0x066416dc99bea2c852e46acf88128480479cf191 | Processed function transfer
[INFO] | 2024-11-10 07:40:43 AM | analyzer.0x066416dc99bea2c852e46acf88128480479cf191 | Generating return summary for transferFrom
[INFO] | 2024-11-10 07:40:43 AM | analyzer.0x066416dc99bea2c852e46acf88128480479cf191 | Return summary generated for transferFrom
[INFO] | 2024-11-10 07:40:43 AM | analyzer.0x066416dc99bea2c852e46acf88128480479cf191 | State variable assignement do not exist
[INFO] | 2024-11-10 07:40:43 AM | analyzer.0x066416dc99bea2c852e46acf88128480479cf191 | Processed function transferFrom
[INFO] | 2024-11-10 07:40:43 AM | analyzer.0x066416dc99bea2c852e46acf88128480479cf191 | Generating return summary for balanceOf
[INFO] | 2024-11-10 07:40:43 AM | analyzer.0x066416dc99bea2c852e46acf88128480479cf191 | Return summary generated for balanceOf
[INFO] | 2024-11-10 07:40:43 AM | analyzer.0x066416dc99bea2c852e46acf88128480479cf191 | State variable assignement do not exist
[INFO] | 2024-11-10 07:40:43 AM | analyzer.0x066416dc99bea2c852e46acf88128480479cf191 | Processed function balanceOf
[INFO] | 2024-11-10 07:40:43 AM | analyzer.0x066416dc99bea2c852e46acf88128480479cf191 | Generating return summary for SafeMath
[INFO] | 2024-11-10 07:40:43 AM | analyzer.0x066416dc99bea2c852e46acf88128480479cf191 | Return summary generated for SafeMath
[INFO] | 2024-11-10 07:40:43 AM | analyzer.0x066416dc99bea2c852e46acf88128480479cf191 | Range graph generated
[INFO] | 2024-11-10 07:40:43 AM | analyzer.0x066416dc99bea2c852e46acf88128480479cf191 | Processed function SafeMath
[INFO] | 2024-11-10 07:40:43 AM | analyzer.0x066416dc99bea2c852e46acf88128480479cf191 | Generating return summary for assert
[INFO] | 2024-11-10 07:40:43 AM | analyzer.0x066416dc99bea2c852e46acf88128480479cf191 | Return summary generated for assert
[INFO] | 2024-11-10 07:40:43 AM | analyzer.0x066416dc99bea2c852e46acf88128480479cf191 | State variable assignement do not exist
[INFO] | 2024-11-10 07:40:43 AM | analyzer.0x066416dc99bea2c852e46acf88128480479cf191 | Processed function assert
[INFO] | 2024-11-10 07:40:43 AM | analyzer.0x066416dc99bea2c852e46acf88128480479cf191 | Generating return summary for onlyOwner
[INFO] | 2024-11-10 07:40:43 AM | analyzer.0x066416dc99bea2c852e46acf88128480479cf191 | Return summary generated for onlyOwner
[INFO] | 2024-11-10 07:40:43 AM | analyzer.0x066416dc99bea2c852e46acf88128480479cf191 | State variable assignement do not exist
[INFO] | 2024-11-10 07:40:43 AM | analyzer.0x066416dc99bea2c852e46acf88128480479cf191 | Processed function onlyOwner
[INFO] | 2024-11-10 07:40:43 AM | analyzer.0x066416dc99bea2c852e46acf88128480479cf191 | Generating return summary for SafeMath
[INFO] | 2024-11-10 07:40:43 AM | analyzer.0x066416dc99bea2c852e46acf88128480479cf191 | Return summary generated for SafeMath
[INFO] | 2024-11-10 07:40:43 AM | analyzer.0x066416dc99bea2c852e46acf88128480479cf191 | Range graph generated
[INFO] | 2024-11-10 07:40:43 AM | analyzer.0x066416dc99bea2c852e46acf88128480479cf191 | Processed function SafeMath
[INFO] | 2024-11-10 07:40:43 AM | analyzer.0x066416dc99bea2c852e46acf88128480479cf191 | Generating return summary for assert
[INFO] | 2024-11-10 07:40:43 AM | analyzer.0x066416dc99bea2c852e46acf88128480479cf191 | Return summary generated for assert
[INFO] | 2024-11-10 07:40:43 AM | analyzer.0x066416dc99bea2c852e46acf88128480479cf191 | State variable assignement do not exist
[INFO] | 2024-11-10 07:40:43 AM | analyzer.0x066416dc99bea2c852e46acf88128480479cf191 | Processed function assert
[INFO] | 2024-11-10 07:40:43 AM | analyzer.0x066416dc99bea2c852e46acf88128480479cf191 | Generating return summary for bebBUYtwo
[INFO] | 2024-11-10 07:40:43 AM | analyzer.0x066416dc99bea2c852e46acf88128480479cf191 | Return summary generated for bebBUYtwo
[INFO] | 2024-11-10 07:40:43 AM | analyzer.0x066416dc99bea2c852e46acf88128480479cf191 | Range graph generated
[INFO] | 2024-11-10 07:40:43 AM | analyzer.0x066416dc99bea2c852e46acf88128480479cf191 | Processed function bebBUYtwo
[INFO] | 2024-11-10 07:40:43 AM | analyzer.0x066416dc99bea2c852e46acf88128480479cf191 | Generating return summary for setusdtex
[INFO] | 2024-11-10 07:40:43 AM | analyzer.0x066416dc99bea2c852e46acf88128480479cf191 | Return summary generated for setusdtex
[INFO] | 2024-11-10 07:40:43 AM | analyzer.0x066416dc99bea2c852e46acf88128480479cf191 | Range graph generated
[INFO] | 2024-11-10 07:40:43 AM | analyzer.0x066416dc99bea2c852e46acf88128480479cf191 | Processed function setusdtex
[INFO] | 2024-11-10 07:40:43 AM | analyzer.0x066416dc99bea2c852e46acf88128480479cf191 | Generating return summary for querBalance
[INFO] | 2024-11-10 07:40:43 AM | analyzer.0x066416dc99bea2c852e46acf88128480479cf191 | Return summary generated for querBalance
[INFO] | 2024-11-10 07:40:43 AM | analyzer.0x066416dc99bea2c852e46acf88128480479cf191 | State variable assignement do not exist
[INFO] | 2024-11-10 07:40:43 AM | analyzer.0x066416dc99bea2c852e46acf88128480479cf191 | Processed function querBalance
[INFO] | 2024-11-10 07:40:43 AM | analyzer.0x066416dc99bea2c852e46acf88128480479cf191 | Generating return summary for getQuanju
[INFO] | 2024-11-10 07:40:43 AM | analyzer.0x066416dc99bea2c852e46acf88128480479cf191 | Return summary generated for getQuanju
[INFO] | 2024-11-10 07:40:43 AM | analyzer.0x066416dc99bea2c852e46acf88128480479cf191 | State variable assignement do not exist
[INFO] | 2024-11-10 07:40:43 AM | analyzer.0x066416dc99bea2c852e46acf88128480479cf191 | Processed function getQuanju
[INFO] | 2024-11-10 07:40:43 AM | analyzer.0x066416dc99bea2c852e46acf88128480479cf191 | Generating return summary for getUSDTuser
[INFO] | 2024-11-10 07:40:43 AM | analyzer.0x066416dc99bea2c852e46acf88128480479cf191 | Return summary generated for getUSDTuser
[INFO] | 2024-11-10 07:40:43 AM | analyzer.0x066416dc99bea2c852e46acf88128480479cf191 | State variable assignement do not exist
[INFO] | 2024-11-10 07:40:43 AM | analyzer.0x066416dc99bea2c852e46acf88128480479cf191 | Processed function getUSDTuser
[INFO] | 2024-11-10 07:40:43 AM | analyzer.0x066416dc99bea2c852e46acf88128480479cf191 | Generating return summary for getBEBuser
[INFO] | 2024-11-10 07:40:43 AM | analyzer.0x066416dc99bea2c852e46acf88128480479cf191 | Return summary generated for getBEBuser
[INFO] | 2024-11-10 07:40:43 AM | analyzer.0x066416dc99bea2c852e46acf88128480479cf191 | State variable assignement do not exist
[INFO] | 2024-11-10 07:40:43 AM | analyzer.0x066416dc99bea2c852e46acf88128480479cf191 | Processed function getBEBuser
[INFO] | 2024-11-10 07:40:43 AM | analyzer.0x066416dc99bea2c852e46acf88128480479cf191 | Generating return summary for getBETvote
[INFO] | 2024-11-10 07:40:43 AM | analyzer.0x066416dc99bea2c852e46acf88128480479cf191 | Return summary generated for getBETvote
[INFO] | 2024-11-10 07:40:43 AM | analyzer.0x066416dc99bea2c852e46acf88128480479cf191 | State variable assignement do not exist
[INFO] | 2024-11-10 07:40:43 AM | analyzer.0x066416dc99bea2c852e46acf88128480479cf191 | Processed function getBETvote
[INFO] | 2024-11-10 07:40:43 AM | analyzer.0x066416dc99bea2c852e46acf88128480479cf191 | Generating return summary for fallback
[INFO] | 2024-11-10 07:40:43 AM | analyzer.0x066416dc99bea2c852e46acf88128480479cf191 | Return summary generated for fallback
[INFO] | 2024-11-10 07:40:43 AM | analyzer.0x066416dc99bea2c852e46acf88128480479cf191 | State variable assignement do not exist
[INFO] | 2024-11-10 07:40:43 AM | analyzer.0x066416dc99bea2c852e46acf88128480479cf191 | Processed function fallback
[INFO] | 2024-11-10 07:40:43 AM | analyzer.0x066416dc99bea2c852e46acf88128480479cf191 | Generating return summary for onlyOwner
[INFO] | 2024-11-10 07:40:43 AM | analyzer.0x066416dc99bea2c852e46acf88128480479cf191 | Return summary generated for onlyOwner
[INFO] | 2024-11-10 07:40:43 AM | analyzer.0x066416dc99bea2c852e46acf88128480479cf191 | State variable assignement do not exist
[INFO] | 2024-11-10 07:40:43 AM | analyzer.0x066416dc99bea2c852e46acf88128480479cf191 | Processed function onlyOwner
[INFO] | 2024-11-10 07:40:43 AM | analyzer.0x066416dc99bea2c852e46acf88128480479cf191 | Generating return summary for setBEB
[INFO] | 2024-11-10 07:40:43 AM | analyzer.0x066416dc99bea2c852e46acf88128480479cf191 | Return summary generated for setBEB
[INFO] | 2024-11-10 07:40:43 AM | analyzer.0x066416dc99bea2c852e46acf88128480479cf191 | Range graph generated
[INFO] | 2024-11-10 07:40:43 AM | analyzer.0x066416dc99bea2c852e46acf88128480479cf191 | Processed function setBEB
[INFO] | 2024-11-10 07:40:43 AM | analyzer.0x066416dc99bea2c852e46acf88128480479cf191 | Generating return summary for getTokenBalance
[INFO] | 2024-11-10 07:40:43 AM | analyzer.0x066416dc99bea2c852e46acf88128480479cf191 | Return summary generated for getTokenBalance
[INFO] | 2024-11-10 07:40:43 AM | analyzer.0x066416dc99bea2c852e46acf88128480479cf191 | State variable assignement do not exist
[INFO] | 2024-11-10 07:40:43 AM | analyzer.0x066416dc99bea2c852e46acf88128480479cf191 | Processed function getTokenBalance
[INFO] | 2024-11-10 07:40:43 AM | analyzer.0x066416dc99bea2c852e46acf88128480479cf191 | Generating return summary for getTokenBalanceUSDT
[INFO] | 2024-11-10 07:40:43 AM | analyzer.0x066416dc99bea2c852e46acf88128480479cf191 | Return summary generated for getTokenBalanceUSDT
[INFO] | 2024-11-10 07:40:43 AM | analyzer.0x066416dc99bea2c852e46acf88128480479cf191 | State variable assignement do not exist
[INFO] | 2024-11-10 07:40:43 AM | analyzer.0x066416dc99bea2c852e46acf88128480479cf191 | Processed function getTokenBalanceUSDT
[INFO] | 2024-11-10 07:40:43 AM | analyzer.0x066416dc99bea2c852e46acf88128480479cf191 | Generating return summary for quhuiBET
[INFO] | 2024-11-10 07:40:43 AM | analyzer.0x066416dc99bea2c852e46acf88128480479cf191 | Return summary generated for quhuiBET
[INFO] | 2024-11-10 07:40:43 AM | analyzer.0x066416dc99bea2c852e46acf88128480479cf191 | State variable assignement do not exist
[INFO] | 2024-11-10 07:40:43 AM | analyzer.0x066416dc99bea2c852e46acf88128480479cf191 | Processed function quhuiBET
[INFO] | 2024-11-10 07:40:43 AM | analyzer.0x066416dc99bea2c852e46acf88128480479cf191 | Generating return summary for BETwithdrawal
[INFO] | 2024-11-10 07:40:43 AM | analyzer.0x066416dc99bea2c852e46acf88128480479cf191 | Return summary generated for BETwithdrawal
[INFO] | 2024-11-10 07:40:43 AM | analyzer.0x066416dc99bea2c852e46acf88128480479cf191 | State variable assignement do not exist
[INFO] | 2024-11-10 07:40:43 AM | analyzer.0x066416dc99bea2c852e46acf88128480479cf191 | Processed function BETwithdrawal
[INFO] | 2024-11-10 07:40:43 AM | analyzer.0x066416dc99bea2c852e46acf88128480479cf191 | Generating return summary for getTokenBalanceBET
[INFO] | 2024-11-10 07:40:43 AM | analyzer.0x066416dc99bea2c852e46acf88128480479cf191 | Return summary generated for getTokenBalanceBET
[INFO] | 2024-11-10 07:40:43 AM | analyzer.0x066416dc99bea2c852e46acf88128480479cf191 | State variable assignement do not exist
[INFO] | 2024-11-10 07:40:43 AM | analyzer.0x066416dc99bea2c852e46acf88128480479cf191 | Processed function getTokenBalanceBET
[INFO] | 2024-11-10 07:40:43 AM | analyzer.0x066416dc99bea2c852e46acf88128480479cf191 | Generating return summary for safeMul
[INFO] | 2024-11-10 07:40:43 AM | analyzer.0x066416dc99bea2c852e46acf88128480479cf191 | Return summary generated for safeMul
[INFO] | 2024-11-10 07:40:43 AM | analyzer.0x066416dc99bea2c852e46acf88128480479cf191 | State variable assignement do not exist
[INFO] | 2024-11-10 07:40:43 AM | analyzer.0x066416dc99bea2c852e46acf88128480479cf191 | Processed function safeMul
[INFO] | 2024-11-10 07:40:43 AM | analyzer.0x066416dc99bea2c852e46acf88128480479cf191 | Generating return summary for safeDiv
[INFO] | 2024-11-10 07:40:43 AM | analyzer.0x066416dc99bea2c852e46acf88128480479cf191 | Return summary generated for safeDiv
[INFO] | 2024-11-10 07:40:43 AM | analyzer.0x066416dc99bea2c852e46acf88128480479cf191 | State variable assignement do not exist
[INFO] | 2024-11-10 07:40:43 AM | analyzer.0x066416dc99bea2c852e46acf88128480479cf191 | Processed function safeDiv
[INFO] | 2024-11-10 07:40:43 AM | analyzer.0x066416dc99bea2c852e46acf88128480479cf191 | Generating return summary for safeSub
[INFO] | 2024-11-10 07:40:43 AM | analyzer.0x066416dc99bea2c852e46acf88128480479cf191 | Return summary generated for safeSub
[INFO] | 2024-11-10 07:40:43 AM | analyzer.0x066416dc99bea2c852e46acf88128480479cf191 | State variable assignement do not exist
[INFO] | 2024-11-10 07:40:43 AM | analyzer.0x066416dc99bea2c852e46acf88128480479cf191 | Processed function safeSub
[INFO] | 2024-11-10 07:40:43 AM | analyzer.0x066416dc99bea2c852e46acf88128480479cf191 | Generating return summary for safeAdd
[INFO] | 2024-11-10 07:40:43 AM | analyzer.0x066416dc99bea2c852e46acf88128480479cf191 | Return summary generated for safeAdd
[INFO] | 2024-11-10 07:40:43 AM | analyzer.0x066416dc99bea2c852e46acf88128480479cf191 | State variable assignement do not exist
[INFO] | 2024-11-10 07:40:43 AM | analyzer.0x066416dc99bea2c852e46acf88128480479cf191 | Processed function safeAdd
[INFO] | 2024-11-10 07:40:43 AM | analyzer.0x066416dc99bea2c852e46acf88128480479cf191 | Generating return summary for transferOwnership
[INFO] | 2024-11-10 07:40:43 AM | analyzer.0x066416dc99bea2c852e46acf88128480479cf191 | Return summary generated for transferOwnership
[INFO] | 2024-11-10 07:40:43 AM | analyzer.0x066416dc99bea2c852e46acf88128480479cf191 | Range graph generated
[INFO] | 2024-11-10 07:40:43 AM | analyzer.0x066416dc99bea2c852e46acf88128480479cf191 | Processed function transferOwnership
[INFO] | 2024-11-10 07:40:43 AM | analyzer.0x066416dc99bea2c852e46acf88128480479cf191 | Generating return summary for safeMul
[INFO] | 2024-11-10 07:40:43 AM | analyzer.0x066416dc99bea2c852e46acf88128480479cf191 | Return summary generated for safeMul
[INFO] | 2024-11-10 07:40:43 AM | analyzer.0x066416dc99bea2c852e46acf88128480479cf191 | State variable assignement do not exist
[INFO] | 2024-11-10 07:40:43 AM | analyzer.0x066416dc99bea2c852e46acf88128480479cf191 | Processed function safeMul
[INFO] | 2024-11-10 07:40:43 AM | analyzer.0x066416dc99bea2c852e46acf88128480479cf191 | Generating return summary for safeDiv
[INFO] | 2024-11-10 07:40:43 AM | analyzer.0x066416dc99bea2c852e46acf88128480479cf191 | Return summary generated for safeDiv
[INFO] | 2024-11-10 07:40:43 AM | analyzer.0x066416dc99bea2c852e46acf88128480479cf191 | State variable assignement do not exist
[INFO] | 2024-11-10 07:40:43 AM | analyzer.0x066416dc99bea2c852e46acf88128480479cf191 | Processed function safeDiv
[INFO] | 2024-11-10 07:40:43 AM | analyzer.0x066416dc99bea2c852e46acf88128480479cf191 | Generating return summary for safeSub
[INFO] | 2024-11-10 07:40:43 AM | analyzer.0x066416dc99bea2c852e46acf88128480479cf191 | Return summary generated for safeSub
[INFO] | 2024-11-10 07:40:43 AM | analyzer.0x066416dc99bea2c852e46acf88128480479cf191 | State variable assignement do not exist
[INFO] | 2024-11-10 07:40:43 AM | analyzer.0x066416dc99bea2c852e46acf88128480479cf191 | Processed function safeSub
[INFO] | 2024-11-10 07:40:43 AM | analyzer.0x066416dc99bea2c852e46acf88128480479cf191 | Generating return summary for safeAdd
[INFO] | 2024-11-10 07:40:43 AM | analyzer.0x066416dc99bea2c852e46acf88128480479cf191 | Return summary generated for safeAdd
[INFO] | 2024-11-10 07:40:43 AM | analyzer.0x066416dc99bea2c852e46acf88128480479cf191 | State variable assignement do not exist
[INFO] | 2024-11-10 07:40:43 AM | analyzer.0x066416dc99bea2c852e46acf88128480479cf191 | Processed function safeAdd
[INFO] | 2024-11-10 07:40:43 AM | analyzer.0x066416dc99bea2c852e46acf88128480479cf191 | Generating return summary for transferOwnership
[INFO] | 2024-11-10 07:40:43 AM | analyzer.0x066416dc99bea2c852e46acf88128480479cf191 | Return summary generated for transferOwnership
[INFO] | 2024-11-10 07:40:43 AM | analyzer.0x066416dc99bea2c852e46acf88128480479cf191 | Range graph generated
[INFO] | 2024-11-10 07:40:43 AM | analyzer.0x066416dc99bea2c852e46acf88128480479cf191 | Processed function transferOwnership
[INFO] | 2024-11-10 07:40:43 AM | analyzer.0x066416dc99bea2c852e46acf88128480479cf191 | Generating return summary for setBEBday
[INFO] | 2024-11-10 07:40:43 AM | analyzer.0x066416dc99bea2c852e46acf88128480479cf191 | Return summary generated for setBEBday
[INFO] | 2024-11-10 07:40:43 AM | analyzer.0x066416dc99bea2c852e46acf88128480479cf191 | Range graph generated
[INFO] | 2024-11-10 07:40:43 AM | analyzer.0x066416dc99bea2c852e46acf88128480479cf191 | Processed function setBEBday
[INFO] | 2024-11-10 07:40:43 AM | analyzer.0x066416dc99bea2c852e46acf88128480479cf191 | Generating return summary for setVoteZancheng
[INFO] | 2024-11-10 07:40:43 AM | analyzer.0x066416dc99bea2c852e46acf88128480479cf191 | Return summary generated for setVoteZancheng
[INFO] | 2024-11-10 07:40:43 AM | analyzer.0x066416dc99bea2c852e46acf88128480479cf191 | Range graph generated
[INFO] | 2024-11-10 07:40:43 AM | analyzer.0x066416dc99bea2c852e46acf88128480479cf191 | Processed function setVoteZancheng
[INFO] | 2024-11-10 07:40:43 AM | analyzer.0x066416dc99bea2c852e46acf88128480479cf191 | Generating return summary for setVoteFandui
[INFO] | 2024-11-10 07:40:43 AM | analyzer.0x066416dc99bea2c852e46acf88128480479cf191 | Return summary generated for setVoteFandui
[INFO] | 2024-11-10 07:40:43 AM | analyzer.0x066416dc99bea2c852e46acf88128480479cf191 | Range graph generated
[INFO] | 2024-11-10 07:40:43 AM | analyzer.0x066416dc99bea2c852e46acf88128480479cf191 | Processed function setVoteFandui
[INFO] | 2024-11-10 07:40:43 AM | analyzer.0x066416dc99bea2c852e46acf88128480479cf191 | Generating return summary for setUSDT
[INFO] | 2024-11-10 07:40:43 AM | analyzer.0x066416dc99bea2c852e46acf88128480479cf191 | Return summary generated for setUSDT
[INFO] | 2024-11-10 07:40:43 AM | analyzer.0x066416dc99bea2c852e46acf88128480479cf191 | Range graph generated
[INFO] | 2024-11-10 07:40:43 AM | analyzer.0x066416dc99bea2c852e46acf88128480479cf191 | Processed function setUSDT
[INFO] | 2024-11-10 07:40:43 AM | analyzer.0x066416dc99bea2c852e46acf88128480479cf191 | Generating return summary for setETH
[INFO] | 2024-11-10 07:40:43 AM | analyzer.0x066416dc99bea2c852e46acf88128480479cf191 | Return summary generated for setETH
[INFO] | 2024-11-10 07:40:43 AM | analyzer.0x066416dc99bea2c852e46acf88128480479cf191 | Range graph generated
[INFO] | 2024-11-10 07:40:43 AM | analyzer.0x066416dc99bea2c852e46acf88128480479cf191 | Processed function setETH
[INFO] | 2024-11-10 07:40:43 AM | analyzer.0x066416dc99bea2c852e46acf88128480479cf191 | Generating return summary for DayQuKuan
[INFO] | 2024-11-10 07:40:43 AM | analyzer.0x066416dc99bea2c852e46acf88128480479cf191 | Return summary generated for DayQuKuan
[INFO] | 2024-11-10 07:40:43 AM | analyzer.0x066416dc99bea2c852e46acf88128480479cf191 | Range graph generated
[INFO] | 2024-11-10 07:40:43 AM | analyzer.0x066416dc99bea2c852e46acf88128480479cf191 | Processed function DayQuKuan
[INFO] | 2024-11-10 07:40:43 AM | analyzer.0x066416dc99bea2c852e46acf88128480479cf191 | Generating return summary for DayQuKuanUsdt
[INFO] | 2024-11-10 07:40:43 AM | analyzer.0x066416dc99bea2c852e46acf88128480479cf191 | Return summary generated for DayQuKuanUsdt
[INFO] | 2024-11-10 07:40:43 AM | analyzer.0x066416dc99bea2c852e46acf88128480479cf191 | Range graph generated
[INFO] | 2024-11-10 07:40:43 AM | analyzer.0x066416dc99bea2c852e46acf88128480479cf191 | Processed function DayQuKuanUsdt
[INFO] | 2024-11-10 07:40:43 AM | analyzer.0x066416dc99bea2c852e46acf88128480479cf191 | Generating return summary for ChaiwuzhiChu
[INFO] | 2024-11-10 07:40:43 AM | analyzer.0x066416dc99bea2c852e46acf88128480479cf191 | Return summary generated for ChaiwuzhiChu
[INFO] | 2024-11-10 07:40:43 AM | analyzer.0x066416dc99bea2c852e46acf88128480479cf191 | Range graph generated
[INFO] | 2024-11-10 07:40:43 AM | analyzer.0x066416dc99bea2c852e46acf88128480479cf191 | Processed function ChaiwuzhiChu
[INFO] | 2024-11-10 07:40:43 AM | analyzer.0x066416dc99bea2c852e46acf88128480479cf191 | Value Range Analysis took 0.025988 seconds
[INFO] | 2024-11-10 07:40:43 AM | analyzer.0x066416dc99bea2c852e46acf88128480479cf191 | Value Range Analysis finished
[INFO] | 2024-11-10 07:40:43 AM | analyzer.0x066416dc99bea2c852e46acf88128480479cf191 | Storage dependency graph compostion started!
[INFO] | 2024-11-10 07:40:43 AM | analyzer.0x066416dc99bea2c852e46acf88128480479cf191 | Storage dependency graph compostion finished!
[INFO] | 2024-11-10 07:40:43 AM | analyzer.0x066416dc99bea2c852e46acf88128480479cf191 | Dependency detection started!
[INFO] | 2024-11-10 07:40:43 AM | analyzer.0x066416dc99bea2c852e46acf88128480479cf191 | Dependency detection finished!
[INFO] | 2024-11-10 07:40:43 AM | analyzer.0x066416dc99bea2c852e46acf88128480479cf191 | Static Analysis took 4.075808 seconds
[INFO] | 2024-11-10 07:40:43 AM | analyzer.0x066416dc99bea2c852e46acf88128480479cf191 | Dependency does not exist
[INFO] | 2024-11-10 07:40:43 AM | analyzer.0x066416dc99bea2c852e46acf88128480479cf191 | Symbolic execution is not needed!
[INFO] | 2024-11-10 07:40:43 AM | analyzer.0x066416dc99bea2c852e46acf88128480479cf191 | Analysis finished!
[INFO] | 2024-11-10 07:40:43 AM | analyzer.0x066416dc99bea2c852e46acf88128480479cf191 | Analysis took 4.076007 seconds
[INFO] | 2024-11-10 07:40:43 AM | analyzer.0x066416dc99bea2c852e46acf88128480479cf191 | Analysis finished at: 2024-11-10 07:40:43 AM
