[INFO] | 2024-11-10 07:44:04 AM | analyzer.0xfc560a12fb91c7b743d070e5764b4404de2f4883 | Analysis started at: 2024-11-10 07:44:04 AM
[INFO] | 2024-11-10 07:44:05 AM | analyzer.0xfc560a12fb91c7b743d070e5764b4404de2f4883 | Processed function slitherConstructorVariables
[INFO] | 2024-11-10 07:44:05 AM | analyzer.0xfc560a12fb91c7b743d070e5764b4404de2f4883 | Generating return summary for afterDeadline
[INFO] | 2024-11-10 07:44:05 AM | analyzer.0xfc560a12fb91c7b743d070e5764b4404de2f4883 | Return summary generated for afterDeadline
[INFO] | 2024-11-10 07:44:05 AM | analyzer.0xfc560a12fb91c7b743d070e5764b4404de2f4883 | State variable assignement do not exist
[INFO] | 2024-11-10 07:44:05 AM | analyzer.0xfc560a12fb91c7b743d070e5764b4404de2f4883 | Processed function afterDeadline
[INFO] | 2024-11-10 07:44:05 AM | analyzer.0xfc560a12fb91c7b743d070e5764b4404de2f4883 | Generating return summary for afterWithdrawalDeadline
[INFO] | 2024-11-10 07:44:05 AM | analyzer.0xfc560a12fb91c7b743d070e5764b4404de2f4883 | Return summary generated for afterWithdrawalDeadline
[INFO] | 2024-11-10 07:44:05 AM | analyzer.0xfc560a12fb91c7b743d070e5764b4404de2f4883 | State variable assignement do not exist
[INFO] | 2024-11-10 07:44:05 AM | analyzer.0xfc560a12fb91c7b743d070e5764b4404de2f4883 | Processed function afterWithdrawalDeadline
[INFO] | 2024-11-10 07:44:05 AM | analyzer.0xfc560a12fb91c7b743d070e5764b4404de2f4883 | Generating return summary for safeWithdrawal
[INFO] | 2024-11-10 07:44:05 AM | analyzer.0xfc560a12fb91c7b743d070e5764b4404de2f4883 | Return summary generated for safeWithdrawal
[INFO] | 2024-11-10 07:44:05 AM | analyzer.0xfc560a12fb91c7b743d070e5764b4404de2f4883 | Range graph generated
[INFO] | 2024-11-10 07:44:05 AM | analyzer.0xfc560a12fb91c7b743d070e5764b4404de2f4883 | Processed function safeWithdrawal
[INFO] | 2024-11-10 07:44:05 AM | analyzer.0xfc560a12fb91c7b743d070e5764b4404de2f4883 | Generating return summary for getContractTokenBalance
[INFO] | 2024-11-10 07:44:05 AM | analyzer.0xfc560a12fb91c7b743d070e5764b4404de2f4883 | Return summary generated for getContractTokenBalance
[INFO] | 2024-11-10 07:44:05 AM | analyzer.0xfc560a12fb91c7b743d070e5764b4404de2f4883 | State variable assignement do not exist
[INFO] | 2024-11-10 07:44:05 AM | analyzer.0xfc560a12fb91c7b743d070e5764b4404de2f4883 | Processed function getContractTokenBalance
[INFO] | 2024-11-10 07:44:05 AM | analyzer.0xfc560a12fb91c7b743d070e5764b4404de2f4883 | Generating return summary for checkGoalReached
[INFO] | 2024-11-10 07:44:05 AM | analyzer.0xfc560a12fb91c7b743d070e5764b4404de2f4883 | Return summary generated for checkGoalReached
[INFO] | 2024-11-10 07:44:05 AM | analyzer.0xfc560a12fb91c7b743d070e5764b4404de2f4883 | Range graph generated
[INFO] | 2024-11-10 07:44:05 AM | analyzer.0xfc560a12fb91c7b743d070e5764b4404de2f4883 | Processed function checkGoalReached
[INFO] | 2024-11-10 07:44:05 AM | analyzer.0xfc560a12fb91c7b743d070e5764b4404de2f4883 | Value Range Analysis took 0.005282 seconds
[INFO] | 2024-11-10 07:44:05 AM | analyzer.0xfc560a12fb91c7b743d070e5764b4404de2f4883 | Value Range Analysis finished
[INFO] | 2024-11-10 07:44:05 AM | analyzer.0xfc560a12fb91c7b743d070e5764b4404de2f4883 | Storage dependency graph compostion started!
[INFO] | 2024-11-10 07:44:05 AM | analyzer.0xfc560a12fb91c7b743d070e5764b4404de2f4883 | Storage dependency graph compostion finished!
[INFO] | 2024-11-10 07:44:05 AM | analyzer.0xfc560a12fb91c7b743d070e5764b4404de2f4883 | Dependency detection started!
