[INFO] | 2024-11-10 07:40:27 AM | analyzer.0x2aa216f8126190fe5610b1b6c3c4835d1b07c8c8 | Analysis started at: 2024-11-10 07:40:27 AM
[INFO] | 2024-11-10 07:41:09 AM | analyzer.0x2aa216f8126190fe5610b1b6c3c4835d1b07c8c8 | Generating return summary for slitherConstructorConstantVariables
[INFO] | 2024-11-10 07:41:09 AM | analyzer.0x2aa216f8126190fe5610b1b6c3c4835d1b07c8c8 | Return summary generated for slitherConstructorConstantVariables
[INFO] | 2024-11-10 07:41:09 AM | analyzer.0x2aa216f8126190fe5610b1b6c3c4835d1b07c8c8 | Range graph generated
[INFO] | 2024-11-10 07:41:09 AM | analyzer.0x2aa216f8126190fe5610b1b6c3c4835d1b07c8c8 | Processed function slitherConstructorConstantVariables
[INFO] | 2024-11-10 07:41:09 AM | analyzer.0x2aa216f8126190fe5610b1b6c3c4835d1b07c8c8 | Generating return summary for slitherConstructorConstantVariables
[INFO] | 2024-11-10 07:41:09 AM | analyzer.0x2aa216f8126190fe5610b1b6c3c4835d1b07c8c8 | Return summary generated for slitherConstructorConstantVariables
[INFO] | 2024-11-10 07:41:09 AM | analyzer.0x2aa216f8126190fe5610b1b6c3c4835d1b07c8c8 | Range graph generated
[INFO] | 2024-11-10 07:41:09 AM | analyzer.0x2aa216f8126190fe5610b1b6c3c4835d1b07c8c8 | Processed function slitherConstructorConstantVariables
[INFO] | 2024-11-10 07:41:09 AM | analyzer.0x2aa216f8126190fe5610b1b6c3c4835d1b07c8c8 | Generating return summary for query
[INFO] | 2024-11-10 07:41:09 AM | analyzer.0x2aa216f8126190fe5610b1b6c3c4835d1b07c8c8 | Return summary generated for query
[INFO] | 2024-11-10 07:41:09 AM | analyzer.0x2aa216f8126190fe5610b1b6c3c4835d1b07c8c8 | State variable assignement do not exist
[INFO] | 2024-11-10 07:41:09 AM | analyzer.0x2aa216f8126190fe5610b1b6c3c4835d1b07c8c8 | Processed function query
[INFO] | 2024-11-10 07:41:09 AM | analyzer.0x2aa216f8126190fe5610b1b6c3c4835d1b07c8c8 | Generating return summary for query_withGasLimit
[INFO] | 2024-11-10 07:41:09 AM | analyzer.0x2aa216f8126190fe5610b1b6c3c4835d1b07c8c8 | Return summary generated for query_withGasLimit
[INFO] | 2024-11-10 07:41:09 AM | analyzer.0x2aa216f8126190fe5610b1b6c3c4835d1b07c8c8 | State variable assignement do not exist
[INFO] | 2024-11-10 07:41:09 AM | analyzer.0x2aa216f8126190fe5610b1b6c3c4835d1b07c8c8 | Processed function query_withGasLimit
[INFO] | 2024-11-10 07:41:09 AM | analyzer.0x2aa216f8126190fe5610b1b6c3c4835d1b07c8c8 | Generating return summary for query2
[INFO] | 2024-11-10 07:41:09 AM | analyzer.0x2aa216f8126190fe5610b1b6c3c4835d1b07c8c8 | Return summary generated for query2
[INFO] | 2024-11-10 07:41:09 AM | analyzer.0x2aa216f8126190fe5610b1b6c3c4835d1b07c8c8 | State variable assignement do not exist
[INFO] | 2024-11-10 07:41:09 AM | analyzer.0x2aa216f8126190fe5610b1b6c3c4835d1b07c8c8 | Processed function query2
[INFO] | 2024-11-10 07:41:09 AM | analyzer.0x2aa216f8126190fe5610b1b6c3c4835d1b07c8c8 | Generating return summary for query2_withGasLimit
[INFO] | 2024-11-10 07:41:09 AM | analyzer.0x2aa216f8126190fe5610b1b6c3c4835d1b07c8c8 | Return summary generated for query2_withGasLimit
[INFO] | 2024-11-10 07:41:09 AM | analyzer.0x2aa216f8126190fe5610b1b6c3c4835d1b07c8c8 | State variable assignement do not exist
[INFO] | 2024-11-10 07:41:09 AM | analyzer.0x2aa216f8126190fe5610b1b6c3c4835d1b07c8c8 | Processed function query2_withGasLimit
[INFO] | 2024-11-10 07:41:09 AM | analyzer.0x2aa216f8126190fe5610b1b6c3c4835d1b07c8c8 | Generating return summary for queryN
[INFO] | 2024-11-10 07:41:09 AM | analyzer.0x2aa216f8126190fe5610b1b6c3c4835d1b07c8c8 | Return summary generated for queryN
[INFO] | 2024-11-10 07:41:09 AM | analyzer.0x2aa216f8126190fe5610b1b6c3c4835d1b07c8c8 | State variable assignement do not exist
[INFO] | 2024-11-10 07:41:09 AM | analyzer.0x2aa216f8126190fe5610b1b6c3c4835d1b07c8c8 | Processed function queryN
[INFO] | 2024-11-10 07:41:09 AM | analyzer.0x2aa216f8126190fe5610b1b6c3c4835d1b07c8c8 | Generating return summary for queryN_withGasLimit
[INFO] | 2024-11-10 07:41:09 AM | analyzer.0x2aa216f8126190fe5610b1b6c3c4835d1b07c8c8 | Return summary generated for queryN_withGasLimit
[INFO] | 2024-11-10 07:41:09 AM | analyzer.0x2aa216f8126190fe5610b1b6c3c4835d1b07c8c8 | State variable assignement do not exist
[INFO] | 2024-11-10 07:41:09 AM | analyzer.0x2aa216f8126190fe5610b1b6c3c4835d1b07c8c8 | Processed function queryN_withGasLimit
[INFO] | 2024-11-10 07:41:09 AM | analyzer.0x2aa216f8126190fe5610b1b6c3c4835d1b07c8c8 | Generating return summary for getPrice
[INFO] | 2024-11-10 07:41:09 AM | analyzer.0x2aa216f8126190fe5610b1b6c3c4835d1b07c8c8 | Return summary generated for getPrice
[INFO] | 2024-11-10 07:41:09 AM | analyzer.0x2aa216f8126190fe5610b1b6c3c4835d1b07c8c8 | State variable assignement do not exist
[INFO] | 2024-11-10 07:41:09 AM | analyzer.0x2aa216f8126190fe5610b1b6c3c4835d1b07c8c8 | Processed function getPrice
[INFO] | 2024-11-10 07:41:09 AM | analyzer.0x2aa216f8126190fe5610b1b6c3c4835d1b07c8c8 | Generating return summary for getPrice
[INFO] | 2024-11-10 07:41:09 AM | analyzer.0x2aa216f8126190fe5610b1b6c3c4835d1b07c8c8 | Return summary generated for getPrice
[INFO] | 2024-11-10 07:41:09 AM | analyzer.0x2aa216f8126190fe5610b1b6c3c4835d1b07c8c8 | State variable assignement do not exist
[INFO] | 2024-11-10 07:41:09 AM | analyzer.0x2aa216f8126190fe5610b1b6c3c4835d1b07c8c8 | Processed function getPrice
[INFO] | 2024-11-10 07:41:09 AM | analyzer.0x2aa216f8126190fe5610b1b6c3c4835d1b07c8c8 | Generating return summary for setProofType
[INFO] | 2024-11-10 07:41:09 AM | analyzer.0x2aa216f8126190fe5610b1b6c3c4835d1b07c8c8 | Return summary generated for setProofType
[INFO] | 2024-11-10 07:41:09 AM | analyzer.0x2aa216f8126190fe5610b1b6c3c4835d1b07c8c8 | State variable assignement do not exist
[INFO] | 2024-11-10 07:41:09 AM | analyzer.0x2aa216f8126190fe5610b1b6c3c4835d1b07c8c8 | Processed function setProofType
[INFO] | 2024-11-10 07:41:09 AM | analyzer.0x2aa216f8126190fe5610b1b6c3c4835d1b07c8c8 | Generating return summary for setCustomGasPrice
[INFO] | 2024-11-10 07:41:09 AM | analyzer.0x2aa216f8126190fe5610b1b6c3c4835d1b07c8c8 | Return summary generated for setCustomGasPrice
[INFO] | 2024-11-10 07:41:09 AM | analyzer.0x2aa216f8126190fe5610b1b6c3c4835d1b07c8c8 | State variable assignement do not exist
[INFO] | 2024-11-10 07:41:09 AM | analyzer.0x2aa216f8126190fe5610b1b6c3c4835d1b07c8c8 | Processed function setCustomGasPrice
[INFO] | 2024-11-10 07:41:09 AM | analyzer.0x2aa216f8126190fe5610b1b6c3c4835d1b07c8c8 | Generating return summary for randomDS_getSessionPubKeyHash
[INFO] | 2024-11-10 07:41:09 AM | analyzer.0x2aa216f8126190fe5610b1b6c3c4835d1b07c8c8 | Return summary generated for randomDS_getSessionPubKeyHash
[INFO] | 2024-11-10 07:41:09 AM | analyzer.0x2aa216f8126190fe5610b1b6c3c4835d1b07c8c8 | State variable assignement do not exist
[INFO] | 2024-11-10 07:41:09 AM | analyzer.0x2aa216f8126190fe5610b1b6c3c4835d1b07c8c8 | Processed function randomDS_getSessionPubKeyHash
[INFO] | 2024-11-10 07:41:09 AM | analyzer.0x2aa216f8126190fe5610b1b6c3c4835d1b07c8c8 | Generating return summary for getAddress
[INFO] | 2024-11-10 07:41:09 AM | analyzer.0x2aa216f8126190fe5610b1b6c3c4835d1b07c8c8 | Return summary generated for getAddress
[INFO] | 2024-11-10 07:41:09 AM | analyzer.0x2aa216f8126190fe5610b1b6c3c4835d1b07c8c8 | State variable assignement do not exist
[INFO] | 2024-11-10 07:41:09 AM | analyzer.0x2aa216f8126190fe5610b1b6c3c4835d1b07c8c8 | Processed function getAddress
[INFO] | 2024-11-10 07:41:09 AM | analyzer.0x2aa216f8126190fe5610b1b6c3c4835d1b07c8c8 | Generating return summary for __callback
[INFO] | 2024-11-10 07:41:09 AM | analyzer.0x2aa216f8126190fe5610b1b6c3c4835d1b07c8c8 | Return summary generated for __callback
[INFO] | 2024-11-10 07:41:09 AM | analyzer.0x2aa216f8126190fe5610b1b6c3c4835d1b07c8c8 | State variable assignement do not exist
[INFO] | 2024-11-10 07:41:09 AM | analyzer.0x2aa216f8126190fe5610b1b6c3c4835d1b07c8c8 | Processed function __callback
[INFO] | 2024-11-10 07:41:09 AM | analyzer.0x2aa216f8126190fe5610b1b6c3c4835d1b07c8c8 | Generating return summary for getCodeSize
[INFO] | 2024-11-10 07:41:09 AM | analyzer.0x2aa216f8126190fe5610b1b6c3c4835d1b07c8c8 | Return summary generated for getCodeSize
[INFO] | 2024-11-10 07:41:09 AM | analyzer.0x2aa216f8126190fe5610b1b6c3c4835d1b07c8c8 | State variable assignement do not exist
[INFO] | 2024-11-10 07:41:09 AM | analyzer.0x2aa216f8126190fe5610b1b6c3c4835d1b07c8c8 | Processed function getCodeSize
[INFO] | 2024-11-10 07:41:09 AM | analyzer.0x2aa216f8126190fe5610b1b6c3c4835d1b07c8c8 | Generating return summary for parseAddr
[INFO] | 2024-11-10 07:41:09 AM | analyzer.0x2aa216f8126190fe5610b1b6c3c4835d1b07c8c8 | Return summary generated for parseAddr
[INFO] | 2024-11-10 07:41:09 AM | analyzer.0x2aa216f8126190fe5610b1b6c3c4835d1b07c8c8 | State variable assignement do not exist
[INFO] | 2024-11-10 07:41:09 AM | analyzer.0x2aa216f8126190fe5610b1b6c3c4835d1b07c8c8 | Processed function parseAddr
[INFO] | 2024-11-10 07:41:09 AM | analyzer.0x2aa216f8126190fe5610b1b6c3c4835d1b07c8c8 | Generating return summary for strCompare
[INFO] | 2024-11-10 07:41:09 AM | analyzer.0x2aa216f8126190fe5610b1b6c3c4835d1b07c8c8 | Return summary generated for strCompare
[INFO] | 2024-11-10 07:41:09 AM | analyzer.0x2aa216f8126190fe5610b1b6c3c4835d1b07c8c8 | State variable assignement do not exist
[INFO] | 2024-11-10 07:41:09 AM | analyzer.0x2aa216f8126190fe5610b1b6c3c4835d1b07c8c8 | Processed function strCompare
[INFO] | 2024-11-10 07:41:09 AM | analyzer.0x2aa216f8126190fe5610b1b6c3c4835d1b07c8c8 | Generating return summary for indexOf
[INFO] | 2024-11-10 07:41:09 AM | analyzer.0x2aa216f8126190fe5610b1b6c3c4835d1b07c8c8 | Return summary generated for indexOf
[INFO] | 2024-11-10 07:41:09 AM | analyzer.0x2aa216f8126190fe5610b1b6c3c4835d1b07c8c8 | State variable assignement do not exist
[INFO] | 2024-11-10 07:41:09 AM | analyzer.0x2aa216f8126190fe5610b1b6c3c4835d1b07c8c8 | Processed function indexOf
[INFO] | 2024-11-10 07:41:09 AM | analyzer.0x2aa216f8126190fe5610b1b6c3c4835d1b07c8c8 | Generating return summary for strConcat
[INFO] | 2024-11-10 07:41:09 AM | analyzer.0x2aa216f8126190fe5610b1b6c3c4835d1b07c8c8 | Return summary generated for strConcat
[INFO] | 2024-11-10 07:41:09 AM | analyzer.0x2aa216f8126190fe5610b1b6c3c4835d1b07c8c8 | State variable assignement do not exist
[INFO] | 2024-11-10 07:41:09 AM | analyzer.0x2aa216f8126190fe5610b1b6c3c4835d1b07c8c8 | Processed function strConcat
[INFO] | 2024-11-10 07:41:09 AM | analyzer.0x2aa216f8126190fe5610b1b6c3c4835d1b07c8c8 | Generating return summary for parseInt
[INFO] | 2024-11-10 07:41:09 AM | analyzer.0x2aa216f8126190fe5610b1b6c3c4835d1b07c8c8 | Return summary generated for parseInt
[INFO] | 2024-11-10 07:41:09 AM | analyzer.0x2aa216f8126190fe5610b1b6c3c4835d1b07c8c8 | State variable assignement do not exist
[INFO] | 2024-11-10 07:41:09 AM | analyzer.0x2aa216f8126190fe5610b1b6c3c4835d1b07c8c8 | Processed function parseInt
[INFO] | 2024-11-10 07:41:09 AM | analyzer.0x2aa216f8126190fe5610b1b6c3c4835d1b07c8c8 | Generating return summary for uint2str
[INFO] | 2024-11-10 07:41:09 AM | analyzer.0x2aa216f8126190fe5610b1b6c3c4835d1b07c8c8 | Return summary generated for uint2str
[INFO] | 2024-11-10 07:41:09 AM | analyzer.0x2aa216f8126190fe5610b1b6c3c4835d1b07c8c8 | State variable assignement do not exist
[INFO] | 2024-11-10 07:41:09 AM | analyzer.0x2aa216f8126190fe5610b1b6c3c4835d1b07c8c8 | Processed function uint2str
[INFO] | 2024-11-10 07:41:09 AM | analyzer.0x2aa216f8126190fe5610b1b6c3c4835d1b07c8c8 | Generating return summary for stra2cbor
[INFO] | 2024-11-10 07:41:09 AM | analyzer.0x2aa216f8126190fe5610b1b6c3c4835d1b07c8c8 | Return summary generated for stra2cbor
[INFO] | 2024-11-10 07:41:09 AM | analyzer.0x2aa216f8126190fe5610b1b6c3c4835d1b07c8c8 | State variable assignement do not exist
[INFO] | 2024-11-10 07:41:09 AM | analyzer.0x2aa216f8126190fe5610b1b6c3c4835d1b07c8c8 | Processed function stra2cbor
[INFO] | 2024-11-10 07:41:09 AM | analyzer.0x2aa216f8126190fe5610b1b6c3c4835d1b07c8c8 | Generating return summary for ba2cbor
[INFO] | 2024-11-10 07:41:09 AM | analyzer.0x2aa216f8126190fe5610b1b6c3c4835d1b07c8c8 | Return summary generated for ba2cbor
[INFO] | 2024-11-10 07:41:09 AM | analyzer.0x2aa216f8126190fe5610b1b6c3c4835d1b07c8c8 | State variable assignement do not exist
[INFO] | 2024-11-10 07:41:09 AM | analyzer.0x2aa216f8126190fe5610b1b6c3c4835d1b07c8c8 | Processed function ba2cbor
[INFO] | 2024-11-10 07:41:09 AM | analyzer.0x2aa216f8126190fe5610b1b6c3c4835d1b07c8c8 | Generating return summary for oraclize_setNetworkName
[INFO] | 2024-11-10 07:41:09 AM | analyzer.0x2aa216f8126190fe5610b1b6c3c4835d1b07c8c8 | Return summary generated for oraclize_setNetworkName
[INFO] | 2024-11-10 07:41:09 AM | analyzer.0x2aa216f8126190fe5610b1b6c3c4835d1b07c8c8 | Range graph generated
[INFO] | 2024-11-10 07:41:09 AM | analyzer.0x2aa216f8126190fe5610b1b6c3c4835d1b07c8c8 | Processed function oraclize_setNetworkName
[INFO] | 2024-11-10 07:41:09 AM | analyzer.0x2aa216f8126190fe5610b1b6c3c4835d1b07c8c8 | Generating return summary for oraclize_getNetworkName
[INFO] | 2024-11-10 07:41:09 AM | analyzer.0x2aa216f8126190fe5610b1b6c3c4835d1b07c8c8 | Return summary generated for oraclize_getNetworkName
[INFO] | 2024-11-10 07:41:09 AM | analyzer.0x2aa216f8126190fe5610b1b6c3c4835d1b07c8c8 | State variable assignement do not exist
[INFO] | 2024-11-10 07:41:09 AM | analyzer.0x2aa216f8126190fe5610b1b6c3c4835d1b07c8c8 | Processed function oraclize_getNetworkName
[INFO] | 2024-11-10 07:41:09 AM | analyzer.0x2aa216f8126190fe5610b1b6c3c4835d1b07c8c8 | Generating return summary for oraclize_randomDS_setCommitment
[INFO] | 2024-11-10 07:41:09 AM | analyzer.0x2aa216f8126190fe5610b1b6c3c4835d1b07c8c8 | Return summary generated for oraclize_randomDS_setCommitment
[INFO] | 2024-11-10 07:41:09 AM | analyzer.0x2aa216f8126190fe5610b1b6c3c4835d1b07c8c8 | Range graph generated
[INFO] | 2024-11-10 07:41:09 AM | analyzer.0x2aa216f8126190fe5610b1b6c3c4835d1b07c8c8 | Processed function oraclize_randomDS_setCommitment
[INFO] | 2024-11-10 07:41:09 AM | analyzer.0x2aa216f8126190fe5610b1b6c3c4835d1b07c8c8 | Generating return summary for matchBytes32Prefix
[INFO] | 2024-11-10 07:41:09 AM | analyzer.0x2aa216f8126190fe5610b1b6c3c4835d1b07c8c8 | Return summary generated for matchBytes32Prefix
[INFO] | 2024-11-10 07:41:09 AM | analyzer.0x2aa216f8126190fe5610b1b6c3c4835d1b07c8c8 | State variable assignement do not exist
[INFO] | 2024-11-10 07:41:09 AM | analyzer.0x2aa216f8126190fe5610b1b6c3c4835d1b07c8c8 | Processed function matchBytes32Prefix
[INFO] | 2024-11-10 07:41:09 AM | analyzer.0x2aa216f8126190fe5610b1b6c3c4835d1b07c8c8 | Generating return summary for copyBytes
[INFO] | 2024-11-10 07:41:09 AM | analyzer.0x2aa216f8126190fe5610b1b6c3c4835d1b07c8c8 | Return summary generated for copyBytes
[INFO] | 2024-11-10 07:41:09 AM | analyzer.0x2aa216f8126190fe5610b1b6c3c4835d1b07c8c8 | State variable assignement do not exist
[INFO] | 2024-11-10 07:41:09 AM | analyzer.0x2aa216f8126190fe5610b1b6c3c4835d1b07c8c8 | Processed function copyBytes
[INFO] | 2024-11-10 07:41:09 AM | analyzer.0x2aa216f8126190fe5610b1b6c3c4835d1b07c8c8 | Generating return summary for safer_ecrecover
[INFO] | 2024-11-10 07:41:09 AM | analyzer.0x2aa216f8126190fe5610b1b6c3c4835d1b07c8c8 | We should not consider this kind of return values!
[INFO] | 2024-11-10 07:41:09 AM | analyzer.0x2aa216f8126190fe5610b1b6c3c4835d1b07c8c8 | We should not consider this kind of return values!
[INFO] | 2024-11-10 07:41:09 AM | analyzer.0x2aa216f8126190fe5610b1b6c3c4835d1b07c8c8 | Return summary generated for safer_ecrecover
[INFO] | 2024-11-10 07:41:09 AM | analyzer.0x2aa216f8126190fe5610b1b6c3c4835d1b07c8c8 | State variable assignement do not exist
[INFO] | 2024-11-10 07:41:09 AM | analyzer.0x2aa216f8126190fe5610b1b6c3c4835d1b07c8c8 | Processed function safer_ecrecover
[INFO] | 2024-11-10 07:41:09 AM | analyzer.0x2aa216f8126190fe5610b1b6c3c4835d1b07c8c8 | Generating return summary for oraclizeAPI
[INFO] | 2024-11-10 07:41:09 AM | analyzer.0x2aa216f8126190fe5610b1b6c3c4835d1b07c8c8 | Return summary generated for oraclizeAPI
[INFO] | 2024-11-10 07:41:09 AM | analyzer.0x2aa216f8126190fe5610b1b6c3c4835d1b07c8c8 | Range graph generated
[INFO] | 2024-11-10 07:41:09 AM | analyzer.0x2aa216f8126190fe5610b1b6c3c4835d1b07c8c8 | Processed function oraclizeAPI
[INFO] | 2024-11-10 07:41:09 AM | analyzer.0x2aa216f8126190fe5610b1b6c3c4835d1b07c8c8 | Generating return summary for getOwner
[INFO] | 2024-11-10 07:41:09 AM | analyzer.0x2aa216f8126190fe5610b1b6c3c4835d1b07c8c8 | Return summary generated for getOwner
[INFO] | 2024-11-10 07:41:09 AM | analyzer.0x2aa216f8126190fe5610b1b6c3c4835d1b07c8c8 | State variable assignement do not exist
[INFO] | 2024-11-10 07:41:09 AM | analyzer.0x2aa216f8126190fe5610b1b6c3c4835d1b07c8c8 | Processed function getOwner
[INFO] | 2024-11-10 07:41:09 AM | analyzer.0x2aa216f8126190fe5610b1b6c3c4835d1b07c8c8 | Generating return summary for isOwner
[INFO] | 2024-11-10 07:41:09 AM | analyzer.0x2aa216f8126190fe5610b1b6c3c4835d1b07c8c8 | Return summary generated for isOwner
[INFO] | 2024-11-10 07:41:09 AM | analyzer.0x2aa216f8126190fe5610b1b6c3c4835d1b07c8c8 | State variable assignement do not exist
[INFO] | 2024-11-10 07:41:09 AM | analyzer.0x2aa216f8126190fe5610b1b6c3c4835d1b07c8c8 | Processed function isOwner
[INFO] | 2024-11-10 07:41:09 AM | analyzer.0x2aa216f8126190fe5610b1b6c3c4835d1b07c8c8 | Generating return summary for reorganizeOwners
[INFO] | 2024-11-10 07:41:09 AM | analyzer.0x2aa216f8126190fe5610b1b6c3c4835d1b07c8c8 | Return summary generated for reorganizeOwners
[INFO] | 2024-11-10 07:41:09 AM | analyzer.0x2aa216f8126190fe5610b1b6c3c4835d1b07c8c8 | Range graph generated
[INFO] | 2024-11-10 07:41:09 AM | analyzer.0x2aa216f8126190fe5610b1b6c3c4835d1b07c8c8 | Processed function reorganizeOwners
[INFO] | 2024-11-10 07:41:09 AM | analyzer.0x2aa216f8126190fe5610b1b6c3c4835d1b07c8c8 | Generating return summary for checkOwnerIndex
[INFO] | 2024-11-10 07:41:09 AM | analyzer.0x2aa216f8126190fe5610b1b6c3c4835d1b07c8c8 | Return summary generated for checkOwnerIndex
[INFO] | 2024-11-10 07:41:09 AM | analyzer.0x2aa216f8126190fe5610b1b6c3c4835d1b07c8c8 | State variable assignement do not exist
[INFO] | 2024-11-10 07:41:09 AM | analyzer.0x2aa216f8126190fe5610b1b6c3c4835d1b07c8c8 | Processed function checkOwnerIndex
[INFO] | 2024-11-10 07:41:09 AM | analyzer.0x2aa216f8126190fe5610b1b6c3c4835d1b07c8c8 | Generating return summary for isOperationActive
[INFO] | 2024-11-10 07:41:09 AM | analyzer.0x2aa216f8126190fe5610b1b6c3c4835d1b07c8c8 | Return summary generated for isOperationActive
[INFO] | 2024-11-10 07:41:09 AM | analyzer.0x2aa216f8126190fe5610b1b6c3c4835d1b07c8c8 | State variable assignement do not exist
[INFO] | 2024-11-10 07:41:09 AM | analyzer.0x2aa216f8126190fe5610b1b6c3c4835d1b07c8c8 | Processed function isOperationActive
[INFO] | 2024-11-10 07:41:09 AM | analyzer.0x2aa216f8126190fe5610b1b6c3c4835d1b07c8c8 | Generating return summary for assertOwnersAreConsistent
[INFO] | 2024-11-10 07:41:09 AM | analyzer.0x2aa216f8126190fe5610b1b6c3c4835d1b07c8c8 | Return summary generated for assertOwnersAreConsistent
[INFO] | 2024-11-10 07:41:09 AM | analyzer.0x2aa216f8126190fe5610b1b6c3c4835d1b07c8c8 | State variable assignement do not exist
[INFO] | 2024-11-10 07:41:09 AM | analyzer.0x2aa216f8126190fe5610b1b6c3c4835d1b07c8c8 | Processed function assertOwnersAreConsistent
[INFO] | 2024-11-10 07:41:09 AM | analyzer.0x2aa216f8126190fe5610b1b6c3c4835d1b07c8c8 | Generating return summary for assertOperationIsConsistent
[INFO] | 2024-11-10 07:41:09 AM | analyzer.0x2aa216f8126190fe5610b1b6c3c4835d1b07c8c8 | Return summary generated for assertOperationIsConsistent
[INFO] | 2024-11-10 07:41:09 AM | analyzer.0x2aa216f8126190fe5610b1b6c3c4835d1b07c8c8 | State variable assignement do not exist
[INFO] | 2024-11-10 07:41:09 AM | analyzer.0x2aa216f8126190fe5610b1b6c3c4835d1b07c8c8 | Processed function assertOperationIsConsistent
[INFO] | 2024-11-10 07:41:09 AM | analyzer.0x2aa216f8126190fe5610b1b6c3c4835d1b07c8c8 | Generating return summary for multiOwnedValidRequirement
[INFO] | 2024-11-10 07:41:09 AM | analyzer.0x2aa216f8126190fe5610b1b6c3c4835d1b07c8c8 | Return summary generated for multiOwnedValidRequirement
[INFO] | 2024-11-10 07:41:09 AM | analyzer.0x2aa216f8126190fe5610b1b6c3c4835d1b07c8c8 | State variable assignement do not exist
[INFO] | 2024-11-10 07:41:09 AM | analyzer.0x2aa216f8126190fe5610b1b6c3c4835d1b07c8c8 | Processed function multiOwnedValidRequirement
[INFO] | 2024-11-10 07:41:09 AM | analyzer.0x2aa216f8126190fe5610b1b6c3c4835d1b07c8c8 | Generating return summary for validNumOwners
[INFO] | 2024-11-10 07:41:09 AM | analyzer.0x2aa216f8126190fe5610b1b6c3c4835d1b07c8c8 | Return summary generated for validNumOwners
[INFO] | 2024-11-10 07:41:09 AM | analyzer.0x2aa216f8126190fe5610b1b6c3c4835d1b07c8c8 | State variable assignement do not exist
[INFO] | 2024-11-10 07:41:09 AM | analyzer.0x2aa216f8126190fe5610b1b6c3c4835d1b07c8c8 | Processed function validNumOwners
[INFO] | 2024-11-10 07:41:09 AM | analyzer.0x2aa216f8126190fe5610b1b6c3c4835d1b07c8c8 | Generating return summary for ownerExists
[INFO] | 2024-11-10 07:41:09 AM | analyzer.0x2aa216f8126190fe5610b1b6c3c4835d1b07c8c8 | Return summary generated for ownerExists
[INFO] | 2024-11-10 07:41:09 AM | analyzer.0x2aa216f8126190fe5610b1b6c3c4835d1b07c8c8 | State variable assignement do not exist
[INFO] | 2024-11-10 07:41:09 AM | analyzer.0x2aa216f8126190fe5610b1b6c3c4835d1b07c8c8 | Processed function ownerExists
[INFO] | 2024-11-10 07:41:09 AM | analyzer.0x2aa216f8126190fe5610b1b6c3c4835d1b07c8c8 | Generating return summary for ownerDoesNotExist
[INFO] | 2024-11-10 07:41:09 AM | analyzer.0x2aa216f8126190fe5610b1b6c3c4835d1b07c8c8 | Return summary generated for ownerDoesNotExist
