[INFO] | 2024-11-10 07:38:08 AM | analyzer.0x0c2795fc4e1f57614eb78923dc78521ff0676fb8 | Analysis started at: 2024-11-10 07:38:08 AM
[INFO] | 2024-11-10 07:38:40 AM | analyzer.0x0c2795fc4e1f57614eb78923dc78521ff0676fb8 | Processed function sub
[INFO] | 2024-11-10 07:38:40 AM | analyzer.0x0c2795fc4e1f57614eb78923dc78521ff0676fb8 | Generating return summary for add
[INFO] | 2024-11-10 07:38:40 AM | analyzer.0x0c2795fc4e1f57614eb78923dc78521ff0676fb8 | Return summary generated for add
[INFO] | 2024-11-10 07:38:40 AM | analyzer.0x0c2795fc4e1f57614eb78923dc78521ff0676fb8 | State variable assignement do not exist
[INFO] | 2024-11-10 07:38:40 AM | analyzer.0x0c2795fc4e1f57614eb78923dc78521ff0676fb8 | Processed function add
[INFO] | 2024-11-10 07:38:40 AM | analyzer.0x0c2795fc4e1f57614eb78923dc78521ff0676fb8 | Generating return summary for pow
[INFO] | 2024-11-10 07:38:40 AM | analyzer.0x0c2795fc4e1f57614eb78923dc78521ff0676fb8 | Return summary generated for pow
[INFO] | 2024-11-10 07:38:40 AM | analyzer.0x0c2795fc4e1f57614eb78923dc78521ff0676fb8 | State variable assignement do not exist
[INFO] | 2024-11-10 07:38:40 AM | analyzer.0x0c2795fc4e1f57614eb78923dc78521ff0676fb8 | Processed function pow
[INFO] | 2024-11-10 07:38:40 AM | analyzer.0x0c2795fc4e1f57614eb78923dc78521ff0676fb8 | Generating return summary for Ownable
[INFO] | 2024-11-10 07:38:40 AM | analyzer.0x0c2795fc4e1f57614eb78923dc78521ff0676fb8 | Return summary generated for Ownable
[INFO] | 2024-11-10 07:38:40 AM | analyzer.0x0c2795fc4e1f57614eb78923dc78521ff0676fb8 | Range graph generated
[INFO] | 2024-11-10 07:38:40 AM | analyzer.0x0c2795fc4e1f57614eb78923dc78521ff0676fb8 | Processed function Ownable
[INFO] | 2024-11-10 07:38:40 AM | analyzer.0x0c2795fc4e1f57614eb78923dc78521ff0676fb8 | Generating return summary for acceptOwnership
[INFO] | 2024-11-10 07:38:40 AM | analyzer.0x0c2795fc4e1f57614eb78923dc78521ff0676fb8 | Return summary generated for acceptOwnership
[INFO] | 2024-11-10 07:38:40 AM | analyzer.0x0c2795fc4e1f57614eb78923dc78521ff0676fb8 | Range graph generated
[INFO] | 2024-11-10 07:38:40 AM | analyzer.0x0c2795fc4e1f57614eb78923dc78521ff0676fb8 | Processed function acceptOwnership
[INFO] | 2024-11-10 07:38:40 AM | analyzer.0x0c2795fc4e1f57614eb78923dc78521ff0676fb8 | Generating return summary for onlyOwner
[INFO] | 2024-11-10 07:38:40 AM | analyzer.0x0c2795fc4e1f57614eb78923dc78521ff0676fb8 | Return summary generated for onlyOwner
[INFO] | 2024-11-10 07:38:40 AM | analyzer.0x0c2795fc4e1f57614eb78923dc78521ff0676fb8 | State variable assignement do not exist
[INFO] | 2024-11-10 07:38:40 AM | analyzer.0x0c2795fc4e1f57614eb78923dc78521ff0676fb8 | Processed function onlyOwner
[INFO] | 2024-11-10 07:38:40 AM | analyzer.0x0c2795fc4e1f57614eb78923dc78521ff0676fb8 | Generating return summary for query
[INFO] | 2024-11-10 07:38:40 AM | analyzer.0x0c2795fc4e1f57614eb78923dc78521ff0676fb8 | Return summary generated for query
[INFO] | 2024-11-10 07:38:40 AM | analyzer.0x0c2795fc4e1f57614eb78923dc78521ff0676fb8 | State variable assignement do not exist
[INFO] | 2024-11-10 07:38:40 AM | analyzer.0x0c2795fc4e1f57614eb78923dc78521ff0676fb8 | Processed function query
[INFO] | 2024-11-10 07:38:40 AM | analyzer.0x0c2795fc4e1f57614eb78923dc78521ff0676fb8 | Generating return summary for query_withGasLimit
[INFO] | 2024-11-10 07:38:40 AM | analyzer.0x0c2795fc4e1f57614eb78923dc78521ff0676fb8 | Return summary generated for query_withGasLimit
[INFO] | 2024-11-10 07:38:40 AM | analyzer.0x0c2795fc4e1f57614eb78923dc78521ff0676fb8 | State variable assignement do not exist
[INFO] | 2024-11-10 07:38:40 AM | analyzer.0x0c2795fc4e1f57614eb78923dc78521ff0676fb8 | Processed function query_withGasLimit
[INFO] | 2024-11-10 07:38:40 AM | analyzer.0x0c2795fc4e1f57614eb78923dc78521ff0676fb8 | Generating return summary for query2
[INFO] | 2024-11-10 07:38:40 AM | analyzer.0x0c2795fc4e1f57614eb78923dc78521ff0676fb8 | Return summary generated for query2
[INFO] | 2024-11-10 07:38:40 AM | analyzer.0x0c2795fc4e1f57614eb78923dc78521ff0676fb8 | State variable assignement do not exist
[INFO] | 2024-11-10 07:38:40 AM | analyzer.0x0c2795fc4e1f57614eb78923dc78521ff0676fb8 | Processed function query2
[INFO] | 2024-11-10 07:38:40 AM | analyzer.0x0c2795fc4e1f57614eb78923dc78521ff0676fb8 | Generating return summary for query2_withGasLimit
[INFO] | 2024-11-10 07:38:40 AM | analyzer.0x0c2795fc4e1f57614eb78923dc78521ff0676fb8 | Return summary generated for query2_withGasLimit
[INFO] | 2024-11-10 07:38:40 AM | analyzer.0x0c2795fc4e1f57614eb78923dc78521ff0676fb8 | State variable assignement do not exist
[INFO] | 2024-11-10 07:38:40 AM | analyzer.0x0c2795fc4e1f57614eb78923dc78521ff0676fb8 | Processed function query2_withGasLimit
[INFO] | 2024-11-10 07:38:40 AM | analyzer.0x0c2795fc4e1f57614eb78923dc78521ff0676fb8 | Generating return summary for queryN
[INFO] | 2024-11-10 07:38:40 AM | analyzer.0x0c2795fc4e1f57614eb78923dc78521ff0676fb8 | Return summary generated for queryN
[INFO] | 2024-11-10 07:38:40 AM | analyzer.0x0c2795fc4e1f57614eb78923dc78521ff0676fb8 | State variable assignement do not exist
[INFO] | 2024-11-10 07:38:40 AM | analyzer.0x0c2795fc4e1f57614eb78923dc78521ff0676fb8 | Processed function queryN
[INFO] | 2024-11-10 07:38:40 AM | analyzer.0x0c2795fc4e1f57614eb78923dc78521ff0676fb8 | Generating return summary for queryN_withGasLimit
[INFO] | 2024-11-10 07:38:40 AM | analyzer.0x0c2795fc4e1f57614eb78923dc78521ff0676fb8 | Return summary generated for queryN_withGasLimit
[INFO] | 2024-11-10 07:38:40 AM | analyzer.0x0c2795fc4e1f57614eb78923dc78521ff0676fb8 | State variable assignement do not exist
[INFO] | 2024-11-10 07:38:40 AM | analyzer.0x0c2795fc4e1f57614eb78923dc78521ff0676fb8 | Processed function queryN_withGasLimit
[INFO] | 2024-11-10 07:38:40 AM | analyzer.0x0c2795fc4e1f57614eb78923dc78521ff0676fb8 | Generating return summary for getPrice
[INFO] | 2024-11-10 07:38:40 AM | analyzer.0x0c2795fc4e1f57614eb78923dc78521ff0676fb8 | Return summary generated for getPrice
[INFO] | 2024-11-10 07:38:40 AM | analyzer.0x0c2795fc4e1f57614eb78923dc78521ff0676fb8 | State variable assignement do not exist
[INFO] | 2024-11-10 07:38:40 AM | analyzer.0x0c2795fc4e1f57614eb78923dc78521ff0676fb8 | Processed function getPrice
[INFO] | 2024-11-10 07:38:40 AM | analyzer.0x0c2795fc4e1f57614eb78923dc78521ff0676fb8 | Generating return summary for getPrice
[INFO] | 2024-11-10 07:38:40 AM | analyzer.0x0c2795fc4e1f57614eb78923dc78521ff0676fb8 | Return summary generated for getPrice
[INFO] | 2024-11-10 07:38:40 AM | analyzer.0x0c2795fc4e1f57614eb78923dc78521ff0676fb8 | State variable assignement do not exist
[INFO] | 2024-11-10 07:38:40 AM | analyzer.0x0c2795fc4e1f57614eb78923dc78521ff0676fb8 | Processed function getPrice
[INFO] | 2024-11-10 07:38:40 AM | analyzer.0x0c2795fc4e1f57614eb78923dc78521ff0676fb8 | Generating return summary for useCoupon
[INFO] | 2024-11-10 07:38:40 AM | analyzer.0x0c2795fc4e1f57614eb78923dc78521ff0676fb8 | Return summary generated for useCoupon
[INFO] | 2024-11-10 07:38:40 AM | analyzer.0x0c2795fc4e1f57614eb78923dc78521ff0676fb8 | State variable assignement do not exist
[INFO] | 2024-11-10 07:38:40 AM | analyzer.0x0c2795fc4e1f57614eb78923dc78521ff0676fb8 | Processed function useCoupon
[INFO] | 2024-11-10 07:38:40 AM | analyzer.0x0c2795fc4e1f57614eb78923dc78521ff0676fb8 | Generating return summary for setProofType
[INFO] | 2024-11-10 07:38:40 AM | analyzer.0x0c2795fc4e1f57614eb78923dc78521ff0676fb8 | Return summary generated for setProofType
[INFO] | 2024-11-10 07:38:40 AM | analyzer.0x0c2795fc4e1f57614eb78923dc78521ff0676fb8 | State variable assignement do not exist
[INFO] | 2024-11-10 07:38:40 AM | analyzer.0x0c2795fc4e1f57614eb78923dc78521ff0676fb8 | Processed function setProofType
[INFO] | 2024-11-10 07:38:40 AM | analyzer.0x0c2795fc4e1f57614eb78923dc78521ff0676fb8 | Generating return summary for setConfig
[INFO] | 2024-11-10 07:38:40 AM | analyzer.0x0c2795fc4e1f57614eb78923dc78521ff0676fb8 | Return summary generated for setConfig
[INFO] | 2024-11-10 07:38:40 AM | analyzer.0x0c2795fc4e1f57614eb78923dc78521ff0676fb8 | State variable assignement do not exist
[INFO] | 2024-11-10 07:38:40 AM | analyzer.0x0c2795fc4e1f57614eb78923dc78521ff0676fb8 | Processed function setConfig
[INFO] | 2024-11-10 07:38:40 AM | analyzer.0x0c2795fc4e1f57614eb78923dc78521ff0676fb8 | Generating return summary for setCustomGasPrice
[INFO] | 2024-11-10 07:38:40 AM | analyzer.0x0c2795fc4e1f57614eb78923dc78521ff0676fb8 | Return summary generated for setCustomGasPrice
[INFO] | 2024-11-10 07:38:40 AM | analyzer.0x0c2795fc4e1f57614eb78923dc78521ff0676fb8 | State variable assignement do not exist
[INFO] | 2024-11-10 07:38:40 AM | analyzer.0x0c2795fc4e1f57614eb78923dc78521ff0676fb8 | Processed function setCustomGasPrice
[INFO] | 2024-11-10 07:38:40 AM | analyzer.0x0c2795fc4e1f57614eb78923dc78521ff0676fb8 | Generating return summary for randomDS_getSessionPubKeyHash
[INFO] | 2024-11-10 07:38:40 AM | analyzer.0x0c2795fc4e1f57614eb78923dc78521ff0676fb8 | Return summary generated for randomDS_getSessionPubKeyHash
[INFO] | 2024-11-10 07:38:40 AM | analyzer.0x0c2795fc4e1f57614eb78923dc78521ff0676fb8 | State variable assignement do not exist
[INFO] | 2024-11-10 07:38:40 AM | analyzer.0x0c2795fc4e1f57614eb78923dc78521ff0676fb8 | Processed function randomDS_getSessionPubKeyHash
[INFO] | 2024-11-10 07:38:40 AM | analyzer.0x0c2795fc4e1f57614eb78923dc78521ff0676fb8 | Generating return summary for getAddress
[INFO] | 2024-11-10 07:38:40 AM | analyzer.0x0c2795fc4e1f57614eb78923dc78521ff0676fb8 | Return summary generated for getAddress
[INFO] | 2024-11-10 07:38:40 AM | analyzer.0x0c2795fc4e1f57614eb78923dc78521ff0676fb8 | State variable assignement do not exist
[INFO] | 2024-11-10 07:38:40 AM | analyzer.0x0c2795fc4e1f57614eb78923dc78521ff0676fb8 | Processed function getAddress
[INFO] | 2024-11-10 07:38:40 AM | analyzer.0x0c2795fc4e1f57614eb78923dc78521ff0676fb8 | Generating return summary for __callback
[INFO] | 2024-11-10 07:38:40 AM | analyzer.0x0c2795fc4e1f57614eb78923dc78521ff0676fb8 | Return summary generated for __callback
[INFO] | 2024-11-10 07:38:40 AM | analyzer.0x0c2795fc4e1f57614eb78923dc78521ff0676fb8 | State variable assignement do not exist
[INFO] | 2024-11-10 07:38:40 AM | analyzer.0x0c2795fc4e1f57614eb78923dc78521ff0676fb8 | Processed function __callback
[INFO] | 2024-11-10 07:38:40 AM | analyzer.0x0c2795fc4e1f57614eb78923dc78521ff0676fb8 | Generating return summary for getCodeSize
[INFO] | 2024-11-10 07:38:40 AM | analyzer.0x0c2795fc4e1f57614eb78923dc78521ff0676fb8 | Return summary generated for getCodeSize
[INFO] | 2024-11-10 07:38:40 AM | analyzer.0x0c2795fc4e1f57614eb78923dc78521ff0676fb8 | State variable assignement do not exist
[INFO] | 2024-11-10 07:38:40 AM | analyzer.0x0c2795fc4e1f57614eb78923dc78521ff0676fb8 | Processed function getCodeSize
[INFO] | 2024-11-10 07:38:40 AM | analyzer.0x0c2795fc4e1f57614eb78923dc78521ff0676fb8 | Generating return summary for parseAddr
[INFO] | 2024-11-10 07:38:40 AM | analyzer.0x0c2795fc4e1f57614eb78923dc78521ff0676fb8 | Return summary generated for parseAddr
[INFO] | 2024-11-10 07:38:40 AM | analyzer.0x0c2795fc4e1f57614eb78923dc78521ff0676fb8 | State variable assignement do not exist
[INFO] | 2024-11-10 07:38:40 AM | analyzer.0x0c2795fc4e1f57614eb78923dc78521ff0676fb8 | Processed function parseAddr
[INFO] | 2024-11-10 07:38:40 AM | analyzer.0x0c2795fc4e1f57614eb78923dc78521ff0676fb8 | Generating return summary for strCompare
[INFO] | 2024-11-10 07:38:40 AM | analyzer.0x0c2795fc4e1f57614eb78923dc78521ff0676fb8 | Return summary generated for strCompare
[INFO] | 2024-11-10 07:38:40 AM | analyzer.0x0c2795fc4e1f57614eb78923dc78521ff0676fb8 | State variable assignement do not exist
[INFO] | 2024-11-10 07:38:40 AM | analyzer.0x0c2795fc4e1f57614eb78923dc78521ff0676fb8 | Processed function strCompare
[INFO] | 2024-11-10 07:38:40 AM | analyzer.0x0c2795fc4e1f57614eb78923dc78521ff0676fb8 | Generating return summary for indexOf
[INFO] | 2024-11-10 07:38:40 AM | analyzer.0x0c2795fc4e1f57614eb78923dc78521ff0676fb8 | Return summary generated for indexOf
[INFO] | 2024-11-10 07:38:40 AM | analyzer.0x0c2795fc4e1f57614eb78923dc78521ff0676fb8 | State variable assignement do not exist
[INFO] | 2024-11-10 07:38:40 AM | analyzer.0x0c2795fc4e1f57614eb78923dc78521ff0676fb8 | Processed function indexOf
[INFO] | 2024-11-10 07:38:40 AM | analyzer.0x0c2795fc4e1f57614eb78923dc78521ff0676fb8 | Generating return summary for strConcat
[INFO] | 2024-11-10 07:38:40 AM | analyzer.0x0c2795fc4e1f57614eb78923dc78521ff0676fb8 | Return summary generated for strConcat
[INFO] | 2024-11-10 07:38:40 AM | analyzer.0x0c2795fc4e1f57614eb78923dc78521ff0676fb8 | State variable assignement do not exist
[INFO] | 2024-11-10 07:38:40 AM | analyzer.0x0c2795fc4e1f57614eb78923dc78521ff0676fb8 | Processed function strConcat
[INFO] | 2024-11-10 07:38:40 AM | analyzer.0x0c2795fc4e1f57614eb78923dc78521ff0676fb8 | Generating return summary for parseInt
[INFO] | 2024-11-10 07:38:40 AM | analyzer.0x0c2795fc4e1f57614eb78923dc78521ff0676fb8 | Return summary generated for parseInt
[INFO] | 2024-11-10 07:38:40 AM | analyzer.0x0c2795fc4e1f57614eb78923dc78521ff0676fb8 | State variable assignement do not exist
[INFO] | 2024-11-10 07:38:40 AM | analyzer.0x0c2795fc4e1f57614eb78923dc78521ff0676fb8 | Processed function parseInt
[INFO] | 2024-11-10 07:38:40 AM | analyzer.0x0c2795fc4e1f57614eb78923dc78521ff0676fb8 | Generating return summary for uint2str
[INFO] | 2024-11-10 07:38:40 AM | analyzer.0x0c2795fc4e1f57614eb78923dc78521ff0676fb8 | Return summary generated for uint2str
[INFO] | 2024-11-10 07:38:40 AM | analyzer.0x0c2795fc4e1f57614eb78923dc78521ff0676fb8 | State variable assignement do not exist
[INFO] | 2024-11-10 07:38:40 AM | analyzer.0x0c2795fc4e1f57614eb78923dc78521ff0676fb8 | Processed function uint2str
[INFO] | 2024-11-10 07:38:40 AM | analyzer.0x0c2795fc4e1f57614eb78923dc78521ff0676fb8 | Generating return summary for stra2cbor
[INFO] | 2024-11-10 07:38:40 AM | analyzer.0x0c2795fc4e1f57614eb78923dc78521ff0676fb8 | Return summary generated for stra2cbor
[INFO] | 2024-11-10 07:38:40 AM | analyzer.0x0c2795fc4e1f57614eb78923dc78521ff0676fb8 | State variable assignement do not exist
[INFO] | 2024-11-10 07:38:40 AM | analyzer.0x0c2795fc4e1f57614eb78923dc78521ff0676fb8 | Processed function stra2cbor
[INFO] | 2024-11-10 07:38:40 AM | analyzer.0x0c2795fc4e1f57614eb78923dc78521ff0676fb8 | Generating return summary for ba2cbor
[INFO] | 2024-11-10 07:38:40 AM | analyzer.0x0c2795fc4e1f57614eb78923dc78521ff0676fb8 | Return summary generated for ba2cbor
[INFO] | 2024-11-10 07:38:40 AM | analyzer.0x0c2795fc4e1f57614eb78923dc78521ff0676fb8 | State variable assignement do not exist
[INFO] | 2024-11-10 07:38:40 AM | analyzer.0x0c2795fc4e1f57614eb78923dc78521ff0676fb8 | Processed function ba2cbor
[INFO] | 2024-11-10 07:38:40 AM | analyzer.0x0c2795fc4e1f57614eb78923dc78521ff0676fb8 | Generating return summary for oraclize_setNetworkName
[INFO] | 2024-11-10 07:38:40 AM | analyzer.0x0c2795fc4e1f57614eb78923dc78521ff0676fb8 | Return summary generated for oraclize_setNetworkName
[INFO] | 2024-11-10 07:38:40 AM | analyzer.0x0c2795fc4e1f57614eb78923dc78521ff0676fb8 | Range graph generated
[INFO] | 2024-11-10 07:38:40 AM | analyzer.0x0c2795fc4e1f57614eb78923dc78521ff0676fb8 | Processed function oraclize_setNetworkName
[INFO] | 2024-11-10 07:38:40 AM | analyzer.0x0c2795fc4e1f57614eb78923dc78521ff0676fb8 | Generating return summary for oraclize_getNetworkName
[INFO] | 2024-11-10 07:38:40 AM | analyzer.0x0c2795fc4e1f57614eb78923dc78521ff0676fb8 | Return summary generated for oraclize_getNetworkName
[INFO] | 2024-11-10 07:38:40 AM | analyzer.0x0c2795fc4e1f57614eb78923dc78521ff0676fb8 | State variable assignement do not exist
[INFO] | 2024-11-10 07:38:40 AM | analyzer.0x0c2795fc4e1f57614eb78923dc78521ff0676fb8 | Processed function oraclize_getNetworkName
[INFO] | 2024-11-10 07:38:40 AM | analyzer.0x0c2795fc4e1f57614eb78923dc78521ff0676fb8 | Generating return summary for oraclize_randomDS_setCommitment
[INFO] | 2024-11-10 07:38:40 AM | analyzer.0x0c2795fc4e1f57614eb78923dc78521ff0676fb8 | Return summary generated for oraclize_randomDS_setCommitment
[INFO] | 2024-11-10 07:38:40 AM | analyzer.0x0c2795fc4e1f57614eb78923dc78521ff0676fb8 | Range graph generated
[INFO] | 2024-11-10 07:38:40 AM | analyzer.0x0c2795fc4e1f57614eb78923dc78521ff0676fb8 | Processed function oraclize_randomDS_setCommitment
[INFO] | 2024-11-10 07:38:40 AM | analyzer.0x0c2795fc4e1f57614eb78923dc78521ff0676fb8 | Generating return summary for matchBytes32Prefix
[INFO] | 2024-11-10 07:38:40 AM | analyzer.0x0c2795fc4e1f57614eb78923dc78521ff0676fb8 | Return summary generated for matchBytes32Prefix
[INFO] | 2024-11-10 07:38:40 AM | analyzer.0x0c2795fc4e1f57614eb78923dc78521ff0676fb8 | State variable assignement do not exist
[INFO] | 2024-11-10 07:38:40 AM | analyzer.0x0c2795fc4e1f57614eb78923dc78521ff0676fb8 | Processed function matchBytes32Prefix
[INFO] | 2024-11-10 07:38:40 AM | analyzer.0x0c2795fc4e1f57614eb78923dc78521ff0676fb8 | Generating return summary for copyBytes
[INFO] | 2024-11-10 07:38:40 AM | analyzer.0x0c2795fc4e1f57614eb78923dc78521ff0676fb8 | Return summary generated for copyBytes
[INFO] | 2024-11-10 07:38:40 AM | analyzer.0x0c2795fc4e1f57614eb78923dc78521ff0676fb8 | State variable assignement do not exist
[INFO] | 2024-11-10 07:38:40 AM | analyzer.0x0c2795fc4e1f57614eb78923dc78521ff0676fb8 | Processed function copyBytes
[INFO] | 2024-11-10 07:38:40 AM | analyzer.0x0c2795fc4e1f57614eb78923dc78521ff0676fb8 | Generating return summary for safer_ecrecover
[INFO] | 2024-11-10 07:38:40 AM | analyzer.0x0c2795fc4e1f57614eb78923dc78521ff0676fb8 | We should not consider this kind of return values!
[INFO] | 2024-11-10 07:38:40 AM | analyzer.0x0c2795fc4e1f57614eb78923dc78521ff0676fb8 | We should not consider this kind of return values!
[INFO] | 2024-11-10 07:38:40 AM | analyzer.0x0c2795fc4e1f57614eb78923dc78521ff0676fb8 | Return summary generated for safer_ecrecover
[INFO] | 2024-11-10 07:38:40 AM | analyzer.0x0c2795fc4e1f57614eb78923dc78521ff0676fb8 | State variable assignement do not exist
[INFO] | 2024-11-10 07:38:40 AM | analyzer.0x0c2795fc4e1f57614eb78923dc78521ff0676fb8 | Processed function safer_ecrecover
[INFO] | 2024-11-10 07:38:40 AM | analyzer.0x0c2795fc4e1f57614eb78923dc78521ff0676fb8 | Generating return summary for oraclizeAPI
[INFO] | 2024-11-10 07:38:40 AM | analyzer.0x0c2795fc4e1f57614eb78923dc78521ff0676fb8 | Return summary generated for oraclizeAPI
[INFO] | 2024-11-10 07:38:40 AM | analyzer.0x0c2795fc4e1f57614eb78923dc78521ff0676fb8 | Range graph generated
[INFO] | 2024-11-10 07:38:40 AM | analyzer.0x0c2795fc4e1f57614eb78923dc78521ff0676fb8 | Processed function oraclizeAPI
[INFO] | 2024-11-10 07:38:40 AM | analyzer.0x0c2795fc4e1f57614eb78923dc78521ff0676fb8 | Generating return summary for transfer
[INFO] | 2024-11-10 07:38:40 AM | analyzer.0x0c2795fc4e1f57614eb78923dc78521ff0676fb8 | Return summary generated for transfer
[INFO] | 2024-11-10 07:38:40 AM | analyzer.0x0c2795fc4e1f57614eb78923dc78521ff0676fb8 | State variable assignement do not exist
[INFO] | 2024-11-10 07:38:40 AM | analyzer.0x0c2795fc4e1f57614eb78923dc78521ff0676fb8 | Processed function transfer
[INFO] | 2024-11-10 07:38:40 AM | analyzer.0x0c2795fc4e1f57614eb78923dc78521ff0676fb8 | Generating return summary for balanceOf
[INFO] | 2024-11-10 07:38:40 AM | analyzer.0x0c2795fc4e1f57614eb78923dc78521ff0676fb8 | Return summary generated for balanceOf
[INFO] | 2024-11-10 07:38:40 AM | analyzer.0x0c2795fc4e1f57614eb78923dc78521ff0676fb8 | State variable assignement do not exist
[INFO] | 2024-11-10 07:38:40 AM | analyzer.0x0c2795fc4e1f57614eb78923dc78521ff0676fb8 | Processed function balanceOf
[INFO] | 2024-11-10 07:38:40 AM | analyzer.0x0c2795fc4e1f57614eb78923dc78521ff0676fb8 | Generating return summary for setCrowdsaleContract
[INFO] | 2024-11-10 07:38:40 AM | analyzer.0x0c2795fc4e1f57614eb78923dc78521ff0676fb8 | Return summary generated for setCrowdsaleContract
[INFO] | 2024-11-10 07:38:40 AM | analyzer.0x0c2795fc4e1f57614eb78923dc78521ff0676fb8 | State variable assignement do not exist
[INFO] | 2024-11-10 07:38:40 AM | analyzer.0x0c2795fc4e1f57614eb78923dc78521ff0676fb8 | Processed function setCrowdsaleContract
[INFO] | 2024-11-10 07:38:40 AM | analyzer.0x0c2795fc4e1f57614eb78923dc78521ff0676fb8 | Generating return summary for __callback
[INFO] | 2024-11-10 07:38:40 AM | analyzer.0x0c2795fc4e1f57614eb78923dc78521ff0676fb8 | Return summary generated for __callback
[INFO] | 2024-11-10 07:38:40 AM | analyzer.0x0c2795fc4e1f57614eb78923dc78521ff0676fb8 | State variable assignement do not exist
[INFO] | 2024-11-10 07:38:40 AM | analyzer.0x0c2795fc4e1f57614eb78923dc78521ff0676fb8 | Processed function __callback
[INFO] | 2024-11-10 07:38:40 AM | analyzer.0x0c2795fc4e1f57614eb78923dc78521ff0676fb8 | Generating return summary for getCodeSize
[INFO] | 2024-11-10 07:38:40 AM | analyzer.0x0c2795fc4e1f57614eb78923dc78521ff0676fb8 | Return summary generated for getCodeSize
[INFO] | 2024-11-10 07:38:40 AM | analyzer.0x0c2795fc4e1f57614eb78923dc78521ff0676fb8 | State variable assignement do not exist
[INFO] | 2024-11-10 07:38:40 AM | analyzer.0x0c2795fc4e1f57614eb78923dc78521ff0676fb8 | Processed function getCodeSize
[INFO] | 2024-11-10 07:38:40 AM | analyzer.0x0c2795fc4e1f57614eb78923dc78521ff0676fb8 | Generating return summary for parseAddr
[INFO] | 2024-11-10 07:38:40 AM | analyzer.0x0c2795fc4e1f57614eb78923dc78521ff0676fb8 | Return summary generated for parseAddr
